trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,liquidation,block_rfq_id,combo_id,unix_sec
3237,367921346,1747887844693,1,0.194,0.19399402,70.26,BTC-30MAY25-90000-C,111321.82,sell,0.1,0.1,,,,,,1747887844.693
3238,367921347,1747887844839,0,0.1945,0.19399402,76.61,BTC-30MAY25-90000-C,111321.82,sell,0.2,0.2,,,,,,1747887844.839
3239,368136047,1747944186084,1,0.1945,0.19446281,70.67,BTC-30MAY25-90000-C,111406.28,buy,1.0,1.0,,,,,,1747944186.084
3240,368226106,1747999204442,2,0.1895,0.18955467,70.98,BTC-30MAY25-90000-C,110772.53,sell,0.2,0.2,,,,,,1747999204.442
3241,368226107,1747999204459,3,0.1895,0.18955467,70.98,BTC-30MAY25-90000-C,110772.53,sell,0.2,0.2,,,,,,1747999204.459
3242,368226108,1747999204472,3,0.1895,0.18955467,70.98,BTC-30MAY25-90000-C,110772.53,sell,0.3,0.3,,,,,,1747999204.472
3243,368246483,1748001462268,2,0.1785,0.17919429,0.0,BTC-30MAY25-90000-C,109405.16,sell,0.1,0.1,,,,,,1748001462.268
3244,368406563,1748069193441,2,0.1675,0.16730315,70.26,BTC-30MAY25-90000-C,107850.84,sell,0.1,0.1,,,,,,1748069193.441
3245,368911966,1748372354248,0,0.1825,0.18223159,110.34,BTC-30MAY25-90000-C,109930.02,sell,1.0,1.0,,,,,,1748372354.248
3246,368921344,1748378252535,2,0.1815,0.18137188,102.72,BTC-30MAY25-90000-C,109855.74,sell,0.1,0.1,,,,,,1748378252.535
3247,368921346,1748378270585,3,0.1815,0.18139492,103.35,BTC-30MAY25-90000-C,109850.96,sell,0.1,0.1,,,,,,1748378270.585
3248,368921353,1748378306023,3,0.1815,0.18146228,99.82,BTC-30MAY25-90000-C,109856.96,sell,0.1,0.1,,,,,,1748378306.023
3249,368921357,1748378313896,3,0.1815,0.18146972,98.51,BTC-30MAY25-90000-C,109859.2,sell,0.1,0.1,,,,,,1748378313.896
3250,368921849,1748378936697,2,0.181,0.1805666,116.55,BTC-30MAY25-90000-C,109748.14,sell,0.1,0.1,,,,,,1748378936.697
3251,368921860,1748378968662,3,0.181,0.18060471,113.59,BTC-30MAY25-90000-C,109758.22,sell,0.1,0.1,,,,,,1748378968.662
3252,368921881,1748378972565,3,0.181,0.18075607,108.64,BTC-30MAY25-90000-C,109776.18,sell,0.1,0.1,,,,,,1748378972.565
3253,368921883,1748378976696,3,0.181,0.18075256,109.74,BTC-30MAY25-90000-C,109773.01,sell,0.1,0.1,,,,,,1748378976.696
3254,368921885,1748378980354,3,0.181,0.1807467,110.13,BTC-30MAY25-90000-C,109771.98,sell,0.1,0.1,,,,,,1748378980.354
3255,368921911,1748378987520,3,0.181,0.18073995,113.22,BTC-30MAY25-90000-C,109761.26,sell,0.1,0.1,,,,,,1748378987.52
3256,368921918,1748378990951,3,0.181,0.18062206,114.4,BTC-30MAY25-90000-C,109757.11,sell,0.1,0.1,,,,,,1748378990.951
3257,368921963,1748379060952,3,0.181,0.18072187,110.87,BTC-30MAY25-90000-C,109767.26,sell,0.1,0.1,,,,,,1748379060.952
3258,368921966,1748379063130,3,0.181,0.18072706,110.61,BTC-30MAY25-90000-C,109768.15,sell,0.1,0.1,,,,,,1748379063.13
3259,368921967,1748379075617,3,0.181,0.18077714,109.0,BTC-30MAY25-90000-C,109771.21,sell,0.1,0.1,,,,,,1748379075.617
3260,368921969,1748379076508,3,0.181,0.18077462,108.82,BTC-30MAY25-90000-C,109771.64,sell,0.1,0.1,,,,,,1748379076.508
3261,368921971,1748379077839,3,0.181,0.18077891,108.95,BTC-30MAY25-90000-C,109771.2,sell,0.1,0.1,,,,,,1748379077.839
3262,368921973,1748379078840,3,0.181,0.18077573,108.91,BTC-30MAY25-90000-C,109771.2,sell,0.1,0.1,,,,,,1748379078.84
3263,368921976,1748379081321,3,0.181,0.18077758,108.75,BTC-30MAY25-90000-C,109771.31,sell,0.1,0.1,,,,,,1748379081.321
3264,368921985,1748379147920,3,0.181,0.18086178,105.05,BTC-30MAY25-90000-C,109778.59,sell,0.1,0.1,,,,,,1748379147.92
3265,368921988,1748379150018,3,0.181,0.18086519,104.95,BTC-30MAY25-90000-C,109778.56,sell,0.1,0.1,,,,,,1748379150.018
3266,368921992,1748379161712,3,0.181,0.18077272,108.23,BTC-30MAY25-90000-C,109768.71,sell,0.1,0.1,,,,,,1748379161.712
3267,368921994,1748379162636,3,0.181,0.18079405,107.69,BTC-30MAY25-90000-C,109770.07,sell,0.1,0.1,,,,,,1748379162.636
3268,368921996,1748379164040,3,0.181,0.18080694,107.51,BTC-30MAY25-90000-C,109770.36,sell,0.1,0.1,,,,,,1748379164.04
3269,368921998,1748379164956,3,0.181,0.18081117,107.38,BTC-30MAY25-90000-C,109770.49,sell,0.1,0.1,,,,,,1748379164.956
3270,368922000,1748379166272,3,0.181,0.18081413,107.3,BTC-30MAY25-90000-C,109770.68,sell,0.1,0.1,,,,,,1748379166.272
3271,368922039,1748379211137,2,0.1805,0.18045514,100.44,BTC-30MAY25-90000-C,109724.94,sell,0.1,0.1,,,,,,1748379211.137
3272,368922090,1748379232420,3,0.1805,0.18003329,118.71,BTC-30MAY25-90000-C,109668.96,sell,0.1,0.1,,,,,,1748379232.42
3273,368922110,1748379232924,2,0.18,0.17996345,100.02,BTC-30MAY25-90000-C,109668.04,sell,0.1,0.1,,,,,,1748379232.924
3274,368922120,1748379244534,3,0.18,0.17988591,102.99,BTC-30MAY25-90000-C,109663.33,sell,0.1,0.1,,,,,,1748379244.534
3275,368922122,1748379245572,3,0.18,0.17990185,102.35,BTC-30MAY25-90000-C,109664.68,sell,0.1,0.1,,,,,,1748379245.572
3276,368922212,1748379311783,0,0.1805,0.18005615,116.06,BTC-30MAY25-90000-C,109674.12,sell,0.1,0.1,,,,,,1748379311.783
3277,368922219,1748379320660,1,0.1805,0.18009742,114.58,BTC-30MAY25-90000-C,109680.12,sell,0.1,0.1,,,,,,1748379320.66
3278,368922227,1748379322112,1,0.1805,0.18010899,114.46,BTC-30MAY25-90000-C,109680.46,sell,0.1,0.1,,,,,,1748379322.112
3279,368922229,1748379323045,1,0.1805,0.18011284,114.14,BTC-30MAY25-90000-C,109681.69,sell,0.1,0.1,,,,,,1748379323.045
3280,368922243,1748379334429,2,0.18,0.18000693,98.48,BTC-30MAY25-90000-C,109664.92,sell,0.1,0.1,,,,,,1748379334.429
3281,368922257,1748379398415,0,0.1805,0.17992148,119.65,BTC-30MAY25-90000-C,109660.64,sell,0.1,0.1,,,,,,1748379398.415
3282,368922258,1748379399044,1,0.1805,0.17992712,119.75,BTC-30MAY25-90000-C,109660.14,sell,0.1,0.1,,,,,,1748379399.044
3283,368922259,1748379406024,2,0.18,0.17991905,102.39,BTC-30MAY25-90000-C,109659.65,sell,0.1,0.1,,,,,,1748379406.024
3284,368922318,1748379475033,3,0.18,0.1797303,110.24,BTC-30MAY25-90000-C,109637.17,sell,0.1,0.1,,,,,,1748379475.033
3285,368922527,1748379618187,3,0.18,0.17951589,117.08,BTC-30MAY25-90000-C,109612.58,sell,0.1,0.1,,,,,,1748379618.187
3286,368922804,1748379702094,3,0.18,0.17956764,114.98,BTC-30MAY25-90000-C,109616.0,sell,0.1,0.1,,,,,,1748379702.094
3287,368923138,1748379838210,2,0.1795,0.17962723,0.0,BTC-30MAY25-90000-C,109629.07,sell,0.1,0.1,,,,,,1748379838.21
3288,368923279,1748379839173,2,0.179,0.17968487,0.0,BTC-30MAY25-90000-C,109561.94,sell,0.1,0.1,,,,,,1748379839.173
3289,368923809,1748379918624,3,0.179,0.17868791,111.52,BTC-30MAY25-90000-C,109495.65,sell,0.1,0.1,,,,,,1748379918.624
3290,368923892,1748380002244,3,0.179,0.17875497,108.59,BTC-30MAY25-90000-C,109503.16,sell,0.1,0.1,,,,,,1748380002.244
3291,368925808,1748381063324,2,0.177,0.17697528,98.66,BTC-30MAY25-90000-C,109278.65,sell,0.1,0.1,,,,,,1748381063.324
3292,368931744,1748383106439,2,0.1745,0.17442738,99.88,BTC-30MAY25-90000-C,108967.0,sell,0.1,0.1,,,,,,1748383106.439
3293,368969812,1748401863268,2,0.1729,0.17303846,71.06,BTC-30MAY25-90000-C,108794.74,sell,50.0,50.0,2.0,BLOCK-201542,,4721.0,BTC-CCAL-6JUN25_30MAY25-90000,1748401863.268
3294,368969971,1748402037426,0,0.1731,0.17334422,0.0,BTC-30MAY25-90000-C,108839.67,sell,100.0,100.0,2.0,BLOCK-201543,,4724.0,BTC-CCAL-6JUN25_30MAY25-90000,1748402037.426
3295,368996863,1748420792958,0,0.175,0.17431427,132.23,BTC-30MAY25-90000-C,108946.6,sell,0.1,0.1,,,,,,1748420792.958
3296,369051753,1748440862545,2,0.1675,0.16767452,0.0,BTC-30MAY25-90000-C,108075.18,sell,0.2,0.2,,,,,,1748440862.545
3297,369051756,1748440862555,3,0.1675,0.16767452,0.0,BTC-30MAY25-90000-C,108075.18,sell,0.8,0.8,,,,,,1748440862.555
3298,369164089,1748488132947,0,0.1693,0.16942497,0.0,BTC-30MAY25-90000-C,108306.21,sell,50.0,50.0,2.0,BLOCK-201795,,4830.0,BTC-CDIAG-6JUN25_30MAY25-85000_90000,1748488132.947
3299,369165389,1748489043110,2,0.1689,0.16859915,146.29,BTC-30MAY25-90000-C,108194.96,sell,50.0,50.0,2.0,BLOCK-201799,,4833.0,BTC-CDIAG-6JUN25_30MAY25-85000_90000,1748489043.11
3300,369217055,1748518514199,0,0.174,0.17311863,203.31,BTC-30MAY25-90000-C,108793.31,sell,1.1,1.1,,,M,,,1748518514.199
3301,369238696,1748526026458,2,0.1655,0.16535643,162.15,BTC-30MAY25-90000-C,107807.18,sell,5.0,5.0,,,,,,1748526026.458
3302,369240371,1748526249526,2,0.165,0.16499198,145.24,BTC-30MAY25-90000-C,107756.62,sell,1.3,1.3,,,,,,1748526249.526
3303,369252768,1748528753520,2,0.1595,0.15970408,0.0,BTC-30MAY25-90000-C,107077.18,sell,1.7,1.7,,,,,,1748528753.52
3304,369272355,1748532585347,0,0.163,0.16303868,0.0,BTC-30MAY25-90000-C,107518.51,sell,0.1,0.1,,,,,,1748532585.347
3305,369303134,1748542230707,2,0.155,0.15488817,149.88,BTC-30MAY25-90000-C,106499.1,buy,0.6,0.6,,,,,,1748542230.707
3306,369396206,1748583247907,2,0.153,0.15277205,427.36,BTC-30MAY25-90000-C,106232.34,buy,0.1,0.1,,,,,,1748583247.907
3307,369397632,1748583479682,0,0.1535,0.15326242,436.37,BTC-30MAY25-90000-C,106294.61,buy,0.1,0.1,,,,,,1748583479.682
3308,369405579,1748585338782,2,0.1517,0.15168359,367.62,BTC-30MAY25-90000-C,106106.66,sell,11.3,11.3,3.0,BLOCK-202107,,,,1748585338.782
3309,369407992,1748586488685,2,0.151,0.15093523,507.59,BTC-30MAY25-90000-C,105971.25,sell,0.2,0.2,,,,,,1748586488.685
3310,369408017,1748586491034,3,0.151,0.15085408,509.68,BTC-30MAY25-90000-C,105971.94,sell,0.2,0.2,,,,,,1748586491.034
3311,369408053,1748586491172,3,0.151,0.15085408,509.68,BTC-30MAY25-90000-C,105971.94,sell,0.3,0.3,,,,,,1748586491.172
3312,369408056,1748586491178,3,0.151,0.15085408,509.68,BTC-30MAY25-90000-C,105971.94,sell,0.3,0.3,,,,,,1748586491.178
3313,369408105,1748586491320,3,0.151,0.15085408,509.68,BTC-30MAY25-90000-C,105971.94,sell,0.9,0.9,,,,,,1748586491.32
3314,369408163,1748586494607,3,0.151,0.15080216,547.47,BTC-30MAY25-90000-C,105958.04,sell,0.3,0.3,,,,,,1748586494.607
3315,369408176,1748586496665,3,0.151,0.15072194,555.98,BTC-30MAY25-90000-C,105953.86,sell,0.3,0.3,,,,,,1748586496.665
3316,369408208,1748586498098,3,0.151,0.15069077,561.06,BTC-30MAY25-90000-C,105951.8,sell,0.2,0.2,,,,,,1748586498.098
3317,369408212,1748586498169,3,0.151,0.15069077,561.06,BTC-30MAY25-90000-C,105951.8,sell,17.3,17.3,,,,,,1748586498.169
