trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,liquidation,block_trade_leg_count,block_trade_id,block_rfq_id,unix_sec
1851,368285970,1748006231844,2,0.0011,0.00109582,55.71,BTC-30MAY25-125000-C,108597.15,buy,0.1,0.1,,,,,,,1748006231.844
1852,368290222,1748007190078,3,0.0011,0.00112602,54.27,BTC-30MAY25-125000-C,109079.6,buy,1.4,1.4,,,,,,,1748007190.078
1853,368291936,1748007320583,0,0.0012,0.00120637,54.11,BTC-30MAY25-125000-C,109431.25,buy,2.0,2.0,,,,,,,1748007320.583
1854,368299419,1748008829513,1,0.0012,0.0012289,53.11,BTC-30MAY25-125000-C,109794.45,buy,1.0,1.0,,,,,,,1748008829.513
1855,368299445,1748008836900,1,0.0012,0.00122816,53.06,BTC-30MAY25-125000-C,109807.35,buy,3.7,3.7,,,,,,,1748008836.9
1856,368303742,1748009850132,1,0.0012,0.00123375,53.08,BTC-30MAY25-125000-C,109840.49,buy,0.4,0.4,,,,,,,1748009850.132
1857,368304088,1748009860349,2,0.0011,0.0012323,52.3,BTC-30MAY25-125000-C,109822.85,sell,0.1,0.1,,,,,,,1748009860.349
1858,368310114,1748012277228,2,0.001,0.00105641,51.66,BTC-30MAY25-125000-C,109788.16,sell,0.1,0.1,,,,,,,1748012277.228
1860,368310239,1748012348095,3,0.0009,0.00101035,50.81,BTC-30MAY25-125000-C,109753.2,sell,8.9,8.9,,,,,,,1748012348.095
1859,368310238,1748012348095,2,0.0009,0.00101035,50.81,BTC-30MAY25-125000-C,109753.2,sell,1.0,1.0,,,,,,,1748012348.095
1861,368310278,1748012398995,0,0.0011,0.00101141,52.7,BTC-30MAY25-125000-C,109739.68,buy,0.9,0.9,,,,,,,1748012398.995
1862,368311348,1748012684362,2,0.001,0.00099695,52.03,BTC-30MAY25-125000-C,109675.04,sell,0.1,0.1,,,,,,,1748012684.362
1863,368311349,1748012684365,3,0.001,0.00099695,52.03,BTC-30MAY25-125000-C,109675.04,buy,3.0,3.0,,,,,,,1748012684.365
1864,368314397,1748013659078,2,0.0009,0.00096507,51.65,BTC-30MAY25-125000-C,109469.36,sell,0.1,0.1,,,,,,,1748013659.078
1866,368314540,1748013871831,3,0.0008,0.00088158,50.86,BTC-30MAY25-125000-C,109410.4,sell,5.8,5.8,,,,,,,1748013871.831
1865,368314539,1748013871831,2,0.0008,0.00088158,50.86,BTC-30MAY25-125000-C,109410.4,sell,1.0,1.0,,,,,,,1748013871.831
1867,368316199,1748014514068,0,0.001,0.00095652,51.96,BTC-30MAY25-125000-C,109720.47,buy,0.9,0.9,,,,,,,1748014514.068
1868,368316541,1748014708454,2,0.0009,0.00093216,51.22,BTC-30MAY25-125000-C,109661.31,sell,0.1,0.1,,,,,,,1748014708.454
1869,368326401,1748017147676,2,0.0008,0.00075504,54.9,BTC-30MAY25-125000-C,108081.21,sell,0.3,0.3,,,,,,,1748017147.676
1870,368327869,1748017375076,0,0.0009,0.00086166,54.4,BTC-30MAY25-125000-C,108604.48,buy,1.0,1.0,,,,,,,1748017375.076
1871,368327889,1748017382424,1,0.0009,0.00085972,54.43,BTC-30MAY25-125000-C,108592.67,buy,0.2,0.2,,,,,,,1748017382.424
1872,368343395,1748025400943,1,0.0009,0.00081296,53.25,BTC-30MAY25-125000-C,109096.83,sell,1.0,1.0,,,,,,,1748025400.943
1873,368416469,1748073504122,2,0.0008,0.00069188,59.55,BTC-30MAY25-125000-C,107634.76,sell,0.1,0.1,,,,,,,1748073504.122
1874,368430771,1748081805809,2,0.0006,0.00073667,55.3,BTC-30MAY25-125000-C,108225.37,sell,0.2,0.2,,,,,,,1748081805.809
1875,368435380,1748083512362,0,0.0007,0.00075712,54.51,BTC-30MAY25-125000-C,108995.35,sell,15.0,15.0,,,,,,,1748083512.362
1876,368462898,1748107774187,2,0.0006,0.00064248,54.38,BTC-30MAY25-125000-C,108988.68,buy,0.1,0.1,,,,,,,1748107774.187
1877,368462906,1748107891617,2,0.0005,0.00063976,52.9,BTC-30MAY25-125000-C,108982.98,sell,0.1,0.1,,,,,,,1748107891.617
1878,368465507,1748115922803,3,0.0005,0.00053263,53.76,BTC-30MAY25-125000-C,108854.39,sell,2.0,2.0,,,,,,,1748115922.803
1879,368499904,1748134837511,3,0.0005,0.00054408,59.49,BTC-30MAY25-125000-C,107394.24,sell,0.2,0.2,,,,,,,1748134837.511
1880,368511660,1748141969136,3,0.0005,0.00054716,58.1,BTC-30MAY25-125000-C,107990.75,sell,0.1,0.1,,,,,,,1748141969.136
1881,368513997,1748144022680,0,0.0007,0.00061667,60.39,BTC-30MAY25-125000-C,108230.2,buy,25.0,25.0,,,,,,,1748144022.68
1882,368516066,1748145101190,0,0.0008,0.00073951,61.75,BTC-30MAY25-125000-C,108227.66,buy,2.0,2.0,,,,,,,1748145101.19
1883,368530139,1748148981071,2,0.0007,0.0008441,60.65,BTC-30MAY25-125000-C,108252.7,sell,0.2,0.2,,,,,,,1748148981.071
1884,368531191,1748151491650,2,0.0006,0.00073681,59.85,BTC-30MAY25-125000-C,108123.02,sell,0.2,0.2,,,,,,,1748151491.65
1885,368531347,1748151672529,3,0.0006,0.00071635,60.11,BTC-30MAY25-125000-C,108039.45,sell,0.2,0.2,,,,,,,1748151672.529
1887,368533204,1748154895972,1,0.0008,0.00071542,63.19,BTC-30MAY25-125000-C,108021.21,buy,0.1,0.1,,,,,,,1748154895.972
1886,368533203,1748154895972,0,0.0008,0.00071542,63.19,BTC-30MAY25-125000-C,108021.21,buy,0.1,0.1,,,,,,,1748154895.972
1888,368533620,1748155513166,2,0.0007,0.00073392,62.05,BTC-30MAY25-125000-C,107974.37,sell,0.1,0.1,,,,,,,1748155513.166
1889,368544354,1748161584208,2,0.0006,0.00062515,62.69,BTC-30MAY25-125000-C,107508.49,sell,0.1,0.1,,,,,,,1748161584.208
1890,368563087,1748170472050,2,0.0005,0.00060231,62.97,BTC-30MAY25-125000-C,107109.03,sell,0.1,0.1,,,,,,,1748170472.05
1891,368572609,1748180575894,0,0.0006,0.00063919,63.7,BTC-30MAY25-125000-C,107630.49,sell,0.1,0.1,,,,,,,1748180575.894
1892,368575592,1748184294213,1,0.0006,0.00056779,65.33,BTC-30MAY25-125000-C,107244.18,sell,0.1,0.1,,,,,,,1748184294.213
1893,368576076,1748184547636,0,0.0007,0.00058133,66.83,BTC-30MAY25-125000-C,107264.2,buy,1.0,1.0,,,,,,,1748184547.636
1894,368582975,1748187506895,1,0.0007,0.00069217,67.59,BTC-30MAY25-125000-C,107101.3,sell,0.1,0.1,,,,,,,1748187506.895
1895,368592357,1748196981070,2,0.0006,0.00063744,65.66,BTC-30MAY25-125000-C,107406.08,sell,0.1,0.1,,,,,,,1748196981.07
1896,368610016,1748211072648,0,0.0007,0.00074337,64.57,BTC-30MAY25-125000-C,108501.69,buy,0.3,0.3,,,,,,,1748211072.648
1897,368610017,1748211072648,1,0.0007,0.00074337,64.57,BTC-30MAY25-125000-C,108501.69,buy,0.1,0.1,,,,,,,1748211072.648
1898,368622010,1748214799992,0,0.0008,0.0008399,64.33,BTC-30MAY25-125000-C,109068.02,sell,0.1,0.1,,,,,,,1748214799.992
1899,368622011,1748214799992,1,0.0008,0.0008399,64.33,BTC-30MAY25-125000-C,109068.02,sell,0.1,0.1,,,,,,,1748214799.992
1900,368634084,1748222900294,2,0.0007,0.00082952,62.08,BTC-30MAY25-125000-C,109484.87,sell,0.8,0.8,,,,,,,1748222900.294
1901,368640334,1748228707600,2,0.0006,0.00067475,61.54,BTC-30MAY25-125000-C,109371.19,sell,0.1,0.1,,,,,,,1748228707.6
1902,368642945,1748231417207,3,0.0006,0.00063019,60.57,BTC-30MAY25-125000-C,109704.63,sell,0.1,0.1,,,,,,,1748231417.207
1903,368643245,1748231858701,3,0.0006,0.00064632,60.77,BTC-30MAY25-125000-C,109653.19,sell,0.2,0.2,,,,,,,1748231858.701
1904,368647095,1748236432622,0,0.0007,0.00074919,63.54,BTC-30MAY25-125000-C,109428.62,sell,0.1,0.1,,,,,,,1748236432.622
1905,368649671,1748240029137,1,0.0007,0.00077505,63.25,BTC-30MAY25-125000-C,109621.44,sell,0.1,0.1,,,,,,,1748240029.137
1906,368663118,1748244187649,0,0.0009,0.00075906,64.85,BTC-30MAY25-125000-C,109989.15,sell,0.1,0.1,,,,,,,1748244187.649
1907,368668235,1748246127331,1,0.0009,0.00075228,64.5,BTC-30MAY25-125000-C,110077.5,buy,3.1,3.1,,,,,,,1748246127.331
1908,368668236,1748246127331,1,0.0009,0.00075228,64.5,BTC-30MAY25-125000-C,110077.5,buy,1.6,1.6,,,,,,,1748246127.331
1909,368668237,1748246127331,1,0.0009,0.00075228,64.5,BTC-30MAY25-125000-C,110077.5,buy,0.3,0.3,,,,,,,1748246127.331
1910,368670603,1748246904126,2,0.0007,0.00072957,62.15,BTC-30MAY25-125000-C,110036.54,sell,0.1,0.1,,,,,,,1748246904.126
1911,368671186,1748247191768,2,0.0006,0.00070785,60.94,BTC-30MAY25-125000-C,109972.13,sell,1.0,1.0,,,,,,,1748247191.768
1912,368672373,1748248024067,3,0.0006,0.00063534,61.39,BTC-30MAY25-125000-C,109860.85,sell,0.1,0.1,,,,,,,1748248024.067
1913,368672853,1748248496034,3,0.0006,0.00065651,61.33,BTC-30MAY25-125000-C,109894.57,sell,0.1,0.1,,,,,,,1748248496.034
1914,368673179,1748248809355,3,0.0006,0.00062584,61.85,BTC-30MAY25-125000-C,109772.01,sell,0.1,0.1,,,,,,,1748248809.355
1915,368673365,1748249143721,3,0.0006,0.00062437,62.04,BTC-30MAY25-125000-C,109734.57,sell,0.1,0.1,,,,,,,1748249143.721
1916,368673977,1748249810211,2,0.0005,0.00062698,60.44,BTC-30MAY25-125000-C,109709.88,sell,0.5,0.5,,,,,,,1748249810.211
1917,368673980,1748249812182,3,0.0005,0.00062677,60.45,BTC-30MAY25-125000-C,109709.67,sell,0.4,0.4,,,,,,,1748249812.182
1919,368673985,1748249822428,3,0.0005,0.00062645,60.44,BTC-30MAY25-125000-C,109710.89,sell,3.0,3.0,,,,,,,1748249822.428
1920,368673986,1748249822428,3,0.0005,0.00062645,60.44,BTC-30MAY25-125000-C,109710.89,sell,0.1,0.1,,,,,,,1748249822.428
1918,368673984,1748249822428,3,0.0005,0.00062645,60.44,BTC-30MAY25-125000-C,109710.89,sell,2.0,2.0,,,,,,,1748249822.428
1921,368673987,1748249822428,3,0.0005,0.00062645,60.44,BTC-30MAY25-125000-C,109710.89,sell,0.6,0.6,,,,,,,1748249822.428
1922,368673990,1748249822482,3,0.0005,0.00062645,60.44,BTC-30MAY25-125000-C,109710.89,buy,5.9,5.9,,,,,,,1748249822.482
1923,368674216,1748250122476,3,0.0005,0.00057037,60.73,BTC-30MAY25-125000-C,109650.3,sell,0.1,0.1,,,,,,,1748250122.476
1924,368677345,1748253152904,3,0.0005,0.00055989,60.78,BTC-30MAY25-125000-C,109700.97,sell,0.1,0.1,,,,,,,1748253152.904
1925,368680327,1748256824770,3,0.0005,0.00050917,61.14,BTC-30MAY25-125000-C,109697.42,sell,0.1,0.1,,,,,,,1748256824.77
1926,368681559,1748257903496,3,0.0005,0.00051509,61.02,BTC-30MAY25-125000-C,109743.18,sell,0.1,0.1,,,,,,,1748257903.496
1927,368681871,1748258464992,3,0.0005,0.00049566,61.29,BTC-30MAY25-125000-C,109688.19,sell,0.1,0.1,,,,,,,1748258464.992
1928,368690124,1748265015008,0,0.0006,0.00047845,63.3,BTC-30MAY25-125000-C,109785.96,sell,0.1,0.1,,,,,,,1748265015.008
1929,368690157,1748265052748,1,0.0006,0.00048527,63.26,BTC-30MAY25-125000-C,109795.91,sell,0.1,0.1,,,,,,,1748265052.748
1930,368690559,1748265450236,1,0.0006,0.00053313,62.71,BTC-30MAY25-125000-C,109940.32,sell,0.1,0.1,,,,,,,1748265450.236
1931,368690683,1748265564377,1,0.0006,0.0005062,63.2,BTC-30MAY25-125000-C,109821.12,sell,0.1,0.1,,,,,,,1748265564.377
1933,368690914,1748265925111,3,0.0005,0.00051002,61.62,BTC-30MAY25-125000-C,109772.01,sell,0.1,0.1,,,,,,,1748265925.111
1932,368690913,1748265925111,2,0.0005,0.00051002,61.62,BTC-30MAY25-125000-C,109772.01,sell,0.1,0.1,,,,,,,1748265925.111
1934,368691011,1748265998720,0,0.0006,0.00051133,63.35,BTC-30MAY25-125000-C,109781.19,sell,0.1,0.1,,,,,,,1748265998.72
1935,368691257,1748266052095,1,0.0006,0.00053441,62.95,BTC-30MAY25-125000-C,109887.26,sell,0.1,0.1,,,,,,,1748266052.095
1936,368691335,1748266082950,1,0.0006,0.00052109,63.18,BTC-30MAY25-125000-C,109831.25,sell,0.1,0.1,,,,,,,1748266082.95
1937,368701595,1748273583746,2,0.0005,0.00048823,60.82,BTC-30MAY25-125000-C,110196.38,buy,2.0,2.0,,,,,,,1748273583.746
1938,368702604,1748273665429,3,0.0005,0.00050992,60.68,BTC-30MAY25-125000-C,110231.8,sell,0.1,0.1,,,,,,,1748273665.429
1939,368704897,1748274198562,3,0.0005,0.00049833,61.11,BTC-30MAY25-125000-C,110140.96,buy,3.0,3.0,368704895,BTC-ICOND-30MAY25-95000_99000_120000_125000,,,,,1748274198.562
1940,368709051,1748275404345,0,0.0006,0.00056661,62.92,BTC-30MAY25-125000-C,110162.14,buy,2.4,2.4,,,,,,,1748275404.345
1941,368711465,1748275767042,0,0.0007,0.00071023,63.85,BTC-30MAY25-125000-C,110305.84,sell,0.1,0.1,,,,,,,1748275767.042
1943,368713261,1748276195612,1,0.0007,0.00071028,64.88,BTC-30MAY25-125000-C,110065.8,sell,0.1,0.1,,,,,,,1748276195.612
1942,368713260,1748276195612,1,0.0007,0.00071028,64.88,BTC-30MAY25-125000-C,110065.8,sell,0.1,0.1,,,,,,,1748276195.612
1944,368716847,1748276541085,2,0.0006,0.00068569,64.88,BTC-30MAY25-125000-C,109621.02,sell,0.1,0.1,,,,,,,1748276541.085
1945,368719951,1748276718771,2,0.0005,0.00063924,63.69,BTC-30MAY25-125000-C,109448.82,sell,0.3,0.3,,,,,,,1748276718.771
1946,368719959,1748276718950,3,0.0005,0.00063924,63.69,BTC-30MAY25-125000-C,109448.82,sell,1.0,1.0,,,,,,,1748276718.95
1947,368719974,1748276719182,3,0.0005,0.00063924,63.69,BTC-30MAY25-125000-C,109448.82,sell,0.5,0.5,,,,,,,1748276719.182
1948,368720690,1748276763602,3,0.0005,0.00060451,64.19,BTC-30MAY25-125000-C,109323.28,sell,0.1,0.1,,,,,,,1748276763.602
1949,368720726,1748276764028,3,0.0005,0.00060451,64.19,BTC-30MAY25-125000-C,109323.28,sell,0.1,0.1,,,,,,,1748276764.028
1950,368720731,1748276764306,3,0.0005,0.00060451,64.19,BTC-30MAY25-125000-C,109323.28,sell,0.8,0.8,,,,,,,1748276764.306
1952,368726034,1748278440574,1,0.0006,0.00051761,65.63,BTC-30MAY25-125000-C,109470.15,buy,1.0,1.0,,,,,,,1748278440.574
1951,368726033,1748278440574,0,0.0006,0.00051761,65.63,BTC-30MAY25-125000-C,109470.15,buy,5.0,5.0,,,,,,,1748278440.574
1953,368726036,1748278447076,1,0.0006,0.00051719,65.65,BTC-30MAY25-125000-C,109464.3,buy,1.0,1.0,,,,,,,1748278447.076
1954,368726046,1748278452983,1,0.0006,0.00051402,65.7,BTC-30MAY25-125000-C,109451.98,buy,1.0,1.0,,,,,,,1748278452.983
1955,368726530,1748278813848,1,0.0006,0.00050559,66.04,BTC-30MAY25-125000-C,109396.7,buy,1.0,1.0,,,,,,,1748278813.848
1956,368726531,1748278814103,1,0.0006,0.00050559,66.04,BTC-30MAY25-125000-C,109396.7,sell,0.1,0.1,,,,,,,1748278814.103
1957,368726532,1748278814103,1,0.0006,0.00050559,66.04,BTC-30MAY25-125000-C,109396.7,sell,0.1,0.1,,,,,,,1748278814.103
1958,368726534,1748278817114,1,0.0006,0.00050425,66.05,BTC-30MAY25-125000-C,109395.04,sell,0.1,0.1,,,,,,,1748278817.114
1959,368726535,1748278817114,1,0.0006,0.00050425,66.05,BTC-30MAY25-125000-C,109395.04,sell,0.1,0.1,,,,,,,1748278817.114
1960,368726544,1748278820116,1,0.0006,0.0005049,66.08,BTC-30MAY25-125000-C,109389.69,sell,0.1,0.1,,,,,,,1748278820.116
1961,368726545,1748278820137,1,0.0006,0.0005049,66.08,BTC-30MAY25-125000-C,109389.69,sell,0.1,0.1,,,,,,,1748278820.137
1962,368726548,1748278823125,1,0.0006,0.00050373,66.09,BTC-30MAY25-125000-C,109386.54,sell,0.1,0.1,,,,,,,1748278823.125
1963,368726549,1748278823150,1,0.0006,0.00050373,66.09,BTC-30MAY25-125000-C,109386.54,sell,0.1,0.1,,,,,,,1748278823.15
1964,368726550,1748278826128,1,0.0006,0.00050476,66.1,BTC-30MAY25-125000-C,109385.02,sell,0.1,0.1,,,,,,,1748278826.128
1965,368726551,1748278826154,1,0.0006,0.00050476,66.1,BTC-30MAY25-125000-C,109385.02,sell,0.1,0.1,,,,,,,1748278826.154
1966,368726552,1748278829134,1,0.0006,0.00050489,66.11,BTC-30MAY25-125000-C,109382.07,sell,0.1,0.1,,,,,,,1748278829.134
1967,368729043,1748280717642,1,0.0006,0.00067624,66.45,BTC-30MAY25-125000-C,109363.06,sell,0.8,0.8,,,,,,,1748280717.642
1968,368737860,1748285145968,2,0.0003,0.00039161,61.02,BTC-30MAY25-125000-C,109248.49,sell,0.1,0.1,,,,,,,1748285145.968
1969,368747351,1748293488843,0,0.0004,0.00040452,63.65,BTC-30MAY25-125000-C,109453.59,sell,2.0,2.0,,,,,,,1748293488.843
1970,368752130,1748297643682,1,0.0004,0.00045163,62.56,BTC-30MAY25-125000-C,109863.32,sell,0.1,0.1,,,,,,,1748297643.682
1971,368755460,1748299965055,2,0.0003,0.00030794,62.68,BTC-30MAY25-125000-C,109237.54,sell,0.1,0.1,,,,,,,1748299965.055
1972,368756149,1748300509988,3,0.0003,0.00031003,62.96,BTC-30MAY25-125000-C,109180.79,sell,0.1,0.1,,,,,,,1748300509.988
1973,368758438,1748301772946,3,0.0003,0.00031812,62.94,BTC-30MAY25-125000-C,109227.62,sell,0.1,0.1,,,,,,,1748301772.946
1974,368768062,1748308649765,2,0.0002,0.00026307,62.76,BTC-30MAY25-125000-C,108571.58,sell,3.0,3.0,,,,,,,1748308649.765
1976,368776193,1748309389193,1,0.0003,0.00020357,66.98,BTC-30MAY25-125000-C,108373.59,buy,0.2,0.2,,,,,,,1748309389.193
1975,368776192,1748309389193,0,0.0003,0.00020357,66.98,BTC-30MAY25-125000-C,108373.59,buy,0.1,0.1,,,,,,,1748309389.193
1977,368779860,1748311317424,2,0.0002,0.00018909,63.5,BTC-30MAY25-125000-C,108459.05,sell,0.1,0.1,,,,,,,1748311317.424
1978,368780329,1748311617454,3,0.0002,0.00018791,63.62,BTC-30MAY25-125000-C,108437.98,sell,0.1,0.1,,,,,,,1748311617.454
1979,368780697,1748311917471,3,0.0002,0.00017748,64.03,BTC-30MAY25-125000-C,108340.66,sell,0.1,0.1,,,,,,,1748311917.471
1980,368781105,1748312217500,3,0.0002,0.00018318,63.8,BTC-30MAY25-125000-C,108410.73,sell,0.1,0.1,,,,,,,1748312217.5
1981,368781547,1748312552124,3,0.0002,0.00018175,63.94,BTC-30MAY25-125000-C,108388.39,sell,0.1,0.1,,,,,,,1748312552.124
1982,368783959,1748314149691,3,0.0002,0.00018799,64.01,BTC-30MAY25-125000-C,108421.12,sell,0.1,0.1,,,,,,,1748314149.691
1983,368785599,1748314449726,3,0.0002,0.00017823,64.89,BTC-30MAY25-125000-C,108188.61,sell,0.1,0.1,,,,,,,1748314449.726
1984,368786495,1748314749740,3,0.0002,0.00018582,64.51,BTC-30MAY25-125000-C,108310.26,sell,0.1,0.1,,,,,,,1748314749.74
1985,368793977,1748316947852,3,0.0002,0.0002186,62.31,BTC-30MAY25-125000-C,108977.3,sell,0.1,0.1,,,,,,,1748316947.852
1986,368794136,1748317261099,3,0.0002,0.0002097,62.5,BTC-30MAY25-125000-C,108936.1,sell,0.1,0.1,,,,,,,1748317261.099
1987,368794750,1748317658294,3,0.0002,0.00020744,62.67,BTC-30MAY25-125000-C,108916.14,sell,0.1,0.1,,,,,,,1748317658.294
1988,368794800,1748317989771,3,0.0002,0.00021186,62.53,BTC-30MAY25-125000-C,108948.35,sell,0.1,0.1,,,,,,,1748317989.771
1989,368794917,1748318289780,3,0.0002,0.0002101,62.66,BTC-30MAY25-125000-C,108916.77,sell,0.1,0.1,,,,,,,1748318289.78
1990,368795172,1748318589816,3,0.0002,0.00021157,62.61,BTC-30MAY25-125000-C,108942.32,sell,0.1,0.1,,,,,,,1748318589.816
1991,368795627,1748319251288,3,0.0002,0.0002132,62.53,BTC-30MAY25-125000-C,108980.33,sell,0.1,0.1,,,,,,,1748319251.288
1992,368798068,1748321539206,3,0.0002,0.00021872,61.81,BTC-30MAY25-125000-C,109250.9,sell,0.1,0.1,,,,,,,1748321539.206
1993,368798455,1748321932540,3,0.0002,0.00019862,62.9,BTC-30MAY25-125000-C,108953.48,sell,0.1,0.1,,,,,,,1748321932.54
1994,368798560,1748322233263,3,0.0002,0.00020045,63.08,BTC-30MAY25-125000-C,108936.14,sell,0.1,0.1,,,,,,,1748322233.263
1995,368798902,1748322533289,3,0.0002,0.00020555,63.18,BTC-30MAY25-125000-C,108915.58,sell,0.1,0.1,,,,,,,1748322533.289
1996,368799235,1748322833314,3,0.0002,0.00020506,63.4,BTC-30MAY25-125000-C,108875.59,sell,0.1,0.1,,,,,,,1748322833.314
1997,368799912,1748323133343,3,0.0002,0.00018733,64.07,BTC-30MAY25-125000-C,108687.3,sell,0.1,0.1,,,,,,,1748323133.343
1998,368807427,1748329570201,3,0.0002,0.00016463,63.62,BTC-30MAY25-125000-C,109000.91,buy,0.6,0.6,,,,,,,1748329570.201
1999,368809178,1748331211094,3,0.0002,0.00020361,62.49,BTC-30MAY25-125000-C,109346.09,buy,0.4,0.4,,,,,,,1748331211.094
2000,368809179,1748331211131,3,0.0002,0.00020361,62.49,BTC-30MAY25-125000-C,109346.09,sell,0.1,0.1,,,,,,,1748331211.131
2001,368813578,1748332686031,0,0.0003,0.00020969,65.68,BTC-30MAY25-125000-C,109493.79,buy,0.1,0.1,,,,,,,1748332686.031
2002,368814636,1748332913665,1,0.0003,0.00023461,64.67,BTC-30MAY25-125000-C,109750.79,buy,0.1,0.1,,,,,,,1748332913.665
2004,368820201,1748334916307,3,0.0002,0.00028456,61.93,BTC-30MAY25-125000-C,109645.83,sell,0.1,0.1,,,,,,,1748334916.307
2003,368820200,1748334916307,2,0.0002,0.00028456,61.93,BTC-30MAY25-125000-C,109645.83,sell,4.5,4.5,,,,,,,1748334916.307
2005,368820855,1748335216346,3,0.0002,0.0002396,61.98,BTC-30MAY25-125000-C,109633.82,sell,0.1,0.1,,,,,,,1748335216.346
2006,368821142,1748335516361,3,0.0002,0.00023018,61.95,BTC-30MAY25-125000-C,109652.32,sell,0.1,0.1,,,,,,,1748335516.361
2007,368821792,1748335816376,3,0.0002,0.00021663,62.18,BTC-30MAY25-125000-C,109610.35,sell,0.1,0.1,,,,,,,1748335816.376
2008,368822116,1748336116399,3,0.0002,0.00021799,61.94,BTC-30MAY25-125000-C,109670.08,sell,0.1,0.1,,,,,,,1748336116.399
2009,368822289,1748336416409,3,0.0002,0.00022052,61.69,BTC-30MAY25-125000-C,109733.06,sell,0.1,0.1,,,,,,,1748336416.409
2010,368824110,1748338515609,3,0.0002,0.00020981,62.62,BTC-30MAY25-125000-C,109571.51,sell,14.0,14.0,,,,,,,1748338515.609
2011,368825074,1748339148816,3,0.0002,0.00022348,62.03,BTC-30MAY25-125000-C,109729.62,sell,0.1,0.1,,,,,,,1748339148.816
2012,368827860,1748340562236,3,0.0002,0.00021131,61.94,BTC-30MAY25-125000-C,109816.64,sell,0.1,0.1,,,,,,,1748340562.236
2013,368828455,1748341196746,3,0.0002,0.00022403,61.79,BTC-30MAY25-125000-C,109862.3,sell,0.1,0.1,,,,,,,1748341196.746
2014,368828456,1748341196746,3,0.0002,0.00022403,61.79,BTC-30MAY25-125000-C,109862.3,sell,0.3,0.3,,,,,,,1748341196.746
2015,368828468,1748341216547,3,0.0002,0.00022436,61.77,BTC-30MAY25-125000-C,109866.19,sell,0.3,0.3,,,,,,,1748341216.547
2016,368828692,1748341621784,3,0.0002,0.00022134,62.04,BTC-30MAY25-125000-C,109811.23,sell,0.1,0.1,,,,,,,1748341621.784
2017,368829889,1748342587882,3,0.0002,0.00020779,62.67,BTC-30MAY25-125000-C,109686.85,sell,0.1,0.1,,,,,,,1748342587.882
2020,368830445,1748343750326,1,0.0004,0.00021523,68.87,BTC-30MAY25-125000-C,109693.41,buy,15.0,15.0,,,,,,,1748343750.326
2021,368830446,1748343750326,1,0.0004,0.00021523,68.87,BTC-30MAY25-125000-C,109693.41,buy,1.2,1.2,,,,,,,1748343750.326
2019,368830444,1748343750326,1,0.0004,0.00021523,68.87,BTC-30MAY25-125000-C,109693.41,buy,1.0,1.0,,,,,,,1748343750.326
2018,368830443,1748343750326,0,0.0004,0.00021523,68.87,BTC-30MAY25-125000-C,109693.41,buy,2.8,2.8,,,,,,,1748343750.326
2022,368830905,1748344372009,2,0.0002,0.00021277,62.94,BTC-30MAY25-125000-C,109658.78,sell,0.1,0.1,,,,,,,1748344372.009
2023,368832259,1748345195803,3,0.0002,0.00021588,63.33,BTC-30MAY25-125000-C,109594.29,sell,0.1,0.1,,,,,,,1748345195.803
2024,368832321,1748345226229,3,0.0002,0.00022067,63.16,BTC-30MAY25-125000-C,109631.85,sell,0.3,0.3,,,,,,,1748345226.229
2025,368836034,1748348229295,3,0.0002,0.00023467,62.98,BTC-30MAY25-125000-C,109777.59,sell,0.1,0.1,,,,,,,1748348229.295
2026,368836035,1748348229295,3,0.0002,0.00023467,62.98,BTC-30MAY25-125000-C,109777.59,sell,0.4,0.4,,,,,,,1748348229.295
2027,368836057,1748348329685,3,0.0002,0.0002323,63.03,BTC-30MAY25-125000-C,109767.04,sell,0.4,0.4,,,,,,,1748348329.685
2028,368856630,1748353192775,0,0.0004,0.00029892,67.78,BTC-30MAY25-125000-C,110270.26,buy,0.1,0.1,,,,,,,1748353192.775
2029,368862234,1748354495508,1,0.0004,0.00028243,69.02,BTC-30MAY25-125000-C,110055.46,buy,1.0,1.0,,,,,,,1748354495.508
2030,368862235,1748354495512,1,0.0004,0.00028243,69.02,BTC-30MAY25-125000-C,110055.46,sell,11.5,11.5,,,,,,,1748354495.512
2031,368868225,1748356275394,2,0.0002,0.00018268,65.64,BTC-30MAY25-125000-C,109403.6,sell,0.1,0.1,,,,,,,1748356275.394
2032,368877753,1748357601290,3,0.0002,0.00019622,65.92,BTC-30MAY25-125000-C,109398.66,sell,0.1,0.1,,,,,,,1748357601.29
2035,368895037,1748362774815,1,0.0003,0.00020203,66.52,BTC-30MAY25-125000-C,110264.34,buy,0.7,0.7,,,,,,,1748362774.815
2034,368895036,1748362774815,1,0.0003,0.00020203,66.52,BTC-30MAY25-125000-C,110264.34,buy,1.0,1.0,,,,,,,1748362774.815
2033,368895035,1748362774815,0,0.0003,0.00020203,66.52,BTC-30MAY25-125000-C,110264.34,buy,0.1,0.1,,,,,,,1748362774.815
2036,368895038,1748362774818,1,0.0003,0.00020203,66.52,BTC-30MAY25-125000-C,110264.34,sell,0.4,0.4,,,,,,,1748362774.818
2037,368900594,1748365275172,2,0.0002,0.0001965,63.03,BTC-30MAY25-125000-C,110316.1,sell,0.1,0.1,,,,,,,1748365275.172
