trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,combo_trade_id,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
2658,365267562,1746722448218,0,0.028,0.02784692,43.44,BTC-30MAY25-105000-C,101161.91,buy,1.2,1.2,,,,,,,1746722448.218
2659,365267563,1746722448218,1,0.028,0.02784692,43.44,BTC-30MAY25-105000-C,101161.91,buy,0.2,0.2,,,,,,,1746722448.218
2660,365268308,1746722733665,1,0.028,0.02775741,43.45,BTC-30MAY25-105000-C,101162.0,buy,0.5,0.5,,,,,,,1746722733.665
2661,365269142,1746723048566,1,0.028,0.02825209,42.76,BTC-30MAY25-105000-C,101327.83,buy,6.0,6.0,,,,,,,1746723048.566
2662,365269158,1746723060638,1,0.028,0.02822783,42.79,BTC-30MAY25-105000-C,101326.06,buy,1.0,1.0,,,,,,,1746723060.638
2663,365269169,1746723066242,0,0.0292,0.02822534,44.06,BTC-30MAY25-105000-C,101326.54,buy,28.6,28.6,,,1.0,BLOCK-196688,,,1746723066.242
2664,365269170,1746723066296,2,0.0287,0.02822534,43.53,BTC-30MAY25-105000-C,101326.54,buy,25.0,25.0,,,1.0,BLOCK-196689,,,1746723066.296
2665,365269171,1746723066311,0,0.0293,0.02822534,44.17,BTC-30MAY25-105000-C,101326.54,buy,57.3,57.3,,,1.0,BLOCK-196690,,,1746723066.311
2667,365269173,1746723066325,3,0.028,0.02822534,42.79,BTC-30MAY25-105000-C,101326.54,buy,8.0,8.0,,,,,,,1746723066.325
2666,365269172,1746723066325,2,0.028,0.02822534,42.79,BTC-30MAY25-105000-C,101326.54,buy,1.7,1.7,,,,,,,1746723066.325
2669,365269175,1746723066696,3,0.028,0.02822534,42.79,BTC-30MAY25-105000-C,101326.54,buy,6.0,6.0,,,,,,,1746723066.696
2668,365269174,1746723066696,3,0.028,0.02822534,42.79,BTC-30MAY25-105000-C,101326.54,buy,10.0,10.0,,,,,,,1746723066.696
2670,365269176,1746723067005,3,0.028,0.02821622,42.79,BTC-30MAY25-105000-C,101325.91,buy,2.2,2.2,,,,,,,1746723067.005
2672,365269178,1746723067079,3,0.028,0.02821622,42.79,BTC-30MAY25-105000-C,101325.91,buy,5.2,5.2,,,,,,,1746723067.079
2673,365269179,1746723067079,3,0.028,0.02821622,42.79,BTC-30MAY25-105000-C,101325.91,buy,1.8,1.8,,,,,,,1746723067.079
2671,365269177,1746723067079,3,0.028,0.02821622,42.79,BTC-30MAY25-105000-C,101325.91,buy,1.8,1.8,,,,,,,1746723067.079
2678,365269190,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,2.2,2.2,,,,,,,1746723068.823
2679,365269191,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,4.3,4.3,,,,,,,1746723068.823
2676,365269188,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,10.0,10.0,,,,,,,1746723068.823
2674,365269186,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,5.8,5.8,,,,,,,1746723068.823
2675,365269187,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,0.5,0.5,,,,,,,1746723068.823
2677,365269189,1746723068823,3,0.028,0.02821622,42.78,BTC-30MAY25-105000-C,101328.91,buy,1.6,1.6,,,,,,,1746723068.823
2680,365269728,1746723349212,3,0.028,0.02822154,42.75,BTC-30MAY25-105000-C,101356.67,sell,0.1,0.1,,,,,,,1746723349.212
2682,365269797,1746723412847,3,0.028,0.02812542,42.85,BTC-30MAY25-105000-C,101333.35,sell,1.0,1.0,,,,,,,1746723412.847
2681,365269796,1746723412847,3,0.028,0.02812542,42.85,BTC-30MAY25-105000-C,101333.35,sell,2.9,2.9,,,,,,,1746723412.847
2683,365269798,1746723412851,3,0.028,0.02812542,42.85,BTC-30MAY25-105000-C,101333.35,buy,0.7,0.7,,,,,,,1746723412.851
2684,365269799,1746723412855,3,0.028,0.02812542,42.85,BTC-30MAY25-105000-C,101333.35,buy,3.0,3.0,,,,,,,1746723412.855
2685,365269800,1746723412859,3,0.028,0.02812542,42.85,BTC-30MAY25-105000-C,101333.35,buy,2.4,2.4,,,,,,,1746723412.859
2686,365270689,1746723787493,3,0.028,0.02775884,43.29,BTC-30MAY25-105000-C,101207.98,buy,9.8,9.8,,,,,,,1746723787.493
2687,365270698,1746723795313,3,0.028,0.02786253,43.2,BTC-30MAY25-105000-C,101227.6,buy,0.2,0.2,,,,,,,1746723795.313
2688,365271299,1746724133526,3,0.028,0.0281901,42.93,BTC-30MAY25-105000-C,101297.49,buy,9.7,9.7,,,,,,,1746724133.526
2689,365271300,1746724133526,3,0.028,0.0281901,42.93,BTC-30MAY25-105000-C,101297.49,buy,0.3,0.3,,,,,,,1746724133.526
2691,365272473,1746724835649,1,0.029,0.02888301,43.38,BTC-30MAY25-105000-C,101449.34,buy,1.0,1.0,,,,,,,1746724835.649
2690,365272472,1746724835649,0,0.029,0.02888301,43.38,BTC-30MAY25-105000-C,101449.34,buy,0.6,0.6,,,,,,,1746724835.649
2692,365272474,1746724835651,1,0.029,0.02888301,43.38,BTC-30MAY25-105000-C,101449.34,sell,0.4,0.4,,,,,,,1746724835.651
2693,365273487,1746725230059,1,0.029,0.02917064,43.08,BTC-30MAY25-105000-C,101527.6,sell,0.1,0.1,,,,,,,1746725230.059
2694,365278835,1746726529878,2,0.0265,0.02704107,43.11,BTC-30MAY25-105000-C,100839.16,sell,100.0,100.0,,,1.0,BLOCK-196711,,,1746726529.878
2695,365279029,1746726557356,3,0.0265,0.02712618,43.01,BTC-30MAY25-105000-C,100860.24,sell,35.0,35.0,,,1.0,BLOCK-196712,,,1746726557.356
2696,365279776,1746726881486,0,0.027,0.02755637,42.88,BTC-30MAY25-105000-C,101028.36,sell,0.5,0.5,,,,,,,1746726881.486
2697,365279844,1746726907887,1,0.027,0.02767901,42.73,BTC-30MAY25-105000-C,101061.99,sell,0.5,0.5,,,,,,,1746726907.887
2698,365285918,1746730942571,0,0.028,0.02809182,43.22,BTC-30MAY25-105000-C,101266.91,sell,0.1,0.1,,,,,,,1746730942.571
2699,365285977,1746730965066,1,0.028,0.02808937,43.2,BTC-30MAY25-105000-C,101264.57,sell,0.1,0.1,,,,,,,1746730965.066
2700,365285993,1746730984300,1,0.028,0.02819595,43.1,BTC-30MAY25-105000-C,101282.84,sell,0.1,0.1,,,,,,,1746730984.3
2701,365286472,1746731234642,2,0.027,0.02775578,42.43,BTC-30MAY25-105000-C,101174.37,sell,0.1,0.1,,,,,,,1746731234.642
2702,365286475,1746731238126,0,0.0275,0.02776245,42.95,BTC-30MAY25-105000-C,101177.5,buy,0.1,0.1,,,,,,,1746731238.126
2703,365287626,1746732047871,0,0.0279,0.02756191,43.37,BTC-30MAY25-105000-C,101178.39,buy,0.5,0.5,365287625,BTC-CS-30MAY25-105000_110000,,,,,1746732047.871
2704,365291288,1746733926296,2,0.0275,0.02773121,42.65,BTC-30MAY25-105000-C,101253.88,sell,0.1,0.1,,,,,,,1746733926.296
2705,365291292,1746733928831,3,0.0275,0.0277353,42.69,BTC-30MAY25-105000-C,101242.74,sell,0.1,0.1,,,,,,,1746733928.831
2706,365291309,1746733953876,3,0.0275,0.0275407,42.86,BTC-30MAY25-105000-C,101201.44,sell,0.1,0.1,,,,,,,1746733953.876
2707,365291664,1746734082473,3,0.0275,0.02761794,42.83,BTC-30MAY25-105000-C,101199.84,sell,5.7,5.7,,,,,,,1746734082.473
2708,365300468,1746736749667,0,0.03,0.02980055,42.97,BTC-30MAY25-105000-C,101881.06,buy,0.2,0.2,,,,,,,1746736749.667
2709,365300522,1746736749879,1,0.03,0.02980055,42.97,BTC-30MAY25-105000-C,101881.06,buy,0.2,0.2,,,,,,,1746736749.879
2710,365300832,1746736762285,0,0.0305,0.03025998,42.99,BTC-30MAY25-105000-C,102000.63,buy,0.1,0.1,,,,,,,1746736762.285
2711,365304113,1746737324830,0,0.0315,0.0308439,43.42,BTC-30MAY25-105000-C,102158.86,buy,0.4,0.4,,,,,,,1746737324.83
2713,365305436,1746737642719,1,0.032,0.03197564,42.96,BTC-30MAY25-105000-C,102391.22,sell,0.7,0.7,,,,,,,1746737642.719
2714,365305437,1746737642719,1,0.032,0.03197564,42.96,BTC-30MAY25-105000-C,102391.22,sell,0.7,0.7,,,,,,,1746737642.719
2712,365305435,1746737642719,0,0.032,0.03197564,42.96,BTC-30MAY25-105000-C,102391.22,sell,2.7,2.7,,,,,,,1746737642.719
2716,365307282,1746737775459,1,0.0345,0.03391147,43.73,BTC-30MAY25-105000-C,102793.24,buy,5.0,5.0,,,,,,,1746737775.459
2715,365307281,1746737775459,0,0.0345,0.03391147,43.73,BTC-30MAY25-105000-C,102793.24,buy,0.7,0.7,,,,,,,1746737775.459
2717,365307283,1746737775462,1,0.0345,0.03391147,43.73,BTC-30MAY25-105000-C,102793.24,sell,5.6,5.6,,,,,,,1746737775.462
2718,365307284,1746737775462,1,0.0345,0.03391147,43.73,BTC-30MAY25-105000-C,102793.24,sell,3.7,3.7,,,,,,,1746737775.462
2719,365310662,1746738309679,2,0.032,0.03226547,43.17,BTC-30MAY25-105000-C,102324.05,sell,0.1,0.1,,,,,,,1746738309.679
2720,365311131,1746738419522,2,0.0315,0.0316518,43.36,BTC-30MAY25-105000-C,102156.84,sell,0.1,0.1,,,,,,,1746738419.522
2721,365312110,1746738789583,0,0.0325,0.03255875,43.58,BTC-30MAY25-105000-C,102346.96,sell,0.2,0.2,,,,,,,1746738789.583
2722,365312271,1746738871420,1,0.0325,0.03280788,43.34,BTC-30MAY25-105000-C,102397.86,sell,0.2,0.2,,,,,,,1746738871.42
2723,365313231,1746739021817,0,0.0345,0.03402495,44.2,BTC-30MAY25-105000-C,102698.79,buy,0.1,0.1,,,,,,,1746739021.817
2724,365314029,1746739094640,0,0.0355,0.03491475,44.29,BTC-30MAY25-105000-C,102915.09,buy,1.0,1.0,,,,,,,1746739094.64
2725,365318878,1746739278566,0,0.04,0.03948462,44.2,BTC-30MAY25-105000-C,103953.3,buy,0.1,0.1,,,,,,,1746739278.566
2726,365323401,1746739499294,2,0.039,0.03879513,44.32,BTC-30MAY25-105000-C,103720.92,sell,0.2,0.2,,,,,,,1746739499.294
2727,365323402,1746739499294,3,0.039,0.03879513,44.32,BTC-30MAY25-105000-C,103720.92,sell,0.7,0.7,,,,,,,1746739499.294
2728,365323579,1746739509560,2,0.0385,0.03840538,44.23,BTC-30MAY25-105000-C,103631.5,sell,0.3,0.3,,,,,,,1746739509.56
2729,365324536,1746739599279,2,0.0375,0.03760511,44.04,BTC-30MAY25-105000-C,103435.01,sell,3.3,3.3,,,,,,,1746739599.279
2730,365324575,1746739602902,0,0.038,0.0376009,44.6,BTC-30MAY25-105000-C,103426.23,sell,0.4,0.4,,,,,,,1746739602.902
2731,365325850,1746739760054,2,0.037,0.03741388,43.82,BTC-30MAY25-105000-C,103373.68,sell,0.1,0.1,,,,,,,1746739760.054
2732,365326051,1746739788431,0,0.0375,0.0372699,44.57,BTC-30MAY25-105000-C,103320.15,sell,0.2,0.2,,,,,,,1746739788.431
2733,365329433,1746740238260,1,0.0375,0.03746619,44.45,BTC-30MAY25-105000-C,103344.26,sell,0.1,0.1,,,,,,,1746740238.26
2734,365329808,1746740286989,0,0.038,0.03809719,44.37,BTC-30MAY25-105000-C,103472.54,sell,0.1,0.1,,,,,,,1746740286.989
2735,365336679,1746741470739,2,0.0355,0.03527878,44.64,BTC-30MAY25-105000-C,102805.61,buy,0.1,0.1,,,,,,,1746741470.739
2737,365337100,1746741556213,3,0.035,0.03512548,44.23,BTC-30MAY25-105000-C,102779.01,sell,0.7,0.7,,,,,,,1746741556.213
2736,365337099,1746741556213,2,0.035,0.03512548,44.23,BTC-30MAY25-105000-C,102779.01,sell,1.0,1.0,,,,,,,1746741556.213
2738,365337101,1746741556215,3,0.035,0.03512548,44.23,BTC-30MAY25-105000-C,102779.01,buy,8.3,8.3,,,,,,,1746741556.215
2739,365349224,1746744312237,0,0.036,0.03558358,43.56,BTC-30MAY25-105000-C,103196.87,buy,0.1,0.1,,,,,,,1746744312.237
2740,365349710,1746744543020,2,0.0355,0.03528256,43.46,BTC-30MAY25-105000-C,103108.43,sell,0.1,0.1,,,,,,,1746744543.02
2741,365350455,1746745093241,2,0.035,0.03483779,43.59,BTC-30MAY25-105000-C,102957.39,sell,0.1,0.1,,,,,,,1746745093.241
2742,365351114,1746745398082,2,0.034,0.03430156,43.14,BTC-30MAY25-105000-C,102828.33,sell,0.1,0.1,,,,,,,1746745398.082
2743,365351263,1746745498917,0,0.0345,0.03447783,43.47,BTC-30MAY25-105000-C,102867.64,sell,0.1,0.1,,,,,,,1746745498.917
2745,365356637,1746748007287,1,0.0355,0.0352708,43.48,BTC-30MAY25-105000-C,103113.85,buy,0.3,0.3,,,,,,,1746748007.287
2744,365356636,1746748007287,0,0.0355,0.0352708,43.48,BTC-30MAY25-105000-C,103113.85,buy,0.7,0.7,,,,,,,1746748007.287
2746,365358925,1746749066712,1,0.0355,0.03559751,43.03,BTC-30MAY25-105000-C,103222.62,sell,0.1,0.1,,,,,,,1746749066.712
2747,365361186,1746750220694,2,0.0345,0.03425041,43.26,BTC-30MAY25-105000-C,102948.64,buy,0.1,0.1,,,,,,,1746750220.694
2748,365367930,1746752070835,2,0.034,0.03370355,43.37,BTC-30MAY25-105000-C,102796.36,buy,0.5,0.5,,,,,,,1746752070.835
2749,365367931,1746752070848,3,0.034,0.03370355,43.37,BTC-30MAY25-105000-C,102796.36,buy,0.1,0.1,,,,,,,1746752070.848
2751,365368077,1746752128727,1,0.0345,0.03403615,43.51,BTC-30MAY25-105000-C,102875.1,buy,0.4,0.4,,,,,,,1746752128.727
2750,365368076,1746752128727,0,0.0345,0.03403615,43.51,BTC-30MAY25-105000-C,102875.1,buy,0.1,0.1,,,,,,,1746752128.727
2752,365368078,1746752128727,1,0.0345,0.03403615,43.51,BTC-30MAY25-105000-C,102875.1,buy,0.9,0.9,,,,,,,1746752128.727
2753,365372154,1746753932679,2,0.033,0.03337987,43.19,BTC-30MAY25-105000-C,102578.97,sell,0.6,0.6,,,,,,,1746753932.679
2754,365372155,1746753932679,3,0.033,0.03337987,43.19,BTC-30MAY25-105000-C,102578.97,sell,0.3,0.3,,,,,,,1746753932.679
2755,365372156,1746753932679,3,0.033,0.03337987,43.19,BTC-30MAY25-105000-C,102578.97,sell,0.8,0.8,,,,,,,1746753932.679
2757,365377201,1746757736082,1,0.0345,0.03417863,43.98,BTC-30MAY25-105000-C,102759.97,buy,0.6,0.6,,,,,,,1746757736.082
2756,365377200,1746757736082,0,0.0345,0.03417863,43.98,BTC-30MAY25-105000-C,102759.97,buy,0.4,0.4,,,,,,,1746757736.082
2758,365383505,1746761779566,2,0.0335,0.03327865,43.81,BTC-30MAY25-105000-C,102561.01,buy,0.1,0.1,,,,,,,1746761779.566
2759,365383886,1746761962012,2,0.033,0.03303154,43.61,BTC-30MAY25-105000-C,102495.41,buy,0.1,0.1,,,,,,,1746761962.012
2760,365385921,1746763076187,2,0.0325,0.03257684,43.67,BTC-30MAY25-105000-C,102366.91,sell,0.5,0.5,,,,,,,1746763076.187
2761,365386360,1746763342110,3,0.0325,0.03277808,43.51,BTC-30MAY25-105000-C,102402.6,buy,0.7,0.7,,,,,,,1746763342.11
2762,365386361,1746763342118,3,0.0325,0.03277808,43.51,BTC-30MAY25-105000-C,102402.6,buy,1.0,1.0,,,,,,,1746763342.118
2763,365386362,1746763342126,3,0.0325,0.03277808,43.51,BTC-30MAY25-105000-C,102402.6,buy,1.0,1.0,,,,,,,1746763342.126
2768,365386409,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,0.7,0.7,,,,,,,1746763385.969
2765,365386406,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,8.7,8.7,,,,,,,1746763385.969
2770,365386411,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,1.0,1.0,,,,,,,1746763385.969
2769,365386410,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,1.6,1.6,,,,,,,1746763385.969
2766,365386407,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,0.1,0.1,,,,,,,1746763385.969
2767,365386408,1746763385969,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,3.9,3.9,,,,,,,1746763385.969
2764,365386405,1746763385969,2,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,sell,0.7,0.7,,,,,,,1746763385.969
2771,365386412,1746763385972,3,0.032,0.03260223,43.12,BTC-30MAY25-105000-C,102378.4,buy,0.6,0.6,,,,,,,1746763385.972
2772,365387271,1746764026440,0,0.0335,0.03337739,43.54,BTC-30MAY25-105000-C,102627.2,buy,0.1,0.1,,,,,,,1746764026.44
2773,365391449,1746768522565,2,0.033,0.03317522,43.06,BTC-30MAY25-105000-C,102667.29,buy,0.1,0.1,,,,,,,1746768522.565
2774,365391713,1746768765885,0,0.0337,0.03364402,43.24,BTC-30MAY25-105000-C,102801.94,buy,50.0,50.0,,BTC-CDIAG-30MAY25_23MAY25-105000_104000,2.0,BLOCK-197046,3286.0,,1746768765.885
2775,365393955,1746771049843,0,0.0345,0.03439876,43.59,BTC-30MAY25-105000-C,102926.28,sell,0.1,0.1,,,,,,,1746771049.843
2776,365394680,1746771821159,0,0.0355,0.03481948,44.16,BTC-30MAY25-105000-C,103049.37,buy,4.0,4.0,,,,,,,1746771821.159
2777,365396162,1746772449155,2,0.035,0.03505932,43.37,BTC-30MAY25-105000-C,103119.68,sell,0.5,0.5,,,,,,,1746772449.155
2778,365403027,1746774692297,0,0.0365,0.03612949,43.71,BTC-30MAY25-105000-C,103459.54,buy,0.1,0.1,,,,,,,1746774692.297
2779,365404344,1746775042147,2,0.036,0.03604114,43.2,BTC-30MAY25-105000-C,103474.19,buy,0.1,0.1,,,,,,,1746775042.147
2780,365406345,1746775334728,0,0.0365,0.03662725,43.1,BTC-30MAY25-105000-C,103621.35,sell,0.1,0.1,,,,,,,1746775334.728
2781,365406448,1746775348412,1,0.0365,0.0366709,43.06,BTC-30MAY25-105000-C,103630.45,buy,0.5,0.5,365406446,BTC-CS-30MAY25-102000_105000,,,,,1746775348.412
2782,365409396,1746775679400,0,0.037,0.03712085,43.11,BTC-30MAY25-105000-C,103741.24,buy,0.1,0.1,,,,,,,1746775679.4
2783,365409993,1746775761294,1,0.037,0.03712789,43.11,BTC-30MAY25-105000-C,103741.71,sell,0.1,0.1,,,,,,,1746775761.294
2784,365410062,1746775783797,1,0.037,0.03727127,42.98,BTC-30MAY25-105000-C,103763.44,sell,0.1,0.1,,,,,,,1746775783.797
2785,365418714,1746776824354,0,0.0385,0.03823023,43.52,BTC-30MAY25-105000-C,103999.83,sell,1.0,1.0,,,,,,M,1746776824.354
2786,365425638,1746777217658,2,0.038,0.03777646,43.75,BTC-30MAY25-105000-C,103851.68,sell,0.7,0.7,,,,,,,1746777217.658
2787,365425909,1746777239074,3,0.038,0.03752803,44.06,BTC-30MAY25-105000-C,103786.81,sell,0.8,0.8,,,,,,,1746777239.074
2788,365439503,1746779022855,2,0.0375,0.0374569,43.29,BTC-30MAY25-105000-C,103813.05,sell,0.1,0.1,,,,,,,1746779022.855
2789,365441423,1746779352075,0,0.038,0.03803815,43.19,BTC-30MAY25-105000-C,103919.57,sell,0.1,0.1,,,,,,,1746779352.075
2792,365444274,1746779783533,1,0.038,0.0372797,43.91,BTC-30MAY25-105000-C,103755.89,buy,2.9,2.9,,,,,,,1746779783.533
2790,365444272,1746779783533,1,0.038,0.0372797,43.91,BTC-30MAY25-105000-C,103755.89,buy,0.4,0.4,,,,,,,1746779783.533
2791,365444273,1746779783533,1,0.038,0.0372797,43.91,BTC-30MAY25-105000-C,103755.89,buy,0.6,0.6,,,,,,,1746779783.533
2793,365445259,1746779984321,2,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,buy,8.2,8.2,,,,,,,1746779984.321
2794,365445260,1746779984321,3,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,buy,0.7,0.7,,,,,,,1746779984.321
2795,365445261,1746779984327,3,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,sell,8.2,8.2,,,,,,,1746779984.327
2796,365445262,1746779984330,3,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,sell,11.6,11.6,,,,,,,1746779984.33
2797,365445263,1746779984339,3,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,sell,0.1,0.1,,,,,,,1746779984.339
2798,365445265,1746779984605,3,0.036,0.03547832,43.8,BTC-30MAY25-105000-C,103331.71,sell,3.0,3.0,,,,,,,1746779984.605
2799,365445267,1746779985250,3,0.036,0.03548888,43.72,BTC-30MAY25-105000-C,103348.11,sell,0.1,0.1,,,,,,,1746779985.25
2800,365445272,1746779986053,3,0.036,0.03548888,43.72,BTC-30MAY25-105000-C,103348.11,sell,0.4,0.4,,,,,,,1746779986.053
2801,365445273,1746779986072,3,0.036,0.0355271,43.66,BTC-30MAY25-105000-C,103360.81,sell,0.4,0.4,,,,,,,1746779986.072
2802,365445274,1746779986123,3,0.036,0.0355271,43.66,BTC-30MAY25-105000-C,103360.81,sell,0.4,0.4,,,,,,,1746779986.123
2803,365445275,1746779986149,3,0.036,0.0355271,43.66,BTC-30MAY25-105000-C,103360.81,sell,0.6,0.6,,,,,,,1746779986.149
2804,365445276,1746779986595,3,0.036,0.0355271,43.66,BTC-30MAY25-105000-C,103360.81,sell,0.3,0.3,,,,,,,1746779986.595
2805,365445277,1746779986617,3,0.036,0.0355271,43.66,BTC-30MAY25-105000-C,103360.81,sell,0.4,0.4,,,,,,,1746779986.617
2806,365445280,1746779987136,3,0.036,0.03561095,43.67,BTC-30MAY25-105000-C,103358.9,sell,0.1,0.1,,,,,,,1746779987.136
2807,365445281,1746779987187,3,0.036,0.03561095,43.67,BTC-30MAY25-105000-C,103358.9,sell,0.1,0.1,,,,,,,1746779987.187
2808,365445282,1746779987197,3,0.036,0.03561095,43.67,BTC-30MAY25-105000-C,103358.9,sell,0.1,0.1,,,,,,,1746779987.197
2809,365445283,1746779987348,3,0.036,0.03561095,43.67,BTC-30MAY25-105000-C,103358.9,sell,0.1,0.1,,,,,,,1746779987.348
2810,365445284,1746779987767,3,0.036,0.03561095,43.67,BTC-30MAY25-105000-C,103358.9,sell,0.2,0.2,,,,,,,1746779987.767
2811,365445285,1746779988132,3,0.036,0.03567678,43.67,BTC-30MAY25-105000-C,103358.38,sell,0.1,0.1,,,,,,,1746779988.132
2812,365445286,1746779988324,3,0.036,0.03567678,43.67,BTC-30MAY25-105000-C,103358.38,sell,0.1,0.1,,,,,,,1746779988.324
2813,365445288,1746779990448,3,0.036,0.03568703,43.67,BTC-30MAY25-105000-C,103357.53,sell,0.1,0.1,,,,,,,1746779990.448
2814,365445289,1746779991706,3,0.036,0.03568855,43.65,BTC-30MAY25-105000-C,103359.37,sell,0.1,0.1,,,,,,,1746779991.706
2815,365445297,1746779992337,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.1,0.1,,,,,,,1746779992.337
2816,365445298,1746779992346,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.1,0.1,,,,,,,1746779992.346
2817,365445302,1746779992372,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.8,0.8,,,,,,,1746779992.372
2818,365445305,1746779992409,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.2,0.2,,,,,,,1746779992.409
2819,365445306,1746779992416,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.1,0.1,,,,,,,1746779992.416
2820,365445307,1746779992441,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,3.0,3.0,,,,,,,1746779992.441
2821,365445308,1746779992636,3,0.036,0.03570388,43.68,BTC-30MAY25-105000-C,103354.12,sell,0.1,0.1,,,,,,,1746779992.636
2822,365445326,1746779996319,3,0.036,0.03567122,43.77,BTC-30MAY25-105000-C,103333.05,sell,0.2,0.2,,,,,,,1746779996.319
2823,365445328,1746779996651,3,0.036,0.03567122,43.77,BTC-30MAY25-105000-C,103333.05,sell,7.1,7.1,,,,,,,1746779996.651
2824,365445336,1746779997269,3,0.036,0.03564,43.79,BTC-30MAY25-105000-C,103329.9,sell,0.1,0.1,,,,,,,1746779997.269
2825,365445337,1746779999114,3,0.036,0.03564703,43.85,BTC-30MAY25-105000-C,103316.43,sell,20.0,20.0,,,,,,,1746779999.114
2826,365445338,1746779999193,3,0.036,0.03564703,43.85,BTC-30MAY25-105000-C,103316.43,sell,0.1,0.1,,,,,,,1746779999.193
2827,365445339,1746779999390,3,0.036,0.03564703,43.85,BTC-30MAY25-105000-C,103316.43,sell,32.7,32.7,,,,,,,1746779999.39
2828,365447773,1746780117948,2,0.035,0.03473715,43.79,BTC-30MAY25-105000-C,103053.55,sell,0.1,0.1,,,,,,,1746780117.948
2829,365448266,1746780174253,2,0.034,0.03400511,43.62,BTC-30MAY25-105000-C,102852.53,sell,0.1,0.1,,,,,,,1746780174.253
2830,365451319,1746780689833,0,0.035,0.03490274,44.06,BTC-30MAY25-105000-C,102945.06,buy,0.5,0.5,,,,,,,1746780689.833
2831,365451726,1746780899752,0,0.0355,0.03508872,44.4,BTC-30MAY25-105000-C,102992.5,buy,0.1,0.1,,,,,,,1746780899.752
2832,365451876,1746780990057,2,0.0345,0.03466162,43.8,BTC-30MAY25-105000-C,102900.73,sell,0.1,0.1,,,,,,,1746780990.057
2833,365451882,1746780990453,3,0.0345,0.03466251,43.82,BTC-30MAY25-105000-C,102895.99,sell,0.1,0.1,,,,,,,1746780990.453
2834,365451888,1746780991444,3,0.0345,0.0346432,43.87,BTC-30MAY25-105000-C,102885.16,sell,0.1,0.1,,,,,,,1746780991.444
2835,365451892,1746780993715,3,0.0345,0.03459416,43.95,BTC-30MAY25-105000-C,102867.78,sell,0.1,0.1,,,,,,,1746780993.715
2836,365451895,1746780994854,3,0.0345,0.03454427,43.94,BTC-30MAY25-105000-C,102870.12,sell,0.1,0.1,,,,,,,1746780994.854
2837,365451896,1746780995853,3,0.0345,0.0345197,43.95,BTC-30MAY25-105000-C,102868.87,sell,0.1,0.1,,,,,,,1746780995.853
2838,365451899,1746780997028,3,0.0345,0.03452954,43.95,BTC-30MAY25-105000-C,102869.13,sell,0.1,0.1,,,,,,,1746780997.028
2839,365451901,1746780997897,3,0.0345,0.03452556,43.95,BTC-30MAY25-105000-C,102867.26,sell,0.1,0.1,,,,,,,1746780997.897
2840,365451903,1746780998838,3,0.0345,0.03452556,43.95,BTC-30MAY25-105000-C,102867.7,sell,0.1,0.1,,,,,,,1746780998.838
2841,365451969,1746781018087,3,0.0345,0.03453171,44.0,BTC-30MAY25-105000-C,102856.57,sell,0.1,0.1,,,,,,,1746781018.087
2842,365451975,1746781018260,3,0.0345,0.0344827,44.04,BTC-30MAY25-105000-C,102846.6,sell,3.2,3.2,,,,,,,1746781018.26
2843,365451980,1746781018508,3,0.0345,0.0344827,44.04,BTC-30MAY25-105000-C,102846.6,sell,0.1,0.1,,,,,,,1746781018.508
2844,365451991,1746781019516,3,0.0345,0.0344827,44.1,BTC-30MAY25-105000-C,102834.34,sell,0.1,0.1,,,,,,,1746781019.516
