trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,unix_sec
552,ETH-252670445,1748961955194,2,0.2645,0.264147,71.21,ETH-25JUL25-2000-C,2637.03,sell,1.0,1.0,1748961955.194
553,ETH-253288729,1749479551048,2,0.2345,0.234781,68.95,ETH-25JUL25-2000-C,2539.58,buy,1.0,1.0,1749479551.048
554,ETH-253562551,1749600545238,0,0.31,0.309536,80.89,ETH-25JUL25-2000-C,2827.94,buy,1.0,1.0,1749600545.238
555,ETH-254060896,1749782625903,2,0.215,0.217374,72.67,ETH-25JUL25-2000-C,2459.92,sell,2.0,2.0,1749782625.903
556,ETH-254871413,1750387340329,0,0.226,0.226171,75.45,ETH-25JUL25-2000-C,2516.24,buy,3.0,3.0,1750387340.329
557,ETH-254897587,1750409109498,0,0.235,0.234776,77.17,ETH-25JUL25-2000-C,2548.03,buy,1.0,1.0,1750409109.498
558,ETH-255178539,1750580366556,2,0.1595,0.158423,75.15,ETH-25JUL25-2000-C,2273.12,sell,1.0,1.0,1750580366.556
559,ETH-255178554,1750580371627,3,0.1595,0.158448,75.08,ETH-25JUL25-2000-C,2273.37,sell,1.0,1.0,1750580371.627
560,ETH-255178556,1750580374613,3,0.1595,0.158591,74.95,ETH-25JUL25-2000-C,2273.84,sell,1.0,1.0,1750580374.613
561,ETH-255178565,1750580390102,3,0.1595,0.158617,74.9,ETH-25JUL25-2000-C,2273.99,sell,5.0,5.0,1750580390.102
562,ETH-255179074,1750580641453,2,0.1585,0.158709,73.77,ETH-25JUL25-2000-C,2273.92,sell,1.0,1.0,1750580641.453
563,ETH-255182855,1750584072382,2,0.158,0.157629,74.17,ETH-25JUL25-2000-C,2270.51,sell,1.0,1.0,1750584072.382
564,ETH-255193488,1750588545036,2,0.155,0.153087,74.83,ETH-25JUL25-2000-C,2257.4,buy,1.0,1.0,1750588545.036
565,ETH-255210999,1750598887492,2,0.134,0.137085,71.51,ETH-25JUL25-2000-C,2190.92,sell,1.0,1.0,1750598887.492
566,ETH-255257224,1750609583535,0,0.1355,0.135565,75.59,ETH-25JUL25-2000-C,2181.34,buy,1.0,1.0,1750609583.535
567,ETH-255271002,1750618553156,2,0.135,0.135416,73.43,ETH-25JUL25-2000-C,2188.27,buy,1.0,1.0,1750618553.156
568,ETH-255378730,1750686222073,0,0.158,0.157822,72.25,ETH-25JUL25-2000-C,2282.48,buy,10.0,10.0,1750686222.073
569,ETH-255379083,1750686252851,0,0.1615,0.159908,73.02,ETH-25JUL25-2000-C,2292.89,buy,10.0,10.0,1750686252.851
570,ETH-255386455,1750687207883,0,0.165,0.163096,73.78,ETH-25JUL25-2000-C,2304.51,buy,10.0,10.0,1750687207.883
571,ETH-255588293,1750756025636,0,0.192,0.191603,74.25,ETH-25JUL25-2000-C,2407.61,buy,9.0,9.0,1750756025.636
572,ETH-255792476,1750901571974,0,0.2,0.199801,72.95,ETH-25JUL25-2000-C,2445.68,buy,1.0,1.0,1750901571.974
573,ETH-255953786,1751014780088,2,0.198,0.198475,70.43,ETH-25JUL25-2000-C,2449.17,buy,1.0,1.0,1751014780.088
574,ETH-256083300,1751237669733,0,0.211,0.210826,70.23,ETH-25JUL25-2000-C,2502.54,buy,1.0,1.0,1751237669.733
575,ETH-256104688,1751254503786,2,0.21,0.210106,70.24,ETH-25JUL25-2000-C,2499.06,buy,1.0,1.0,1751254503.786
576,ETH-256105063,1751255577392,0,0.211,0.210885,70.58,ETH-25JUL25-2000-C,2502.0,buy,1.0,1.0,1751255577.392
577,ETH-256105443,1751256240388,0,0.2115,0.21119,71.23,ETH-25JUL25-2000-C,2502.71,buy,1.0,1.0,1751256240.388
578,ETH-256106406,1751258973462,2,0.2105,0.210224,71.12,ETH-25JUL25-2000-C,2499.44,buy,1.0,1.0,1751258973.462
579,ETH-256137805,1751290386925,2,0.2005,0.200705,68.67,ETH-25JUL25-2000-C,2469.01,sell,1.0,1.0,1751290386.925
580,ETH-256143782,1751294704376,2,0.198,0.197814,68.92,ETH-25JUL25-2000-C,2460.2,buy,1.0,1.0,1751294704.376
581,ETH-256146348,1751295603871,2,0.192,0.191721,68.59,ETH-25JUL25-2000-C,2439.54,buy,1.0,1.0,1751295603.871
582,ETH-256151683,1751297697740,0,0.1985,0.198133,68.98,ETH-25JUL25-2000-C,2461.82,buy,1.0,1.0,1751297697.74
583,ETH-256153005,1751298367968,0,0.201,0.20059,69.33,ETH-25JUL25-2000-C,2470.0,buy,1.0,1.0,1751298367.968
584,ETH-256157953,1751300757976,2,0.2005,0.200569,68.56,ETH-25JUL25-2000-C,2470.07,buy,1.0,1.0,1751300757.976
585,ETH-256163370,1751305331519,0,0.2045,0.204303,69.07,ETH-25JUL25-2000-C,2483.47,buy,1.0,1.0,1751305331.519
586,ETH-256166971,1751307351391,0,0.2055,0.205393,69.49,ETH-25JUL25-2000-C,2486.83,buy,1.0,1.0,1751307351.391
587,ETH-256169298,1751309005315,2,0.205,0.20477,69.51,ETH-25JUL25-2000-C,2485.03,buy,1.0,1.0,1751309005.315
588,ETH-256169349,1751309113066,3,0.205,0.204655,69.79,ETH-25JUL25-2000-C,2484.57,buy,1.0,1.0,1751309113.066
589,ETH-256169383,1751309170978,0,0.2055,0.205208,69.69,ETH-25JUL25-2000-C,2486.55,buy,1.0,1.0,1751309170.978
590,ETH-256201960,1751348876904,2,0.197,0.196714,68.33,ETH-25JUL25-2000-C,2457.94,buy,1.0,1.0,1751348876.904
591,ETH-256204458,1751353471212,0,0.198,0.197869,68.33,ETH-25JUL25-2000-C,2462.06,buy,1.0,1.0,1751353471.212
592,ETH-256205086,1751354339640,2,0.1945,0.195211,66.5,ETH-25JUL25-2000-C,2453.11,sell,1.0,1.0,1751354339.64
593,ETH-256206049,1751354842978,0,0.1955,0.195475,67.73,ETH-25JUL25-2000-C,2454.4,buy,1.0,1.0,1751354842.978
594,ETH-256245738,1751391301970,2,0.187,0.186378,67.76,ETH-25JUL25-2000-C,2426.23,buy,1.0,1.0,1751391301.97
595,ETH-256271765,1751414822278,2,0.1805,0.180133,67.06,ETH-25JUL25-2000-C,2405.83,buy,1.0,1.0,1751414822.278
596,ETH-256280042,1751420583227,0,0.1815,0.181162,66.46,ETH-25JUL25-2000-C,2409.98,buy,1.0,1.0,1751420583.227
597,ETH-256280061,1751420627031,1,0.1815,0.181302,65.98,ETH-25JUL25-2000-C,2410.82,buy,1.0,1.0,1751420627.031
598,ETH-256281878,1751422399222,2,0.181,0.18123,65.13,ETH-25JUL25-2000-C,2410.67,buy,1.0,1.0,1751422399.222
599,ETH-256285146,1751426651214,0,0.1875,0.18691,67.06,ETH-25JUL25-2000-C,2429.96,buy,1.0,1.0,1751426651.214
600,ETH-256286226,1751427233846,2,0.1865,0.186468,66.26,ETH-25JUL25-2000-C,2427.78,buy,10.0,10.0,1751427233.846
601,ETH-256286767,1751428080922,0,0.1875,0.187054,67.22,ETH-25JUL25-2000-C,2429.4,buy,1.0,1.0,1751428080.922
602,ETH-257111535,1752184168146,0,0.3305,0.329977,107.88,ETH-25JUL25-2000-C,2972.72,buy,55.0,55.0,1752184168.146
603,ETH-257167161,1752199176673,2,0.3235,0.325355,0.0,ETH-25JUL25-2000-C,2954.73,sell,1.0,1.0,1752199176.673
604,ETH-257167336,1752199218785,0,0.324,0.325485,0.0,ETH-25JUL25-2000-C,2955.04,sell,1.0,1.0,1752199218.785
605,ETH-257828861,1752642717567,0,0.365,0.364912,124.61,ETH-25JUL25-2000-C,3141.24,sell,1.0,1.0,1752642717.567
