trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,unix_sec
606,ETH-258179992,1752753245883,0,0.419,0.41945,0.0,ETH-25JUL25-2000-C,3439.08,buy,1.0,1.0,1752753245.883
607,ETH-258589524,1752869343657,0,0.432,0.43149,178.33,ETH-25JUL25-2000-C,3517.77,sell,1.0,1.0,1752869343.657
608,ETH-258590160,1752869583426,0,0.433,0.43331,0.0,ETH-25JUL25-2000-C,3527.7,sell,1.0,1.0,1752869583.426
609,ETH-258935942,1753097069448,0,0.4785,0.477406,288.27,ETH-25JUL25-2000-C,3821.95,buy,3.0,3.0,1753097069.448
610,ETH-258935949,1753097069466,1,0.4785,0.477406,288.27,ETH-25JUL25-2000-C,3821.95,buy,8.0,8.0,1753097069.466
611,ETH-259042494,1753146331417,2,0.4635,0.464523,0.0,ETH-25JUL25-2000-C,3731.51,sell,37.0,37.0,1753146331.417
612,ETH-259261106,1753276374399,2,0.4505,0.449853,367.24,ETH-25JUL25-2000-C,3633.54,buy,20.0,20.0,1753276374.399
613,ETH-259269227,1753278246213,2,0.4465,0.447541,0.0,ETH-25JUL25-2000-C,3618.05,sell,35.0,35.0,1753278246.213
614,ETH-259510766,1753385221321,0,0.465,0.465468,0.0,ETH-25JUL25-2000-C,3741.66,sell,1.0,1.0,1753385221.321
615,ETH-259511810,1753385729976,2,0.4645,0.464713,0.0,ETH-25JUL25-2000-C,3737.01,sell,2.0,2.0,1753385729.976
616,ETH-259512562,1753386519372,3,0.4645,0.464977,0.0,ETH-25JUL25-2000-C,3738.2,sell,13.0,13.0,1753386519.372
