trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,block_rfq_id,combo_trade_id,combo_id,unix_sec
406,ETH-253908059,1749762405853,3,0.0355,0.035456,68.73,ETH-25JUL25-2300-P,2645.6,buy,60.0,60.0,,,,,,1749762405.853
407,ETH-253908060,1749762406741,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,4.0,4.0,,,,,,1749762406.741
408,ETH-253908061,1749762406800,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,4.0,4.0,,,,,,1749762406.8
409,ETH-253908062,1749762406850,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,5.0,5.0,,,,,,1749762406.85
410,ETH-253908063,1749762406899,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,1.0,1.0,,,,,,1749762406.899
411,ETH-253908064,1749762406922,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,1.0,1.0,,,,,,1749762406.922
412,ETH-253908068,1749762406966,3,0.0355,0.035467,68.72,ETH-25JUL25-2300-P,2645.48,buy,60.0,60.0,,,,,,1749762406.966
413,ETH-253912127,1749763656264,2,0.034,0.03437,68.65,ETH-25JUL25-2300-P,2658.77,sell,50.0,50.0,,,,,,1749763656.264
414,ETH-253912128,1749763656264,3,0.034,0.03437,68.65,ETH-25JUL25-2300-P,2658.77,sell,63.0,63.0,,,,,,1749763656.264
415,ETH-253912329,1749763735600,0,0.0345,0.034356,69.23,ETH-25JUL25-2300-P,2659.55,buy,1.0,1.0,,,,,,1749763735.6
417,ETH-253962384,1749774187023,1,0.044,0.043494,68.79,ETH-25JUL25-2300-P,2568.86,buy,203.0,203.0,,,,,,1749774187.023
416,ETH-253962383,1749774187023,0,0.044,0.043494,68.79,ETH-25JUL25-2300-P,2568.86,buy,3.0,3.0,,,,,,1749774187.023
418,ETH-253962385,1749774187023,1,0.044,0.043494,68.79,ETH-25JUL25-2300-P,2568.86,buy,4.0,4.0,,,,,,1749774187.023
419,ETH-253986505,1749775428303,0,0.048,0.047917,69.15,ETH-25JUL25-2300-P,2540.43,buy,202.0,202.0,,,,,,1749775428.303
421,ETH-253986507,1749775428303,1,0.048,0.047917,69.15,ETH-25JUL25-2300-P,2540.43,buy,3.0,3.0,,,,,,1749775428.303
420,ETH-253986506,1749775428303,1,0.048,0.047917,69.15,ETH-25JUL25-2300-P,2540.43,buy,4.0,4.0,,,,,,1749775428.303
422,ETH-253992983,1749775972552,0,0.053,0.05197,70.28,ETH-25JUL25-2300-P,2513.79,buy,1.0,1.0,,,,,,1749775972.552
423,ETH-253999109,1749776639595,0,0.0535,0.053101,70.28,ETH-25JUL25-2300-P,2510.15,buy,1.0,1.0,,,,,,1749776639.595
424,ETH-254021299,1749777305959,0,0.0593,0.058775,71.19,ETH-25JUL25-2300-P,2479.47,buy,125.0,125.0,2.0,BLOCK-204992,6161.0,,ETH-PDIAG-25JUL25_27JUN25-2300_2400,1749777305.959
425,ETH-254022330,1749777343404,2,0.058,0.057883,70.66,ETH-25JUL25-2300-P,2483.41,buy,4.0,4.0,,,,,,1749777343.404
426,ETH-254049265,1749780821109,2,0.0565,0.05674,70.87,ETH-25JUL25-2300-P,2494.0,buy,30.0,30.0,,,,,,1749780821.109
427,ETH-254049297,1749780830028,3,0.0565,0.056711,70.82,ETH-25JUL25-2300-P,2493.72,buy,45.0,45.0,,,,,,1749780830.028
428,ETH-254052382,1749781377113,0,0.0582,0.058627,70.64,ETH-25JUL25-2300-P,2481.04,sell,50.0,50.0,,,,ETH-254052380,ETH-STRG-25JUL25-2300_3000,1749781377.113
429,ETH-254079903,1749786212839,2,0.0545,0.054779,70.52,ETH-25JUL25-2300-P,2504.24,buy,50.0,50.0,,,,,,1749786212.839
430,ETH-254089130,1749790917644,2,0.054,0.054348,70.38,ETH-25JUL25-2300-P,2506.06,buy,5.0,5.0,,,,,,1749790917.644
431,ETH-254097798,1749797398707,2,0.052,0.052585,70.22,ETH-25JUL25-2300-P,2517.58,sell,7.0,7.0,,,,,,1749797398.707
432,ETH-254119798,1749803772206,2,0.05,0.050055,70.06,ETH-25JUL25-2300-P,2530.61,buy,4.0,4.0,,,,,,1749803772.206
433,ETH-254119799,1749803772206,3,0.05,0.050055,70.06,ETH-25JUL25-2300-P,2530.61,buy,3.0,3.0,,,,,,1749803772.206
434,ETH-254119800,1749803772206,3,0.05,0.050055,70.06,ETH-25JUL25-2300-P,2530.61,buy,122.0,122.0,,,,,,1749803772.206
435,ETH-254119802,1749803772231,3,0.05,0.050055,70.06,ETH-25JUL25-2300-P,2530.61,buy,1.0,1.0,,,,,,1749803772.231
436,ETH-254119806,1749803774407,3,0.05,0.050141,69.98,ETH-25JUL25-2300-P,2529.97,buy,1.0,1.0,,,,,,1749803774.407
437,ETH-254119808,1749803774415,3,0.05,0.050141,69.98,ETH-25JUL25-2300-P,2529.97,buy,78.0,78.0,,,,,,1749803774.415
438,ETH-254121856,1749804419394,0,0.052,0.05194,70.31,ETH-25JUL25-2300-P,2518.68,sell,50.0,50.0,,,,,,1749804419.394
439,ETH-254126392,1749806540858,1,0.052,0.052082,70.04,ETH-25JUL25-2300-P,2516.37,sell,1.0,1.0,,,,,,1749806540.858
440,ETH-254137532,1749811696138,2,0.05,0.050259,69.81,ETH-25JUL25-2300-P,2528.31,buy,1.0,1.0,,,,,,1749811696.138
441,ETH-254151190,1749820034415,2,0.0485,0.048479,69.62,ETH-25JUL25-2300-P,2537.51,buy,3.0,3.0,,,,,,1749820034.415
442,ETH-254151191,1749820034415,3,0.0485,0.048479,69.62,ETH-25JUL25-2300-P,2537.51,buy,4.0,4.0,,,,,,1749820034.415
443,ETH-254151192,1749820034415,3,0.0485,0.048479,69.62,ETH-25JUL25-2300-P,2537.51,buy,53.0,53.0,,,,,,1749820034.415
444,ETH-254151193,1749820034420,3,0.0485,0.048479,69.62,ETH-25JUL25-2300-P,2537.51,buy,60.0,60.0,,,,,,1749820034.42
445,ETH-254151194,1749820034422,3,0.0485,0.048479,69.62,ETH-25JUL25-2300-P,2537.51,buy,60.0,60.0,,,,,,1749820034.422
446,ETH-254151219,1749820036092,3,0.0485,0.048624,69.58,ETH-25JUL25-2300-P,2537.17,buy,29.0,29.0,,,,,,1749820036.092
449,ETH-254157925,1749823432102,3,0.047,0.047168,69.53,ETH-25JUL25-2300-P,2547.79,buy,4.0,4.0,,,,,,1749823432.102
448,ETH-254157924,1749823432102,3,0.047,0.047168,69.53,ETH-25JUL25-2300-P,2547.79,buy,3.0,3.0,,,,,,1749823432.102
447,ETH-254157923,1749823432102,2,0.047,0.047168,69.53,ETH-25JUL25-2300-P,2547.79,buy,202.0,202.0,,,,,,1749823432.102
451,ETH-254184338,1749833195630,3,0.0465,0.046601,70.01,ETH-25JUL25-2300-P,2554.25,buy,202.0,202.0,,,,,,1749833195.63
452,ETH-254184339,1749833195630,3,0.0465,0.046601,70.01,ETH-25JUL25-2300-P,2554.25,buy,3.0,3.0,,,,,,1749833195.63
450,ETH-254184337,1749833195630,2,0.0465,0.046601,70.01,ETH-25JUL25-2300-P,2554.25,buy,4.0,4.0,,,,,,1749833195.63
454,ETH-254189766,1749835564585,1,0.0475,0.047383,69.94,ETH-25JUL25-2300-P,2545.74,buy,4.0,4.0,,,,,,1749835564.585
453,ETH-254189765,1749835564585,0,0.0475,0.047383,69.94,ETH-25JUL25-2300-P,2545.74,buy,3.0,3.0,,,,,,1749835564.585
455,ETH-254189767,1749835564585,1,0.0475,0.047383,69.94,ETH-25JUL25-2300-P,2545.74,buy,164.0,164.0,,,,,,1749835564.585
456,ETH-254189787,1749835578428,1,0.0475,0.04747,69.91,ETH-25JUL25-2300-P,2545.54,buy,38.0,38.0,,,,,,1749835578.428
457,ETH-254190833,1749835825308,0,0.049,0.048446,70.53,ETH-25JUL25-2300-P,2539.98,buy,1.0,1.0,,,,,,1749835825.308
458,ETH-254191028,1749835950851,2,0.0485,0.04821,70.32,ETH-25JUL25-2300-P,2542.19,sell,1.0,1.0,,,,,,1749835950.851
459,ETH-254207528,1749841968028,0,0.051,0.050649,71.44,ETH-25JUL25-2300-P,2533.07,buy,1.0,1.0,,,,,,1749841968.028
461,ETH-254227077,1749860461057,3,0.046,0.046053,71.13,ETH-25JUL25-2300-P,2565.94,buy,32.0,32.0,,,,,,1749860461.057
460,ETH-254227076,1749860461057,2,0.046,0.046053,71.13,ETH-25JUL25-2300-P,2565.94,buy,3.0,3.0,,,,,,1749860461.057
463,ETH-254227761,1749860564087,2,0.0445,0.045008,70.6,ETH-25JUL25-2300-P,2573.01,sell,63.0,63.0,,,,,,1749860564.087
462,ETH-254227760,1749860564087,2,0.045,0.045008,71.05,ETH-25JUL25-2300-P,2573.01,sell,107.0,107.0,,,,,,1749860564.087
464,ETH-254227762,1749860564172,3,0.0445,0.045008,70.6,ETH-25JUL25-2300-P,2573.01,sell,4.0,4.0,,,,,,1749860564.172
465,ETH-254229210,1749861402921,0,0.0455,0.04571,70.87,ETH-25JUL25-2300-P,2567.54,buy,4.0,4.0,,,,,,1749861402.921
466,ETH-254229212,1749861403045,1,0.0455,0.04571,70.87,ETH-25JUL25-2300-P,2567.54,buy,3.0,3.0,,,,,,1749861403.045
467,ETH-254229214,1749861403142,1,0.0455,0.04571,70.87,ETH-25JUL25-2300-P,2567.54,buy,202.0,202.0,,,,,,1749861403.142
469,ETH-254233720,1749863805933,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,102.0,102.0,,,,,,1749863805.933
468,ETH-254233719,1749863805933,0,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,4.0,4.0,,,,,,1749863805.933
470,ETH-254233721,1749863805963,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,3.0,3.0,,,,,,1749863805.963
471,ETH-254233722,1749863805995,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,10.0,10.0,,,,,,1749863805.995
472,ETH-254233723,1749863806003,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,1.0,1.0,,,,,,1749863806.003
473,ETH-254233724,1749863806022,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,1.0,1.0,,,,,,1749863806.022
474,ETH-254233725,1749863806043,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,2.0,2.0,,,,,,1749863806.043
475,ETH-254233736,1749863806059,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,1.0,1.0,,,,,,1749863806.059
476,ETH-254233737,1749863806070,1,0.047,0.047269,70.73,ETH-25JUL25-2300-P,2554.6,buy,1.0,1.0,,,,,,1749863806.07
477,ETH-254233738,1749863818510,1,0.047,0.047184,70.68,ETH-25JUL25-2300-P,2554.14,buy,1.0,1.0,,,,,,1749863818.51
478,ETH-254233746,1749863824475,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,2.0,2.0,,,,,,1749863824.475
479,ETH-254233747,1749863824481,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,1.0,1.0,,,,,,1749863824.481
480,ETH-254233748,1749863824485,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,3.0,3.0,,,,,,1749863824.485
481,ETH-254233749,1749863824490,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,1.0,1.0,,,,,,1749863824.49
482,ETH-254233750,1749863824495,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,1.0,1.0,,,,,,1749863824.495
483,ETH-254233751,1749863824499,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,1.0,1.0,,,,,,1749863824.499
485,ETH-254233753,1749863824511,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,3.0,3.0,,,,,,1749863824.511
484,ETH-254233752,1749863824511,1,0.047,0.047155,70.67,ETH-25JUL25-2300-P,2554.05,buy,71.0,71.0,,,,,,1749863824.511
486,ETH-254234802,1749865293880,2,0.0455,0.046177,70.56,ETH-25JUL25-2300-P,2564.5,sell,1.0,1.0,,,,,,1749865293.88
488,ETH-254236869,1749869040388,1,0.047,0.047275,70.71,ETH-25JUL25-2300-P,2554.32,buy,61.0,61.0,,,,,,1749869040.388
487,ETH-254236868,1749869040388,0,0.047,0.047275,70.71,ETH-25JUL25-2300-P,2554.32,buy,4.0,4.0,,,,,,1749869040.388
489,ETH-254236870,1749869040398,1,0.047,0.047275,70.71,ETH-25JUL25-2300-P,2554.32,buy,10.0,10.0,,,,,,1749869040.398
490,ETH-254236872,1749869053300,1,0.047,0.04714,70.72,ETH-25JUL25-2300-P,2554.48,buy,130.0,130.0,,,,,,1749869053.3
491,ETH-254236873,1749869062384,1,0.047,0.047131,70.73,ETH-25JUL25-2300-P,2554.52,buy,1.0,1.0,,,,,,1749869062.384
492,ETH-254236881,1749869068965,1,0.047,0.047137,70.72,ETH-25JUL25-2300-P,2554.49,buy,3.0,3.0,,,,,,1749869068.965
493,ETH-254242887,1749882763863,0,0.0475,0.048037,70.08,ETH-25JUL25-2300-P,2543.91,sell,4.0,4.0,,,,,,1749882763.863
494,ETH-254242889,1749882764057,1,0.0475,0.048037,70.08,ETH-25JUL25-2300-P,2543.91,sell,3.0,3.0,,,,,,1749882764.057
495,ETH-254242891,1749882764236,1,0.0475,0.048037,70.08,ETH-25JUL25-2300-P,2543.91,sell,100.0,100.0,,,,,,1749882764.236
496,ETH-254242892,1749882764236,1,0.0475,0.048037,70.08,ETH-25JUL25-2300-P,2543.91,sell,22.0,22.0,,,,,,1749882764.236
497,ETH-254242893,1749882764236,1,0.0475,0.048037,70.08,ETH-25JUL25-2300-P,2543.91,sell,80.0,80.0,,,,,,1749882764.236
498,ETH-254245830,1749886263931,0,0.049,0.048441,70.82,ETH-25JUL25-2300-P,2538.04,buy,125.0,125.0,,,,,,1749886263.931
500,ETH-254245901,1749886364113,3,0.0475,0.048145,69.78,ETH-25JUL25-2300-P,2540.26,sell,41.0,41.0,,,,,,1749886364.113
499,ETH-254245900,1749886364113,2,0.0475,0.048145,69.78,ETH-25JUL25-2300-P,2540.26,sell,36.0,36.0,,,,,,1749886364.113
501,ETH-254245902,1749886364229,3,0.0475,0.048142,69.77,ETH-25JUL25-2300-P,2540.17,sell,3.0,3.0,,,,,,1749886364.229
502,ETH-254245903,1749886364342,3,0.0475,0.048142,69.77,ETH-25JUL25-2300-P,2540.17,sell,4.0,4.0,,,,,,1749886364.342
504,ETH-254250229,1749889013338,1,0.0495,0.049735,70.3,ETH-25JUL25-2300-P,2529.89,buy,59.0,59.0,,,,,,1749889013.338
503,ETH-254250228,1749889013338,0,0.0495,0.049735,70.3,ETH-25JUL25-2300-P,2529.89,buy,4.0,4.0,,,,,,1749889013.338
505,ETH-254250232,1749889018349,1,0.0495,0.049735,70.28,ETH-25JUL25-2300-P,2529.7,buy,125.0,125.0,,,,,,1749889018.349
506,ETH-254250233,1749889018353,1,0.0495,0.049735,70.28,ETH-25JUL25-2300-P,2529.7,buy,5.0,5.0,,,,,,1749889018.353
507,ETH-254250245,1749889020344,1,0.0495,0.049711,70.27,ETH-25JUL25-2300-P,2529.67,buy,3.0,3.0,,,,,,1749889020.344
508,ETH-254250247,1749889020388,1,0.0495,0.049711,70.27,ETH-25JUL25-2300-P,2529.67,buy,1.0,1.0,,,,,,1749889020.388
509,ETH-254250248,1749889020416,1,0.0495,0.049711,70.27,ETH-25JUL25-2300-P,2529.67,buy,1.0,1.0,,,,,,1749889020.416
510,ETH-254250249,1749889020442,1,0.0495,0.049711,70.27,ETH-25JUL25-2300-P,2529.67,buy,1.0,1.0,,,,,,1749889020.442
511,ETH-254250948,1749889364233,2,0.0485,0.04896,70.02,ETH-25JUL25-2300-P,2534.72,sell,7.0,7.0,,,,,,1749889364.233
512,ETH-254250955,1749889364406,3,0.0485,0.04896,70.02,ETH-25JUL25-2300-P,2534.72,sell,3.0,3.0,,,,,,1749889364.406
513,ETH-254256667,1749895364230,0,0.0495,0.049736,69.79,ETH-25JUL25-2300-P,2525.15,sell,202.0,202.0,,,,,,1749895364.23
514,ETH-254256671,1749895364424,1,0.0495,0.049736,69.79,ETH-25JUL25-2300-P,2525.15,sell,3.0,3.0,,,,,,1749895364.424
515,ETH-254256673,1749895364598,1,0.0495,0.049736,69.79,ETH-25JUL25-2300-P,2525.15,sell,4.0,4.0,,,,,,1749895364.598
518,ETH-254262018,1749903863940,3,0.0485,0.048587,69.71,ETH-25JUL25-2300-P,2530.98,buy,4.0,4.0,,,,,,1749903863.94
516,ETH-254262016,1749903863940,2,0.0485,0.048587,69.71,ETH-25JUL25-2300-P,2530.98,buy,3.0,3.0,,,,,,1749903863.94
517,ETH-254262017,1749903863940,3,0.0485,0.048587,69.71,ETH-25JUL25-2300-P,2530.98,buy,202.0,202.0,,,,,,1749903863.94
521,ETH-254266343,1749909691418,3,0.0475,0.04739,69.57,ETH-25JUL25-2300-P,2535.94,buy,202.0,202.0,,,,,,1749909691.418
520,ETH-254266342,1749909691418,3,0.0475,0.04739,69.57,ETH-25JUL25-2300-P,2535.94,buy,3.0,3.0,,,,,,1749909691.418
519,ETH-254266341,1749909691418,2,0.0475,0.04739,69.57,ETH-25JUL25-2300-P,2535.94,buy,4.0,4.0,,,,,,1749909691.418
522,ETH-254268097,1749912822253,0,0.048,0.048377,69.29,ETH-25JUL25-2300-P,2529.41,buy,4.0,4.0,,,,,,1749912822.253
523,ETH-254268101,1749912825308,1,0.048,0.048367,69.28,ETH-25JUL25-2300-P,2529.34,buy,3.0,3.0,,,,,,1749912825.308
524,ETH-254268102,1749912825308,1,0.048,0.048367,69.28,ETH-25JUL25-2300-P,2529.34,buy,33.0,33.0,,,,,,1749912825.308
525,ETH-254268103,1749912828441,1,0.048,0.048351,69.25,ETH-25JUL25-2300-P,2529.08,buy,36.0,36.0,,,,,,1749912828.441
526,ETH-254268112,1749912866420,1,0.048,0.048,69.28,ETH-25JUL25-2300-P,2529.29,buy,133.0,133.0,,,,,,1749912866.42
527,ETH-254272085,1749915822816,0,0.05,0.050505,68.86,ETH-25JUL25-2300-P,2511.2,buy,4.0,4.0,,,,,,1749915822.816
528,ETH-254272086,1749915822961,1,0.05,0.050505,68.86,ETH-25JUL25-2300-P,2511.2,buy,3.0,3.0,,,,,,1749915822.961
529,ETH-254272087,1749915823083,1,0.05,0.050491,68.86,ETH-25JUL25-2300-P,2511.25,buy,148.0,148.0,,,,,,1749915823.083
530,ETH-254272088,1749915823091,1,0.05,0.050491,68.86,ETH-25JUL25-2300-P,2511.25,buy,1.0,1.0,,,,,,1749915823.091
531,ETH-254272329,1749915923341,1,0.05,0.050135,68.85,ETH-25JUL25-2300-P,2510.98,buy,53.0,53.0,,,,,,1749915923.341
532,ETH-254285165,1749925515579,0,0.0505,0.05038,69.42,ETH-25JUL25-2300-P,2511.53,buy,1.0,1.0,,,,,,1749925515.579
533,ETH-254300642,1749945461204,2,0.048,0.047807,70.08,ETH-25JUL25-2300-P,2533.72,sell,19.0,19.0,,,,,,1749945461.204
534,ETH-254301070,1749946404152,3,0.048,0.04784,70.28,ETH-25JUL25-2300-P,2535.14,sell,8.0,8.0,,,,,,1749946404.152
535,ETH-254301071,1749946404175,3,0.048,0.04784,70.28,ETH-25JUL25-2300-P,2535.14,sell,3.0,3.0,,,,,,1749946404.175
536,ETH-254312384,1749969403487,2,0.0465,0.046787,69.32,ETH-25JUL25-2300-P,2536.45,buy,203.0,203.0,,,,,,1749969403.487
537,ETH-254312385,1749969403610,3,0.0465,0.046787,69.32,ETH-25JUL25-2300-P,2536.45,buy,1.0,1.0,,,,,,1749969403.61
539,ETH-254312401,1749969406746,3,0.0465,0.046774,69.38,ETH-25JUL25-2300-P,2536.89,buy,3.0,3.0,,,,,,1749969406.746
538,ETH-254312400,1749969406746,3,0.0465,0.046774,69.38,ETH-25JUL25-2300-P,2536.89,buy,3.0,3.0,,,,,,1749969406.746
540,ETH-254314489,1749972863515,0,0.048,0.048064,69.49,ETH-25JUL25-2300-P,2526.45,buy,3.0,3.0,,,,,,1749972863.515
541,ETH-254314490,1749972863515,1,0.048,0.048064,69.49,ETH-25JUL25-2300-P,2526.45,buy,4.0,4.0,,,,,,1749972863.515
542,ETH-254314491,1749972863515,1,0.048,0.048064,69.49,ETH-25JUL25-2300-P,2526.45,buy,203.0,203.0,,,,,,1749972863.515
543,ETH-254319298,1749977022276,1,0.048,0.048477,69.19,ETH-25JUL25-2300-P,2524.14,buy,3.0,3.0,,,,,,1749977022.276
544,ETH-254319299,1749977022413,1,0.048,0.048477,69.19,ETH-25JUL25-2300-P,2524.14,buy,4.0,4.0,,,,,,1749977022.413
545,ETH-254319300,1749977022531,1,0.048,0.048477,69.19,ETH-25JUL25-2300-P,2524.14,buy,203.0,203.0,,,,,,1749977022.531
548,ETH-254337423,1750000621628,1,0.0485,0.048488,73.17,ETH-25JUL25-2300-P,2548.95,buy,201.0,201.0,,,,,,1750000621.628
546,ETH-254337421,1750000621628,0,0.0485,0.048488,73.17,ETH-25JUL25-2300-P,2548.95,buy,3.0,3.0,,,,,,1750000621.628
547,ETH-254337422,1750000621628,1,0.0485,0.048488,73.17,ETH-25JUL25-2300-P,2548.95,buy,4.0,4.0,,,,,,1750000621.628
549,ETH-254341126,1750004846394,2,0.048,0.047989,71.22,ETH-25JUL25-2300-P,2537.73,buy,202.0,202.0,,,,,,1750004846.394
550,ETH-254341127,1750004846394,3,0.048,0.047989,71.22,ETH-25JUL25-2300-P,2537.73,buy,4.0,4.0,,,,,,1750004846.394
551,ETH-254341128,1750004846394,3,0.048,0.047989,71.22,ETH-25JUL25-2300-P,2537.73,buy,3.0,3.0,,,,,,1750004846.394
553,ETH-254345821,1750012230397,3,0.0465,0.046495,70.95,ETH-25JUL25-2300-P,2545.83,buy,4.0,4.0,,,,,,1750012230.397
554,ETH-254345822,1750012230397,3,0.0465,0.046495,70.95,ETH-25JUL25-2300-P,2545.83,buy,3.0,3.0,,,,,,1750012230.397
552,ETH-254345820,1750012230397,2,0.0465,0.046495,70.95,ETH-25JUL25-2300-P,2545.83,buy,202.0,202.0,,,,,,1750012230.397
555,ETH-254348738,1750017163483,0,0.047,0.047392,70.29,ETH-25JUL25-2300-P,2536.34,sell,4.0,4.0,,,,,,1750017163.483
556,ETH-254348740,1750017163697,1,0.047,0.047392,70.29,ETH-25JUL25-2300-P,2536.34,sell,3.0,3.0,,,,,,1750017163.697
557,ETH-254348742,1750017163873,1,0.047,0.047392,70.29,ETH-25JUL25-2300-P,2536.34,sell,202.0,202.0,,,,,,1750017163.873
559,ETH-254349934,1750018366817,1,0.049,0.048828,70.79,ETH-25JUL25-2300-P,2525.59,buy,202.0,202.0,,,,,,1750018366.817
560,ETH-254349935,1750018366817,1,0.049,0.048828,70.79,ETH-25JUL25-2300-P,2525.59,buy,3.0,3.0,,,,,,1750018366.817
558,ETH-254349933,1750018366817,0,0.049,0.048828,70.79,ETH-25JUL25-2300-P,2525.59,buy,4.0,4.0,,,,,,1750018366.817
561,ETH-254350342,1750018766300,0,0.0502,0.050051,70.72,ETH-25JUL25-2300-P,2516.57,sell,10.0,10.0,,,,ETH-254350341,ETH-PS-25JUL25-2400_2300,1750018766.3
562,ETH-254362687,1750025012321,0,0.0525,0.051743,73.5,ETH-25JUL25-2300-P,2523.84,buy,1.0,1.0,,,,,,1750025012.321
563,ETH-254366910,1750025312638,2,0.0515,0.051024,74.51,ETH-25JUL25-2300-P,2539.94,buy,1.0,1.0,,,,,,1750025312.638
564,ETH-254368063,1750025612821,3,0.0515,0.05104,74.62,ETH-25JUL25-2300-P,2541.17,buy,1.0,1.0,,,,,,1750025612.821
565,ETH-254370119,1750026475778,2,0.051,0.050866,74.54,ETH-25JUL25-2300-P,2544.23,buy,1.0,1.0,,,,,,1750026475.778
566,ETH-254378441,1750033609429,2,0.049,0.049073,73.34,ETH-25JUL25-2300-P,2547.42,buy,14.0,14.0,,,,,,1750033609.429
567,ETH-254378579,1750033671536,2,0.0485,0.048652,73.28,ETH-25JUL25-2300-P,2550.56,sell,5.0,5.0,,,,,,1750033671.536
568,ETH-254381735,1750036063346,0,0.049,0.049056,72.59,ETH-25JUL25-2300-P,2540.74,buy,13.0,13.0,,,,,,1750036063.346
569,ETH-254381742,1750036065336,1,0.049,0.049064,72.59,ETH-25JUL25-2300-P,2540.76,buy,9.0,9.0,,,,,,1750036065.336
570,ETH-254396252,1750043064023,2,0.0445,0.045133,72.08,ETH-25JUL25-2300-P,2569.03,sell,5.0,5.0,,,,,,1750043064.023
571,ETH-254397923,1750046047087,2,0.044,0.044909,71.7,ETH-25JUL25-2300-P,2569.82,sell,5.0,5.0,,,,,,1750046047.087
572,ETH-254398079,1750046229466,0,0.0445,0.04495,72.1,ETH-25JUL25-2300-P,2569.27,sell,5.0,5.0,,,,,,1750046229.466
573,ETH-254398219,1750046448873,1,0.0445,0.045043,71.92,ETH-25JUL25-2300-P,2567.78,sell,5.0,5.0,,,,,,1750046448.873
574,ETH-254398404,1750046735840,2,0.044,0.044534,71.85,ETH-25JUL25-2300-P,2571.27,sell,5.0,5.0,,,,,,1750046735.84
575,ETH-254398577,1750047076938,3,0.044,0.044741,71.6,ETH-25JUL25-2300-P,2568.97,sell,5.0,5.0,,,,,,1750047076.938
576,ETH-254399169,1750047783129,2,0.0435,0.043778,71.97,ETH-25JUL25-2300-P,2576.39,sell,5.0,5.0,,,,,,1750047783.129
577,ETH-254399876,1750048705043,3,0.0435,0.043885,71.93,ETH-25JUL25-2300-P,2575.63,sell,5.0,5.0,,,,,,1750048705.043
578,ETH-254400173,1750049114833,3,0.0435,0.04389,71.95,ETH-25JUL25-2300-P,2575.74,sell,5.0,5.0,,,,,,1750049114.833
579,ETH-254403359,1750051746183,2,0.041,0.041555,71.92,ETH-25JUL25-2300-P,2596.2,sell,5.0,5.0,,,,,,1750051746.183
580,ETH-254414837,1750057317523,2,0.0385,0.039214,71.97,ETH-25JUL25-2300-P,2619.14,sell,1.0,1.0,,,,,,1750057317.523
581,ETH-254414841,1750057317563,3,0.0385,0.039214,71.97,ETH-25JUL25-2300-P,2619.14,sell,2.0,2.0,,,,,,1750057317.563
582,ETH-254430382,1750070900306,0,0.039,0.038737,72.16,ETH-25JUL25-2300-P,2615.98,buy,23.0,23.0,,,,,,1750070900.306
583,ETH-254433965,1750073409421,0,0.0405,0.040379,71.62,ETH-25JUL25-2300-P,2597.26,buy,30.0,30.0,,,,,,1750073409.421
584,ETH-254438166,1750077806517,2,0.039,0.038475,72.3,ETH-25JUL25-2300-P,2616.34,buy,1.0,1.0,,,,,,1750077806.517
585,ETH-254438167,1750077806517,3,0.039,0.038475,72.3,ETH-25JUL25-2300-P,2616.34,buy,59.0,59.0,,,,,,1750077806.517
586,ETH-254438168,1750077806781,3,0.039,0.038484,72.3,ETH-25JUL25-2300-P,2616.36,buy,55.0,55.0,,,,,,1750077806.781
587,ETH-254438169,1750077806781,3,0.039,0.038484,72.3,ETH-25JUL25-2300-P,2616.36,buy,5.0,5.0,,,,,,1750077806.781
588,ETH-254438170,1750077807016,3,0.039,0.038484,72.3,ETH-25JUL25-2300-P,2616.36,buy,7.0,7.0,,,,,,1750077807.016
589,ETH-254438171,1750077809075,3,0.039,0.038482,72.3,ETH-25JUL25-2300-P,2616.37,buy,13.0,13.0,,,,,,1750077809.075
590,ETH-254467216,1750094417306,2,0.0355,0.035771,71.74,ETH-25JUL25-2300-P,2641.66,buy,11.0,11.0,,,,,,1750094417.306
