trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,unix_sec
448,ETH-259598357,1753418890396,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3629.26,buy,1.0,1.0,,1753418890.396
449,ETH-259598376,1753418918455,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3630.78,buy,1.0,1.0,,1753418918.455
450,ETH-259598461,1753418947536,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3634.82,buy,1.0,1.0,,1753418947.536
451,ETH-259598485,1753418979666,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3634.39,buy,1.0,1.0,,1753418979.666
452,ETH-259598627,1753419010883,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3632.52,buy,1.0,1.0,,1753419010.883
453,ETH-259598727,1753419038824,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3632.63,buy,1.0,1.0,,1753419038.824
454,ETH-259598790,1753419101854,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3631.61,buy,1.0,1.0,,1753419101.854
455,ETH-259598972,1753419146359,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3636.72,buy,1.0,1.0,,1753419146.359
456,ETH-259599020,1753419172196,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3636.37,buy,1.0,1.0,,1753419172.196
457,ETH-259599043,1753419202136,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3637.04,buy,1.0,1.0,,1753419202.136
458,ETH-259599153,1753419233149,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3637.2,buy,1.0,1.0,,1753419233.149
459,ETH-259599262,1753419260145,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3639.1,buy,1.0,1.0,,1753419260.145
460,ETH-259599400,1753419285046,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3643.16,buy,1.0,1.0,,1753419285.046
461,ETH-259599482,1753419312042,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3643.32,buy,1.0,1.0,,1753419312.042
462,ETH-259599551,1753419339941,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3642.36,buy,1.0,1.0,,1753419339.941
463,ETH-259600813,1753420018900,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3648.84,buy,1.0,1.0,,1753420018.9
464,ETH-259600903,1753420047028,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3644.18,buy,1.0,1.0,,1753420047.028
465,ETH-259601003,1753420073907,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3641.1,buy,1.0,1.0,,1753420073.907
466,ETH-259601117,1753420100730,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3639.68,buy,1.0,1.0,,1753420100.73
467,ETH-259601257,1753420130724,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3635.72,buy,1.0,1.0,,1753420130.724
468,ETH-259601391,1753420156624,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3636.11,buy,1.0,1.0,,1753420156.624
469,ETH-259601545,1753420185729,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3629.99,buy,1.0,1.0,,1753420185.729
470,ETH-259602019,1753420283516,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3627.52,buy,1.0,1.0,,1753420283.516
471,ETH-259602047,1753420308673,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3628.08,buy,1.0,1.0,,1753420308.673
472,ETH-259602140,1753420366675,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3628.77,buy,1.0,1.0,,1753420366.675
473,ETH-259602302,1753420415335,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3627.07,buy,1.0,1.0,,1753420415.335
474,ETH-259602847,1753420442349,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3619.15,buy,1.0,1.0,,1753420442.349
475,ETH-259603066,1753420469618,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3613.23,buy,1.0,1.0,,1753420469.618
476,ETH-259603122,1753420494916,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3615.41,buy,1.0,1.0,,1753420494.916
477,ETH-259603190,1753420520180,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3614.8,buy,1.0,1.0,,1753420520.18
478,ETH-259603255,1753420547470,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3617.5,buy,1.0,1.0,,1753420547.47
479,ETH-259603311,1753420576612,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3622.3,buy,1.0,1.0,,1753420576.612
480,ETH-259603375,1753420604877,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3624.79,buy,1.0,1.0,,1753420604.877
481,ETH-259603466,1753420637156,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3623.97,buy,1.0,1.0,,1753420637.156
482,ETH-259604863,1753420966934,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3632.62,buy,1.0,1.0,,1753420966.934
483,ETH-259604875,1753420992932,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3633.92,buy,1.0,1.0,,1753420992.932
484,ETH-259605090,1753421031262,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3639.46,buy,1.0,1.0,,1753421031.262
485,ETH-259605182,1753421058359,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3639.04,buy,1.0,1.0,,1753421058.359
486,ETH-259605200,1753421085314,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3637.14,buy,1.0,1.0,,1753421085.314
487,ETH-259605235,1753421127797,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3634.84,buy,1.0,1.0,,1753421127.797
488,ETH-259605253,1753421152694,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3634.29,buy,1.0,1.0,,1753421152.694
489,ETH-259605273,1753421183686,3,0.0001,0.0,999.0,ETH-25JUL25-1000-P,3635.14,buy,1.0,1.0,,1753421183.686
