trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,liquidation,unix_sec
298,ETH-257047876,1752165032238,0,0.19,0.189007,77.4,ETH-25JUL25-2300-C,2813.44,buy,1.0,1.0,,,,,1752165032.238
299,ETH-257061316,1752169815643,0,0.192,0.191541,76.77,ETH-25JUL25-2300-C,2819.61,sell,5.0,5.0,,,,,1752169815.643
300,ETH-257433822,1752388784143,0,0.23,0.229407,88.86,ETH-25JUL25-2300-C,2966.23,buy,6.0,6.0,,,,,1752388784.143
301,ETH-257553200,1752474622101,0,0.246,0.245987,90.46,ETH-25JUL25-2300-C,3034.57,sell,12.0,12.0,,,,,1752474622.101
302,ETH-257553660,1752474701465,2,0.244,0.244966,81.47,ETH-25JUL25-2300-C,3030.24,sell,31.0,31.0,,,,,1752474701.465
303,ETH-257854958,1752656552259,0,0.276,0.275787,103.37,ETH-25JUL25-2300-C,3166.21,buy,1.0,1.0,,,,,1752656552.259
304,ETH-258253288,1752775923854,0,0.3285,0.328848,114.94,ETH-25JUL25-2300-C,3421.52,buy,2.0,2.0,,,,,1752775923.854
305,ETH-258309805,1752793625835,0,0.338,0.337976,127.96,ETH-25JUL25-2300-C,3468.4,buy,1.0,1.0,,,,,1752793625.835
306,ETH-258341377,1752802412404,0,0.3595,0.359734,125.51,ETH-25JUL25-2300-C,3585.09,sell,1.0,1.0,,,,,1752802412.404
307,ETH-258882138,1753059157600,0,0.385,0.385837,0.0,ETH-25JUL25-2300-C,3740.69,buy,1.0,1.0,,,,,1753059157.6
308,ETH-258990622,1753115497893,0,0.393,0.39236,219.83,ETH-25JUL25-2300-C,3780.54,buy,225.0,225.0,,,,,1753115497.893
309,ETH-259456778,1753363607351,2,0.369,0.368825,378.83,ETH-25JUL25-2300-C,3643.91,buy,1.0,1.0,,,,,1753363607.351
310,ETH-259503886,1753379294561,0,0.3835,0.38371,0.0,ETH-25JUL25-2300-C,3731.77,sell,2.0,2.0,,,,,1753379294.561
