trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,block_rfq_id,liquidation,unix_sec
551,ETH-252264537,1748655429144,2,0.044,0.044777,67.87,ETH-25JUL25-3000-C,2498.62,sell,3.0,3.0,,,,,,,1748655429.144
552,ETH-252292163,1748679396507,0,0.0475,0.047037,69.15,ETH-25JUL25-3000-C,2519.01,sell,1.0,1.0,,,,,,,1748679396.507
553,ETH-252296412,1748682110053,0,0.048,0.047567,68.97,ETH-25JUL25-3000-C,2525.25,buy,1.0,1.0,,,,,,,1748682110.053
554,ETH-252296413,1748682110061,1,0.048,0.047567,68.97,ETH-25JUL25-3000-C,2525.25,sell,3.0,3.0,,,,,,,1748682110.061
555,ETH-252354539,1748725721236,0,0.05,0.049901,68.9,ETH-25JUL25-3000-C,2550.02,buy,1.0,1.0,,,,,,,1748725721.236
556,ETH-252357648,1748729965522,2,0.049,0.049647,68.95,ETH-25JUL25-3000-C,2540.27,sell,25.0,25.0,,,,,,,1748729965.522
557,ETH-252357665,1748730023145,3,0.049,0.049782,68.84,ETH-25JUL25-3000-C,2541.54,sell,50.0,50.0,,,,,,,1748730023.145
558,ETH-252357667,1748730031948,3,0.049,0.049776,68.84,ETH-25JUL25-3000-C,2541.52,sell,50.0,50.0,,,,,,,1748730031.948
559,ETH-252357672,1748730063343,3,0.049,0.049742,68.87,ETH-25JUL25-3000-C,2541.12,sell,15.0,15.0,,,,,,,1748730063.343
560,ETH-252373203,1748747881125,2,0.045,0.04585,68.81,ETH-25JUL25-3000-C,2505.53,sell,1.0,1.0,,,,,,,1748747881.125
561,ETH-252426455,1748795204848,0,0.05,0.050071,70.08,ETH-25JUL25-3000-C,2541.15,buy,1.0,1.0,,,,,,,1748795204.848
562,ETH-252432023,1748799313747,2,0.0495,0.050229,69.33,ETH-25JUL25-3000-C,2546.65,sell,65.0,65.0,,,,,,,1748799313.747
564,ETH-252435450,1748802105916,3,0.048,0.04737,70.19,ETH-25JUL25-3000-C,2522.52,buy,36.0,36.0,,,,,,,1748802105.916
565,ETH-252435451,1748802105916,3,0.048,0.04737,70.19,ETH-25JUL25-3000-C,2522.52,buy,13.0,13.0,,,,,,,1748802105.916
563,ETH-252435449,1748802105916,2,0.048,0.04737,70.19,ETH-25JUL25-3000-C,2522.52,buy,1.0,1.0,,,,,,,1748802105.916
566,ETH-252440594,1748804240064,2,0.0475,0.047345,70.06,ETH-25JUL25-3000-C,2519.47,sell,1.0,1.0,,,,,,,1748804240.064
567,ETH-252457603,1748816653469,0,0.049,0.048881,69.42,ETH-25JUL25-3000-C,2543.09,buy,1.0,1.0,,,,,,,1748816653.469
568,ETH-252457609,1748816662436,1,0.049,0.048911,69.46,ETH-25JUL25-3000-C,2542.67,sell,499.0,499.0,,,,,,,1748816662.436
569,ETH-252484995,1748843101263,2,0.042,0.041968,68.71,ETH-25JUL25-3000-C,2488.0,sell,1.0,1.0,,,,,,,1748843101.263
570,ETH-252516437,1748864758219,2,0.04,0.039895,68.1,ETH-25JUL25-3000-C,2478.28,sell,1.0,1.0,,,,,,,1748864758.219
571,ETH-252524104,1748870523050,0,0.041,0.04093,67.92,ETH-25JUL25-3000-C,2491.42,sell,50.0,50.0,,,,,,,1748870523.05
572,ETH-252533822,1748873201995,0,0.0425,0.042598,67.6,ETH-25JUL25-3000-C,2510.94,buy,50.0,50.0,,,,,,,1748873201.995
573,ETH-252587402,1748899501088,0,0.0445,0.044639,66.74,ETH-25JUL25-3000-C,2546.19,buy,11.0,11.0,,,,,,,1748899501.088
574,ETH-252630964,1748925915561,0,0.05,0.049491,66.82,ETH-25JUL25-3000-C,2596.89,buy,1.0,1.0,,,,,,,1748925915.561
575,ETH-252641462,1748939375177,1,0.05,0.050494,66.34,ETH-25JUL25-3000-C,2605.78,sell,10.0,10.0,,,,,,,1748939375.177
576,ETH-252641463,1748939375177,1,0.05,0.050494,66.34,ETH-25JUL25-3000-C,2605.78,sell,10.0,10.0,,,,,,,1748939375.177
577,ETH-252652926,1748953233259,2,0.0492,0.04933,65.78,ETH-25JUL25-3000-C,2605.76,sell,170.0,170.0,2.0,BLOCK-202861,ETH-CS-25JUL25-2600_3000,,5273.0,,1748953233.259
578,ETH-252657554,1748956522004,0,0.051,0.05084,65.94,ETH-25JUL25-3000-C,2620.7,buy,1.0,1.0,,,,,,,1748956522.004
579,ETH-252671009,1748962251355,0,0.053,0.053174,65.66,ETH-25JUL25-3000-C,2641.43,buy,1.0,1.0,,,,,,,1748962251.355
580,ETH-252709838,1748992343397,2,0.0485,0.048409,65.61,ETH-25JUL25-3000-C,2605.74,buy,1.0,1.0,,,,,,,1748992343.397
581,ETH-252710421,1748993760440,2,0.047,0.046842,65.67,ETH-25JUL25-3000-C,2592.09,buy,1.0,1.0,,,,,,,1748993760.44
582,ETH-252715436,1748999863237,0,0.049,0.048969,65.61,ETH-25JUL25-3000-C,2612.25,buy,1.0,1.0,,,,,,,1748999863.237
583,ETH-252717578,1749001101960,2,0.0485,0.04869,65.45,ETH-25JUL25-3000-C,2609.79,sell,9.0,9.0,,,,,,,1749001101.96
584,ETH-252717600,1749001118907,3,0.0485,0.048593,65.52,ETH-25JUL25-3000-C,2609.03,sell,11.0,11.0,,,,,,,1749001118.907
586,ETH-252719998,1749004587502,1,0.0495,0.04925,65.58,ETH-25JUL25-3000-C,2617.14,buy,1.0,1.0,,,,,,,1749004587.502
585,ETH-252719997,1749004587502,0,0.0495,0.04925,65.58,ETH-25JUL25-3000-C,2617.14,buy,1.0,1.0,,,,,,,1749004587.502
587,ETH-252725475,1749010520560,0,0.0505,0.050344,65.31,ETH-25JUL25-3000-C,2629.78,buy,1.0,1.0,,,,,,,1749010520.56
588,ETH-252755045,1749043233250,2,0.049,0.048574,65.38,ETH-25JUL25-3000-C,2618.48,buy,1.0,1.0,,,,,,,1749043233.25
589,ETH-252755050,1749043233596,3,0.049,0.048574,65.38,ETH-25JUL25-3000-C,2618.48,buy,1.0,1.0,,,,,,,1749043233.596
590,ETH-252756464,1749044656540,3,0.049,0.049168,65.11,ETH-25JUL25-3000-C,2622.29,buy,1.0,1.0,,,,,,,1749044656.54
591,ETH-252781268,1749052824305,0,0.0545,0.054364,65.26,ETH-25JUL25-3000-C,2670.34,sell,10.0,10.0,,,,,,,1749052824.305
592,ETH-252782504,1749053525725,2,0.0538,0.053581,65.41,ETH-25JUL25-3000-C,2663.09,buy,2500.0,2500.0,2.0,BLOCK-203129,ETH-CS-25JUL25-3000_3500,,,,1749053525.725
593,ETH-252782512,1749053528049,2,0.0537,0.0536,65.34,ETH-25JUL25-3000-C,2663.07,buy,1000.0,1000.0,2.0,BLOCK-203130,ETH-CS-25JUL25-3000_3500,,,,1749053528.049
594,ETH-252785309,1749054984913,2,0.0529,0.052775,65.3,ETH-25JUL25-3000-C,2656.26,buy,178.0,178.0,2.0,BLOCK-203137,ETH-CS-25JUL25-3000_3500,,,,1749054984.913
595,ETH-252812288,1749084786961,2,0.0475,0.047361,65.41,ETH-25JUL25-3000-C,2608.75,buy,1.0,1.0,,,,,,,1749084786.961
596,ETH-252814457,1749089364389,3,0.0475,0.047743,65.1,ETH-25JUL25-3000-C,2612.39,buy,1.0,1.0,,,,,,,1749089364.389
597,ETH-252820922,1749097412922,0,0.049,0.049022,64.77,ETH-25JUL25-3000-C,2630.68,buy,1.0,1.0,,,,,,,1749097412.922
598,ETH-252821146,1749098119378,1,0.049,0.049049,64.75,ETH-25JUL25-3000-C,2631.01,buy,1.0,1.0,,,,,,,1749098119.378
599,ETH-252834734,1749111805671,2,0.0455,0.046119,64.2,ETH-25JUL25-3000-C,2607.17,sell,1.0,1.0,,,,,,,1749111805.671
600,ETH-252835258,1749112520598,0,0.046,0.046041,64.5,ETH-25JUL25-3000-C,2608.03,buy,1.0,1.0,,,,,,,1749112520.598
601,ETH-252836362,1749112742959,2,0.045,0.045598,64.06,ETH-25JUL25-3000-C,2604.15,sell,1.0,1.0,,,,,,,1749112742.959
602,ETH-252836718,1749113303070,3,0.045,0.045635,63.98,ETH-25JUL25-3000-C,2605.15,sell,1.0,1.0,,,,,,,1749113303.07
603,ETH-252837074,1749113962141,3,0.045,0.045633,63.92,ETH-25JUL25-3000-C,2606.32,sell,1.0,1.0,,,,,,,1749113962.141
604,ETH-252837333,1749114331949,0,0.046,0.045818,64.46,ETH-25JUL25-3000-C,2609.15,buy,3.0,3.0,,,,,,,1749114331.949
606,ETH-252837384,1749114377461,1,0.0465,0.046011,64.73,ETH-25JUL25-3000-C,2610.2,buy,1.0,1.0,,,,,,,1749114377.461
605,ETH-252837383,1749114377461,0,0.0465,0.046011,64.73,ETH-25JUL25-3000-C,2610.2,buy,1.0,1.0,,,,,,,1749114377.461
607,ETH-252837390,1749114382728,1,0.0465,0.045967,64.74,ETH-25JUL25-3000-C,2610.11,buy,2.0,2.0,,,,,,,1749114382.728
608,ETH-252841769,1749118280691,0,0.049,0.04933,66.23,ETH-25JUL25-3000-C,2613.95,sell,130.0,130.0,,,,,,,1749118280.691
609,ETH-252842284,1749118725829,2,0.0475,0.047969,65.42,ETH-25JUL25-3000-C,2611.11,sell,281.0,281.0,,,,,,,1749118725.829
610,ETH-252866610,1749130981588,0,0.05,0.05,66.81,ETH-25JUL25-3000-C,2617.49,sell,100.0,100.0,,,,,,,1749130981.588
611,ETH-252866693,1749131043503,1,0.05,0.04996,67.0,ETH-25JUL25-3000-C,2615.16,sell,10.0,10.0,,,,,,,1749131043.503
612,ETH-252866827,1749131121290,1,0.05,0.050003,67.11,ETH-25JUL25-3000-C,2613.8,sell,40.0,40.0,,,,,,,1749131121.29
613,ETH-252889692,1749134832853,2,0.0495,0.048949,67.23,ETH-25JUL25-3000-C,2607.87,buy,1.0,1.0,,,,,,,1749134832.853
614,ETH-252893637,1749136156113,2,0.0464,0.046554,66.76,ETH-25JUL25-3000-C,2586.13,buy,500.0,500.0,2.0,BLOCK-203319,ETH-CDIAG-25JUL25_27JUN25-3000_2600,,,,1749136156.113
615,ETH-252920105,1749151027302,2,0.0435,0.043317,67.42,ETH-25JUL25-3000-C,2553.89,sell,176.0,176.0,,,,,,,1749151027.302
616,ETH-252920106,1749151027308,3,0.0435,0.043317,67.42,ETH-25JUL25-3000-C,2553.89,sell,176.0,176.0,,,,,,,1749151027.308
617,ETH-252920232,1749151038409,3,0.0435,0.043237,67.55,ETH-25JUL25-3000-C,2552.16,sell,79.0,79.0,,,,,,,1749151038.409
618,ETH-252920254,1749151038599,3,0.0435,0.043237,67.59,ETH-25JUL25-3000-C,2551.68,sell,1.0,1.0,,,,,,,1749151038.599
619,ETH-252920258,1749151038613,3,0.0435,0.043237,67.59,ETH-25JUL25-3000-C,2551.68,sell,1.0,1.0,,,,,,,1749151038.613
620,ETH-252920259,1749151038617,3,0.0435,0.043237,67.59,ETH-25JUL25-3000-C,2551.68,sell,217.0,217.0,,,,,,,1749151038.617
621,ETH-252920260,1749151038623,3,0.0435,0.043237,67.59,ETH-25JUL25-3000-C,2551.68,sell,1.0,1.0,,,,,,,1749151038.623
622,ETH-252920261,1749151038626,3,0.0435,0.043237,67.59,ETH-25JUL25-3000-C,2551.68,sell,149.0,149.0,,,,,,,1749151038.626
623,ETH-252950975,1749154881685,2,0.035,0.034481,68.81,ETH-25JUL25-3000-C,2450.1,sell,5.0,5.0,,,,,,,1749154881.685
624,ETH-252961520,1749155712732,2,0.0345,0.034721,68.58,ETH-25JUL25-3000-C,2447.07,sell,42.0,42.0,,,,,,,1749155712.732
625,ETH-252961540,1749155713445,3,0.0345,0.034481,68.74,ETH-25JUL25-3000-C,2445.08,sell,47.0,47.0,,,,,,,1749155713.445
626,ETH-252965321,1749156082179,2,0.0335,0.034105,68.27,ETH-25JUL25-3000-C,2439.48,sell,60.0,60.0,,,,,,,1749156082.179
627,ETH-252970764,1749156260208,2,0.033,0.032276,69.94,ETH-25JUL25-3000-C,2412.45,buy,1.0,1.0,,,,,,,1749156260.208
628,ETH-252970784,1749156261119,2,0.0325,0.032394,69.42,ETH-25JUL25-3000-C,2413.56,sell,60.0,60.0,,,,,,,1749156261.119
629,ETH-252970786,1749156261122,3,0.0325,0.032394,69.42,ETH-25JUL25-3000-C,2413.56,sell,40.0,40.0,,,,,,,1749156261.122
630,ETH-252970787,1749156261122,3,0.0325,0.032394,69.42,ETH-25JUL25-3000-C,2413.56,sell,10.0,10.0,,,,,,,1749156261.122
631,ETH-252970795,1749156261921,3,0.0325,0.032505,69.38,ETH-25JUL25-3000-C,2414.09,sell,60.0,60.0,,,,,,,1749156261.921
632,ETH-252970796,1749156261926,3,0.0325,0.032505,69.38,ETH-25JUL25-3000-C,2414.09,sell,60.0,60.0,,,,,,,1749156261.926
633,ETH-252970797,1749156261931,3,0.0325,0.032505,69.38,ETH-25JUL25-3000-C,2414.09,sell,60.0,60.0,,,,,,,1749156261.931
635,ETH-252972427,1749156372359,1,0.0335,0.033614,69.41,ETH-25JUL25-3000-C,2425.0,sell,2.0,2.0,,,,,,,1749156372.359
634,ETH-252972426,1749156372359,0,0.0335,0.033614,69.41,ETH-25JUL25-3000-C,2425.0,sell,15.0,15.0,,,,,,,1749156372.359
636,ETH-252974324,1749156610961,0,0.0345,0.034639,69.44,ETH-25JUL25-3000-C,2435.26,sell,33.0,33.0,,,,,,,1749156610.961
637,ETH-252981331,1749157143553,2,0.0325,0.03244,70.35,ETH-25JUL25-3000-C,2400.72,sell,70.0,70.0,,,,,,,1749157143.553
638,ETH-252982714,1749157277467,3,0.0325,0.03193,70.72,ETH-25JUL25-3000-C,2395.67,buy,1.0,1.0,,,,,,,1749157277.467
639,ETH-252986734,1749157644516,0,0.0345,0.034289,70.46,ETH-25JUL25-3000-C,2422.82,buy,1.0,1.0,,,,,,,1749157644.516
640,ETH-252995027,1749159723782,0,0.036,0.035638,70.66,ETH-25JUL25-3000-C,2437.12,buy,1.0,1.0,,,,,,,1749159723.782
641,ETH-253006256,1749162746609,2,0.034,0.034623,69.85,ETH-25JUL25-3000-C,2425.72,sell,9.0,9.0,,,,,,,1749162746.609
642,ETH-253006299,1749162780884,3,0.034,0.034664,69.81,ETH-25JUL25-3000-C,2426.32,sell,10.0,10.0,,,,,,,1749162780.884
643,ETH-253006476,1749163076615,0,0.0345,0.034341,70.47,ETH-25JUL25-3000-C,2423.38,buy,10.0,10.0,,,,,,,1749163076.615
644,ETH-253027948,1749173169231,1,0.0345,0.034564,70.22,ETH-25JUL25-3000-C,2427.29,buy,1.0,1.0,,,,,,,1749173169.231
645,ETH-253028032,1749173275438,1,0.0345,0.034366,70.4,ETH-25JUL25-3000-C,2425.16,sell,2.0,2.0,,,,,,,1749173275.438
646,ETH-253036424,1749179137330,0,0.035,0.034842,70.47,ETH-25JUL25-3000-C,2430.5,sell,10.0,10.0,,,,,,,1749179137.33
647,ETH-253038083,1749180188108,0,0.0355,0.035554,70.14,ETH-25JUL25-3000-C,2440.23,buy,11.0,11.0,,,,,,,1749180188.108
648,ETH-253044202,1749184044077,1,0.0355,0.035397,69.41,ETH-25JUL25-3000-C,2450.77,buy,50.0,50.0,,,,,,,1749184044.077
649,ETH-253050775,1749188461600,0,0.036,0.036062,69.51,ETH-25JUL25-3000-C,2455.99,buy,1.0,1.0,,,,,,,1749188461.6
650,ETH-253058876,1749194681066,0,0.0366,0.036777,69.41,ETH-25JUL25-3000-C,2463.75,sell,500.0,500.0,4.0,BLOCK-203618,ETH-ICOND-25JUL25-1800_2300_3000_4000,,,,1749194681.066
651,ETH-253063720,1749196362893,2,0.0355,0.03585,69.34,ETH-25JUL25-3000-C,2454.13,sell,1000.0,1000.0,2.0,BLOCK-203638,ETH-RR-25JUL25-2200_3000,,,,1749196362.893
652,ETH-253063786,1749196388526,0,0.0356,0.03593,69.34,ETH-25JUL25-3000-C,2455.04,sell,250.0,250.0,2.0,BLOCK-203639,ETH-RR-25JUL25-2200_3000,,,,1749196388.526
653,ETH-253063787,1749196391210,2,0.0352,0.035947,69.0,ETH-25JUL25-3000-C,2455.13,sell,1000.0,1000.0,2.0,BLOCK-203640,ETH-RR-25JUL25-2200_3000,,,,1749196391.21
654,ETH-253063815,1749196395264,0,0.0358,0.035948,69.51,ETH-25JUL25-3000-C,2455.07,sell,184.0,184.0,2.0,BLOCK-203641,ETH-RR-25JUL25-2200_3000,,,,1749196395.264
655,ETH-253064032,1749196430776,2,0.0355,0.035894,69.31,ETH-25JUL25-3000-C,2454.59,sell,1000.0,1000.0,2.0,BLOCK-203642,ETH-RR-25JUL25-2200_3000,,,,1749196430.776
656,ETH-253064291,1749196489747,3,0.0355,0.035856,69.35,ETH-25JUL25-3000-C,2454.22,sell,1000.0,1000.0,2.0,BLOCK-203643,ETH-RR-25JUL25-2200_3000,,,,1749196489.747
657,ETH-253064491,1749196517535,0,0.0356,0.035874,69.41,ETH-25JUL25-3000-C,2454.26,sell,1000.0,1000.0,2.0,BLOCK-203645,ETH-RR-25JUL25-2200_3000,,,,1749196517.535
658,ETH-253064725,1749196593597,1,0.0356,0.035914,69.38,ETH-25JUL25-3000-C,2454.55,sell,1000.0,1000.0,2.0,BLOCK-203646,ETH-RR-25JUL25-2200_3000,,,,1749196593.597
659,ETH-253064984,1749196670196,1,0.0356,0.036026,69.3,ETH-25JUL25-3000-C,2455.68,sell,1000.0,1000.0,2.0,BLOCK-203647,ETH-RR-25JUL25-2200_3000,,,,1749196670.196
660,ETH-253065293,1749196742332,1,0.0356,0.03594,69.35,ETH-25JUL25-3000-C,2455.07,sell,1000.0,1000.0,2.0,BLOCK-203648,ETH-RR-25JUL25-2200_3000,,,,1749196742.332
661,ETH-253065323,1749196752455,1,0.0356,0.035976,69.34,ETH-25JUL25-3000-C,2455.24,sell,250.0,250.0,2.0,BLOCK-203649,ETH-RR-25JUL25-2200_3000,,,,1749196752.455
662,ETH-253065427,1749196793088,2,0.0355,0.036048,69.19,ETH-25JUL25-3000-C,2456.15,sell,1000.0,1000.0,2.0,BLOCK-203650,ETH-RR-25JUL25-2200_3000,,,,1749196793.088
663,ETH-253068370,1749197811856,0,0.0365,0.036802,69.29,ETH-25JUL25-3000-C,2463.52,buy,1.0,1.0,,,,,,,1749197811.856
664,ETH-253077416,1749204853198,0,0.037,0.036932,68.69,ETH-25JUL25-3000-C,2477.44,buy,11.0,11.0,,,,,,,1749204853.198
666,ETH-253077418,1749204853198,1,0.037,0.036932,68.69,ETH-25JUL25-3000-C,2477.44,buy,100.0,100.0,,,,,,,1749204853.198
665,ETH-253077417,1749204853198,1,0.037,0.036932,68.69,ETH-25JUL25-3000-C,2477.44,buy,8.0,8.0,,,,,,,1749204853.198
667,ETH-253077574,1749204908450,0,0.0375,0.037215,68.86,ETH-25JUL25-3000-C,2480.24,buy,1.0,1.0,,,,,,,1749204908.45
668,ETH-253077575,1749204908450,1,0.0375,0.037215,68.86,ETH-25JUL25-3000-C,2480.24,buy,25.0,25.0,,,,,,,1749204908.45
669,ETH-253077577,1749204909579,1,0.0375,0.037212,68.86,ETH-25JUL25-3000-C,2480.24,sell,2.0,2.0,,,,,,,1749204909.579
670,ETH-253077580,1749204909917,1,0.0375,0.037212,68.86,ETH-25JUL25-3000-C,2480.24,sell,2.0,2.0,,,,,,,1749204909.917
671,ETH-253077581,1749204910452,1,0.0375,0.037223,68.86,ETH-25JUL25-3000-C,2480.27,sell,2.0,2.0,,,,,,,1749204910.452
672,ETH-253077587,1749204911430,1,0.0375,0.037236,68.86,ETH-25JUL25-3000-C,2480.27,sell,3.0,3.0,,,,,,,1749204911.43
673,ETH-253077599,1749204913425,1,0.0375,0.037245,68.88,ETH-25JUL25-3000-C,2479.99,sell,9.0,9.0,,,,,,,1749204913.425
674,ETH-253077714,1749204955748,1,0.0375,0.037459,68.96,ETH-25JUL25-3000-C,2478.98,sell,156.0,156.0,,,,,,,1749204955.748
675,ETH-253082910,1749209523639,2,0.037,0.036805,68.75,ETH-25JUL25-3000-C,2478.11,sell,100.0,100.0,,,,,,,1749209523.639
676,ETH-253099837,1749218090580,0,0.0395,0.039531,68.43,ETH-25JUL25-3000-C,2509.38,buy,10.0,10.0,,,,,,,1749218090.58
677,ETH-253104320,1749221563307,0,0.041,0.040617,69.01,ETH-25JUL25-3000-C,2518.0,buy,1.0,1.0,,,,,,,1749221563.307
678,ETH-253104321,1749221563307,1,0.041,0.040617,69.01,ETH-25JUL25-3000-C,2518.0,buy,3.0,3.0,,,,,,,1749221563.307
679,ETH-253104322,1749221563472,1,0.041,0.040617,69.01,ETH-25JUL25-3000-C,2518.0,buy,3.0,3.0,,,,,,,1749221563.472
680,ETH-253104323,1749221563771,1,0.041,0.040604,69.01,ETH-25JUL25-3000-C,2518.08,buy,202.0,202.0,,,,,,,1749221563.771
681,ETH-253119349,1749232333424,2,0.038,0.037828,68.68,ETH-25JUL25-3000-C,2492.35,buy,1.0,1.0,,,,,,,1749232333.424
682,ETH-253119350,1749232333426,3,0.038,0.037828,68.68,ETH-25JUL25-3000-C,2492.35,sell,1.0,1.0,,,,,,,1749232333.426
683,ETH-253119364,1749232383477,0,0.0385,0.037883,69.04,ETH-25JUL25-3000-C,2492.94,buy,1.0,1.0,,,,,,,1749232383.477
685,ETH-253119983,1749233127039,1,0.039,0.03863,68.8,ETH-25JUL25-3000-C,2500.99,buy,1.0,1.0,,,,,,,1749233127.039
684,ETH-253119982,1749233127039,0,0.039,0.03863,68.8,ETH-25JUL25-3000-C,2500.99,buy,1.0,1.0,,,,,,,1749233127.039
686,ETH-253129990,1749250661573,2,0.037,0.03661,68.54,ETH-25JUL25-3000-C,2486.19,buy,3.0,3.0,,,,,,,1749250661.573
687,ETH-253151273,1749288556265,2,0.0355,0.035444,67.26,ETH-25JUL25-3000-C,2490.88,buy,1.0,1.0,,,,,,,1749288556.265
689,ETH-253152235,1749289926342,3,0.035,0.034779,67.13,ETH-25JUL25-3000-C,2487.36,buy,9.0,9.0,,,,,,,1749289926.342
688,ETH-253152234,1749289926342,2,0.035,0.034779,67.13,ETH-25JUL25-3000-C,2487.36,buy,1.0,1.0,,,,,,,1749289926.342
690,ETH-253152248,1749289956376,3,0.035,0.034774,67.13,ETH-25JUL25-3000-C,2487.36,buy,200.0,200.0,,,,,,,1749289956.376
691,ETH-253154989,1749293540903,0,0.0355,0.035351,67.02,ETH-25JUL25-3000-C,2494.48,buy,1.0,1.0,,,,,,,1749293540.903
692,ETH-253156965,1749296819678,1,0.0355,0.035872,66.73,ETH-25JUL25-3000-C,2498.31,buy,60.0,60.0,,,,,,,1749296819.678
693,ETH-253158317,1749299910286,0,0.0365,0.03627,67.29,ETH-25JUL25-3000-C,2502.11,buy,1.0,1.0,,,,,,,1749299910.286
694,ETH-253160197,1749301963824,2,0.036,0.035727,67.19,ETH-25JUL25-3000-C,2498.42,buy,1.0,1.0,,,,,,,1749301963.824
695,ETH-253161580,1749302673636,3,0.036,0.036676,66.4,ETH-25JUL25-3000-C,2508.34,sell,1.0,1.0,,,,,,,1749302673.636
696,ETH-253164070,1749305127508,0,0.038,0.037838,67.67,ETH-25JUL25-3000-C,2512.73,sell,145.0,145.0,,,,,,,1749305127.508
697,ETH-253164071,1749305127513,1,0.038,0.037838,67.67,ETH-25JUL25-3000-C,2512.73,sell,1.0,1.0,,,,,,,1749305127.513
698,ETH-253166574,1749306637898,0,0.0415,0.040847,70.59,ETH-25JUL25-3000-C,2510.77,buy,1.0,1.0,,,,,,,1749306637.898
700,ETH-253167961,1749307963421,1,0.042,0.041627,70.56,ETH-25JUL25-3000-C,2516.25,buy,201.0,201.0,,,,,,,1749307963.421
699,ETH-253167960,1749307963421,0,0.042,0.041627,70.56,ETH-25JUL25-3000-C,2516.25,buy,1.0,1.0,,,,,,,1749307963.421
701,ETH-253167962,1749307963530,0,0.0425,0.041627,70.96,ETH-25JUL25-3000-C,2516.25,buy,4.0,4.0,,,,,,,1749307963.53
702,ETH-253167963,1749307963626,1,0.0425,0.041627,70.96,ETH-25JUL25-3000-C,2516.25,buy,3.0,3.0,,,,,,,1749307963.626
703,ETH-253171162,1749311332518,2,0.0415,0.041263,69.97,ETH-25JUL25-3000-C,2520.12,buy,1.0,1.0,,,,,,,1749311332.518
704,ETH-253171414,1749311890943,3,0.0415,0.04136,69.93,ETH-25JUL25-3000-C,2520.47,buy,1.0,1.0,,,,,,,1749311890.943
705,ETH-253171731,1749312354417,3,0.0415,0.041473,69.77,ETH-25JUL25-3000-C,2522.42,buy,1.0,1.0,,,,,,,1749312354.417
706,ETH-253173723,1749314628590,2,0.0405,0.040413,69.46,ETH-25JUL25-3000-C,2516.92,buy,1.0,1.0,,,,,,,1749314628.59
707,ETH-253181795,1749335546040,0,0.041,0.04075,69.37,ETH-25JUL25-3000-C,2525.08,buy,1.0,1.0,,,,,,,1749335546.04
708,ETH-253191134,1749351356412,2,0.0405,0.039619,70.03,ETH-25JUL25-3000-C,2514.04,buy,1.0,1.0,,,,,,,1749351356.412
709,ETH-253193368,1749359398656,2,0.039,0.039385,68.89,ETH-25JUL25-3000-C,2514.09,sell,2.0,2.0,,,,,,,1749359398.656
710,ETH-253194658,1749365317857,3,0.039,0.039606,68.74,ETH-25JUL25-3000-C,2516.57,sell,1.0,1.0,,,,,,,1749365317.857
711,ETH-253219993,1749411226738,0,0.041,0.041396,69.1,ETH-25JUL25-3000-C,2536.02,buy,250.0,250.0,,,,,,,1749411226.738
712,ETH-253239812,1749433814561,2,0.0375,0.037417,69.53,ETH-25JUL25-3000-C,2498.31,sell,1.0,1.0,,,,,,,1749433814.561
713,ETH-253258956,1749462852315,2,0.037,0.037108,68.02,ETH-25JUL25-3000-C,2516.29,sell,4.0,4.0,,,,,,,1749462852.315
714,ETH-253258957,1749462852315,3,0.037,0.037108,68.02,ETH-25JUL25-3000-C,2516.29,sell,3.0,3.0,,,,,,,1749462852.315
715,ETH-253258958,1749462852315,3,0.037,0.037108,68.02,ETH-25JUL25-3000-C,2516.29,sell,203.0,203.0,,,,,,,1749462852.315
716,ETH-253277337,1749474099828,0,0.039,0.039199,67.4,ETH-25JUL25-3000-C,2545.76,sell,9.0,9.0,,,,,,,1749474099.828
717,ETH-253277554,1749474242257,1,0.039,0.039182,67.39,ETH-25JUL25-3000-C,2545.76,buy,1.0,1.0,,,,,,,1749474242.257
718,ETH-253277731,1749474410584,1,0.039,0.039108,67.44,ETH-25JUL25-3000-C,2545.32,sell,11.0,11.0,,,,,,,1749474410.584
719,ETH-253295024,1749484958552,2,0.0385,0.038397,67.87,ETH-25JUL25-3000-C,2536.86,buy,1.0,1.0,,,,,,,1749484958.552
720,ETH-253301106,1749485769561,0,0.04,0.039604,68.04,ETH-25JUL25-3000-C,2548.32,buy,1.0,1.0,,,,,,,1749485769.561
721,ETH-253301107,1749485769561,1,0.04,0.039604,68.04,ETH-25JUL25-3000-C,2548.32,buy,71.0,71.0,,,,,,,1749485769.561
722,ETH-253304566,1749485968774,2,0.0395,0.040333,67.05,ETH-25JUL25-3000-C,2555.41,sell,1.0,1.0,,,,,,,1749485968.774
723,ETH-253312821,1749486584410,0,0.0415,0.041503,67.68,ETH-25JUL25-3000-C,2567.09,sell,146.0,146.0,,,,,,,1749486584.41
724,ETH-253312822,1749486584417,1,0.0415,0.041503,67.68,ETH-25JUL25-3000-C,2567.09,sell,1.0,1.0,,,,,,,1749486584.417
725,ETH-253312823,1749486584421,1,0.0415,0.041503,67.68,ETH-25JUL25-3000-C,2567.09,sell,1.0,1.0,,,,,,,1749486584.421
727,ETH-253313984,1749486763075,1,0.042,0.041551,68.07,ETH-25JUL25-3000-C,2567.8,buy,55.0,55.0,,,,,,,1749486763.075
