trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,unix_sec
4,ETH-252439876,1748804139274,2,0.608,0.607582,118.29,ETH-25JUL25-1000-C,2516.04,buy,77.0,77.0,1748804139.274
5,ETH-252889331,1749134819132,0,0.621,0.620891,115.14,ETH-25JUL25-1000-C,2611.49,buy,258.0,258.0,1749134819.132
6,ETH-252889336,1749134819137,1,0.621,0.620891,115.14,ETH-25JUL25-1000-C,2611.49,buy,216.0,216.0,1749134819.137
7,ETH-254627285,1750174518466,2,0.6015,0.601976,123.34,ETH-25JUL25-1000-C,2492.21,sell,56.0,56.0,1750174518.466
8,ETH-254947271,1750440183626,2,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,153.0,153.0,1750440183.626
9,ETH-254947272,1750440183629,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,239.0,239.0,1750440183.629
10,ETH-254947273,1750440183638,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,3.0,3.0,1750440183.638
11,ETH-254947275,1750440183650,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.65
12,ETH-254947277,1750440183658,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.658
13,ETH-254947278,1750440183667,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.667
14,ETH-254947279,1750440183672,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.672
15,ETH-254947280,1750440183685,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,4.0,4.0,1750440183.685
16,ETH-254947281,1750440183696,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,3.0,3.0,1750440183.696
17,ETH-254947283,1750440183702,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.702
18,ETH-254947285,1750440183709,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.709
19,ETH-254947286,1750440183716,3,0.591,0.591814,111.69,ETH-25JUL25-1000-C,2433.77,sell,1.0,1.0,1750440183.716
20,ETH-254954414,1750441038786,2,0.5825,0.583809,0.0,ETH-25JUL25-1000-C,2387.74,sell,36.0,36.0,1750441038.786
21,ETH-255022723,1750513600546,0,0.589,0.589572,115.05,ETH-25JUL25-1000-C,2423.16,sell,224.0,224.0,1750513600.546
22,ETH-255022724,1750513600556,1,0.589,0.589572,115.05,ETH-25JUL25-1000-C,2423.16,sell,219.0,219.0,1750513600.556
23,ETH-255142690,1750558084330,2,0.56,0.561296,93.22,ETH-25JUL25-1000-C,2265.28,sell,2.0,2.0,1750558084.33
24,ETH-255142693,1750558084343,3,0.56,0.561296,93.22,ETH-25JUL25-1000-C,2265.28,sell,1.0,1.0,1750558084.343
25,ETH-255142697,1750558084355,3,0.56,0.561296,93.22,ETH-25JUL25-1000-C,2265.28,sell,53.0,53.0,1750558084.355
26,ETH-255142698,1750558084368,3,0.56,0.561296,93.22,ETH-25JUL25-1000-C,2265.28,sell,14.0,14.0,1750558084.368
27,ETH-255409125,1750692442193,0,0.561,0.561837,109.8,ETH-25JUL25-1000-C,2271.15,sell,168.0,168.0,1750692442.193
28,ETH-255409126,1750692442217,1,0.561,0.561837,109.8,ETH-25JUL25-1000-C,2271.15,sell,1.0,1.0,1750692442.217
29,ETH-255427792,1750696357254,2,0.5465,0.547324,88.88,ETH-25JUL25-1000-C,2199.31,sell,162.0,162.0,1750696357.254
