trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,combo_id,combo_trade_id,block_rfq_id,liquidation,unix_sec
1810,ETH-255679267,1750795560542,3,0.03,0.02996,67.85,ETH-25JUL25-2800-C,2436.17,buy,8.0,,,8.0,,,,,1750795560.542
1811,ETH-255680099,1750796848700,0,0.0305,0.030332,67.76,ETH-25JUL25-2800-C,2442.43,buy,11.0,,,11.0,,,,,1750796848.7
1812,ETH-255682167,1750799102327,1,0.0305,0.030163,67.95,ETH-25JUL25-2800-C,2441.14,buy,1.0,,,1.0,,,,,1750799102.327
1813,ETH-255693923,1750816270892,0,0.031,0.031396,66.64,ETH-25JUL25-2800-C,2459.85,sell,1.0,,,1.0,,,,,1750816270.892
1814,ETH-255703489,1750827430926,2,0.0285,0.028607,66.64,ETH-25JUL25-2800-C,2436.26,sell,50.0,,,50.0,,,,,1750827430.926
1815,ETH-255703616,1750827695914,3,0.0285,0.028466,66.78,ETH-25JUL25-2800-C,2434.97,buy,1.0,,,1.0,,,,,1750827695.914
1816,ETH-255703617,1750827696014,3,0.0285,0.028466,66.78,ETH-25JUL25-2800-C,2434.97,buy,10.0,,,10.0,,,,,1750827696.014
1817,ETH-255713385,1750839720779,2,0.028,0.02807,66.26,ETH-25JUL25-2800-C,2436.89,buy,1.0,,,1.0,,,,,1750839720.779
1818,ETH-255713403,1750839728977,3,0.028,0.028014,66.32,ETH-25JUL25-2800-C,2436.4,buy,12.0,,,12.0,,,,,1750839728.977
1819,ETH-255713477,1750839819913,3,0.028,0.028105,66.21,ETH-25JUL25-2800-C,2437.33,buy,1.0,,,1.0,,,,,1750839819.913
1820,ETH-255714073,1750840329988,2,0.0275,0.02765,66.25,ETH-25JUL25-2800-C,2431.73,buy,14.0,,,14.0,,,,,1750840329.988
1821,ETH-255714461,1750840930985,3,0.0275,0.0277,66.2,ETH-25JUL25-2800-C,2432.09,buy,13.0,,,13.0,,,,,1750840930.985
1822,ETH-255715093,1750841534511,0,0.028,0.027263,67.18,ETH-25JUL25-2800-C,2428.07,buy,1.0,,,1.0,,,,,1750841534.511
1823,ETH-255715913,1750842015270,0,0.0285,0.028394,66.48,ETH-25JUL25-2800-C,2439.68,sell,1.0,,,1.0,,,,,1750842015.27
1824,ETH-255715917,1750842016483,1,0.0285,0.028372,66.5,ETH-25JUL25-2800-C,2439.53,sell,1.0,,,1.0,,,,,1750842016.483
1825,ETH-255721913,1750844551712,2,0.0265,0.026296,66.7,ETH-25JUL25-2800-C,2417.03,buy,1.0,,,1.0,,,,,1750844551.712
1826,ETH-255737216,1750856551526,0,0.028,0.027389,67.24,ETH-25JUL25-2800-C,2428.96,buy,1.0,,,1.0,,,,,1750856551.526
1827,ETH-255737219,1750856554683,1,0.028,0.02734,67.25,ETH-25JUL25-2800-C,2428.89,buy,1.0,,,1.0,,,,,1750856554.683
1828,ETH-255742012,1750859073910,0,0.029,0.028771,67.0,ETH-25JUL25-2800-C,2441.38,sell,1.0,,,1.0,,,,,1750859073.91
1829,ETH-255763336,1750867234486,2,0.0255,0.025955,66.82,ETH-25JUL25-2800-C,2407.65,sell,1.0,,,1.0,,,,,1750867234.486
1830,ETH-255771893,1750874450647,0,0.0275,0.027397,67.54,ETH-25JUL25-2800-C,2423.64,sell,1.0,,,1.0,,,,,1750874450.647
1831,ETH-255777652,1750880226318,0,0.028,0.027807,67.4,ETH-25JUL25-2800-C,2431.2,buy,1.0,,,1.0,,,,,1750880226.318
1832,ETH-255787848,1750892564706,2,0.0255,0.025505,66.51,ETH-25JUL25-2800-C,2414.71,buy,18.0,,,18.0,,,,,1750892564.706
1833,ETH-255787880,1750892587875,3,0.0255,0.025352,66.7,ETH-25JUL25-2800-C,2412.87,buy,14.0,,,14.0,,,,,1750892587.875
1834,ETH-255787932,1750892627157,3,0.0255,0.025335,66.74,ETH-25JUL25-2800-C,2412.5,buy,16.0,,,16.0,,,,,1750892627.157
1835,ETH-255796752,1750903233926,0,0.03,0.029968,66.36,ETH-25JUL25-2800-C,2464.68,sell,1.0,,,1.0,,,,,1750903233.926
1836,ETH-255822382,1750923808696,0,0.0325,0.032899,65.7,ETH-25JUL25-2800-C,2496.21,sell,37.0,,,37.0,,,,,1750923808.696
1837,ETH-255824566,1750925211979,0,0.0335,0.032992,66.68,ETH-25JUL25-2800-C,2496.57,buy,5.0,,,5.0,,,,,1750925211.979
1838,ETH-255827206,1750927652027,2,0.0325,0.032242,66.68,ETH-25JUL25-2800-C,2487.67,buy,1.0,,,1.0,,,,,1750927652.027
1839,ETH-255828953,1750929154276,2,0.031,0.031084,66.19,ETH-25JUL25-2800-C,2478.72,buy,9.0,,,9.0,,,,,1750929154.276
1840,ETH-255845272,1750942841044,2,0.0275,0.027095,66.69,ETH-25JUL25-2800-C,2440.91,buy,1.0,,,1.0,,,,,1750942841.044
1841,ETH-255846589,1750943688933,2,0.026,0.026404,65.83,ETH-25JUL25-2800-C,2433.28,sell,1.0,,,1.0,,,,,1750943688.933
1842,ETH-255846917,1750943835125,0,0.0265,0.026631,66.14,ETH-25JUL25-2800-C,2435.56,buy,1.0,,,1.0,,,,,1750943835.125
1843,ETH-255848326,1750944861933,0,0.027,0.027289,65.86,ETH-25JUL25-2800-C,2443.69,buy,1.0,,,1.0,,,,,1750944861.933
1844,ETH-255851810,1750946351912,2,0.026,0.026225,65.87,ETH-25JUL25-2800-C,2433.39,buy,1.0,,,1.0,,,,,1750946351.912
1845,ETH-255852012,1750946434815,3,0.026,0.02633,65.77,ETH-25JUL25-2800-C,2434.46,sell,1.0,,,1.0,,,,,1750946434.815
1846,ETH-255852346,1750946686790,0,0.0265,0.026566,66.03,ETH-25JUL25-2800-C,2437.3,buy,1.0,,,1.0,,,,,1750946686.79
1847,ETH-255858235,1750950034364,0,0.0275,0.027495,66.08,ETH-25JUL25-2800-C,2446.9,sell,1.0,,,1.0,,,,,1750950034.364
1852,ETH-255859718,1750951428227,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,sell,350.0,,,350.0,,,,,1750951428.227
1849,ETH-255859715,1750951428227,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,sell,2.0,,,2.0,,,,,1750951428.227
1848,ETH-255859714,1750951428227,2,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,sell,66.0,,,66.0,,,,,1750951428.227
1851,ETH-255859717,1750951428227,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,sell,251.0,,,251.0,,,,,1750951428.227
1850,ETH-255859716,1750951428227,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,sell,10.0,,,10.0,,,,,1750951428.227
1853,ETH-255859719,1750951428230,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,buy,150.0,,,150.0,,,,,1750951428.23
1854,ETH-255859720,1750951428231,3,0.027,0.027424,65.68,ETH-25JUL25-2800-C,2446.03,buy,171.0,,,171.0,,,,,1750951428.231
1855,ETH-255870037,1750957234310,2,0.025,0.025476,65.49,ETH-25JUL25-2800-C,2427.96,sell,1.0,,,1.0,,,,,1750957234.31
1856,ETH-255871781,1750958747702,0,0.0255,0.025177,66.44,ETH-25JUL25-2800-C,2424.56,buy,1.0,,,1.0,,,,,1750958747.702
1857,ETH-255877817,1750965523978,0,0.026,0.025934,66.03,ETH-25JUL25-2800-C,2434.81,buy,1.0,,,1.0,,,,,1750965523.978
1858,ETH-255878219,1750966262285,1,0.026,0.02575,66.22,ETH-25JUL25-2800-C,2433.21,buy,1.0,,,1.0,,,,,1750966262.285
1859,ETH-255879722,1750968033718,1,0.026,0.025616,66.21,ETH-25JUL25-2800-C,2433.69,buy,1.0,,,1.0,,,,,1750968033.718
1860,ETH-255881635,1750969992114,0,0.0265,0.026513,65.2,ETH-25JUL25-2800-C,2448.8,buy,25.0,,,25.0,,,,,1750969992.114
1861,ETH-255892071,1750975234065,2,0.0235,0.023723,65.61,ETH-25JUL25-2800-C,2413.67,sell,1.0,,,1.0,,,,,1750975234.065
1862,ETH-255898174,1750981290036,0,0.024,0.023864,66.09,ETH-25JUL25-2800-C,2414.76,buy,1.0,,,1.0,,,,,1750981290.036
1863,ETH-255905208,1750986584128,2,0.022,0.02137,66.72,ETH-25JUL25-2800-C,2387.36,buy,19.0,,,19.0,,,,,1750986584.128
1864,ETH-255912604,1750989633708,0,0.025,0.024903,66.08,ETH-25JUL25-2800-C,2427.17,sell,1.0,,,1.0,,,,,1750989633.708
1865,ETH-255919366,1750996209100,0,0.026,0.026184,65.21,ETH-25JUL25-2800-C,2447.11,buy,1.0,,,1.0,,,,,1750996209.1
1866,ETH-255922044,1750998780226,0,0.0265,0.026522,65.33,ETH-25JUL25-2800-C,2451.75,buy,1.0,,,1.0,,,,,1750998780.226
1867,ETH-255931419,1751008260798,2,0.026,0.026129,65.06,ETH-25JUL25-2800-C,2450.27,buy,30.0,,,30.0,,,,,1751008260.798
1868,ETH-255931652,1751008414096,3,0.026,0.025998,64.87,ETH-25JUL25-2800-C,2451.75,buy,70.0,,,70.0,,,,,1751008414.096
1869,ETH-255943356,1751011225031,3,0.026,0.025526,65.82,ETH-25JUL25-2800-C,2445.28,buy,1.0,,,1.0,,,,,1751011225.031
1870,ETH-255943628,1751011246881,3,0.026,0.025659,65.86,ETH-25JUL25-2800-C,2444.72,sell,1.0,,,1.0,,,,,1751011246.881
1871,ETH-255944318,1751011364171,3,0.026,0.025603,65.9,ETH-25JUL25-2800-C,2443.93,buy,1.0,,,1.0,,,,,1751011364.171
1872,ETH-255944620,1751011401387,3,0.026,0.025606,65.89,ETH-25JUL25-2800-C,2443.82,buy,1.0,,,1.0,,,,,1751011401.387
1873,ETH-255944996,1751011462660,3,0.026,0.025668,65.82,ETH-25JUL25-2800-C,2444.09,sell,1.0,,,1.0,,,,,1751011462.66
1874,ETH-255951644,1751014040771,0,0.0265,0.026746,64.86,ETH-25JUL25-2800-C,2458.32,buy,4.0,,,4.0,,,,,1751014040.771
1875,ETH-255953298,1751014565249,2,0.026,0.025588,65.37,ETH-25JUL25-2800-C,2448.5,buy,1.0,,,1.0,,,,,1751014565.249
1876,ETH-255953308,1751014574506,3,0.026,0.025665,65.28,ETH-25JUL25-2800-C,2449.26,buy,1.0,,,1.0,,,,,1751014574.506
1877,ETH-255953324,1751014582692,3,0.026,0.025698,65.25,ETH-25JUL25-2800-C,2449.49,buy,1.0,,,1.0,,,,,1751014582.692
1878,ETH-255953409,1751014645318,3,0.026,0.025822,65.2,ETH-25JUL25-2800-C,2449.75,sell,1.0,,,1.0,,,,,1751014645.318
1879,ETH-255953565,1751014695714,3,0.026,0.025824,65.12,ETH-25JUL25-2800-C,2450.39,sell,1.0,,,1.0,,,,,1751014695.714
1880,ETH-255953598,1751014713267,3,0.026,0.025797,65.16,ETH-25JUL25-2800-C,2450.0,sell,1.0,,,1.0,,,,,1751014713.267
1881,ETH-255953599,1751014714740,3,0.026,0.025788,65.16,ETH-25JUL25-2800-C,2450.01,sell,1.0,,,1.0,,,,,1751014714.74
1882,ETH-255953825,1751014831510,3,0.026,0.025727,65.14,ETH-25JUL25-2800-C,2450.0,buy,1.0,,,1.0,,,,,1751014831.51
1883,ETH-255954935,1751015389233,2,0.025,0.02551,64.25,ETH-25JUL25-2800-C,2448.2,sell,2.0,,,2.0,,,,,1751015389.233
1884,ETH-255956421,1751016204138,3,0.025,0.025339,63.95,ETH-25JUL25-2800-C,2451.13,sell,20.0,,,20.0,,,,,1751016204.138
1885,ETH-255957610,1751017362973,0,0.0255,0.025361,64.2,ETH-25JUL25-2800-C,2454.01,sell,7.0,,,7.0,,,,,1751017362.973
1886,ETH-255959736,1751018475934,0,0.026,0.025934,64.01,ETH-25JUL25-2800-C,2460.92,sell,1.0,,,1.0,,,,,1751018475.934
1887,ETH-255959769,1751018504705,2,0.0255,0.02593,63.47,ETH-25JUL25-2800-C,2460.89,sell,1.0,,,1.0,,,,,1751018504.705
1888,ETH-255962036,1751020241573,2,0.0245,0.024996,63.08,ETH-25JUL25-2800-C,2453.6,sell,100.0,,,100.0,,,,,1751020241.573
1889,ETH-255962466,1751020713109,3,0.0245,0.024637,63.49,ETH-25JUL25-2800-C,2450.15,sell,3.0,,,3.0,,,,,1751020713.109
1890,ETH-255964261,1751022972708,2,0.024,0.024521,62.92,ETH-25JUL25-2800-C,2450.33,sell,1.0,,,1.0,,,,,1751022972.708
1891,ETH-255967182,1751025839025,0,0.0244,0.02399,63.84,ETH-25JUL25-2800-C,2446.27,sell,150.0,2.0,BLOCK-207700,150.0,ETH-CSR23-25JUL25-2400_2800,,,,1751025839.025
1892,ETH-255967477,1751026307201,0,0.0245,0.024163,63.75,ETH-25JUL25-2800-C,2448.37,buy,500.0,2.0,BLOCK-207701,500.0,ETH-CSR12-25JUL25-2500_2800,,7283.0,,1751026307.201
1893,ETH-255967760,1751026697861,1,0.0245,0.024382,63.45,ETH-25JUL25-2800-C,2451.09,buy,50.0,,,50.0,,,,,1751026697.861
1894,ETH-255967809,1751026788692,0,0.0249,0.024593,63.83,ETH-25JUL25-2800-C,2451.86,buy,375.0,2.0,BLOCK-207702,375.0,ETH-CSR23-25JUL25-2400_2800,,,,1751026788.692
1895,ETH-255967811,1751026788698,1,0.0249,0.024593,63.83,ETH-25JUL25-2800-C,2451.86,buy,150.0,2.0,BLOCK-207703,150.0,ETH-CSR23-25JUL25-2400_2800,,,,1751026788.698
1896,ETH-255968676,1751027415084,2,0.0245,0.02462,63.33,ETH-25JUL25-2800-C,2452.3,sell,200.0,,,200.0,,,,,1751027415.084
1897,ETH-255968714,1751027419516,3,0.0245,0.024467,63.54,ETH-25JUL25-2800-C,2450.24,buy,1.0,,,1.0,,,,,1751027419.516
1898,ETH-255974990,1751031964600,2,0.0225,0.022402,63.91,ETH-25JUL25-2800-C,2425.86,buy,11.0,,,11.0,,,,,1751031964.6
1899,ETH-255975634,1751032204482,3,0.0225,0.022155,64.22,ETH-25JUL25-2800-C,2422.72,buy,1.0,,,1.0,,,,,1751032204.482
1900,ETH-255976266,1751032700496,0,0.023,0.022893,64.06,ETH-25JUL25-2800-C,2430.02,buy,1.0,,,1.0,,,,,1751032700.496
1901,ETH-255976299,1751032746704,1,0.023,0.022754,64.23,ETH-25JUL25-2800-C,2428.5,buy,2.0,,,2.0,,,,,1751032746.704
1902,ETH-255976857,1751033189790,0,0.0235,0.023002,64.48,ETH-25JUL25-2800-C,2431.67,buy,1.0,,,1.0,,,,,1751033189.79
1903,ETH-255976858,1751033189790,1,0.0235,0.023002,64.48,ETH-25JUL25-2800-C,2431.67,buy,1.0,,,1.0,,,,,1751033189.79
1904,ETH-255981354,1751037642489,2,0.023,0.02263,64.59,ETH-25JUL25-2800-C,2425.79,buy,1.0,,,1.0,,,,,1751037642.489
1905,ETH-255982472,1751039325509,3,0.023,0.023338,63.42,ETH-25JUL25-2800-C,2437.33,sell,16.0,,,16.0,,,,,1751039325.509
1906,ETH-255982473,1751039325511,3,0.023,0.023338,63.42,ETH-25JUL25-2800-C,2437.33,sell,1.0,,,1.0,,,,,1751039325.511
1908,ETH-255994783,1751051620739,3,0.021,0.020609,64.55,ETH-25JUL25-2800-C,2405.19,buy,4.0,,,4.0,,,,,1751051620.739
1907,ETH-255994782,1751051620739,2,0.021,0.020609,64.55,ETH-25JUL25-2800-C,2405.19,buy,1.0,,,1.0,,,,,1751051620.739
1909,ETH-255995477,1751052925375,2,0.02,0.020622,63.11,ETH-25JUL25-2800-C,2407.37,sell,1.0,,,1.0,,,,,1751052925.375
1910,ETH-256003114,1751068509770,0,0.0215,0.021858,63.39,ETH-25JUL25-2800-C,2424.54,sell,1.0,,,1.0,,,,,1751068509.77
1911,ETH-256004051,1751071685314,0,0.022,0.021927,64.2,ETH-25JUL25-2800-C,2423.27,sell,23.0,,,23.0,,,,,1751071685.314
1912,ETH-256004121,1751071858200,1,0.022,0.021838,64.27,ETH-25JUL25-2800-C,2422.61,sell,10.0,,,10.0,,,,,1751071858.2
1913,ETH-256004122,1751071858207,1,0.022,0.021838,64.27,ETH-25JUL25-2800-C,2422.61,sell,13.0,,,13.0,,,,,1751071858.207
1914,ETH-256007158,1751077287784,2,0.021,0.02084,63.19,ETH-25JUL25-2800-C,2421.13,sell,2.0,,,2.0,,,,,1751077287.784
1915,ETH-256007199,1751077496202,3,0.021,0.020802,63.19,ETH-25JUL25-2800-C,2421.27,sell,2.0,,,2.0,,,,,1751077496.202
1916,ETH-256007262,1751077679304,3,0.021,0.020868,63.14,ETH-25JUL25-2800-C,2421.9,sell,2.0,,,2.0,,,,,1751077679.304
1917,ETH-256007295,1751077872643,3,0.021,0.020912,63.09,ETH-25JUL25-2800-C,2422.36,sell,2.0,,,2.0,,,,,1751077872.643
1918,ETH-256007356,1751078071972,3,0.021,0.020983,62.99,ETH-25JUL25-2800-C,2423.17,sell,2.0,,,2.0,,,,,1751078071.972
1919,ETH-256007415,1751078254942,3,0.021,0.020801,63.17,ETH-25JUL25-2800-C,2422.02,buy,2.0,,,2.0,,,,,1751078254.942
1920,ETH-256007471,1751078471010,3,0.021,0.02072,63.2,ETH-25JUL25-2800-C,2421.67,buy,2.0,,,2.0,,,,,1751078471.01
1921,ETH-256007575,1751078653974,3,0.021,0.020737,63.15,ETH-25JUL25-2800-C,2422.15,buy,2.0,,,2.0,,,,,1751078653.974
1922,ETH-256007982,1751079860717,3,0.021,0.020653,63.2,ETH-25JUL25-2800-C,2421.55,buy,2.0,,,2.0,,,,,1751079860.717
1923,ETH-256008252,1751080798910,3,0.021,0.020679,63.19,ETH-25JUL25-2800-C,2421.84,buy,2.0,,,2.0,,,,,1751080798.91
1924,ETH-256008313,1751080981582,3,0.021,0.020687,63.16,ETH-25JUL25-2800-C,2422.49,buy,2.0,,,2.0,,,,,1751080981.582
1925,ETH-256008360,1751081205148,3,0.021,0.020622,63.2,ETH-25JUL25-2800-C,2422.01,buy,2.0,,,2.0,,,,,1751081205.148
1926,ETH-256008385,1751081407553,3,0.021,0.020596,63.2,ETH-25JUL25-2800-C,2422.0,buy,2.0,,,2.0,,,,,1751081407.553
1927,ETH-256008426,1751081616018,3,0.021,0.020576,63.2,ETH-25JUL25-2800-C,2422.29,buy,2.0,,,2.0,,,,,1751081616.018
1928,ETH-256008470,1751081798855,3,0.021,0.020586,63.19,ETH-25JUL25-2800-C,2422.57,buy,2.0,,,2.0,,,,,1751081798.855
1929,ETH-256008647,1751082308837,3,0.021,0.020606,63.2,ETH-25JUL25-2800-C,2422.01,buy,2.0,,,2.0,,,,,1751082308.837
1930,ETH-256008805,1751082509234,3,0.021,0.020594,63.2,ETH-25JUL25-2800-C,2422.05,buy,2.0,,,2.0,,,,,1751082509.234
1931,ETH-256008846,1751082696536,3,0.021,0.02058,63.2,ETH-25JUL25-2800-C,2422.11,buy,2.0,,,2.0,,,,,1751082696.536
1932,ETH-256008910,1751082879682,3,0.021,0.020608,63.15,ETH-25JUL25-2800-C,2422.68,buy,2.0,,,2.0,,,,,1751082879.682
1933,ETH-256009329,1751083349086,3,0.021,0.020558,63.19,ETH-25JUL25-2800-C,2422.5,buy,2.0,,,2.0,,,,,1751083349.086
1934,ETH-256009523,1751083692964,3,0.021,0.020551,63.18,ETH-25JUL25-2800-C,2422.71,buy,2.0,,,2.0,,,,,1751083692.964
1935,ETH-256010358,1751086929098,3,0.021,0.020593,63.2,ETH-25JUL25-2800-C,2422.8,buy,2.0,,,2.0,,,,,1751086929.098
1936,ETH-256010642,1751087112284,3,0.021,0.020828,62.82,ETH-25JUL25-2800-C,2426.59,buy,1.0,,,1.0,,,,,1751087112.284
1937,ETH-256010643,1751087112284,3,0.021,0.020828,62.82,ETH-25JUL25-2800-C,2426.59,buy,1.0,,,1.0,,,,,1751087112.284
1938,ETH-256010691,1751087294671,3,0.021,0.020807,62.82,ETH-25JUL25-2800-C,2426.58,buy,2.0,,,2.0,,,,,1751087294.671
1939,ETH-256010766,1751087477838,3,0.021,0.020862,62.68,ETH-25JUL25-2800-C,2427.96,buy,1.0,,,1.0,,,,,1751087477.838
1940,ETH-256010767,1751087477838,3,0.021,0.020862,62.68,ETH-25JUL25-2800-C,2427.96,buy,1.0,,,1.0,,,,,1751087477.838
1941,ETH-256010770,1751087499571,3,0.021,0.020832,62.72,ETH-25JUL25-2800-C,2427.71,buy,10.0,,,10.0,,,,,1751087499.571
1942,ETH-256010771,1751087499573,3,0.021,0.020832,62.72,ETH-25JUL25-2800-C,2427.71,sell,90.0,,,90.0,,,,,1751087499.573
1943,ETH-256010862,1751087661062,0,0.0215,0.020927,63.15,ETH-25JUL25-2800-C,2429.44,buy,2.0,,,2.0,,,,,1751087661.062
1944,ETH-256010970,1751087844317,2,0.021,0.020789,62.69,ETH-25JUL25-2800-C,2428.27,buy,1.0,,,1.0,,,,,1751087844.317
1945,ETH-256010971,1751087844317,3,0.021,0.020789,62.69,ETH-25JUL25-2800-C,2428.27,buy,1.0,,,1.0,,,,,1751087844.317
1946,ETH-256011017,1751088027377,3,0.021,0.020751,62.72,ETH-25JUL25-2800-C,2427.73,buy,2.0,,,2.0,,,,,1751088027.377
1947,ETH-256011066,1751088210580,3,0.021,0.020648,62.82,ETH-25JUL25-2800-C,2427.05,buy,1.0,,,1.0,,,,,1751088210.58
1948,ETH-256011067,1751088210580,3,0.021,0.020648,62.82,ETH-25JUL25-2800-C,2427.05,buy,1.0,,,1.0,,,,,1751088210.58
1950,ETH-256011168,1751088393490,3,0.021,0.020532,62.96,ETH-25JUL25-2800-C,2425.68,buy,1.0,,,1.0,,,,,1751088393.49
1949,ETH-256011167,1751088393490,3,0.021,0.020532,62.96,ETH-25JUL25-2800-C,2425.68,buy,1.0,,,1.0,,,,,1751088393.49
1951,ETH-256011222,1751088576575,3,0.021,0.02054,62.95,ETH-25JUL25-2800-C,2425.74,buy,2.0,,,2.0,,,,,1751088576.575
1953,ETH-256011329,1751088758904,3,0.021,0.020623,62.83,ETH-25JUL25-2800-C,2426.78,buy,1.0,,,1.0,,,,,1751088758.904
1952,ETH-256011328,1751088758904,3,0.021,0.020623,62.83,ETH-25JUL25-2800-C,2426.78,buy,1.0,,,1.0,,,,,1751088758.904
1954,ETH-256011359,1751088942053,3,0.021,0.020545,62.92,ETH-25JUL25-2800-C,2426.08,buy,2.0,,,2.0,,,,,1751088942.053
1955,ETH-256011420,1751089124393,3,0.021,0.020414,63.08,ETH-25JUL25-2800-C,2424.67,buy,2.0,,,2.0,,,,,1751089124.393
1956,ETH-256011476,1751089307534,2,0.0205,0.020253,62.66,ETH-25JUL25-2800-C,2423.09,buy,1.0,,,1.0,,,,,1751089307.534
1957,ETH-256011477,1751089307537,3,0.0205,0.020253,62.66,ETH-25JUL25-2800-C,2423.09,sell,1.0,,,1.0,,,,,1751089307.537
1958,ETH-256011595,1751089490808,3,0.0205,0.02006,62.88,ETH-25JUL25-2800-C,2420.99,buy,2.0,,,2.0,,,,,1751089490.808
1959,ETH-256011688,1751089673144,3,0.0205,0.020138,62.77,ETH-25JUL25-2800-C,2421.86,buy,2.0,,,2.0,,,,,1751089673.144
1961,ETH-256011725,1751089856351,3,0.0205,0.020156,62.7,ETH-25JUL25-2800-C,2422.43,buy,1.0,,,1.0,,,,,1751089856.351
1960,ETH-256011724,1751089856351,3,0.0205,0.020156,62.7,ETH-25JUL25-2800-C,2422.43,buy,1.0,,,1.0,,,,,1751089856.351
1962,ETH-256011770,1751090038790,3,0.0205,0.02023,62.61,ETH-25JUL25-2800-C,2423.41,sell,2.0,,,2.0,,,,,1751090038.79
1963,ETH-256011799,1751090221049,3,0.0205,0.020168,62.68,ETH-25JUL25-2800-C,2422.7,buy,2.0,,,2.0,,,,,1751090221.049
1965,ETH-256011825,1751090404183,0,0.021,0.020237,63.18,ETH-25JUL25-2800-C,2423.61,buy,1.0,,,1.0,,,,,1751090404.183
1964,ETH-256011824,1751090404183,3,0.0205,0.020237,62.57,ETH-25JUL25-2800-C,2423.61,buy,1.0,,,1.0,,,,,1751090404.183
1966,ETH-256011857,1751090587304,1,0.021,0.020251,63.17,ETH-25JUL25-2800-C,2423.87,buy,2.0,,,2.0,,,,,1751090587.304
1967,ETH-256011901,1751090770398,1,0.021,0.020301,63.12,ETH-25JUL25-2800-C,2424.65,buy,2.0,,,2.0,,,,,1751090770.398
1968,ETH-256011963,1751090953546,1,0.021,0.020714,62.85,ETH-25JUL25-2800-C,2426.93,buy,1.0,,,1.0,,,,,1751090953.546
1969,ETH-256011964,1751090953548,1,0.021,0.020714,62.85,ETH-25JUL25-2800-C,2426.93,sell,1.0,,,1.0,,,,,1751090953.548
1970,ETH-256012013,1751091136130,1,0.021,0.02081,62.79,ETH-25JUL25-2800-C,2427.4,sell,2.0,,,2.0,,,,,1751091136.13
1971,ETH-256012059,1751091319000,1,0.021,0.020877,62.74,ETH-25JUL25-2800-C,2427.86,buy,1.0,,,1.0,,,,,1751091319.0
1972,ETH-256012060,1751091319002,1,0.021,0.020877,62.74,ETH-25JUL25-2800-C,2427.86,sell,1.0,,,1.0,,,,,1751091319.002
1973,ETH-256012080,1751091502176,1,0.021,0.020861,62.8,ETH-25JUL25-2800-C,2427.49,sell,2.0,,,2.0,,,,,1751091502.176
1974,ETH-256012131,1751091685125,1,0.021,0.020721,63.0,ETH-25JUL25-2800-C,2425.74,buy,1.0,,,1.0,,,,,1751091685.125
1975,ETH-256012132,1751091685125,1,0.021,0.020721,63.0,ETH-25JUL25-2800-C,2425.74,buy,1.0,,,1.0,,,,,1751091685.125
1976,ETH-256012163,1751091868450,1,0.021,0.020716,63.0,ETH-25JUL25-2800-C,2425.73,buy,2.0,,,2.0,,,,,1751091868.45
1977,ETH-256012209,1751092051656,1,0.021,0.02085,62.85,ETH-25JUL25-2800-C,2427.42,buy,1.0,,,1.0,,,,,1751092051.656
1978,ETH-256012210,1751092051658,1,0.021,0.02085,62.85,ETH-25JUL25-2800-C,2427.42,sell,1.0,,,1.0,,,,,1751092051.658
1979,ETH-256012232,1751092234670,1,0.021,0.02085,62.88,ETH-25JUL25-2800-C,2427.08,sell,2.0,,,2.0,,,,,1751092234.67
1981,ETH-256012255,1751092262766,1,0.021,0.020748,63.01,ETH-25JUL25-2800-C,2425.93,buy,89.0,,,89.0,,,,,1751092262.766
1980,ETH-256012254,1751092262766,1,0.021,0.020748,63.01,ETH-25JUL25-2800-C,2425.93,buy,297.0,,,297.0,,,,,1751092262.766
1982,ETH-256012256,1751092262769,1,0.021,0.020748,63.01,ETH-25JUL25-2800-C,2425.93,sell,114.0,,,114.0,,,,,1751092262.769
1983,ETH-256012286,1751092417512,1,0.021,0.020784,63.05,ETH-25JUL25-2800-C,2425.63,buy,1.0,,,1.0,,,,,1751092417.512
1984,ETH-256012287,1751092417514,1,0.021,0.020784,63.05,ETH-25JUL25-2800-C,2425.63,sell,1.0,,,1.0,,,,,1751092417.514
1985,ETH-256012317,1751092600600,1,0.021,0.020783,63.06,ETH-25JUL25-2800-C,2425.56,buy,2.0,,,2.0,,,,,1751092600.6
1986,ETH-256012360,1751092783809,1,0.021,0.020785,63.05,ETH-25JUL25-2800-C,2425.63,buy,2.0,,,2.0,,,,,1751092783.809
1987,ETH-256012385,1751092966867,1,0.021,0.020739,63.1,ETH-25JUL25-2800-C,2425.22,buy,2.0,,,2.0,,,,,1751092966.867
1989,ETH-256012420,1751093149975,1,0.021,0.020825,62.99,ETH-25JUL25-2800-C,2426.2,buy,1.0,,,1.0,,,,,1751093149.975
1988,ETH-256012419,1751093149975,1,0.021,0.020825,62.99,ETH-25JUL25-2800-C,2426.2,buy,1.0,,,1.0,,,,,1751093149.975
