trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,combo_id,combo_trade_id,block_rfq_id,liquidation,unix_sec
1074,ETH-254138928,1749812673026,0,0.056,0.056132,69.33,ETH-25JUL25-2800-C,2532.06,buy,4.0,,,4.0,,,,,1749812673.026
1075,ETH-254138929,1749812673026,1,0.056,0.056132,69.33,ETH-25JUL25-2800-C,2532.06,buy,202.0,,,202.0,,,,,1749812673.026
1077,ETH-254142026,1749815696498,0,0.0575,0.057337,69.63,ETH-25JUL25-2800-C,2540.51,buy,1.0,,,1.0,,,,,1749815696.498
1079,ETH-254143532,1749816251730,1,0.058,0.058017,69.27,ETH-25JUL25-2800-C,2547.8,buy,202.0,,,202.0,,,,,1749816251.73
1080,ETH-254143533,1749816251730,1,0.058,0.058017,69.27,ETH-25JUL25-2800-C,2547.8,buy,3.0,,,3.0,,,,,1749816251.73
1078,ETH-254143531,1749816251730,0,0.058,0.058017,69.27,ETH-25JUL25-2800-C,2547.8,buy,4.0,,,4.0,,,,,1749816251.73
1081,ETH-254147201,1749817444808,0,0.0585,0.058681,69.04,ETH-25JUL25-2800-C,2553.98,buy,202.0,,,202.0,,,,,1749817444.808
1082,ETH-254147202,1749817444808,1,0.0585,0.058681,69.04,ETH-25JUL25-2800-C,2553.98,buy,3.0,,,3.0,,,,,1749817444.808
1083,ETH-254147203,1749817444808,1,0.0585,0.058681,69.04,ETH-25JUL25-2800-C,2553.98,buy,4.0,,,4.0,,,,,1749817444.808
1086,ETH-254155500,1749822668447,1,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,53.0,,,53.0,,,,,1749822668.447
1084,ETH-254155498,1749822668447,0,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,3.0,,,3.0,,,,,1749822668.447
1085,ETH-254155499,1749822668447,1,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,4.0,,,4.0,,,,,1749822668.447
1087,ETH-254155501,1749822668455,1,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,60.0,,,60.0,,,,,1749822668.455
1088,ETH-254155502,1749822668464,1,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,60.0,,,60.0,,,,,1749822668.464
1089,ETH-254155507,1749822668478,1,0.059,0.058943,69.02,ETH-25JUL25-2800-C,2558.63,buy,30.0,,,30.0,,,,,1749822668.478
1090,ETH-254167282,1749826458060,2,0.0555,0.055493,69.2,ETH-25JUL25-2800-C,2531.3,buy,60.0,,,60.0,,,,,1749826458.06
1091,ETH-254167286,1749826462313,3,0.0555,0.055608,69.1,ETH-25JUL25-2800-C,2532.28,buy,81.0,,,81.0,,,,,1749826462.313
1093,ETH-254167288,1749826462323,3,0.0555,0.055608,69.1,ETH-25JUL25-2800-C,2532.28,buy,3.0,,,3.0,,,,,1749826462.323
1094,ETH-254167289,1749826462323,3,0.0555,0.055608,69.1,ETH-25JUL25-2800-C,2532.28,buy,4.0,,,4.0,,,,,1749826462.323
1092,ETH-254167287,1749826462323,3,0.0555,0.055608,69.1,ETH-25JUL25-2800-C,2532.28,buy,61.0,,,61.0,,,,,1749826462.323
1095,ETH-254168229,1749826989501,0,0.0565,0.056401,69.48,ETH-25JUL25-2800-C,2536.32,sell,50.0,,,50.0,,,,,1749826989.501
1097,ETH-254171121,1749827822491,1,0.058,0.057919,69.42,ETH-25JUL25-2800-C,2547.64,buy,3.0,,,3.0,,,,,1749827822.491
1096,ETH-254171120,1749827822491,0,0.058,0.057919,69.42,ETH-25JUL25-2800-C,2547.64,buy,202.0,,,202.0,,,,,1749827822.491
1098,ETH-254171122,1749827822491,1,0.058,0.057919,69.42,ETH-25JUL25-2800-C,2547.64,buy,4.0,,,4.0,,,,,1749827822.491
1100,ETH-254179016,1749831137104,1,0.0615,0.061596,69.46,ETH-25JUL25-2800-C,2572.96,buy,4.0,,,4.0,,,,,1749831137.104
1101,ETH-254179017,1749831137104,1,0.0615,0.061596,69.46,ETH-25JUL25-2800-C,2572.96,buy,203.0,,,203.0,,,,,1749831137.104
1099,ETH-254179015,1749831137104,0,0.0615,0.061596,69.46,ETH-25JUL25-2800-C,2572.96,buy,3.0,,,3.0,,,,,1749831137.104
1102,ETH-254196673,1749837950659,2,0.0575,0.057313,70.17,ETH-25JUL25-2800-C,2537.59,sell,1.0,,,1.0,,,,,1749837950.659
1103,ETH-254206742,1749841641055,2,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,3.0,,,3.0,,,,,1749841641.055
1104,ETH-254206743,1749841641055,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,47.0,,,47.0,,,,,1749841641.055
1105,ETH-254206744,1749841641070,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,1.0,,,1.0,,,,,1749841641.07
1106,ETH-254206745,1749841641085,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,1.0,,,1.0,,,,,1749841641.085
1107,ETH-254206746,1749841641093,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,3.0,,,3.0,,,,,1749841641.093
1108,ETH-254206747,1749841641101,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,2.0,,,2.0,,,,,1749841641.101
1109,ETH-254206748,1749841641108,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,8.0,,,8.0,,,,,1749841641.108
1110,ETH-254206749,1749841641116,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,3.0,,,3.0,,,,,1749841641.116
1111,ETH-254206750,1749841641123,3,0.0565,0.056569,70.23,ETH-25JUL25-2800-C,2530.29,buy,2.0,,,2.0,,,,,1749841641.123
1112,ETH-254206758,1749841642650,3,0.0565,0.056562,70.19,ETH-25JUL25-2800-C,2530.61,buy,34.0,,,34.0,,,,,1749841642.65
1113,ETH-254206764,1749841646234,3,0.0565,0.056661,70.13,ETH-25JUL25-2800-C,2531.16,buy,51.0,,,51.0,,,,,1749841646.234
1114,ETH-254206765,1749841646245,3,0.0565,0.056661,70.13,ETH-25JUL25-2800-C,2531.16,buy,1.0,,,1.0,,,,,1749841646.245
1115,ETH-254206766,1749841646256,3,0.0565,0.056661,70.13,ETH-25JUL25-2800-C,2531.16,buy,2.0,,,2.0,,,,,1749841646.256
1116,ETH-254206767,1749841646400,3,0.0565,0.056661,70.13,ETH-25JUL25-2800-C,2531.16,buy,47.0,,,47.0,,,,,1749841646.4
1117,ETH-254206768,1749841646400,3,0.0565,0.056661,70.13,ETH-25JUL25-2800-C,2531.16,buy,4.0,,,4.0,,,,,1749841646.4
1118,ETH-254210144,1749843006714,3,0.0565,0.056653,70.14,ETH-25JUL25-2800-C,2531.06,buy,4.0,,,4.0,,,,,1749843006.714
1120,ETH-254210146,1749843006714,3,0.0565,0.056653,70.14,ETH-25JUL25-2800-C,2531.06,buy,53.0,,,53.0,,,,,1749843006.714
1119,ETH-254210145,1749843006714,3,0.0565,0.056653,70.14,ETH-25JUL25-2800-C,2531.06,buy,3.0,,,3.0,,,,,1749843006.714
1121,ETH-254210147,1749843006718,3,0.0565,0.056653,70.14,ETH-25JUL25-2800-C,2531.06,buy,60.0,,,60.0,,,,,1749843006.718
1122,ETH-254210152,1749843008051,3,0.0565,0.056643,70.11,ETH-25JUL25-2800-C,2531.37,buy,89.0,,,89.0,,,,,1749843008.051
1124,ETH-254215665,1749847428258,1,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,3.0,,,3.0,,,,,1749847428.258
1125,ETH-254215666,1749847428258,1,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,53.0,,,53.0,,,,,1749847428.258
1123,ETH-254215664,1749847428258,0,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,4.0,,,4.0,,,,,1749847428.258
1126,ETH-254215670,1749847428282,1,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,60.0,,,60.0,,,,,1749847428.282
1127,ETH-254215673,1749847428295,1,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,60.0,,,60.0,,,,,1749847428.295
1128,ETH-254215674,1749847428310,1,0.059,0.058992,70.33,ETH-25JUL25-2800-C,2548.14,buy,29.0,,,29.0,,,,,1749847428.31
1129,ETH-254217459,1749850026349,0,0.0595,0.059323,70.41,ETH-25JUL25-2800-C,2551.17,buy,6.0,,,6.0,,,,,1749850026.349
1130,ETH-254217463,1749850026570,1,0.0595,0.059323,70.41,ETH-25JUL25-2800-C,2551.17,buy,10.0,,,10.0,,,,,1749850026.57
1131,ETH-254217464,1749850026695,1,0.0595,0.059323,70.41,ETH-25JUL25-2800-C,2551.17,buy,1.0,,,1.0,,,,,1749850026.695
1132,ETH-254217474,1749850026883,1,0.0595,0.059323,70.41,ETH-25JUL25-2800-C,2551.17,buy,8.0,,,8.0,,,,,1749850026.883
1133,ETH-254217475,1749850026917,1,0.0595,0.059323,70.41,ETH-25JUL25-2800-C,2551.17,buy,1.0,,,1.0,,,,,1749850026.917
1134,ETH-254217476,1749850027096,1,0.0595,0.05942,70.33,ETH-25JUL25-2800-C,2551.91,buy,4.0,,,4.0,,,,,1749850027.096
1135,ETH-254217477,1749850027106,1,0.0595,0.05942,70.33,ETH-25JUL25-2800-C,2551.91,buy,2.0,,,2.0,,,,,1749850027.106
1138,ETH-254217481,1749850027131,1,0.0595,0.05942,70.33,ETH-25JUL25-2800-C,2551.91,buy,3.0,,,3.0,,,,,1749850027.131
1137,ETH-254217480,1749850027131,1,0.0595,0.05942,70.33,ETH-25JUL25-2800-C,2551.91,buy,4.0,,,4.0,,,,,1749850027.131
1136,ETH-254217479,1749850027131,1,0.0595,0.05942,70.33,ETH-25JUL25-2800-C,2551.91,buy,170.0,,,170.0,,,,,1749850027.131
1139,ETH-254219461,1749851700152,1,0.0595,0.059599,70.07,ETH-25JUL25-2800-C,2554.96,buy,3.0,,,3.0,,,,,1749851700.152
1140,ETH-254219462,1749851700152,1,0.0595,0.059599,70.07,ETH-25JUL25-2800-C,2554.96,buy,2.0,,,2.0,,,,,1749851700.152
1141,ETH-254219463,1749851702658,1,0.0595,0.059603,70.04,ETH-25JUL25-2800-C,2555.24,buy,2.0,,,2.0,,,,,1749851702.658
1142,ETH-254219464,1749851702773,1,0.0595,0.059603,70.04,ETH-25JUL25-2800-C,2555.24,buy,4.0,,,4.0,,,,,1749851702.773
1143,ETH-254219465,1749851702840,1,0.0595,0.059603,70.04,ETH-25JUL25-2800-C,2555.24,buy,1.0,,,1.0,,,,,1749851702.84
1144,ETH-254219467,1749851703695,1,0.0595,0.05962,70.03,ETH-25JUL25-2800-C,2555.37,buy,3.0,,,3.0,,,,,1749851703.695
1146,ETH-254219469,1749851703701,1,0.0595,0.05962,70.03,ETH-25JUL25-2800-C,2555.37,buy,4.0,,,4.0,,,,,1749851703.701
1145,ETH-254219468,1749851703701,1,0.0595,0.05962,70.03,ETH-25JUL25-2800-C,2555.37,buy,190.0,,,190.0,,,,,1749851703.701
1149,ETH-254221456,1749853029152,1,0.0605,0.060494,70.13,ETH-25JUL25-2800-C,2561.53,buy,202.0,,,202.0,,,,,1749853029.152
1147,ETH-254221454,1749853029152,0,0.0605,0.060494,70.13,ETH-25JUL25-2800-C,2561.53,buy,4.0,,,4.0,,,,,1749853029.152
1148,ETH-254221455,1749853029152,1,0.0605,0.060494,70.13,ETH-25JUL25-2800-C,2561.53,buy,3.0,,,3.0,,,,,1749853029.152
1151,ETH-254222863,1749855333451,1,0.062,0.062003,70.08,ETH-25JUL25-2800-C,2573.17,buy,128.0,,,128.0,,,,,1749855333.451
1150,ETH-254222862,1749855333451,0,0.062,0.062003,70.08,ETH-25JUL25-2800-C,2573.17,buy,4.0,,,4.0,,,,,1749855333.451
1152,ETH-254222864,1749855333469,1,0.062,0.062003,70.08,ETH-25JUL25-2800-C,2573.17,buy,1.0,,,1.0,,,,,1749855333.469
1153,ETH-254222865,1749855333479,1,0.062,0.062003,70.08,ETH-25JUL25-2800-C,2573.17,buy,1.0,,,1.0,,,,,1749855333.479
1154,ETH-254222866,1749855333487,1,0.062,0.062003,70.08,ETH-25JUL25-2800-C,2573.17,buy,4.0,,,4.0,,,,,1749855333.487
1156,ETH-254222956,1749855474413,1,0.062,0.061926,69.99,ETH-25JUL25-2800-C,2574.05,buy,3.0,,,3.0,,,,,1749855474.413
1155,ETH-254222955,1749855474413,1,0.062,0.061926,69.99,ETH-25JUL25-2800-C,2574.05,buy,68.0,,,68.0,,,,,1749855474.413
1157,ETH-254224546,1749856602926,1,0.062,0.062183,70.17,ETH-25JUL25-2800-C,2572.06,buy,3.0,,,3.0,,,,,1749856602.926
1158,ETH-254224547,1749856602982,1,0.062,0.062183,70.17,ETH-25JUL25-2800-C,2572.06,buy,202.0,,,202.0,,,,,1749856602.982
1159,ETH-254224548,1749856603104,1,0.062,0.062183,70.17,ETH-25JUL25-2800-C,2572.06,buy,2.0,,,2.0,,,,,1749856603.104
1160,ETH-254224605,1749856621089,1,0.062,0.062137,70.2,ETH-25JUL25-2800-C,2571.83,buy,1.0,,,1.0,,,,,1749856621.089
1161,ETH-254224609,1749856621110,1,0.062,0.062137,70.2,ETH-25JUL25-2800-C,2571.83,buy,1.0,,,1.0,,,,,1749856621.11
1162,ETH-254236413,1749868183402,2,0.0595,0.059627,69.8,ETH-25JUL25-2800-C,2559.29,buy,141.0,,,141.0,,,,,1749868183.402
1163,ETH-254236420,1749868192783,3,0.0595,0.059635,69.75,ETH-25JUL25-2800-C,2559.78,buy,1.0,,,1.0,,,,,1749868192.783
1164,ETH-254236421,1749868192789,3,0.0595,0.059635,69.75,ETH-25JUL25-2800-C,2559.78,buy,1.0,,,1.0,,,,,1749868192.789
1165,ETH-254236439,1749868272191,3,0.0595,0.059498,69.76,ETH-25JUL25-2800-C,2559.71,buy,1.0,,,1.0,,,,,1749868272.191
1166,ETH-254236441,1749868272236,3,0.0595,0.059498,69.76,ETH-25JUL25-2800-C,2559.71,buy,1.0,,,1.0,,,,,1749868272.236
1167,ETH-254236446,1749868272249,3,0.0595,0.059498,69.76,ETH-25JUL25-2800-C,2559.71,buy,1.0,,,1.0,,,,,1749868272.249
1168,ETH-254236447,1749868272259,3,0.0595,0.059498,69.76,ETH-25JUL25-2800-C,2559.71,buy,1.0,,,1.0,,,,,1749868272.259
1169,ETH-254236448,1749868272265,3,0.0595,0.059498,69.76,ETH-25JUL25-2800-C,2559.71,buy,1.0,,,1.0,,,,,1749868272.265
1170,ETH-254236486,1749868363827,2,0.059,0.059418,69.41,ETH-25JUL25-2800-C,2559.44,sell,54.0,,,54.0,,,,,1749868363.827
1171,ETH-254236487,1749868363943,3,0.059,0.059391,69.43,ETH-25JUL25-2800-C,2559.27,sell,4.0,,,4.0,,,,,1749868363.943
1172,ETH-254236488,1749868364072,3,0.059,0.059391,69.43,ETH-25JUL25-2800-C,2559.27,sell,3.0,,,3.0,,,,,1749868364.072
1173,ETH-254246864,1749887203060,2,0.0565,0.05681,69.45,ETH-25JUL25-2800-C,2541.77,buy,3.0,,,3.0,,,,,1749887203.06
1174,ETH-254246865,1749887203174,3,0.0565,0.05681,69.45,ETH-25JUL25-2800-C,2541.77,buy,1.0,,,1.0,,,,,1749887203.174
1176,ETH-254246872,1749887207239,3,0.0565,0.056756,69.45,ETH-25JUL25-2800-C,2541.74,buy,202.0,,,202.0,,,,,1749887207.239
1175,ETH-254246871,1749887207239,3,0.0565,0.056756,69.45,ETH-25JUL25-2800-C,2541.74,buy,3.0,,,3.0,,,,,1749887207.239
1177,ETH-254253756,1749892183539,2,0.055,0.055289,69.37,ETH-25JUL25-2800-C,2531.8,buy,4.0,,,4.0,,,,,1749892183.539
1178,ETH-254253757,1749892183644,3,0.055,0.055289,69.37,ETH-25JUL25-2800-C,2531.8,buy,1.0,,,1.0,,,,,1749892183.644
1179,ETH-254253835,1749892324688,3,0.055,0.055034,69.38,ETH-25JUL25-2800-C,2531.68,buy,2.0,,,2.0,,,,,1749892324.688
1180,ETH-254253836,1749892324688,3,0.055,0.055034,69.38,ETH-25JUL25-2800-C,2531.68,buy,202.0,,,202.0,,,,,1749892324.688
1181,ETH-254260427,1749900403236,3,0.055,0.055337,68.83,ETH-25JUL25-2800-C,2537.7,buy,4.0,,,4.0,,,,,1749900403.236
1182,ETH-254260428,1749900403349,3,0.055,0.055337,68.83,ETH-25JUL25-2800-C,2537.7,buy,137.0,,,137.0,,,,,1749900403.349
1183,ETH-254260429,1749900403362,3,0.055,0.055337,68.83,ETH-25JUL25-2800-C,2537.7,buy,1.0,,,1.0,,,,,1749900403.362
1184,ETH-254260430,1749900407099,3,0.055,0.055306,68.82,ETH-25JUL25-2800-C,2537.76,buy,3.0,,,3.0,,,,,1749900407.099
1185,ETH-254260435,1749900476731,3,0.055,0.054993,68.85,ETH-25JUL25-2800-C,2537.46,buy,1.0,,,1.0,,,,,1749900476.731
1186,ETH-254260437,1749900490852,3,0.055,0.055016,68.79,ETH-25JUL25-2800-C,2537.99,buy,60.0,,,60.0,,,,,1749900490.852
1187,ETH-254260438,1749900490852,3,0.055,0.055016,68.79,ETH-25JUL25-2800-C,2537.99,buy,3.0,,,3.0,,,,,1749900490.852
1188,ETH-254264208,1749907003281,0,0.0555,0.055613,68.89,ETH-25JUL25-2800-C,2541.06,buy,202.0,,,202.0,,,,,1749907003.281
1190,ETH-254264219,1749907052734,1,0.0555,0.055527,68.97,ETH-25JUL25-2800-C,2540.45,buy,4.0,,,4.0,,,,,1749907052.734
1189,ETH-254264218,1749907052734,1,0.0555,0.055527,68.97,ETH-25JUL25-2800-C,2540.45,buy,3.0,,,3.0,,,,,1749907052.734
1191,ETH-254265029,1749908751359,2,0.055,0.054611,69.6,ETH-25JUL25-2800-C,2530.36,sell,3.0,,,3.0,,,,,1749908751.359
1192,ETH-254267954,1749912633039,2,0.053,0.053436,68.52,ETH-25JUL25-2800-C,2525.64,buy,26.0,,,26.0,,,,M,1749912633.039
1193,ETH-254268146,1749912972266,0,0.0535,0.053947,68.45,ETH-25JUL25-2800-C,2530.07,buy,1.0,,,1.0,,,,,1749912972.266
1194,ETH-254284465,1749924822671,2,0.052,0.052267,68.5,ETH-25JUL25-2800-C,2519.13,buy,3.0,,,3.0,,,,,1749924822.671
1195,ETH-254284643,1749925003157,2,0.0515,0.051595,68.31,ETH-25JUL25-2800-C,2517.4,buy,1.0,,,1.0,,,,,1749925003.157
1196,ETH-254284645,1749925003279,3,0.0515,0.051607,68.32,ETH-25JUL25-2800-C,2517.35,buy,30.0,,,30.0,,,,,1749925003.279
1197,ETH-254284646,1749925003689,3,0.0515,0.051607,68.32,ETH-25JUL25-2800-C,2517.35,buy,172.0,,,172.0,,,,,1749925003.689
1198,ETH-254284647,1749925003689,3,0.0515,0.051607,68.32,ETH-25JUL25-2800-C,2517.35,buy,3.0,,,3.0,,,,,1749925003.689
1199,ETH-254288846,1749928498223,3,0.0515,0.051508,68.55,ETH-25JUL25-2800-C,2515.32,buy,3.0,,,3.0,,,,,1749928498.223
1201,ETH-254288848,1749928498223,3,0.0515,0.051508,68.55,ETH-25JUL25-2800-C,2515.32,buy,4.0,,,4.0,,,,,1749928498.223
1200,ETH-254288847,1749928498223,3,0.0515,0.051508,68.55,ETH-25JUL25-2800-C,2515.32,buy,202.0,,,202.0,,,,,1749928498.223
1202,ETH-254289917,1749930222396,0,0.052,0.052331,68.54,ETH-25JUL25-2800-C,2519.35,buy,3.0,,,3.0,,,,,1749930222.396
1203,ETH-254290042,1749930402799,2,0.0515,0.051562,68.54,ETH-25JUL25-2800-C,2515.64,buy,1.0,,,1.0,,,,,1749930402.799
1204,ETH-254290043,1749930402885,3,0.0515,0.051557,68.55,ETH-25JUL25-2800-C,2515.62,buy,2.0,,,2.0,,,,,1749930402.885
1205,ETH-254290117,1749930490433,3,0.0515,0.051551,68.47,ETH-25JUL25-2800-C,2516.17,buy,1.0,,,1.0,,,,,1749930490.433
1206,ETH-254290118,1749930490433,3,0.0515,0.051551,68.47,ETH-25JUL25-2800-C,2516.17,buy,202.0,,,202.0,,,,,1749930490.433
1207,ETH-254291352,1749931641494,2,0.05,0.049742,68.83,ETH-25JUL25-2800-C,2501.38,buy,1.0,,,1.0,,,,,1749931641.494
1208,ETH-254292511,1749933043513,0,0.0515,0.051025,69.11,ETH-25JUL25-2800-C,2510.15,buy,1.0,,,1.0,,,,,1749933043.513
1209,ETH-254294443,1749936223209,1,0.0515,0.051714,68.6,ETH-25JUL25-2800-C,2515.7,buy,2.0,,,2.0,,,,,1749936223.209
1210,ETH-254294583,1749936403578,2,0.051,0.051287,68.36,ETH-25JUL25-2800-C,2514.36,buy,1.0,,,1.0,,,,,1749936403.578
1211,ETH-254294584,1749936403661,3,0.051,0.051287,68.36,ETH-25JUL25-2800-C,2514.36,buy,30.0,,,30.0,,,,,1749936403.661
1212,ETH-254294585,1749936403662,3,0.051,0.051287,68.36,ETH-25JUL25-2800-C,2514.36,buy,1.0,,,1.0,,,,,1749936403.662
1214,ETH-254294588,1749936405360,3,0.051,0.051265,68.38,ETH-25JUL25-2800-C,2514.2,buy,4.0,,,4.0,,,,,1749936405.36
1213,ETH-254294587,1749936405360,3,0.051,0.051265,68.38,ETH-25JUL25-2800-C,2514.2,buy,171.0,,,171.0,,,,,1749936405.36
1215,ETH-254296233,1749938022478,0,0.053,0.053355,68.34,ETH-25JUL25-2800-C,2530.07,buy,3.0,,,3.0,,,,,1749938022.478
1216,ETH-254296234,1749938022596,1,0.053,0.053355,68.34,ETH-25JUL25-2800-C,2530.07,buy,30.0,,,30.0,,,,,1749938022.596
1217,ETH-254296235,1749938022607,1,0.053,0.053355,68.34,ETH-25JUL25-2800-C,2530.07,buy,1.0,,,1.0,,,,,1749938022.607
1218,ETH-254296537,1749938338109,1,0.053,0.052963,68.27,ETH-25JUL25-2800-C,2530.67,buy,124.0,,,124.0,,,,,1749938338.109
1219,ETH-254296538,1749938338130,1,0.053,0.052963,68.27,ETH-25JUL25-2800-C,2530.67,buy,4.0,,,4.0,,,,,1749938338.13
1221,ETH-254296540,1749938338138,1,0.053,0.052963,68.27,ETH-25JUL25-2800-C,2530.67,buy,4.0,,,4.0,,,,,1749938338.138
1220,ETH-254296539,1749938338138,1,0.053,0.052963,68.27,ETH-25JUL25-2800-C,2530.67,buy,44.0,,,44.0,,,,,1749938338.138
1222,ETH-254300624,1749945349855,0,0.054,0.054106,68.81,ETH-25JUL25-2800-C,2533.88,sell,30.0,,,30.0,,,,,1749945349.855
1223,ETH-254300807,1749945763645,2,0.0535,0.054024,68.59,ETH-25JUL25-2800-C,2532.44,sell,159.0,,,159.0,,,,,1749945763.645
1224,ETH-254300808,1749945763645,3,0.0535,0.054024,68.59,ETH-25JUL25-2800-C,2532.44,sell,44.0,,,44.0,,,,,1749945763.645
1225,ETH-254300809,1749945763732,3,0.0535,0.054024,68.59,ETH-25JUL25-2800-C,2532.44,sell,3.0,,,3.0,,,,,1749945763.732
1226,ETH-254300810,1749945763823,3,0.0535,0.054024,68.59,ETH-25JUL25-2800-C,2532.44,sell,4.0,,,4.0,,,,,1749945763.823
1227,ETH-254303348,1749951130147,2,0.0525,0.053468,68.25,ETH-25JUL25-2800-C,2528.28,sell,18.0,,,18.0,,,,,1749951130.147
1228,ETH-254303349,1749951130886,3,0.0525,0.053468,68.25,ETH-25JUL25-2800-C,2528.28,sell,90.0,,,90.0,,,,,1749951130.886
1229,ETH-254308403,1749963470921,0,0.0545,0.05456,68.51,ETH-25JUL25-2800-C,2542.05,buy,3.0,,,3.0,,,,,1749963470.921
1230,ETH-254308404,1749963470921,1,0.0545,0.05456,68.51,ETH-25JUL25-2800-C,2542.05,buy,4.0,,,4.0,,,,,1749963470.921
1231,ETH-254308405,1749963470921,1,0.0545,0.05456,68.51,ETH-25JUL25-2800-C,2542.05,buy,152.0,,,152.0,,,,,1749963470.921
1232,ETH-254308406,1749963471611,1,0.0545,0.054564,68.51,ETH-25JUL25-2800-C,2542.05,buy,51.0,,,51.0,,,,,1749963471.611
1233,ETH-254310399,1749967139986,0,0.0555,0.055413,68.5,ETH-25JUL25-2800-C,2550.19,buy,4.0,,,4.0,,,,,1749967139.986
1234,ETH-254310400,1749967139986,1,0.0555,0.055413,68.5,ETH-25JUL25-2800-C,2550.19,buy,3.0,,,3.0,,,,,1749967139.986
1235,ETH-254310401,1749967139986,1,0.0555,0.055413,68.5,ETH-25JUL25-2800-C,2550.19,buy,203.0,,,203.0,,,,,1749967139.986
1236,ETH-254312470,1749969588338,2,0.054,0.05413,68.66,ETH-25JUL25-2800-C,2537.61,buy,2.0,,,2.0,,,,,1749969588.338
1237,ETH-254319780,1749978103717,2,0.052,0.051656,69.16,ETH-25JUL25-2800-C,2518.78,sell,1.0,,,1.0,,,,,1749978103.717
1238,ETH-254323586,1749983328293,3,0.052,0.051839,69.2,ETH-25JUL25-2800-C,2517.51,buy,1.0,,,1.0,,,,,1749983328.293
1239,ETH-254323587,1749983328293,3,0.052,0.051839,69.2,ETH-25JUL25-2800-C,2517.51,buy,1.0,,,1.0,,,,,1749983328.293
1240,ETH-254324235,1749985002789,3,0.052,0.05214,68.97,ETH-25JUL25-2800-C,2519.91,buy,3.0,,,3.0,,,,,1749985002.789
1241,ETH-254324236,1749985002916,3,0.052,0.05214,68.97,ETH-25JUL25-2800-C,2519.91,buy,1.0,,,1.0,,,,,1749985002.916
1242,ETH-254324241,1749985011915,3,0.052,0.052078,68.97,ETH-25JUL25-2800-C,2519.88,buy,201.0,,,201.0,,,,,1749985011.915
1243,ETH-254324242,1749985011915,3,0.052,0.052078,68.97,ETH-25JUL25-2800-C,2519.88,buy,4.0,,,4.0,,,,,1749985011.915
1244,ETH-254328278,1749993222367,0,0.054,0.054253,69.16,ETH-25JUL25-2800-C,2534.18,buy,3.0,,,3.0,,,,,1749993222.367
1246,ETH-254328280,1749993224885,1,0.054,0.054237,69.18,ETH-25JUL25-2800-C,2533.94,buy,4.0,,,4.0,,,,,1749993224.885
1245,ETH-254328279,1749993224885,1,0.054,0.054237,69.18,ETH-25JUL25-2800-C,2533.94,buy,202.0,,,202.0,,,,,1749993224.885
1247,ETH-254329395,1749994990009,1,0.054,0.054094,69.34,ETH-25JUL25-2800-C,2532.72,buy,10.0,,,10.0,,,,,1749994990.009
1248,ETH-254330258,1749995622338,0,0.0555,0.055395,69.81,ETH-25JUL25-2800-C,2539.73,buy,3.0,,,3.0,,,,,1749995622.338
1249,ETH-254330260,1749995622492,1,0.0555,0.055395,69.81,ETH-25JUL25-2800-C,2539.73,buy,1.0,,,1.0,,,,,1749995622.492
1250,ETH-254330262,1749995622576,1,0.0555,0.055395,69.81,ETH-25JUL25-2800-C,2539.73,buy,202.0,,,202.0,,,,,1749995622.576
1251,ETH-254330263,1749995622615,1,0.0555,0.055395,69.81,ETH-25JUL25-2800-C,2539.73,buy,1.0,,,1.0,,,,,1749995622.615
1252,ETH-254330266,1749995625056,1,0.0555,0.055347,69.83,ETH-25JUL25-2800-C,2539.49,buy,3.0,,,3.0,,,,,1749995625.056
1253,ETH-254330284,1749995638870,0,0.056,0.05537,70.19,ETH-25JUL25-2800-C,2539.79,buy,1.0,,,1.0,,,,,1749995638.87
1254,ETH-254330348,1749995665568,0,0.0565,0.055852,70.38,ETH-25JUL25-2800-C,2541.55,buy,15.0,,,15.0,,,,,1749995665.568
1255,ETH-254330948,1749995901921,0,0.058,0.057095,71.34,ETH-25JUL25-2800-C,2543.22,buy,15.0,,,15.0,,,,,1749995901.921
