trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_trade_id,amount,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
5336,ETH-257834212,1752647198014,2,0.0345,0.034093,64.42,ETH-25JUL25-3200-C,3152.58,buy,41.0,,41.0,,,,,,1752647198.014
5338,ETH-257834392,1752647286895,3,0.034,0.033561,64.53,ETH-25JUL25-3200-C,3148.68,buy,19.0,,19.0,,,,,,1752647286.895
5337,ETH-257834391,1752647286895,2,0.034,0.033561,64.53,ETH-25JUL25-3200-C,3148.68,buy,41.0,,41.0,,,,,,1752647286.895
5339,ETH-257834393,1752647286902,3,0.034,0.033561,64.53,ETH-25JUL25-3200-C,3148.68,buy,60.0,,60.0,,,,,,1752647286.902
5340,ETH-257835155,1752648184456,0,0.035,0.03456,64.7,ETH-25JUL25-3200-C,3154.72,buy,36.0,,36.0,,,,,,1752648184.456
5341,ETH-257835712,1752648465775,0,0.0355,0.035119,64.79,ETH-25JUL25-3200-C,3158.44,buy,5.0,,5.0,,,,,,1752648465.775
5342,ETH-257836437,1752648920623,2,0.035,0.035235,63.87,ETH-25JUL25-3200-C,3159.54,sell,2.0,,2.0,,,,,,1752648920.623
5344,ETH-257836439,1752648920623,3,0.035,0.035235,63.87,ETH-25JUL25-3200-C,3159.54,sell,14.0,,14.0,,,,,,1752648920.623
5343,ETH-257836438,1752648920623,3,0.035,0.035235,63.87,ETH-25JUL25-3200-C,3159.54,sell,36.0,,36.0,,,,,,1752648920.623
5345,ETH-257836440,1752648920629,3,0.035,0.035235,63.87,ETH-25JUL25-3200-C,3159.54,buy,8.0,,8.0,,,,,,1752648920.629
5346,ETH-257836441,1752648920630,3,0.035,0.035235,63.87,ETH-25JUL25-3200-C,3159.54,buy,30.0,,30.0,,,,,,1752648920.63
5347,ETH-257836907,1752649061365,0,0.0355,0.035151,64.77,ETH-25JUL25-3200-C,3159.37,buy,20.0,,20.0,,,,,,1752649061.365
5348,ETH-257836930,1752649061842,1,0.0355,0.035154,64.77,ETH-25JUL25-3200-C,3159.38,buy,38.0,,38.0,,,,,,1752649061.842
5349,ETH-257836931,1752649061845,1,0.0355,0.035154,64.77,ETH-25JUL25-3200-C,3159.38,buy,8.0,,8.0,,,,,,1752649061.845
5350,ETH-257836932,1752649061851,1,0.0355,0.035154,64.77,ETH-25JUL25-3200-C,3159.38,buy,6.0,,6.0,,,,,,1752649061.851
5351,ETH-257836933,1752649061899,1,0.0355,0.035154,64.77,ETH-25JUL25-3200-C,3159.38,buy,18.0,,18.0,,,,,,1752649061.899
5352,ETH-257837693,1752649286411,0,0.036,0.036052,63.95,ETH-25JUL25-3200-C,3166.14,buy,11.0,,11.0,,,,,,1752649286.411
5353,ETH-257837697,1752649286931,1,0.036,0.036111,63.91,ETH-25JUL25-3200-C,3166.32,buy,18.0,,18.0,,,,,,1752649286.931
5354,ETH-257837705,1752649286949,1,0.036,0.036111,63.91,ETH-25JUL25-3200-C,3166.32,buy,2.0,,2.0,,,,,,1752649286.949
5355,ETH-257837706,1752649286949,1,0.036,0.036111,63.91,ETH-25JUL25-3200-C,3166.32,buy,59.0,,59.0,,,,,,1752649286.949
5356,ETH-257838121,1752649338575,2,0.0355,0.03546,64.16,ETH-25JUL25-3200-C,3161.63,buy,1.0,,1.0,,,,,,1752649338.575
5357,ETH-257839651,1752649667119,2,0.035,0.035089,64.32,ETH-25JUL25-3200-C,3157.39,sell,20.0,,20.0,,,,,,1752649667.119
5358,ETH-257839930,1752649752016,3,0.035,0.034962,64.44,ETH-25JUL25-3200-C,3156.64,sell,6.0,,6.0,,,,,,1752649752.016
5359,ETH-257839931,1752649752222,3,0.035,0.034962,64.44,ETH-25JUL25-3200-C,3156.64,sell,4.0,,4.0,,,,,,1752649752.222
5360,ETH-257840397,1752649917798,3,0.035,0.035312,64.13,ETH-25JUL25-3200-C,3158.16,sell,13.0,,13.0,,,,,,1752649917.798
5361,ETH-257840398,1752649917798,3,0.035,0.035312,64.13,ETH-25JUL25-3200-C,3158.16,sell,10.0,,10.0,,,,,,1752649917.798
5362,ETH-257840399,1752649917800,3,0.035,0.035312,64.13,ETH-25JUL25-3200-C,3158.16,buy,15.0,,15.0,,,,,,1752649917.8
5363,ETH-257840400,1752649917801,3,0.035,0.035312,64.13,ETH-25JUL25-3200-C,3158.16,buy,52.0,,52.0,,,,,,1752649917.801
5364,ETH-257840759,1752650117490,0,0.0355,0.035477,64.62,ETH-25JUL25-3200-C,3159.37,buy,90.0,,90.0,,,,,,1752650117.49
5365,ETH-257840999,1752650201202,0,0.0365,0.035889,65.74,ETH-25JUL25-3200-C,3161.58,buy,200.0,,200.0,,,,,,1752650201.202
5366,ETH-257841150,1752650336410,1,0.0365,0.03647,65.29,ETH-25JUL25-3200-C,3163.48,sell,4.0,,4.0,,,,,,1752650336.41
5367,ETH-257841152,1752650336529,1,0.0365,0.03647,65.29,ETH-25JUL25-3200-C,3163.48,sell,11.0,,11.0,,,,,,1752650336.529
5368,ETH-257841186,1752650374211,1,0.0365,0.036455,65.36,ETH-25JUL25-3200-C,3163.28,sell,11.0,,11.0,,,,,,1752650374.211
5369,ETH-257841190,1752650378335,1,0.0365,0.036509,65.27,ETH-25JUL25-3200-C,3163.63,buy,2.0,,2.0,,,,,,1752650378.335
5370,ETH-257841191,1752650378339,1,0.0365,0.036509,65.27,ETH-25JUL25-3200-C,3163.63,buy,2.0,,2.0,,,,,,1752650378.339
5371,ETH-257841193,1752650378355,1,0.0365,0.036509,65.27,ETH-25JUL25-3200-C,3163.63,buy,16.0,,16.0,,,,,,1752650378.355
5372,ETH-257841195,1752650378369,1,0.0365,0.036509,65.27,ETH-25JUL25-3200-C,3163.63,buy,4.0,,4.0,,,,,,1752650378.369
5373,ETH-257841198,1752650378376,1,0.0365,0.036509,65.27,ETH-25JUL25-3200-C,3163.63,buy,9.0,,9.0,,,,,,1752650378.376
5374,ETH-257841211,1752650381201,1,0.0365,0.036515,65.05,ETH-25JUL25-3200-C,3164.57,buy,23.0,,23.0,,,,,,1752650381.201
5375,ETH-257841244,1752650403707,1,0.0365,0.03655,64.93,ETH-25JUL25-3200-C,3165.07,buy,9.0,,9.0,,,,,,1752650403.707
5376,ETH-257841247,1752650405053,1,0.0365,0.036624,64.93,ETH-25JUL25-3200-C,3165.08,buy,14.0,,14.0,,,,,,1752650405.053
5377,ETH-257841671,1752650687165,1,0.0365,0.036443,65.37,ETH-25JUL25-3200-C,3163.33,sell,5.0,,5.0,,,,,,1752650687.165
5378,ETH-257841708,1752650721611,1,0.0365,0.036347,65.53,ETH-25JUL25-3200-C,3162.58,buy,5.0,,5.0,,,,,,1752650721.611
5379,ETH-257841764,1752650784807,1,0.0365,0.036468,65.28,ETH-25JUL25-3200-C,3163.69,buy,5.0,,5.0,,,,,,1752650784.807
5380,ETH-257841771,1752650791740,1,0.0365,0.036505,65.2,ETH-25JUL25-3200-C,3164.05,buy,80.0,,80.0,,,,,,1752650791.74
5381,ETH-257841959,1752650953655,1,0.0365,0.03657,65.44,ETH-25JUL25-3200-C,3162.71,sell,13.0,,13.0,,,,,,1752650953.655
5382,ETH-257841965,1752650965938,1,0.0365,0.036484,65.47,ETH-25JUL25-3200-C,3162.57,buy,77.0,,77.0,,,,,,1752650965.938
5383,ETH-257842192,1752651133444,0,0.037,0.036954,65.68,ETH-25JUL25-3200-C,3165.28,sell,4.0,,4.0,,,,,,1752651133.444
5384,ETH-257842193,1752651133624,1,0.037,0.036954,65.68,ETH-25JUL25-3200-C,3165.28,sell,4.0,,4.0,,,,,,1752651133.624
5385,ETH-257842195,1752651134792,1,0.037,0.036984,65.65,ETH-25JUL25-3200-C,3165.41,sell,4.0,,4.0,,,,,,1752651134.792
5386,ETH-257842198,1752651136025,1,0.037,0.03697,65.68,ETH-25JUL25-3200-C,3165.32,sell,11.0,,11.0,,,,,,1752651136.025
5387,ETH-257842199,1752651136112,1,0.037,0.03697,65.68,ETH-25JUL25-3200-C,3165.32,sell,2.0,,2.0,,,,,,1752651136.112
5388,ETH-257842200,1752651137115,1,0.037,0.036958,65.72,ETH-25JUL25-3200-C,3165.14,sell,11.0,,11.0,,,,,,1752651137.115
5389,ETH-257842202,1752651142840,1,0.037,0.036985,65.71,ETH-25JUL25-3200-C,3165.19,sell,6.0,,6.0,,,,,,1752651142.84
5390,ETH-257844406,1752651683526,0,0.038,0.038233,65.82,ETH-25JUL25-3200-C,3172.16,sell,7.0,,7.0,,,,,,1752651683.526
5391,ETH-257844410,1752651683722,1,0.038,0.038233,65.82,ETH-25JUL25-3200-C,3172.16,sell,8.0,,8.0,,,,,,1752651683.722
5392,ETH-257844881,1752651760027,1,0.038,0.038225,65.8,ETH-25JUL25-3200-C,3172.23,sell,1.0,,1.0,,,,,,1752651760.027
5393,ETH-257844883,1752651760033,1,0.038,0.038225,65.8,ETH-25JUL25-3200-C,3172.23,sell,1.0,,1.0,,,,,,1752651760.033
5394,ETH-257844887,1752651760827,1,0.038,0.038199,65.79,ETH-25JUL25-3200-C,3172.27,sell,5.0,,5.0,,,,,,1752651760.827
5395,ETH-257844888,1752651760914,1,0.038,0.038199,65.79,ETH-25JUL25-3200-C,3172.27,sell,4.0,,4.0,,,,,,1752651760.914
5396,ETH-257844889,1752651761058,1,0.038,0.038199,65.79,ETH-25JUL25-3200-C,3172.27,sell,7.0,,7.0,,,,,,1752651761.058
5397,ETH-257844890,1752651761063,1,0.038,0.038199,65.79,ETH-25JUL25-3200-C,3172.27,sell,4.0,,4.0,,,,,,1752651761.063
5398,ETH-257845594,1752651880100,2,0.0375,0.037455,66.31,ETH-25JUL25-3200-C,3166.73,sell,8.0,,8.0,,,,,,1752651880.1
5399,ETH-257845597,1752651881102,3,0.0375,0.037423,66.35,ETH-25JUL25-3200-C,3166.57,sell,5.0,,5.0,,,,,,1752651881.102
5400,ETH-257846900,1752652002640,3,0.0375,0.037571,66.1,ETH-25JUL25-3200-C,3167.57,sell,3.0,,3.0,,,,,,1752652002.64
5401,ETH-257846945,1752652002774,3,0.0375,0.037571,66.1,ETH-25JUL25-3200-C,3167.57,sell,3.0,,3.0,,,,,,1752652002.774
5402,ETH-257846949,1752652002785,3,0.0375,0.037571,66.1,ETH-25JUL25-3200-C,3167.57,sell,1.0,,1.0,,,,,,1752652002.785
5404,ETH-257847073,1752652053199,3,0.037,0.037349,65.72,ETH-25JUL25-3200-C,3165.55,sell,11.0,,11.0,,,,,,1752652053.199
5403,ETH-257847072,1752652053199,2,0.037,0.037349,65.72,ETH-25JUL25-3200-C,3165.55,sell,9.0,,9.0,,,,,,1752652053.199
5405,ETH-257847074,1752652053201,3,0.037,0.037349,65.72,ETH-25JUL25-3200-C,3165.55,buy,70.0,,70.0,,,,,,1752652053.201
5406,ETH-257847197,1752652125335,0,0.0375,0.0375,66.06,ETH-25JUL25-3200-C,3167.48,buy,70.0,,70.0,,,,,,1752652125.335
5407,ETH-257847198,1752652125401,1,0.0375,0.0375,66.06,ETH-25JUL25-3200-C,3167.48,buy,20.0,,20.0,,,,,,1752652125.401
5408,ETH-257849547,1752653073653,2,0.037,0.037215,66.03,ETH-25JUL25-3200-C,3164.22,sell,13.0,,13.0,,,,,,1752653073.653
5409,ETH-257849603,1752653116857,0,0.0375,0.037556,66.27,ETH-25JUL25-3200-C,3166.65,sell,4.0,,4.0,,,,,,1752653116.857
5410,ETH-257849687,1752653186683,2,0.037,0.037056,66.31,ETH-25JUL25-3200-C,3163.32,sell,12.0,,12.0,,,,,,1752653186.683
5411,ETH-257849688,1752653187106,3,0.037,0.037031,66.34,ETH-25JUL25-3200-C,3163.17,sell,12.0,,12.0,,,,,,1752653187.106
5412,ETH-257849690,1752653190288,3,0.037,0.036998,66.36,ETH-25JUL25-3200-C,3163.06,sell,5.0,,5.0,,,,,,1752653190.288
5413,ETH-257849692,1752653190411,3,0.037,0.036998,66.36,ETH-25JUL25-3200-C,3163.06,sell,4.0,,4.0,,,,,,1752653190.411
5414,ETH-257849693,1752653190513,3,0.037,0.036998,66.36,ETH-25JUL25-3200-C,3163.06,sell,12.0,,12.0,,,,,,1752653190.513
5415,ETH-257849694,1752653190610,3,0.037,0.036998,66.36,ETH-25JUL25-3200-C,3163.06,sell,6.0,,6.0,,,,,,1752653190.61
5416,ETH-257849695,1752653190712,3,0.037,0.036998,66.36,ETH-25JUL25-3200-C,3163.06,sell,9.0,,9.0,,,,,,1752653190.712
5417,ETH-257849696,1752653191101,3,0.037,0.036996,66.4,ETH-25JUL25-3200-C,3162.9,sell,11.0,,11.0,,,,,,1752653191.101
5418,ETH-257849697,1752653192127,3,0.037,0.036973,66.45,ETH-25JUL25-3200-C,3162.71,sell,13.0,,13.0,,,,,,1752653192.127
5419,ETH-257852361,1752654728515,2,0.0365,0.036509,65.7,ETH-25JUL25-3200-C,3163.18,sell,50.0,,50.0,,,,,,1752654728.515
5420,ETH-257853455,1752655279199,0,0.0375,0.037594,65.76,ETH-25JUL25-3200-C,3170.2,sell,50.0,,50.0,,,,,,1752655279.199
5421,ETH-257853839,1752655640646,2,0.037,0.03698,66.17,ETH-25JUL25-3200-C,3164.7,sell,83.0,,83.0,,,,,,1752655640.646
5422,ETH-257855337,1752656925684,0,0.0375,0.037479,66.22,ETH-25JUL25-3200-C,3168.32,buy,1.0,,1.0,,,,,,1752656925.684
5423,ETH-257857479,1752658672060,2,0.037,0.036875,66.8,ETH-25JUL25-3200-C,3162.21,sell,8.0,,8.0,,,,,,1752658672.06
5424,ETH-257858369,1752658856412,2,0.036,0.036043,66.48,ETH-25JUL25-3200-C,3156.34,buy,2.0,,2.0,,,,,,1752658856.412
5425,ETH-257858370,1752658856420,3,0.036,0.036043,66.48,ETH-25JUL25-3200-C,3156.34,sell,20.0,,20.0,,,,,,1752658856.42
5426,ETH-257858371,1752658856422,3,0.036,0.036043,66.48,ETH-25JUL25-3200-C,3156.34,sell,1.0,,1.0,,,,,,1752658856.422
5427,ETH-257858372,1752658856436,3,0.036,0.036043,66.48,ETH-25JUL25-3200-C,3156.34,sell,8.0,,8.0,,,,,,1752658856.436
5428,ETH-257858373,1752658856985,3,0.036,0.036077,66.71,ETH-25JUL25-3200-C,3155.36,sell,19.0,,19.0,,,,,,1752658856.985
5429,ETH-257858553,1752658989440,2,0.0355,0.035561,66.49,ETH-25JUL25-3200-C,3153.09,sell,13.0,,13.0,,,,,,1752658989.44
5430,ETH-257858561,1752658990138,3,0.0355,0.035579,66.55,ETH-25JUL25-3200-C,3152.83,sell,21.0,,21.0,,,,,,1752658990.138
5431,ETH-257858748,1752659050634,3,0.0355,0.035665,66.32,ETH-25JUL25-3200-C,3153.55,sell,50.0,,50.0,,,,,,1752659050.634
5432,ETH-257858847,1752659066795,2,0.035,0.035196,66.16,ETH-25JUL25-3200-C,3150.73,sell,2.0,,2.0,,,,,,1752659066.795
5433,ETH-257858957,1752659124632,0,0.0355,0.035546,66.48,ETH-25JUL25-3200-C,3152.68,sell,16.0,,16.0,,,,,,1752659124.632
5434,ETH-257859644,1752659651382,0,0.0365,0.036422,67.01,ETH-25JUL25-3200-C,3157.87,sell,132.0,,132.0,,,,,,1752659651.382
5435,ETH-257865631,1752664364169,2,0.035,0.035029,66.59,ETH-25JUL25-3200-C,3150.2,buy,10.0,,10.0,,,,,,1752664364.169
5436,ETH-257865633,1752664364667,3,0.035,0.035029,66.59,ETH-25JUL25-3200-C,3150.2,buy,15.0,,15.0,,,,,,1752664364.667
5437,ETH-257867787,1752667222737,0,0.0355,0.035263,67.32,ETH-25JUL25-3200-C,3151.14,buy,185.0,,185.0,,,,,,1752667222.737
5438,ETH-257869158,1752668388093,1,0.0355,0.035786,66.71,ETH-25JUL25-3200-C,3153.44,buy,3.0,,3.0,,,,,,1752668388.093
5439,ETH-257869354,1752668880332,0,0.036,0.035964,66.81,ETH-25JUL25-3200-C,3156.79,buy,13.0,,13.0,,,,,,1752668880.332
5440,ETH-257869369,1752668898744,1,0.036,0.035999,66.7,ETH-25JUL25-3200-C,3157.36,buy,97.0,,97.0,,,,,,1752668898.744
5445,ETH-257874009,1752670498980,1,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,buy,397.0,,397.0,,,,,,1752670498.98
5444,ETH-257874008,1752670498980,1,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,buy,5.0,,5.0,,,,,,1752670498.98
5441,ETH-257874005,1752670498980,0,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,buy,8.0,,8.0,,,,,,1752670498.98
5443,ETH-257874007,1752670498980,1,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,buy,100.0,,100.0,,,,,,1752670498.98
5442,ETH-257874006,1752670498980,1,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,buy,12.0,,12.0,,,,,,1752670498.98
5446,ETH-257874010,1752670498985,1,0.0385,0.038028,68.68,ETH-25JUL25-3200-C,3167.34,sell,413.0,,413.0,,,,,,1752670498.985
5447,ETH-257874011,1752670499728,1,0.0385,0.038025,68.69,ETH-25JUL25-3200-C,3167.31,sell,31.0,,31.0,,,,,,1752670499.728
5448,ETH-257874036,1752670507675,1,0.0385,0.03815,68.69,ETH-25JUL25-3200-C,3167.26,sell,128.0,,128.0,,,,,,1752670507.675
5449,ETH-257874037,1752670507679,1,0.0385,0.03815,68.69,ETH-25JUL25-3200-C,3167.26,sell,2.0,,2.0,,,,,,1752670507.679
5450,ETH-257874042,1752670508796,1,0.0385,0.038127,68.71,ETH-25JUL25-3200-C,3167.2,sell,5.0,,5.0,,,,,,1752670508.796
5451,ETH-257874043,1752670508801,1,0.0385,0.038127,68.71,ETH-25JUL25-3200-C,3167.2,sell,3.0,,3.0,,,,,,1752670508.801
5452,ETH-257874044,1752670508805,1,0.0385,0.038127,68.71,ETH-25JUL25-3200-C,3167.2,sell,1.0,,1.0,,,,,,1752670508.805
5453,ETH-257874045,1752670508808,1,0.0385,0.038127,68.71,ETH-25JUL25-3200-C,3167.2,sell,5.0,,5.0,,,,,,1752670508.808
5454,ETH-257874049,1752670509580,1,0.0385,0.038129,68.72,ETH-25JUL25-3200-C,3167.15,sell,1.0,,1.0,,,,,,1752670509.58
5455,ETH-257874056,1752670517716,1,0.0385,0.038208,68.73,ETH-25JUL25-3200-C,3167.11,sell,132.0,,132.0,,,,,,1752670517.716
5456,ETH-257874446,1752670666852,1,0.0385,0.038467,68.79,ETH-25JUL25-3200-C,3166.21,sell,1.0,,1.0,,,,,,1752670666.852
5457,ETH-257874448,1752670667166,1,0.0385,0.038467,68.79,ETH-25JUL25-3200-C,3166.21,sell,7.0,,7.0,,,,,,1752670667.166
5458,ETH-257874806,1752670868917,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,120.0,,120.0,,,,,,1752670868.917
5459,ETH-257874814,1752670868922,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,6.0,,6.0,,,,,,1752670868.922
5460,ETH-257874820,1752670868929,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.929
5461,ETH-257874821,1752670868937,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,2.0,,2.0,,,,,,1752670868.937
5462,ETH-257874822,1752670868945,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.945
5463,ETH-257874823,1752670868950,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,7.0,,7.0,,,,,,1752670868.95
5464,ETH-257874824,1752670868956,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.956
5465,ETH-257874825,1752670868958,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,6.0,,6.0,,,,,,1752670868.958
5466,ETH-257874829,1752670868968,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.968
5467,ETH-257874831,1752670868976,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.976
5468,ETH-257874832,1752670868990,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.99
5469,ETH-257874833,1752670868998,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670868.998
5470,ETH-257874834,1752670869005,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670869.005
5471,ETH-257874835,1752670869015,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,3.0,,3.0,,,,,,1752670869.015
5472,ETH-257874836,1752670869027,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670869.027
5473,ETH-257874837,1752670869041,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,2.0,,2.0,,,,,,1752670869.041
5474,ETH-257874838,1752670869049,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,6.0,,6.0,,,,,,1752670869.049
5475,ETH-257874839,1752670869055,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670869.055
5476,ETH-257874840,1752670869062,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,1.0,,1.0,,,,,,1752670869.062
5477,ETH-257874843,1752670869122,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,6.0,,6.0,,,,,,1752670869.122
5478,ETH-257874844,1752670869132,1,0.0385,0.038473,69.15,ETH-25JUL25-3200-C,3164.6,sell,580.0,,580.0,,,,,,1752670869.132
5479,ETH-257877114,1752671341437,0,0.041,0.040653,69.67,ETH-25JUL25-3200-C,3179.62,buy,14.0,,14.0,,,,,,1752671341.437
5480,ETH-257879955,1752672034313,1,0.041,0.04062,69.58,ETH-25JUL25-3200-C,3179.87,buy,2.0,,2.0,,,,,,1752672034.313
5481,ETH-257880448,1752672233427,2,0.039,0.039711,67.8,ETH-25JUL25-3200-C,3173.54,sell,1.0,,1.0,,,,,,1752672233.427
5482,ETH-257880503,1752672288865,0,0.0395,0.039914,68.17,ETH-25JUL25-3200-C,3175.37,sell,1.0,,1.0,,,,,,1752672288.865
5483,ETH-257883923,1752673351036,0,0.041,0.040639,69.44,ETH-25JUL25-3200-C,3180.92,buy,1.0,,1.0,,,,,,1752673351.036
5484,ETH-257885684,1752673697829,0,0.042,0.042283,68.23,ETH-25JUL25-3200-C,3192.31,sell,2.0,,2.0,,,,,,1752673697.829
5485,ETH-257886043,1752673749536,2,0.0415,0.041784,68.18,ETH-25JUL25-3200-C,3189.74,sell,7.0,,7.0,,,,,,1752673749.536
5486,ETH-257886742,1752673914472,2,0.041,0.041092,68.5,ETH-25JUL25-3200-C,3184.92,sell,3.0,,3.0,,,,,,1752673914.472
5487,ETH-257886743,1752673917683,3,0.041,0.041158,68.4,ETH-25JUL25-3200-C,3185.3,sell,17.0,,17.0,,,,,,1752673917.683
5488,ETH-257888641,1752674334609,0,0.042,0.042743,67.09,ETH-25JUL25-3200-C,3197.51,sell,1.0,,1.0,,,,,,1752674334.609
5489,ETH-257889381,1752674483313,1,0.042,0.042321,67.73,ETH-25JUL25-3200-C,3195.1,sell,11.0,,11.0,,,,,,1752674483.313
5490,ETH-257889502,1752674503218,1,0.042,0.042261,67.75,ETH-25JUL25-3200-C,3195.03,sell,7.0,,7.0,,,,,,1752674503.218
5491,ETH-257889737,1752674569315,1,0.042,0.042022,68.04,ETH-25JUL25-3200-C,3193.77,buy,50.0,,50.0,,,,,,1752674569.315
5492,ETH-257890112,1752674685465,0,0.0425,0.042513,67.99,ETH-25JUL25-3200-C,3196.74,sell,5.0,,5.0,,,,,,1752674685.465
5493,ETH-257891249,1752674733593,0,0.043,0.04351,67.31,ETH-25JUL25-3200-C,3203.13,sell,2.0,,2.0,,,,,,1752674733.593
5494,ETH-257891278,1752674733860,1,0.043,0.043436,67.31,ETH-25JUL25-3200-C,3203.15,sell,2.0,,2.0,,,,,,1752674733.86
5495,ETH-257891280,1752674734001,1,0.043,0.043436,67.31,ETH-25JUL25-3200-C,3203.15,sell,1.0,,1.0,,,,,,1752674734.001
5496,ETH-257891732,1752674825230,2,0.0425,0.042978,67.35,ETH-25JUL25-3200-C,3200.31,sell,4.0,,4.0,,,,,,1752674825.23
5497,ETH-257892410,1752674934892,2,0.041,0.04155,67.03,ETH-25JUL25-3200-C,3191.71,sell,5.0,,5.0,,,,,,1752674934.892
5498,ETH-257892543,1752674953344,0,0.0415,0.041578,67.76,ETH-25JUL25-3200-C,3192.13,buy,3.0,,3.0,,,,,,1752674953.344
5499,ETH-257893693,1752675206272,2,0.0405,0.040824,67.49,ETH-25JUL25-3200-C,3187.28,buy,3.0,,3.0,,,,,,1752675206.272
5500,ETH-257896044,1752676204166,0,0.042,0.042069,67.43,ETH-25JUL25-3200-C,3197.59,sell,50.0,,50.0,,,,,,1752676204.166
5501,ETH-257896910,1752676252498,0,0.044,0.043143,68.89,ETH-25JUL25-3200-C,3204.72,buy,36.0,,36.0,,,,,,1752676252.498
5502,ETH-257897314,1752676254885,0,0.045,0.043683,68.84,ETH-25JUL25-3200-C,3211.09,buy,1.0,,1.0,,,,,,1752676254.885
5503,ETH-257900304,1752676397603,0,0.0485,0.047754,69.16,ETH-25JUL25-3200-C,3232.13,buy,7.0,,7.0,,,,,,1752676397.603
5504,ETH-257900331,1752676397664,1,0.0485,0.047754,69.16,ETH-25JUL25-3200-C,3232.13,buy,29.0,,29.0,,,,,,1752676397.664
5505,ETH-257901194,1752676428131,0,0.0495,0.049196,68.6,ETH-25JUL25-3200-C,3240.39,sell,2.0,,2.0,,,,,,1752676428.131
5506,ETH-257902386,1752676556981,2,0.048,0.047757,68.79,ETH-25JUL25-3200-C,3230.6,sell,386.0,,386.0,,,,,,1752676556.981
5507,ETH-257902387,1752676556984,3,0.048,0.047757,68.79,ETH-25JUL25-3200-C,3230.6,sell,20.0,,20.0,,,,,,1752676556.984
5508,ETH-257902388,1752676556987,3,0.048,0.047757,68.79,ETH-25JUL25-3200-C,3230.6,sell,94.0,,94.0,,,,,,1752676556.987
5509,ETH-257902652,1752676571818,3,0.048,0.047659,68.64,ETH-25JUL25-3200-C,3231.16,sell,12.0,,12.0,,,,,,1752676571.818
5510,ETH-257902654,1752676571863,3,0.048,0.047659,68.64,ETH-25JUL25-3200-C,3231.16,sell,7.0,,7.0,,,,,,1752676571.863
5511,ETH-257902655,1752676571873,3,0.048,0.047659,68.64,ETH-25JUL25-3200-C,3231.16,sell,2.0,,2.0,,,,,,1752676571.873
5512,ETH-257902789,1752676581774,3,0.048,0.047928,68.57,ETH-25JUL25-3200-C,3231.34,sell,106.0,,106.0,,,,,,1752676581.774
5513,ETH-257902790,1752676581783,3,0.048,0.047928,68.57,ETH-25JUL25-3200-C,3231.34,sell,33.0,,33.0,,,,,,1752676581.783
5514,ETH-257902791,1752676581803,3,0.048,0.047928,68.57,ETH-25JUL25-3200-C,3231.34,sell,147.0,,147.0,,,,,,1752676581.803
5515,ETH-257902792,1752676581809,3,0.048,0.047928,68.57,ETH-25JUL25-3200-C,3231.34,sell,3.0,,3.0,,,,,,1752676581.809
5516,ETH-257902797,1752676581970,3,0.048,0.047928,68.57,ETH-25JUL25-3200-C,3231.34,sell,190.0,,190.0,,,,,,1752676581.97
