trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_trade_id,amount,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
1801,ETH-252254843,1748653253423,2,0.0335,0.03369,69.56,ETH-25JUL25-3200-C,2521.01,buy,7.0,,7.0,,,,,,1748653253.423
1802,ETH-252271395,1748657706530,2,0.033,0.033105,69.84,ETH-25JUL25-3200-C,2511.55,buy,1.0,,1.0,,,,,,1748657706.53
1803,ETH-252277903,1748662125941,2,0.0323,0.032535,69.9,ETH-25JUL25-3200-C,2502.66,sell,500.0,,500.0,ETH-CS-25JUL25-2700_3200,2.0,BLOCK-202485,5036.0,,1748662125.941
1804,ETH-252292743,1748679785046,0,0.034,0.034003,70.16,ETH-25JUL25-3200-C,2522.86,buy,1.0,,1.0,,,,,,1748679785.046
1805,ETH-252294614,1748681257834,1,0.034,0.033916,70.2,ETH-25JUL25-3200-C,2521.86,buy,1.0,,1.0,,,,,,1748681257.834
1806,ETH-252294966,1748681383924,0,0.0345,0.034615,70.02,ETH-25JUL25-3200-C,2530.35,sell,1.0,,1.0,,,,,,1748681383.924
1807,ETH-252304748,1748686477453,2,0.034,0.034007,69.74,ETH-25JUL25-3200-C,2530.05,buy,1.0,,1.0,,,,,,1748686477.453
1808,ETH-252309574,1748688207541,2,0.033,0.032915,69.75,ETH-25JUL25-3200-C,2518.47,buy,1.0,,1.0,,,,,,1748688207.541
1809,ETH-252314564,1748691718952,0,0.0335,0.033461,70.04,ETH-25JUL25-3200-C,2520.7,buy,1.0,,1.0,,,,,,1748691718.952
1810,ETH-252337485,1748707557118,0,0.034,0.033946,69.3,ETH-25JUL25-3200-C,2538.94,buy,1.0,,1.0,,,,,,1748707557.118
1811,ETH-252374066,1748748647494,2,0.033,0.032856,71.07,ETH-25JUL25-3200-C,2504.98,buy,2.0,,2.0,,,,,,1748748647.494
1812,ETH-252380313,1748759226356,0,0.0335,0.033471,70.78,ETH-25JUL25-3200-C,2516.57,buy,1.0,,1.0,,,,,,1748759226.356
1813,ETH-252398397,1748777938703,2,0.0325,0.032351,71.24,ETH-25JUL25-3200-C,2500.35,buy,1.0,,1.0,,,,,,1748777938.703
1814,ETH-252399694,1748779910371,0,0.033,0.032888,71.65,ETH-25JUL25-3200-C,2500.61,buy,1.0,,1.0,,,,,,1748779910.371
1815,ETH-252400366,1748780645103,1,0.033,0.032703,72.07,ETH-25JUL25-3200-C,2494.79,buy,1.0,,1.0,,,,,,1748780645.103
1816,ETH-252403257,1748781486200,2,0.032,0.031692,72.17,ETH-25JUL25-3200-C,2479.85,buy,1.0,,1.0,,,,,,1748781486.2
1817,ETH-252403493,1748781650920,3,0.032,0.032061,72.0,ETH-25JUL25-3200-C,2482.46,sell,6.0,,6.0,,,,,,1748781650.92
1818,ETH-252403494,1748781650922,3,0.032,0.032061,72.0,ETH-25JUL25-3200-C,2482.46,buy,24.0,,24.0,,,,,,1748781650.922
1819,ETH-252404088,1748782330393,0,0.0325,0.03235,72.28,ETH-25JUL25-3200-C,2484.65,buy,1.0,,1.0,,,,,,1748782330.393
1820,ETH-252404294,1748782686189,1,0.0325,0.032457,72.24,ETH-25JUL25-3200-C,2484.96,buy,1.0,,1.0,,,,,,1748782686.189
1821,ETH-252405312,1748783827203,0,0.0335,0.033315,72.45,ETH-25JUL25-3200-C,2494.5,buy,2.0,,2.0,,,,,,1748783827.203
1822,ETH-252406167,1748784747891,1,0.0335,0.033522,72.33,ETH-25JUL25-3200-C,2496.42,buy,1.0,,1.0,,,,,,1748784747.891
1823,ETH-252408055,1748786616909,1,0.0335,0.033558,72.18,ETH-25JUL25-3200-C,2498.88,buy,1.0,,1.0,,,,,,1748786616.909
1824,ETH-252408898,1748786951957,0,0.034,0.034085,72.12,ETH-25JUL25-3200-C,2506.07,buy,1.0,,1.0,,,,,,1748786951.957
1825,ETH-252422570,1748794198021,0,0.035,0.035164,71.4,ETH-25JUL25-3200-C,2530.07,buy,1.0,,1.0,,,,,,1748794198.021
1826,ETH-252423323,1748794229914,0,0.0355,0.035554,71.57,ETH-25JUL25-3200-C,2533.58,buy,1.0,,1.0,,,,,,1748794229.914
1827,ETH-252431966,1748799283971,0,0.036,0.036036,71.18,ETH-25JUL25-3200-C,2545.78,buy,1.0,,1.0,,,,,,1748799283.971
1828,ETH-252435179,1748802014662,2,0.0345,0.034417,71.23,ETH-25JUL25-3200-C,2527.66,sell,1.0,,1.0,,,,,,1748802014.662
1829,ETH-252438544,1748803570810,2,0.033,0.032767,71.53,ETH-25JUL25-3200-C,2505.39,buy,1.0,,1.0,,,,,,1748803570.81
1830,ETH-252439968,1748804140325,0,0.034,0.033869,71.23,ETH-25JUL25-3200-C,2521.98,buy,1.0,,1.0,,,,,,1748804140.325
1831,ETH-252452773,1748812127377,0,0.0345,0.034528,71.06,ETH-25JUL25-3200-C,2531.67,buy,1.0,,1.0,,,,,,1748812127.377
1832,ETH-252454060,1748813542907,1,0.0345,0.0347,70.79,ETH-25JUL25-3200-C,2536.71,buy,1.0,,1.0,,,,,,1748813542.907
1833,ETH-252455078,1748814366252,1,0.0345,0.0346,70.81,ETH-25JUL25-3200-C,2536.28,buy,1.0,,1.0,,,,,,1748814366.252
1834,ETH-252455809,1748815208631,0,0.035,0.034942,70.88,ETH-25JUL25-3200-C,2541.32,buy,1.0,,1.0,,,,,,1748815208.631
1835,ETH-252456845,1748815753169,0,0.0355,0.035511,70.8,ETH-25JUL25-3200-C,2547.69,buy,1.0,,1.0,,,,,,1748815753.169
1836,ETH-252457610,1748816662517,2,0.035,0.035045,70.75,ETH-25JUL25-3200-C,2542.67,buy,1.0,,1.0,,,,,,1748816662.517
1837,ETH-252459631,1748818449235,2,0.0345,0.034521,70.76,ETH-25JUL25-3200-C,2536.68,buy,1.0,,1.0,,,,,,1748818449.235
1838,ETH-252461278,1748819931746,0,0.035,0.035027,70.76,ETH-25JUL25-3200-C,2542.45,buy,1.0,,1.0,,,,,,1748819931.746
1839,ETH-252462093,1748820963637,1,0.035,0.035052,70.72,ETH-25JUL25-3200-C,2542.96,buy,1.0,,1.0,,,,,,1748820963.637
1840,ETH-252463035,1748822363568,2,0.0345,0.034519,70.61,ETH-25JUL25-3200-C,2538.9,buy,2.0,,2.0,,,,,,1748822363.568
1841,ETH-252464888,1748823732891,3,0.0345,0.034317,70.83,ETH-25JUL25-3200-C,2535.76,buy,1.0,,1.0,,,,,,1748823732.891
1842,ETH-252466953,1748826373248,3,0.0345,0.034469,70.78,ETH-25JUL25-3200-C,2537.1,buy,1.0,,1.0,,,,,,1748826373.248
1843,ETH-252468891,1748828111570,2,0.034,0.03396,70.71,ETH-25JUL25-3200-C,2531.54,buy,1.0,,1.0,,,,,,1748828111.57
1844,ETH-252471227,1748831345277,2,0.033,0.033048,70.53,ETH-25JUL25-3200-C,2522.42,buy,1.0,,1.0,,,,,,1748831345.277
1846,ETH-252471470,1748831657419,3,0.033,0.032702,70.83,ETH-25JUL25-3200-C,2518.23,buy,93.0,,93.0,,,,,,1748831657.419
1847,ETH-252471471,1748831657419,3,0.033,0.032702,70.83,ETH-25JUL25-3200-C,2518.23,buy,1.0,,1.0,,,,,,1748831657.419
1845,ETH-252471469,1748831657419,3,0.033,0.032702,70.83,ETH-25JUL25-3200-C,2518.23,buy,1.0,,1.0,,,,,,1748831657.419
1848,ETH-252471472,1748831657423,3,0.033,0.032702,70.83,ETH-25JUL25-3200-C,2518.23,sell,55.0,,55.0,,,,,,1748831657.423
1849,ETH-252471523,1748831772883,3,0.033,0.032721,70.83,ETH-25JUL25-3200-C,2518.47,sell,100.0,,100.0,,,,,,1748831772.883
1850,ETH-252471614,1748831979974,3,0.033,0.032819,70.76,ETH-25JUL25-3200-C,2519.28,buy,1.0,,1.0,,,,,,1748831979.974
1851,ETH-252471615,1748831979988,3,0.033,0.032819,70.76,ETH-25JUL25-3200-C,2519.28,sell,124.0,,124.0,,,,,,1748831979.988
1852,ETH-252471629,1748832000793,3,0.033,0.032858,70.71,ETH-25JUL25-3200-C,2519.82,sell,125.0,,125.0,,,,,,1748832000.793
1853,ETH-252485014,1748843101777,2,0.0295,0.029711,70.0,ETH-25JUL25-3200-C,2487.96,sell,16.0,,16.0,,,,,,1748843101.777
1854,ETH-252488601,1748845492990,3,0.0295,0.029639,69.72,ETH-25JUL25-3200-C,2492.46,buy,1.0,,1.0,,,,,,1748845492.99
1855,ETH-252489037,1748846110872,3,0.0295,0.029678,69.64,ETH-25JUL25-3200-C,2494.12,sell,5.0,,5.0,,,,,,1748846110.872
1856,ETH-252494040,1748848719724,0,0.031,0.030962,69.58,ETH-25JUL25-3200-C,2514.53,buy,1.0,,1.0,,,,,,1748848719.724
1857,ETH-252496567,1748850878130,2,0.0305,0.030557,69.55,ETH-25JUL25-3200-C,2509.11,sell,5.0,,5.0,,,,,,1748850878.13
1858,ETH-252500653,1748853183884,0,0.031,0.031047,69.65,ETH-25JUL25-3200-C,2514.22,sell,125.0,,125.0,,,,,,1748853183.884
1859,ETH-252501073,1748853514859,2,0.0305,0.030393,69.69,ETH-25JUL25-3200-C,2507.47,buy,14.0,,14.0,,,,,,1748853514.859
1860,ETH-252506459,1748856703334,2,0.029,0.028938,69.69,ETH-25JUL25-3200-C,2488.22,sell,2.0,,2.0,,,,,,1748856703.334
1861,ETH-252511252,1748859383973,2,0.0285,0.028671,69.4,ETH-25JUL25-3200-C,2486.35,sell,2.0,,2.0,,,,,,1748859383.973
1862,ETH-252523801,1748870307517,0,0.029,0.028917,69.25,ETH-25JUL25-3200-C,2496.1,buy,17.0,,17.0,,,,,,1748870307.517
1863,ETH-252523942,1748870343384,1,0.029,0.028947,69.22,ETH-25JUL25-3200-C,2496.4,buy,1.0,,1.0,,,,,,1748870343.384
1864,ETH-252523965,1748870373808,1,0.029,0.028877,69.29,ETH-25JUL25-3200-C,2495.5,buy,1.0,,1.0,,,,,,1748870373.808
1865,ETH-252523977,1748870378874,1,0.029,0.028814,69.36,ETH-25JUL25-3200-C,2494.5,buy,13.0,,13.0,,,,,,1748870378.874
1866,ETH-252524083,1748870502111,1,0.029,0.028747,69.42,ETH-25JUL25-3200-C,2493.43,buy,5.0,,5.0,,,,,,1748870502.111
1867,ETH-252524349,1748870770019,1,0.029,0.028874,69.3,ETH-25JUL25-3200-C,2495.48,buy,1.0,,1.0,,,,,,1748870770.019
1868,ETH-252526918,1748871642306,0,0.0305,0.030428,69.19,ETH-25JUL25-3200-C,2516.84,buy,1.0,,1.0,,,,,,1748871642.306
1869,ETH-252527342,1748871896893,1,0.0305,0.030257,69.4,ETH-25JUL25-3200-C,2513.54,buy,2.0,,2.0,,,,,,1748871896.893
1870,ETH-252533804,1748873196765,2,0.03,0.029851,69.26,ETH-25JUL25-3200-C,2509.43,buy,1.0,,1.0,,,,,,1748873196.765
1871,ETH-252534964,1748873693965,0,0.0305,0.030377,69.25,ETH-25JUL25-3200-C,2516.08,buy,1.0,,1.0,,,,,,1748873693.965
1872,ETH-252537980,1748874400672,0,0.032,0.032099,69.04,ETH-25JUL25-3200-C,2538.01,buy,1.0,,1.0,,,,,,1748874400.672
1873,ETH-252540289,1748875124613,2,0.0315,0.03151,69.07,ETH-25JUL25-3200-C,2531.75,buy,1.0,,1.0,,,,,,1748875124.613
1874,ETH-252543213,1748876377196,3,0.0315,0.031548,68.99,ETH-25JUL25-3200-C,2532.63,buy,1.0,,1.0,,,,,,1748876377.196
1875,ETH-252548353,1748878420722,0,0.032,0.031918,68.91,ETH-25JUL25-3200-C,2541.51,buy,1.0,,1.0,,,,,,1748878420.722
1876,ETH-252549162,1748879087173,1,0.032,0.032006,68.86,ETH-25JUL25-3200-C,2542.18,buy,1.0,,1.0,,,,,,1748879087.173
1877,ETH-252552793,1748880150642,1,0.032,0.031984,68.86,ETH-25JUL25-3200-C,2542.59,buy,1.0,,1.0,,,,,,1748880150.642
1878,ETH-252558200,1748882893597,2,0.0315,0.031846,68.29,ETH-25JUL25-3200-C,2544.66,sell,179.0,,179.0,,,,,,1748882893.597
1879,ETH-252558201,1748882893597,3,0.0315,0.031846,68.29,ETH-25JUL25-3200-C,2544.66,sell,63.0,,63.0,,,,,,1748882893.597
1880,ETH-252567364,1748888781992,0,0.033,0.032865,68.35,ETH-25JUL25-3200-C,2563.67,buy,1.0,,1.0,,,,,,1748888781.992
1881,ETH-252567786,1748888980135,2,0.0325,0.032512,68.22,ETH-25JUL25-3200-C,2559.85,buy,12.0,,12.0,,,,,,1748888980.135
1882,ETH-252577916,1748893561858,2,0.0305,0.030456,68.73,ETH-25JUL25-3200-C,2528.68,buy,15.0,,15.0,,,,,,1748893561.858
1883,ETH-252581861,1748895074399,0,0.0315,0.031665,68.35,ETH-25JUL25-3200-C,2545.63,buy,1.0,,1.0,,,,,,1748895074.399
1884,ETH-252582719,1748895749895,1,0.0315,0.031358,68.57,ETH-25JUL25-3200-C,2542.77,buy,1.0,,1.0,,,,,,1748895749.895
1885,ETH-252582985,1748896260675,1,0.0315,0.031438,68.48,ETH-25JUL25-3200-C,2543.83,buy,11.0,,11.0,,,,,,1748896260.675
1886,ETH-252584907,1748898130092,1,0.0315,0.03142,68.49,ETH-25JUL25-3200-C,2543.91,buy,1.0,,1.0,,,,,,1748898130.092
1887,ETH-252585061,1748898310979,1,0.0315,0.03145,68.36,ETH-25JUL25-3200-C,2545.9,buy,17.0,,17.0,,,,,,1748898310.979
1888,ETH-252585062,1748898312385,1,0.0315,0.031464,68.35,ETH-25JUL25-3200-C,2546.07,buy,10.0,,10.0,,,,,,1748898312.385
1889,ETH-252593424,1748902746477,0,0.0335,0.033272,68.06,ETH-25JUL25-3200-C,2575.98,buy,2.0,,2.0,,,,,,1748902746.477
1890,ETH-252593425,1748902746477,1,0.0335,0.033272,68.06,ETH-25JUL25-3200-C,2575.98,buy,1.0,,1.0,,,,,,1748902746.477
1891,ETH-252607231,1748906973314,0,0.036,0.035732,67.91,ETH-25JUL25-3200-C,2606.92,buy,1.0,,1.0,,,,,,1748906973.314
1892,ETH-252613742,1748910455959,0,0.0365,0.036723,67.71,ETH-25JUL25-3200-C,2616.13,sell,1.0,,1.0,,,,,,1748910455.959
1893,ETH-252619691,1748915190352,0,0.039,0.038933,67.79,ETH-25JUL25-3200-C,2643.31,buy,1.0,,1.0,,,,,,1748915190.352
1894,ETH-252622214,1748916298203,1,0.039,0.039033,67.66,ETH-25JUL25-3200-C,2645.41,sell,10.0,,10.0,,,,,,1748916298.203
1895,ETH-252628250,1748921481724,2,0.035,0.034948,67.91,ETH-25JUL25-3200-C,2596.2,sell,2.0,,2.0,,,,,,1748921481.724
1896,ETH-252630115,1748924547216,3,0.035,0.035083,67.71,ETH-25JUL25-3200-C,2599.73,buy,6.0,,6.0,,,,,,1748924547.216
1897,ETH-252630116,1748924547216,3,0.035,0.035083,67.71,ETH-25JUL25-3200-C,2599.73,buy,1.0,,1.0,,,,,,1748924547.216
1898,ETH-252630296,1748924786332,0,0.0355,0.035333,67.91,ETH-25JUL25-3200-C,2602.34,buy,1.0,,1.0,,,,,,1748924786.332
1899,ETH-252630297,1748924786332,1,0.0355,0.035333,67.91,ETH-25JUL25-3200-C,2602.34,buy,13.0,,13.0,,,,,,1748924786.332
1900,ETH-252631949,1748928530347,0,0.036,0.035787,68.13,ETH-25JUL25-3200-C,2605.46,buy,1.0,,1.0,,,,,,1748928530.347
1901,ETH-252642151,1748939834037,2,0.035,0.035232,67.71,ETH-25JUL25-3200-C,2602.73,sell,2.0,,2.0,,,,,,1748939834.037
1902,ETH-252653248,1748953411899,2,0.034,0.034257,66.88,ETH-25JUL25-3200-C,2603.4,sell,5.0,,5.0,,,,,,1748953411.899
1903,ETH-252656610,1748955772831,0,0.0355,0.035349,67.18,ETH-25JUL25-3200-C,2616.83,buy,1.0,,1.0,,,,,,1748955772.831
1904,ETH-252657108,1748955969978,1,0.0355,0.035439,67.15,ETH-25JUL25-3200-C,2617.6,buy,10.0,,10.0,,,,,,1748955969.978
1905,ETH-252657109,1748955969978,1,0.0355,0.035439,67.15,ETH-25JUL25-3200-C,2617.6,buy,100.0,,100.0,,,,,,1748955969.978
1906,ETH-252745457,1749036228039,2,0.035,0.035187,66.11,ETH-25JUL25-3200-C,2636.19,buy,2.0,,2.0,,,,,,1749036228.039
1907,ETH-252756471,1749044674298,2,0.034,0.034168,66.4,ETH-25JUL25-3200-C,2621.95,buy,1.0,,1.0,,,,,,1749044674.298
1908,ETH-252771074,1749050232507,0,0.037,0.036814,66.48,ETH-25JUL25-3200-C,2656.39,buy,1.0,,1.0,,,,,,1749050232.507
1909,ETH-252776012,1749051523213,0,0.0375,0.037515,66.24,ETH-25JUL25-3200-C,2665.72,buy,1.0,,1.0,,,,,,1749051523.213
1910,ETH-252778993,1749052087807,0,0.038,0.037796,66.44,ETH-25JUL25-3200-C,2669.03,buy,1.0,,1.0,,,,,,1749052087.807
1911,ETH-252782985,1749053884952,2,0.0374,0.036977,66.78,ETH-25JUL25-3200-C,2657.93,buy,1000.0,,1000.0,ETH-CDIAG-29AUG25_25JUL25-4000_3200,2.0,BLOCK-203132,,,1749053884.952
1912,ETH-252782995,1749053900939,0,0.0376,0.036992,66.94,ETH-25JUL25-3200-C,2658.09,buy,691.0,,691.0,ETH-CDIAG-29AUG25_25JUL25-4000_3200,2.0,BLOCK-203133,,,1749053900.939
1913,ETH-252785339,1749055116244,2,0.0371,0.036731,66.62,ETH-25JUL25-3200-C,2656.78,buy,1000.0,,1000.0,ETH-CDIAG-29AUG25_25JUL25-4000_3200,2.0,BLOCK-203138,,,1749055116.244
1914,ETH-252793450,1749063327604,2,0.035,0.034938,66.68,ETH-25JUL25-3200-C,2631.74,sell,1.0,,1.0,,,,,,1749063327.604
1915,ETH-252800994,1749068523632,2,0.033,0.032757,66.77,ETH-25JUL25-3200-C,2607.54,buy,1.0,,1.0,,,,,,1749068523.632
1916,ETH-252802813,1749069915650,3,0.033,0.03288,66.72,ETH-25JUL25-3200-C,2608.45,buy,1.0,,1.0,,,,,,1749069915.65
1917,ETH-252806155,1749074141923,0,0.034,0.033786,66.67,ETH-25JUL25-3200-C,2621.5,buy,1.0,,1.0,,,,,,1749074141.923
1918,ETH-252806156,1749074141923,0,0.0345,0.033786,67.09,ETH-25JUL25-3200-C,2621.5,buy,49.0,,49.0,,,,,,1749074141.923
1920,ETH-252809257,1749078670277,3,0.0335,0.033136,66.87,ETH-25JUL25-3200-C,2612.72,buy,50.0,,50.0,,,,,,1749078670.277
1919,ETH-252809256,1749078670277,2,0.0335,0.033136,66.87,ETH-25JUL25-3200-C,2612.72,buy,1.0,,1.0,,,,,,1749078670.277
1921,ETH-252812172,1749084622299,3,0.0335,0.032749,67.3,ETH-25JUL25-3200-C,2607.63,buy,76.0,,76.0,,,,,,1749084622.299
1922,ETH-252812477,1749085120229,0,0.034,0.03347,67.3,ETH-25JUL25-3200-C,2613.61,buy,14.0,,14.0,,,,,,1749085120.229
1923,ETH-252818129,1749092999626,2,0.0335,0.033512,66.22,ETH-25JUL25-3200-C,2623.39,buy,2.0,,2.0,,,,,,1749092999.626
1924,ETH-252820703,1749097081112,0,0.034,0.034038,66.11,ETH-25JUL25-3200-C,2630.93,buy,1.0,,1.0,,,,,,1749097081.112
1925,ETH-252820925,1749097412958,1,0.034,0.033989,66.14,ETH-25JUL25-3200-C,2630.68,buy,1.0,,1.0,,,,,,1749097412.958
1926,ETH-252822613,1749101118223,2,0.033,0.033295,65.64,ETH-25JUL25-3200-C,2626.33,buy,25.0,,25.0,,,,,,1749101118.223
1927,ETH-252831227,1749108567865,2,0.0325,0.032411,66.19,ETH-25JUL25-3200-C,2613.17,buy,1.0,,1.0,,,,,,1749108567.865
1928,ETH-252831269,1749108639327,3,0.0325,0.032326,66.25,ETH-25JUL25-3200-C,2612.44,sell,2.0,,2.0,,,,,,1749108639.327
1929,ETH-252839872,1749117402829,3,0.0325,0.032008,66.64,ETH-25JUL25-3200-C,2607.74,buy,1.0,,1.0,,,,,,1749117402.829
1930,ETH-252840903,1749117786897,0,0.0355,0.035086,68.95,ETH-25JUL25-3200-C,2610.24,sell,30.0,,30.0,,,,,,1749117786.897
1931,ETH-252840904,1749117787719,1,0.0355,0.03509,68.95,ETH-25JUL25-3200-C,2610.26,sell,2.0,,2.0,,,,,,1749117787.719
1932,ETH-252840907,1749117797130,1,0.0355,0.035201,68.94,ETH-25JUL25-3200-C,2610.32,sell,13.0,,13.0,,,,,,1749117797.13
1933,ETH-252841131,1749117912855,1,0.0355,0.035261,68.94,ETH-25JUL25-3200-C,2610.21,buy,1.0,,1.0,,,,,,1749117912.855
1934,ETH-252841406,1749118122893,2,0.0353,0.03531,68.71,ETH-25JUL25-3200-C,2611.08,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203226,,,1749118122.893
1935,ETH-252841571,1749118181593,0,0.0355,0.035484,68.68,ETH-25JUL25-3200-C,2613.92,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203227,,,1749118181.593
1936,ETH-252841576,1749118193305,2,0.0354,0.035479,68.6,ETH-25JUL25-3200-C,2613.94,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203228,,,1749118193.305
1937,ETH-252841587,1749118204242,3,0.0354,0.035438,68.6,ETH-25JUL25-3200-C,2613.99,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203229,,,1749118204.242
1938,ETH-252841627,1749118217863,3,0.0354,0.035373,68.65,ETH-25JUL25-3200-C,2613.38,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203230,,,1749118217.863
1939,ETH-252841660,1749118229053,2,0.0353,0.035267,68.6,ETH-25JUL25-3200-C,2613.2,buy,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203231,,,1749118229.053
1940,ETH-252841901,1749118399437,2,0.0343,0.034718,67.78,ETH-25JUL25-3200-C,2612.93,sell,500.0,,500.0,,1.0,BLOCK-203234,,,1749118399.437
1941,ETH-252841935,1749118423252,2,0.0342,0.034743,67.63,ETH-25JUL25-3200-C,2613.88,sell,500.0,,500.0,,1.0,BLOCK-203236,,,1749118423.252
1942,ETH-252842045,1749118535615,2,0.034,0.034455,67.49,ETH-25JUL25-3200-C,2613.3,buy,1.0,,1.0,,,,,,1749118535.615
1943,ETH-252843356,1749119605231,2,0.0325,0.032804,66.83,ETH-25JUL25-3200-C,2605.72,buy,25.0,,25.0,,,,,,1749119605.231
1944,ETH-252851643,1749125858541,0,0.034,0.03346,66.99,ETH-25JUL25-3200-C,2622.57,buy,1.0,,1.0,,,,,,1749125858.541
1945,ETH-252854384,1749126666303,0,0.036,0.036345,68.61,ETH-25JUL25-3200-C,2622.09,sell,100.0,,100.0,,,,,,1749126666.303
1946,ETH-252859275,1749128229730,0,0.0378,0.037799,68.78,ETH-25JUL25-3200-C,2639.22,buy,500.0,,500.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203266,,,1749128229.73
1947,ETH-252875350,1749132355244,2,0.034,0.033868,68.96,ETH-25JUL25-3200-C,2594.91,buy,5.0,,5.0,,,,,,1749132355.244
1948,ETH-252939775,1749154238313,2,0.028,0.028134,69.5,ETH-25JUL25-3200-C,2515.36,sell,1.0,,1.0,,,,,,1749154238.313
1949,ETH-252959843,1749155622696,2,0.0245,0.02465,70.53,ETH-25JUL25-3200-C,2451.82,sell,60.0,,60.0,,,,,,1749155622.696
1950,ETH-252961447,1749155710628,3,0.0245,0.024753,70.48,ETH-25JUL25-3200-C,2452.27,sell,54.0,,54.0,,,,,,1749155710.628
1951,ETH-252970752,1749156259064,2,0.0235,0.022647,72.29,ETH-25JUL25-3200-C,2411.16,buy,1.0,,1.0,,,,,,1749156259.064
1952,ETH-252972332,1749156364855,0,0.024,0.023873,71.61,ETH-25JUL25-3200-C,2428.25,sell,13.0,,13.0,,,,,,1749156364.855
1953,ETH-252980218,1749157012392,2,0.0235,0.023171,72.42,ETH-25JUL25-3200-C,2408.3,buy,1.0,,1.0,,,,,,1749157012.392
1954,ETH-252986726,1749157643415,0,0.0245,0.024444,72.62,ETH-25JUL25-3200-C,2421.49,buy,1.0,,1.0,,,,,,1749157643.415
1955,ETH-253018037,1749168712467,2,0.024,0.02395,72.88,ETH-25JUL25-3200-C,2411.53,sell,1.0,,1.0,,,,,,1749168712.467
1957,ETH-253034989,1749178529932,1,0.025,0.025013,72.63,ETH-25JUL25-3200-C,2431.04,buy,1.0,,1.0,,,,,,1749178529.932
1956,ETH-253034988,1749178529932,0,0.025,0.025013,72.63,ETH-25JUL25-3200-C,2431.04,buy,1.0,,1.0,,,,,,1749178529.932
1958,ETH-253034990,1749178529934,1,0.025,0.025013,72.63,ETH-25JUL25-3200-C,2431.04,sell,8.0,,8.0,,,,,,1749178529.934
1959,ETH-253035006,1749178536814,1,0.025,0.025059,72.6,ETH-25JUL25-3200-C,2431.58,sell,10.0,,10.0,,,,,,1749178536.814
1960,ETH-253035049,1749178539936,1,0.025,0.025086,72.55,ETH-25JUL25-3200-C,2432.19,sell,10.0,,10.0,,,,,,1749178539.936
1961,ETH-253035776,1749178747322,0,0.0255,0.025249,72.83,ETH-25JUL25-3200-C,2435.44,buy,10.0,,10.0,,,,,,1749178747.322
1962,ETH-253036274,1749179122509,2,0.025,0.025132,72.45,ETH-25JUL25-3200-C,2433.66,sell,12.0,,12.0,,,,,,1749179122.509
1963,ETH-253036570,1749179181542,2,0.0247,0.024957,72.36,ETH-25JUL25-3200-C,2430.55,sell,500.0,ETH-253036569,500.0,ETH-CS-25JUL25-2700_3200,,,,,1749179181.542
1964,ETH-253041369,1749182483310,0,0.0255,0.025867,71.74,ETH-25JUL25-3200-C,2452.81,sell,1.0,,1.0,,,,,,1749182483.31
1965,ETH-253041370,1749182483312,1,0.0255,0.025867,71.74,ETH-25JUL25-3200-C,2452.81,buy,24.0,,24.0,,,,,,1749182483.312
1966,ETH-253043194,1749183037806,1,0.0255,0.025897,71.64,ETH-25JUL25-3200-C,2453.93,buy,25.0,,25.0,,,,,,1749183037.806
1967,ETH-253051436,1749189003263,0,0.026,0.026102,71.68,ETH-25JUL25-3200-C,2461.36,sell,14.0,,14.0,,,,,,1749189003.263
1968,ETH-253070656,1749199432994,2,0.0255,0.025444,71.11,ETH-25JUL25-3200-C,2462.82,buy,25.0,,25.0,,,,,,1749199432.994
1969,ETH-253070657,1749199432994,3,0.0255,0.025444,71.11,ETH-25JUL25-3200-C,2462.82,buy,15.0,,15.0,,,,,,1749199432.994
1970,ETH-253082310,1749209021877,0,0.0265,0.026847,70.2,ETH-25JUL25-3200-C,2491.88,sell,1.0,,1.0,,,,,,1749209021.877
1971,ETH-253086733,1749213005383,0,0.027,0.02671,70.98,ETH-25JUL25-3200-C,2487.81,buy,20.0,,20.0,,,,,,1749213005.383
1972,ETH-253100063,1749218205928,0,0.0275,0.027525,70.41,ETH-25JUL25-3200-C,2504.41,buy,10.0,,10.0,,,,,,1749218205.928
1973,ETH-253103073,1749220827372,0,0.0285,0.028398,70.56,ETH-25JUL25-3200-C,2515.83,buy,1.0,,1.0,,,,,,1749220827.372
1974,ETH-253108971,1749224317107,2,0.028,0.027792,70.79,ETH-25JUL25-3200-C,2506.38,buy,1.0,,1.0,,,,,,1749224317.107
1975,ETH-253110676,1749225785259,2,0.0275,0.028182,69.98,ETH-25JUL25-3200-C,2511.51,sell,1.0,,1.0,,,,,,1749225785.259
