trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,block_rfq_id,combo_id,combo_trade_id,liquidation,unix_sec
5051,373879781,1751314041077,2,0.0285,0.02860625,35.9,BTC-25JUL25-110000-C,107650.15,buy,1.7,1.7,,,,,,,1751314041.077
5052,373883856,1751316020505,2,0.0283,0.02840795,35.82,BTC-25JUL25-110000-C,107631.97,buy,0.1,0.1,,,,BTC-CCAL-25JUL25_3JUL25-110000,373883855,,1751316020.505
5053,373886566,1751317824969,2,0.028,0.02786359,36.15,BTC-25JUL25-110000-C,107460.58,sell,0.1,0.1,,,,,,,1751317824.969
5054,373887728,1751320132838,2,0.0275,0.02758335,36.08,BTC-25JUL25-110000-C,107350.74,sell,0.3,0.3,,,,,,,1751320132.838
5055,373887729,1751320132840,3,0.0275,0.02758335,36.08,BTC-25JUL25-110000-C,107350.74,buy,0.8,0.8,,,,,,,1751320132.84
5056,373887825,1751320280768,3,0.0275,0.02747949,36.18,BTC-25JUL25-110000-C,107316.62,sell,0.3,0.3,,,,,,,1751320280.768
5057,373887826,1751320280772,3,0.0275,0.02747949,36.18,BTC-25JUL25-110000-C,107316.62,buy,1.7,1.7,,,,,,,1751320280.772
5058,373887980,1751320374924,2,0.027,0.02718182,36.01,BTC-25JUL25-110000-C,107242.22,sell,2.0,2.0,,,,,,,1751320374.924
5059,373887990,1751320384802,3,0.027,0.02713302,36.03,BTC-25JUL25-110000-C,107236.93,buy,2.0,2.0,,,,,,,1751320384.802
5060,373888038,1751320395209,3,0.027,0.02717335,35.97,BTC-25JUL25-110000-C,107250.68,sell,0.3,0.3,,,,,,,1751320395.209
5061,373888039,1751320395212,3,0.027,0.02717335,35.97,BTC-25JUL25-110000-C,107250.68,buy,1.7,1.7,,,,,,,1751320395.212
5062,373888535,1751320443017,2,0.0265,0.02653878,36.13,BTC-25JUL25-110000-C,107060.78,sell,2.0,2.0,,,,,,,1751320443.017
5063,373888703,1751320461875,3,0.0265,0.02642002,36.31,BTC-25JUL25-110000-C,107004.66,sell,2.0,2.0,,,,,,,1751320461.875
5064,373888779,1751320474452,3,0.0265,0.02655642,36.15,BTC-25JUL25-110000-C,107044.58,sell,23.0,23.0,,,,,,,1751320474.452
5065,373888831,1751320480802,3,0.0265,0.02665567,36.09,BTC-25JUL25-110000-C,107056.81,sell,2.0,2.0,,,,,,,1751320480.802
5066,373889118,1751320529054,0,0.027,0.02710932,36.13,BTC-25JUL25-110000-C,107162.81,buy,2.0,2.0,,,,,,,1751320529.054
5067,373889465,1751320583067,2,0.0265,0.02720508,36.1,BTC-25JUL25-110000-C,107035.08,sell,2.0,2.0,,,,,,,1751320583.067
5068,373889477,1751320584280,3,0.0265,0.02661491,36.12,BTC-25JUL25-110000-C,107031.62,sell,20.0,20.0,,,,,,,1751320584.28
5069,373889489,1751320586088,3,0.0265,0.02661291,36.13,BTC-25JUL25-110000-C,107029.63,sell,0.4,0.4,,,,,,,1751320586.088
5070,373889965,1751320683608,3,0.0265,0.02664734,35.95,BTC-25JUL25-110000-C,107083.36,buy,2.0,2.0,,,,,,,1751320683.608
5071,373893823,1751327941987,3,0.0265,0.02633492,35.87,BTC-25JUL25-110000-C,107158.96,buy,0.1,0.1,,,,,,,1751327941.987
5072,373893826,1751327942024,3,0.0265,0.02633492,35.87,BTC-25JUL25-110000-C,107158.96,buy,0.1,0.1,,,,,,,1751327942.024
5073,373893827,1751327942039,3,0.0265,0.02633492,35.87,BTC-25JUL25-110000-C,107158.96,buy,1.0,1.0,,,,,,,1751327942.039
5074,373893832,1751327942159,3,0.0265,0.02633492,35.87,BTC-25JUL25-110000-C,107158.96,buy,0.8,0.8,,,,,,,1751327942.159
