trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,unix_sec
2326,376331199,1752735102809,1,0.0003,0.00028483,65.64,BTC-25JUL25-150000-C,118460.98,sell,0.1,,,0.1,1752735102.809
2327,376331258,1752735402826,1,0.0003,0.00028544,65.65,BTC-25JUL25-150000-C,118475.71,sell,0.1,,,0.1,1752735402.826
2328,376331899,1752735702887,1,0.0003,0.00027657,65.97,BTC-25JUL25-150000-C,118323.64,sell,0.1,,,0.1,1752735702.887
2329,376346741,1752743876963,2,0.0002,0.00031319,62.72,BTC-25JUL25-150000-C,118617.34,sell,0.1,,,0.1,1752743876.963
2330,376457510,1752788639219,3,0.0002,0.00019681,60.87,BTC-25JUL25-150000-C,120589.72,sell,15.0,,,15.0,1752788639.219
2331,376457511,1752788639232,3,0.0002,0.00019681,60.87,BTC-25JUL25-150000-C,120589.72,sell,0.1,,,0.1,1752788639.232
2332,376461103,1752789686684,3,0.0002,0.00018886,61.35,BTC-25JUL25-150000-C,120372.66,sell,0.1,,,0.1,1752789686.684
2333,376461624,1752789986779,3,0.0002,0.00018214,61.63,BTC-25JUL25-150000-C,120248.17,sell,0.1,,,0.1,1752789986.779
2334,376462193,1752790286792,3,0.0002,0.00018202,61.78,BTC-25JUL25-150000-C,120193.14,sell,0.1,,,0.1,1752790286.792
2335,376463105,1752790586840,3,0.0002,0.00019861,61.07,BTC-25JUL25-150000-C,120527.61,sell,0.1,,,0.1,1752790586.84
2336,376472232,1752794708320,2,0.0001,0.00017506,58.66,BTC-25JUL25-150000-C,119584.5,sell,0.1,,,0.1,1752794708.32
2338,376472234,1752794708320,3,0.0001,0.00017506,58.66,BTC-25JUL25-150000-C,119584.5,sell,0.1,,,0.1,1752794708.32
2337,376472233,1752794708320,3,0.0001,0.00017506,58.66,BTC-25JUL25-150000-C,119584.5,sell,0.1,,,0.1,1752794708.32
2339,376472235,1752794708320,3,0.0001,0.00017506,58.66,BTC-25JUL25-150000-C,119584.5,sell,0.1,,,0.1,1752794708.32
2340,376472236,1752794708320,3,0.0001,0.00017506,58.66,BTC-25JUL25-150000-C,119584.5,sell,0.8,,,0.8,1752794708.32
2341,376502734,1752813801936,0,0.0002,0.00021775,62.61,BTC-25JUL25-150000-C,120350.39,sell,0.1,,,0.1,1752813801.936
2342,376503170,1752814141861,1,0.0002,0.00021679,62.35,BTC-25JUL25-150000-C,120496.84,sell,0.1,,,0.1,1752814141.861
2343,376503670,1752814609953,1,0.0002,0.00021471,62.24,BTC-25JUL25-150000-C,120547.08,sell,0.1,,,0.1,1752814609.953
2344,376503956,1752814910056,1,0.0002,0.00021008,62.36,BTC-25JUL25-150000-C,120497.78,sell,0.1,,,0.1,1752814910.056
2345,376504393,1752815212671,1,0.0002,0.00020779,62.51,BTC-25JUL25-150000-C,120420.94,sell,0.1,,,0.1,1752815212.671
2346,376538173,1752826297295,2,0.0001,0.0001452,60.43,BTC-25JUL25-150000-C,119427.58,sell,0.1,,,0.1,1752826297.295
2347,376538191,1752826305185,3,0.0001,0.00014427,60.46,BTC-25JUL25-150000-C,119416.43,sell,0.1,,,0.1,1752826305.185
2348,376563042,1752836955302,0,0.0002,0.00014176,66.38,BTC-25JUL25-150000-C,119149.3,buy,0.1,,,0.1,1752836955.302
2349,376563045,1752836956637,1,0.0002,0.00014178,66.38,BTC-25JUL25-150000-C,119149.97,buy,0.1,,,0.1,1752836956.637
2350,376563046,1752836957992,1,0.0002,0.00014192,66.37,BTC-25JUL25-150000-C,119150.24,buy,0.1,,,0.1,1752836957.992
2351,376563047,1752836959177,1,0.0002,0.00014195,66.37,BTC-25JUL25-150000-C,119150.81,buy,0.1,,,0.1,1752836959.177
2352,376563119,1752837084667,2,0.0001,0.0001421,61.63,BTC-25JUL25-150000-C,119134.2,sell,0.1,,,0.1,1752837084.667
2353,376664092,1752869509207,3,0.0001,0.00014018,67.58,BTC-25JUL25-150000-C,117249.66,sell,28.9,,,28.9,1752869509.207
2356,376664095,1752869509207,3,0.0001,0.00014018,67.58,BTC-25JUL25-150000-C,117249.66,sell,1.0,,,1.0,1752869509.207
2355,376664094,1752869509207,3,0.0001,0.00014018,67.58,BTC-25JUL25-150000-C,117249.66,sell,1.5,,,1.5,1752869509.207
2357,376664096,1752869509207,3,0.0001,0.00014018,67.58,BTC-25JUL25-150000-C,117249.66,sell,0.1,,,0.1,1752869509.207
2354,376664093,1752869509207,3,0.0001,0.00014018,67.58,BTC-25JUL25-150000-C,117249.66,sell,3.5,,,3.5,1752869509.207
2358,376669782,1752871074671,3,0.0001,0.00012645,68.33,BTC-25JUL25-150000-C,116948.38,buy,0.1,,,0.1,1752871074.671
2359,376706004,1752916118988,3,0.0001,0.00012897,68.19,BTC-25JUL25-150000-C,118222.89,buy,0.3,,,0.3,1752916118.988
2360,376722848,1752939047944,3,0.0001,0.00014609,69.68,BTC-25JUL25-150000-C,118259.5,sell,3.0,,,3.0,1752939047.944
2361,376873007,1753086207195,3,0.0001,3.247e-05,80.54,BTC-25JUL25-150000-C,119322.61,buy,0.1,,,0.1,1753086207.195
2362,376929100,1753118220606,3,0.0001,9.7e-06,88.51,BTC-25JUL25-150000-C,117973.58,buy,0.1,,,0.1,1753118220.606
2363,376929101,1753118222948,3,0.0001,9.76e-06,88.5,BTC-25JUL25-150000-C,117974.42,buy,0.1,,,0.1,1753118222.948
2364,376929102,1753118224099,3,0.0001,9.76e-06,88.5,BTC-25JUL25-150000-C,117976.55,buy,0.1,,,0.1,1753118224.099
2365,376929103,1753118225908,3,0.0001,9.77e-06,88.48,BTC-25JUL25-150000-C,117980.55,buy,0.1,,,0.1,1753118225.908
2366,376976996,1753148685304,3,0.0001,9.6e-06,94.0,BTC-25JUL25-150000-C,117721.46,buy,0.5,,,0.5,1753148685.304
2367,376976997,1753148685304,3,0.0001,9.6e-06,94.0,BTC-25JUL25-150000-C,117721.46,buy,4.0,,,4.0,1753148685.304
2368,377182330,1753268694927,3,0.0001,6.6e-07,121.46,BTC-25JUL25-150000-C,118435.34,sell,5.0,128.0,BLOCK-212796,5.0,1753268694.927
