trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_trade_id,combo_id,block_rfq_id,unix_sec
1370,373888318,1751320439817,0,0.0265,0.02644206,36.24,BTC-25JUL25-105000-P,107242.14,buy,0.9,0.9,,,,,,1751320439.817
1371,373893413,1751327479849,1,0.0265,0.0263514,36.1,BTC-25JUL25-105000-P,107176.74,sell,0.1,0.1,,,,,,1751327479.849
1372,373894734,1751328834971,2,0.0255,0.02566484,35.82,BTC-25JUL25-105000-P,107371.5,sell,0.1,0.1,,,,,,1751328834.971
1373,373905127,1751346392556,0,0.027,0.02671096,36.03,BTC-25JUL25-105000-P,106956.97,buy,0.1,0.1,,,,,,1751346392.556
1374,373926342,1751359990905,0,0.0275,0.02761782,35.38,BTC-25JUL25-105000-P,106743.68,buy,0.1,0.1,,,,,,1751359990.905
1375,373930003,1751362813457,0,0.028,0.02792526,35.31,BTC-25JUL25-105000-P,106573.35,sell,0.7,0.7,,,,,,1751362813.457
1376,373932409,1751363867828,1,0.028,0.02779892,35.55,BTC-25JUL25-105000-P,106605.69,buy,0.2,0.2,,,,,,1751363867.828
1377,373933313,1751364100479,1,0.028,0.02798884,35.39,BTC-25JUL25-105000-P,106581.61,sell,0.2,0.2,,,,,,1751364100.479
1378,373933864,1751364305085,2,0.0275,0.02783346,35.08,BTC-25JUL25-105000-P,106633.6,sell,0.2,0.2,,,,,,1751364305.085
1379,373934138,1751364487744,0,0.028,0.02793787,35.52,BTC-25JUL25-105000-P,106605.16,buy,0.1,0.1,,,,,,1751364487.744
1380,373944519,1751369644206,0,0.0285,0.02796946,36.16,BTC-25JUL25-105000-P,106612.31,buy,0.1,0.1,,,,,,1751369644.206
1381,373944757,1751369766028,1,0.0285,0.02795942,36.19,BTC-25JUL25-105000-P,106629.81,buy,0.1,0.1,,,,,,1751369766.028
1382,373950074,1751374417315,2,0.028,0.02809814,35.14,BTC-25JUL25-105000-P,106486.85,sell,0.3,0.3,,,,,,1751374417.315
1383,373950075,1751374417319,3,0.028,0.02809814,35.14,BTC-25JUL25-105000-P,106486.85,buy,0.1,0.1,,,,,,1751374417.319
1384,373950076,1751374417322,3,0.028,0.02809814,35.14,BTC-25JUL25-105000-P,106486.85,buy,2.5,2.5,,,,,,1751374417.322
1385,373950077,1751374417325,3,0.028,0.02809814,35.14,BTC-25JUL25-105000-P,106486.85,buy,0.1,0.1,,,,,,1751374417.325
1386,373955015,1751377245935,0,0.0285,0.02846521,35.84,BTC-25JUL25-105000-P,106502.46,buy,0.3,0.3,,,,,,1751377245.935
1387,373955022,1751377246001,1,0.0285,0.02846521,35.84,BTC-25JUL25-105000-P,106502.46,buy,0.1,0.1,,,,,,1751377246.001
1388,373955028,1751377246379,1,0.0285,0.02848238,35.83,BTC-25JUL25-105000-P,106496.98,buy,0.6,0.6,,,,,,1751377246.379
1389,373957320,1751378012087,2,0.027,0.02715333,35.69,BTC-25JUL25-105000-P,106833.3,sell,0.3,0.3,,,,,,1751378012.087
1392,373957493,1751378138965,3,0.027,0.02738246,35.45,BTC-25JUL25-105000-P,106776.99,sell,0.6,0.6,,,,,,1751378138.965
1391,373957492,1751378138965,3,0.027,0.02738246,35.45,BTC-25JUL25-105000-P,106776.99,sell,1.0,1.0,,,,,,1751378138.965
1390,373957491,1751378138965,3,0.027,0.02738246,35.45,BTC-25JUL25-105000-P,106776.99,sell,0.3,0.3,,,,,,1751378138.965
1393,373957494,1751378138969,3,0.027,0.02738246,35.45,BTC-25JUL25-105000-P,106776.99,buy,17.8,17.8,,,,,,1751378138.969
1394,373957495,1751378138971,3,0.027,0.02738246,35.45,BTC-25JUL25-105000-P,106776.99,buy,0.3,0.3,,,,,,1751378138.971
1395,373972522,1751382169763,0,0.031,0.03104884,35.69,BTC-25JUL25-105000-P,105869.28,buy,0.1,0.1,,,,,,1751382169.763
1396,373974712,1751382904422,0,0.032,0.0319642,35.75,BTC-25JUL25-105000-P,105686.86,sell,0.1,0.1,,,,,,1751382904.422
