trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_trade_id,combo_id,unix_sec
2347,376462173,1752790271141,2,0.0006,0.00060501,51.7,BTC-25JUL25-140000-C,120206.0,sell,0.1,0.1,,,,,1752790271.141
2348,376462735,1752790478881,0,0.0007,0.00064175,52.3,BTC-25JUL25-140000-C,120466.06,buy,2.6,2.6,,,,,1752790478.881
2349,376463399,1752790649256,1,0.0007,0.00068171,51.57,BTC-25JUL25-140000-C,120749.86,buy,6.7,6.7,,,,,1752790649.256
2350,376463404,1752790653251,1,0.0007,0.00068447,51.54,BTC-25JUL25-140000-C,120753.89,buy,2.5,2.5,,,,,1752790653.251
2351,376463413,1752790657340,1,0.0007,0.00068376,51.57,BTC-25JUL25-140000-C,120746.67,buy,2.1,2.1,,,,,1752790657.34
2352,376463501,1752790669426,1,0.0007,0.00067184,51.74,BTC-25JUL25-140000-C,120682.86,buy,2.4,2.4,,,,,1752790669.426
2353,376463844,1752790768262,2,0.0006,0.00065859,50.54,BTC-25JUL25-140000-C,120672.98,sell,0.1,0.1,,,,,1752790768.262
2354,376464872,1752791068352,3,0.0006,0.00058958,51.58,BTC-25JUL25-140000-C,120249.93,sell,0.1,0.1,,,,,1752791068.352
2355,376464878,1752791075943,3,0.0006,0.00059042,51.57,BTC-25JUL25-140000-C,120255.37,buy,2.1,2.1,,,,,1752791075.943
2356,376464889,1752791087488,3,0.0006,0.00059188,51.55,BTC-25JUL25-140000-C,120262.78,buy,2.2,2.2,,,,,1752791087.488
2357,376464998,1752791147536,3,0.0006,0.00060138,51.44,BTC-25JUL25-140000-C,120310.13,buy,2.0,2.0,,,,,1752791147.536
2358,376465180,1752791245317,2,0.0005,0.0005872,50.24,BTC-25JUL25-140000-C,120237.02,sell,0.2,0.2,,,,,1752791245.317
2361,376466303,1752791929176,3,0.0005,0.00058951,50.3,BTC-25JUL25-140000-C,120215.71,sell,0.1,0.1,,,,,1752791929.176
2359,376466301,1752791929176,3,0.0005,0.00058951,50.3,BTC-25JUL25-140000-C,120215.71,sell,0.6,0.6,,,,,1752791929.176
2360,376466302,1752791929176,3,0.0005,0.00058951,50.3,BTC-25JUL25-140000-C,120215.71,sell,3.3,3.3,,,,,1752791929.176
2362,376466304,1752791929184,3,0.0005,0.00058951,50.3,BTC-25JUL25-140000-C,120215.71,buy,1.0,1.0,,,,,1752791929.184
2363,376466640,1752792292067,3,0.0005,0.000571,50.13,BTC-25JUL25-140000-C,120285.68,sell,0.1,0.1,,,,,1752792292.067
2364,376467418,1752792592408,3,0.0005,0.00052897,50.53,BTC-25JUL25-140000-C,120128.01,sell,0.1,0.1,,,,,1752792592.408
2365,376468881,1752792892569,3,0.0005,0.00049772,51.55,BTC-25JUL25-140000-C,119695.61,sell,0.1,0.1,,,,,1752792892.569
2366,376469483,1752793192585,3,0.0005,0.00052739,51.27,BTC-25JUL25-140000-C,119811.32,sell,0.1,0.1,,,,,1752793192.585
2367,376470154,1752793492618,3,0.0005,0.0005409,51.1,BTC-25JUL25-140000-C,119898.29,sell,0.1,0.1,,,,,1752793492.618
2368,376470574,1752793792634,2,0.0004,0.00045502,49.55,BTC-25JUL25-140000-C,119885.04,sell,0.1,0.1,,,,,1752793792.634
2369,376470945,1752794183006,0,0.0005,0.00044551,51.17,BTC-25JUL25-140000-C,119888.17,sell,0.1,0.1,,,,,1752794183.006
2370,376474230,1752796175485,1,0.0005,0.00046927,52.29,BTC-25JUL25-140000-C,119484.56,buy,0.1,0.1,,,,,1752796175.485
2371,376477361,1752798870288,2,0.0004,0.00042005,50.32,BTC-25JUL25-140000-C,119675.5,sell,0.1,0.1,,,,,1752798870.288
2372,376477658,1752799170362,3,0.0004,0.0004149,50.16,BTC-25JUL25-140000-C,119762.85,sell,0.1,0.1,,,,,1752799170.362
2373,376477997,1752799470394,3,0.0004,0.0004076,50.11,BTC-25JUL25-140000-C,119780.64,sell,0.1,0.1,,,,,1752799470.394
2374,376478421,1752799770424,3,0.0004,0.0003996,50.17,BTC-25JUL25-140000-C,119760.52,sell,0.1,0.1,,,,,1752799770.424
2375,376478424,1752799772732,3,0.0004,0.00039912,50.19,BTC-25JUL25-140000-C,119756.25,sell,0.4,0.4,,,,,1752799772.732
2376,376480459,1752801091085,0,0.0005,0.00046621,50.57,BTC-25JUL25-140000-C,120292.72,sell,0.1,0.1,,,,,1752801091.085
2377,376503099,1752814094797,0,0.0006,0.00058249,51.97,BTC-25JUL25-140000-C,120504.16,sell,0.1,0.1,,,,,1752814094.797
2378,376504238,1752815103680,1,0.0006,0.00056472,52.42,BTC-25JUL25-140000-C,120330.23,sell,0.1,0.1,,,,,1752815103.68
2379,376530314,1752825196051,2,0.0004,0.00042364,51.39,BTC-25JUL25-140000-C,119610.28,buy,0.1,0.1,,,,,1752825196.051
2380,376530315,1752825196188,3,0.0004,0.00042364,51.39,BTC-25JUL25-140000-C,119610.28,buy,0.1,0.1,,,,,1752825196.188
2381,376530388,1752825199052,3,0.0004,0.00042322,51.4,BTC-25JUL25-140000-C,119603.78,buy,0.1,0.1,,,,,1752825199.052
2382,376530428,1752825202054,3,0.0004,0.00042176,51.44,BTC-25JUL25-140000-C,119590.86,buy,0.1,0.1,,,,,1752825202.054
2383,376530858,1752825234929,3,0.0004,0.00040932,51.57,BTC-25JUL25-140000-C,119536.63,buy,1.6,1.6,,,,,1752825234.929
2384,376531017,1752825248102,3,0.0004,0.00041558,51.47,BTC-25JUL25-140000-C,119578.45,sell,2.0,2.0,,,,,1752825248.102
2385,376538210,1752826315416,3,0.0004,0.00043451,51.95,BTC-25JUL25-140000-C,119403.93,sell,0.1,0.1,,,,,1752826315.416
2386,376538263,1752826351701,2,0.0003,0.00042915,49.95,BTC-25JUL25-140000-C,119413.57,sell,0.1,0.1,,,,,1752826351.701
2387,376543803,1752827702458,0,0.0004,0.00045291,53.31,BTC-25JUL25-140000-C,118887.95,sell,20.0,20.0,,,,,1752827702.458
2388,376543804,1752827702458,1,0.0004,0.00045291,53.31,BTC-25JUL25-140000-C,118887.95,sell,0.1,0.1,,,,,1752827702.458
2389,376545998,1752828056541,1,0.0004,0.00038934,54.02,BTC-25JUL25-140000-C,118610.72,sell,0.2,0.2,,,,,1752828056.541
2390,376565014,1752839951754,0,0.0005,0.00040106,54.71,BTC-25JUL25-140000-C,119239.25,buy,1.0,1.0,,,,,1752839951.754
2391,376571410,1752842342036,2,0.0004,0.00035549,52.72,BTC-25JUL25-140000-C,119423.71,buy,10.7,10.7,,,,,1752842342.036
2392,376605877,1752849530127,3,0.0004,0.00040132,57.08,BTC-25JUL25-140000-C,117776.36,sell,2.9,2.9,,,,,1752849530.127
2393,376605939,1752849535173,3,0.0004,0.00039636,57.22,BTC-25JUL25-140000-C,117713.94,sell,2.2,2.2,,,,,1752849535.173
2394,376606090,1752849549766,3,0.0004,0.00038869,57.36,BTC-25JUL25-140000-C,117663.9,sell,2.0,2.0,,,,,1752849549.766
2395,376606970,1752849610311,3,0.0004,0.00037912,57.65,BTC-25JUL25-140000-C,117554.52,sell,2.2,2.2,,,,,1752849610.311
2396,376610286,1752849890741,3,0.0004,0.00041871,57.08,BTC-25JUL25-140000-C,117792.65,sell,2.0,2.0,,,,,1752849890.741
2397,376611409,1752850068080,3,0.0004,0.00043815,56.64,BTC-25JUL25-140000-C,117975.73,sell,2.1,2.1,,,,,1752850068.08
2398,376611436,1752850079338,3,0.0004,0.00043352,56.7,BTC-25JUL25-140000-C,117959.66,sell,2.4,2.4,,,,,1752850079.338
2399,376613577,1752850317250,3,0.0004,0.00045906,56.1,BTC-25JUL25-140000-C,118200.77,sell,2.1,2.1,,,,,1752850317.25
2400,376613729,1752850343945,3,0.0004,0.00045901,56.05,BTC-25JUL25-140000-C,118226.83,sell,2.1,2.1,,,,,1752850343.945
2401,376613971,1752850384452,3,0.0004,0.0004496,56.2,BTC-25JUL25-140000-C,118168.95,sell,2.2,2.2,,,,,1752850384.452
2402,376620891,1752852114548,3,0.0004,0.00037582,57.67,BTC-25JUL25-140000-C,117615.33,sell,2.1,2.1,,,,,1752852114.548
2403,376620952,1752852138082,3,0.0004,0.000385,57.51,BTC-25JUL25-140000-C,117677.01,sell,2.3,2.3,,,,,1752852138.082
2404,376640972,1752862967443,2,0.0003,0.00037122,56.19,BTC-25JUL25-140000-C,117584.9,sell,2.9,2.9,,,,,1752862967.443
2405,376640973,1752862967443,3,0.0003,0.00037122,56.19,BTC-25JUL25-140000-C,117584.9,sell,30.0,30.0,,,,,1752862967.443
2406,376678113,1752876655298,2,0.0002,0.00028259,54.04,BTC-25JUL25-140000-C,117545.23,sell,0.1,0.1,,,,,1752876655.298
2407,376679441,1752877694663,3,0.0002,0.00030446,53.11,BTC-25JUL25-140000-C,117999.41,sell,0.1,0.1,,,,,1752877694.663
2408,376679442,1752877694663,3,0.0002,0.00030446,53.11,BTC-25JUL25-140000-C,117999.41,sell,0.9,0.9,,,,,1752877694.663
2409,376683336,1752881420880,0,0.0003,0.00025064,56.16,BTC-25JUL25-140000-C,117931.11,buy,1.0,1.0,,,,,1752881420.88
2410,376683337,1752881420880,0,0.0004,0.00025064,58.36,BTC-25JUL25-140000-C,117931.11,buy,30.0,30.0,,,,,1752881420.88
2411,376695122,1752905443087,1,0.0004,0.00041402,58.58,BTC-25JUL25-140000-C,118361.34,sell,8.5,8.5,,,,,1752905443.087
2412,376695883,1752907577795,2,0.0003,0.00036436,56.8,BTC-25JUL25-140000-C,118218.32,sell,1.1,1.1,,,,,1752907577.795
2413,376695886,1752907589301,3,0.0003,0.00036432,56.8,BTC-25JUL25-140000-C,118218.17,sell,1.1,1.1,,,,,1752907589.301
2414,376695891,1752907593982,3,0.0003,0.00036431,56.8,BTC-25JUL25-140000-C,118218.24,sell,1.1,1.1,,,,,1752907593.982
2415,376695894,1752907599776,3,0.0003,0.00036414,56.8,BTC-25JUL25-140000-C,118221.34,sell,1.1,1.1,,,,,1752907599.776
2416,376695897,1752907604025,3,0.0003,0.00036465,56.79,BTC-25JUL25-140000-C,118221.83,sell,1.1,1.1,,,,,1752907604.025
2417,376695901,1752907608048,3,0.0003,0.00036464,56.79,BTC-25JUL25-140000-C,118222.34,sell,1.1,1.1,,,,,1752907608.048
2418,376695907,1752907611810,3,0.0003,0.00036469,56.79,BTC-25JUL25-140000-C,118223.47,sell,1.1,1.1,,,,,1752907611.81
2419,376695911,1752907616409,3,0.0003,0.00036481,56.79,BTC-25JUL25-140000-C,118223.52,sell,1.1,1.1,,,,,1752907616.409
2420,376695922,1752907620540,3,0.0003,0.00036473,56.78,BTC-25JUL25-140000-C,118226.57,sell,1.1,1.1,,,,,1752907620.54
2421,376695923,1752907622691,3,0.0003,0.00036495,56.78,BTC-25JUL25-140000-C,118226.07,sell,1.1,1.1,,,,,1752907622.691
2422,376695924,1752907624148,3,0.0003,0.00036513,56.78,BTC-25JUL25-140000-C,118225.87,sell,1.1,1.1,,,,,1752907624.148
2423,376695925,1752907625673,3,0.0003,0.0003651,56.78,BTC-25JUL25-140000-C,118225.87,buy,1.1,1.1,,,,,1752907625.673
2424,376695927,1752907627077,3,0.0003,0.00036504,56.78,BTC-25JUL25-140000-C,118225.87,buy,0.7,0.7,,,,,1752907627.077
2425,376695928,1752907627079,3,0.0003,0.00036504,56.78,BTC-25JUL25-140000-C,118225.87,buy,0.4,0.4,,,,,1752907627.079
2426,376695938,1752907652150,3,0.0003,0.00036319,56.78,BTC-25JUL25-140000-C,118222.2,sell,1.1,1.1,,,,,1752907652.15
2427,376695946,1752907660745,3,0.0003,0.00036169,56.8,BTC-25JUL25-140000-C,118218.46,sell,1.0,1.0,,,,,1752907660.745
2428,376695962,1752907683872,3,0.0003,0.00036003,56.8,BTC-25JUL25-140000-C,118218.76,sell,1.1,1.1,,,,,1752907683.872
2429,376698887,1752911335449,3,0.0003,0.00037954,56.85,BTC-25JUL25-140000-C,118265.91,sell,1.0,1.0,,,,,1752911335.449
2430,376698888,1752911335449,3,0.0003,0.00037954,56.85,BTC-25JUL25-140000-C,118265.91,sell,29.0,29.0,,,,,1752911335.449
2431,376700650,1752912066790,0,0.0004,0.00038174,59.13,BTC-25JUL25-140000-C,118274.55,buy,0.2,0.2,,,,,1752912066.79
2432,376700651,1752912066790,0,0.0005,0.00038174,61.01,BTC-25JUL25-140000-C,118274.55,buy,0.3,0.3,,,,,1752912066.79
2434,376700653,1752912066790,1,0.0005,0.00038174,61.01,BTC-25JUL25-140000-C,118274.55,buy,0.5,0.5,,,,,1752912066.79
2433,376700652,1752912066790,1,0.0005,0.00038174,61.01,BTC-25JUL25-140000-C,118274.55,buy,29.0,29.0,,,,,1752912066.79
2435,376700886,1752912225720,2,0.0004,0.00035139,59.11,BTC-25JUL25-140000-C,118285.52,buy,30.0,30.0,,,,,1752912225.72
2436,376706178,1752916520733,3,0.0004,0.00035128,59.48,BTC-25JUL25-140000-C,118215.2,buy,0.3,0.3,,,,,1752916520.733
2437,376706179,1752916520735,3,0.0004,0.00035128,59.48,BTC-25JUL25-140000-C,118215.2,sell,0.5,0.5,,,,,1752916520.735
2438,376706180,1752916520737,3,0.0004,0.00035128,59.48,BTC-25JUL25-140000-C,118215.2,sell,0.2,0.2,,,,,1752916520.737
2439,376706184,1752916528477,3,0.0004,0.00035185,59.47,BTC-25JUL25-140000-C,118215.52,sell,1.0,1.0,,,,,1752916528.477
2440,376706185,1752916538506,3,0.0004,0.00035233,59.48,BTC-25JUL25-140000-C,118215.5,sell,1.0,1.0,,,,,1752916538.506
2441,376706188,1752916548481,3,0.0004,0.0003523,59.49,BTC-25JUL25-140000-C,118210.67,sell,1.0,1.0,,,,,1752916548.481
2442,376706189,1752916558518,3,0.0004,0.00035217,59.49,BTC-25JUL25-140000-C,118209.72,sell,1.0,1.0,,,,,1752916558.518
2443,376706878,1752917286409,3,0.0004,0.00036297,59.32,BTC-25JUL25-140000-C,118288.28,sell,0.5,0.5,,,,,1752917286.409
2444,376716985,1752930420673,2,0.0003,0.00033935,57.86,BTC-25JUL25-140000-C,118254.71,sell,0.3,0.3,,,,,1752930420.673
2445,376717319,1752931161603,3,0.0003,0.00034684,57.8,BTC-25JUL25-140000-C,118323.43,sell,0.7,0.7,,,,,1752931161.603
2446,376738853,1752964034988,2,0.0002,0.00018981,58.04,BTC-25JUL25-140000-C,117804.35,buy,0.1,0.1,,,,,1752964034.988
2447,376738854,1752964035204,3,0.0002,0.00018981,58.04,BTC-25JUL25-140000-C,117804.35,buy,0.1,0.1,,,,,1752964035.204
2449,376738856,1752964039242,3,0.0002,0.00018977,58.04,BTC-25JUL25-140000-C,117803.22,buy,0.1,0.1,,,,,1752964039.242
2448,376738855,1752964039242,3,0.0002,0.00018977,58.04,BTC-25JUL25-140000-C,117803.22,buy,0.1,0.1,,,,,1752964039.242
2451,376739033,1752964808810,0,0.0003,0.00017215,61.11,BTC-25JUL25-140000-C,117817.41,buy,1.0,1.0,,,,,1752964808.81
2450,376739032,1752964808810,3,0.0002,0.00017215,58.09,BTC-25JUL25-140000-C,117817.41,buy,1.5,1.5,,,,,1752964808.81
2452,376752329,1752995569318,2,0.0002,0.00018415,59.81,BTC-25JUL25-140000-C,117912.65,sell,0.1,0.1,,,,,1752995569.318
2453,376769854,1753011161883,3,0.0002,0.00024463,60.92,BTC-25JUL25-140000-C,117924.86,sell,4.0,4.0,,,,,1753011161.883
2454,376774341,1753015960152,3,0.0002,0.00019685,60.74,BTC-25JUL25-140000-C,118135.1,sell,0.1,0.1,,,,,1753015960.152
2455,376774347,1753015966327,3,0.0002,0.00019723,60.73,BTC-25JUL25-140000-C,118135.77,buy,0.1,0.1,,,,,1753015966.327
2458,376776343,1753019376755,3,0.0002,0.00020058,60.84,BTC-25JUL25-140000-C,118197.13,sell,0.1,0.1,,,,,1753019376.755
2457,376776342,1753019376755,3,0.0002,0.00020058,60.84,BTC-25JUL25-140000-C,118197.13,sell,0.1,0.1,,,,,1753019376.755
2456,376776341,1753019376755,3,0.0002,0.00020058,60.84,BTC-25JUL25-140000-C,118197.13,sell,0.1,0.1,,,,,1753019376.755
2459,376782354,1753023304369,0,0.0003,0.00017866,63.59,BTC-25JUL25-140000-C,118450.54,buy,4.6,4.6,,,,,1753023304.369
2460,376786643,1753027342998,2,0.0002,0.00031688,59.65,BTC-25JUL25-140000-C,118836.41,sell,0.1,0.1,,,,,1753027342.998
2461,376789997,1753030483760,0,0.0004,0.00028654,66.09,BTC-25JUL25-140000-C,118683.47,buy,1.0,1.0,,,,,1753030483.76
2462,376796418,1753037348772,2,0.0003,0.00029528,64.8,BTC-25JUL25-140000-C,118427.14,buy,0.2,0.2,,,,,1753037348.772
2463,376796930,1753038268606,3,0.0003,0.00033429,64.68,BTC-25JUL25-140000-C,118485.05,sell,0.1,0.1,,,,,1753038268.606
2464,376797972,1753039799535,3,0.0003,0.00033297,64.53,BTC-25JUL25-140000-C,118581.83,sell,0.2,0.2,,,,,1753039799.535
2465,376800061,1753042582640,3,0.0003,0.00031842,65.89,BTC-25JUL25-140000-C,118196.52,sell,0.5,0.5,,,,,1753042582.64
2466,376802324,1753046112746,3,0.0003,0.00031187,66.61,BTC-25JUL25-140000-C,118034.82,sell,0.1,0.1,,,,,1753046112.746
2467,376845877,1753067357657,3,0.0003,0.00025482,67.56,BTC-25JUL25-140000-C,118487.89,buy,0.1,0.1,,,,,1753067357.657
2468,376854311,1753076393197,2,0.0002,0.00021597,65.32,BTC-25JUL25-140000-C,118361.91,sell,0.1,0.1,,,,,1753076393.197
2469,376854312,1753076393199,3,0.0002,0.00021597,65.32,BTC-25JUL25-140000-C,118361.91,buy,0.4,0.4,,,,,1753076393.199
2470,376854313,1753076393202,3,0.0002,0.00021597,65.32,BTC-25JUL25-140000-C,118361.91,buy,0.4,0.4,,,,,1753076393.202
2471,376854314,1753076393203,3,0.0002,0.00021597,65.32,BTC-25JUL25-140000-C,118361.91,buy,0.1,0.1,,,,,1753076393.203
2472,376897795,1753101835526,3,0.0002,0.00018436,68.03,BTC-25JUL25-140000-C,118311.74,sell,0.1,0.1,,,,,1753101835.526
2473,376910676,1753108001006,3,0.0002,0.00017386,67.11,BTC-25JUL25-140000-C,118854.48,sell,0.1,0.1,,,,,1753108001.006
2474,376916129,1753110806539,3,0.0002,0.00017963,67.44,BTC-25JUL25-140000-C,118856.87,sell,0.1,0.1,,,,,1753110806.539
2475,376919920,1753112849521,3,0.0002,0.00017532,68.86,BTC-25JUL25-140000-C,118447.14,sell,0.1,0.1,,,,,1753112849.521
2476,376929113,1753118232616,3,0.0002,0.00015703,70.89,BTC-25JUL25-140000-C,117949.37,buy,0.1,0.1,,,,,1753118232.616
2477,376929114,1753118233824,3,0.0002,0.00015561,70.9,BTC-25JUL25-140000-C,117950.48,buy,0.1,0.1,,,,,1753118233.824
2478,376929115,1753118235043,3,0.0002,0.00015561,70.89,BTC-25JUL25-140000-C,117949.38,buy,0.1,0.1,,,,,1753118235.043
2479,376929116,1753118236231,3,0.0002,0.00015515,70.9,BTC-25JUL25-140000-C,117951.13,buy,0.1,0.1,,,,,1753118236.231
2480,376929117,1753118237372,3,0.0002,0.00015495,70.89,BTC-25JUL25-140000-C,117950.78,buy,0.1,0.1,,,,,1753118237.372
2481,376929118,1753118238491,3,0.0002,0.0001549,70.89,BTC-25JUL25-140000-C,117950.76,buy,0.1,0.1,,,,,1753118238.491
2482,376929119,1753118239982,3,0.0002,0.00015491,70.89,BTC-25JUL25-140000-C,117951.13,buy,0.1,0.1,,,,,1753118239.982
2483,376932418,1753121087505,3,0.0002,0.00018999,71.16,BTC-25JUL25-140000-C,117952.73,sell,0.1,0.1,,,,,1753121087.505
2484,376932419,1753121087518,3,0.0002,0.00018999,71.16,BTC-25JUL25-140000-C,117952.73,buy,0.1,0.1,,,,,1753121087.518
2486,376933330,1753122054892,3,0.0002,0.0001887,71.06,BTC-25JUL25-140000-C,118052.65,sell,0.3,0.3,,,,,1753122054.892
2485,376933329,1753122054892,3,0.0002,0.0001887,71.06,BTC-25JUL25-140000-C,118052.65,sell,0.1,0.1,,,,,1753122054.892
2487,376933331,1753122054899,3,0.0002,0.0001887,71.06,BTC-25JUL25-140000-C,118052.65,buy,0.1,0.1,,,,,1753122054.899
2488,376933332,1753122055003,3,0.0002,0.0001887,71.06,BTC-25JUL25-140000-C,118052.65,buy,0.1,0.1,,,,,1753122055.003
2489,376960606,1753136405323,2,0.0001,0.00013992,69.67,BTC-25JUL25-140000-C,117254.97,sell,0.5,0.5,,,,,1753136405.323
2490,376964405,1753140770651,0,0.0002,0.00015702,75.01,BTC-25JUL25-140000-C,117540.59,buy,0.5,0.5,,,,,1753140770.651
2491,376964406,1753140770651,1,0.0002,0.00015702,75.01,BTC-25JUL25-140000-C,117540.59,buy,2.5,2.5,,,,,1753140770.651
2492,376964558,1753141143467,1,0.0002,0.0001534,75.09,BTC-25JUL25-140000-C,117527.15,buy,2.0,2.0,,,,,1753141143.467
2493,376977305,1753148930820,1,0.0002,0.0001503,75.07,BTC-25JUL25-140000-C,117864.49,buy,0.3,0.3,,,,,1753148930.82
2494,376977306,1753148930820,1,0.0002,0.0001503,75.07,BTC-25JUL25-140000-C,117864.49,buy,7.7,7.7,,,,,1753148930.82
2495,376992977,1753162682783,2,0.0001,0.00018426,72.85,BTC-25JUL25-140000-C,117314.71,sell,0.5,0.5,,,,,1753162682.783
2497,376992979,1753162682783,3,0.0001,0.00018426,72.85,BTC-25JUL25-140000-C,117314.71,sell,0.1,0.1,,,,,1753162682.783
2498,376992980,1753162682783,3,0.0001,0.00018426,72.85,BTC-25JUL25-140000-C,117314.71,sell,30.0,30.0,,,,,1753162682.783
2499,376992981,1753162682783,3,0.0001,0.00018426,72.85,BTC-25JUL25-140000-C,117314.71,sell,0.1,0.1,,,,,1753162682.783
2496,376992978,1753162682783,3,0.0001,0.00018426,72.85,BTC-25JUL25-140000-C,117314.71,sell,0.5,0.5,,,,,1753162682.783
2500,377023318,1753174698798,3,0.0001,0.00015291,71.39,BTC-25JUL25-140000-C,118307.61,buy,0.1,0.1,,,,,1753174698.798
2501,377023335,1753174707604,3,0.0001,0.00015285,71.4,BTC-25JUL25-140000-C,118309.64,sell,0.1,0.1,,,,,1753174707.604
2502,377023336,1753174707604,3,0.0001,0.00015285,71.4,BTC-25JUL25-140000-C,118309.64,sell,0.1,0.1,,,,,1753174707.604
2503,377023337,1753174707606,3,0.0001,0.00015285,71.4,BTC-25JUL25-140000-C,118309.64,buy,0.2,0.2,,,,,1753174707.606
2504,377026048,1753176334288,3,0.0001,0.00014247,71.99,BTC-25JUL25-140000-C,118188.21,sell,0.2,0.2,,,,,1753176334.288
2505,377026049,1753176334290,3,0.0001,0.00014247,71.99,BTC-25JUL25-140000-C,118188.21,buy,0.8,0.8,,,,,1753176334.29
2506,377037955,1753181881740,0,0.0002,0.0001711,76.25,BTC-25JUL25-140000-C,118947.87,buy,0.7,0.7,,,,,1753181881.74
2507,377048581,1753186570855,2,0.0001,0.00018182,69.92,BTC-25JUL25-140000-C,119294.93,buy,0.1,0.1,,,,,1753186570.855
2508,377079826,1753198011640,0,0.0002,0.00014667,78.72,BTC-25JUL25-140000-C,118899.44,buy,0.3,0.3,,,,,1753198011.64
2509,377114971,1753212574904,1,0.0002,0.00015268,78.93,BTC-25JUL25-140000-C,119586.44,buy,0.1,0.1,,,,,1753212574.904
2510,377115377,1753212837429,1,0.0002,0.00015231,79.24,BTC-25JUL25-140000-C,119507.5,buy,0.1,0.1,,,,,1753212837.429
2511,377122902,1753219636169,1,0.0002,0.00013945,80.08,BTC-25JUL25-140000-C,119589.12,buy,0.1,0.1,,,,,1753219636.169
2512,377122903,1753219638191,1,0.0002,0.00013949,80.08,BTC-25JUL25-140000-C,119589.51,buy,0.1,0.1,,,,,1753219638.191
2513,377122904,1753219639385,1,0.0002,0.00013948,80.08,BTC-25JUL25-140000-C,119589.13,buy,0.1,0.1,,,,,1753219639.385
2514,377122905,1753219640518,1,0.0002,0.00013949,80.08,BTC-25JUL25-140000-C,119587.05,buy,0.1,0.1,,,,,1753219640.518
2515,377122906,1753219641598,1,0.0002,0.0001395,80.09,BTC-25JUL25-140000-C,119586.24,buy,0.1,0.1,,,,,1753219641.598
2516,377127269,1753223735995,1,0.0002,0.00014841,79.52,BTC-25JUL25-140000-C,119956.57,buy,0.1,0.1,,,,,1753223735.995
2518,377145449,1753241244581,3,0.0001,0.00014792,80.18,BTC-25JUL25-140000-C,118990.12,sell,0.1,0.1,,,,,1753241244.581
2517,377145448,1753241244581,2,0.0001,0.00014792,80.18,BTC-25JUL25-140000-C,118990.12,sell,0.3,0.3,,,,,1753241244.581
2520,377161038,1753257953309,3,0.0001,7.117e-05,86.81,BTC-25JUL25-140000-C,118306.91,sell,0.3,0.3,,,,,1753257953.309
2519,377161037,1753257953309,3,0.0001,7.117e-05,86.81,BTC-25JUL25-140000-C,118306.91,sell,0.4,0.4,,,,,1753257953.309
2521,377161039,1753257953314,3,0.0001,7.117e-05,86.81,BTC-25JUL25-140000-C,118306.91,buy,0.1,0.1,,,,,1753257953.314
2522,377161040,1753257953435,3,0.0001,7.117e-05,86.81,BTC-25JUL25-140000-C,118306.91,buy,0.1,0.1,,,,,1753257953.435
2525,377179704,1753266011097,3,0.0001,4.631e-05,90.52,BTC-25JUL25-140000-C,117984.9,buy,0.6,0.6,,,,,1753266011.097
2523,377179702,1753266011097,3,0.0001,4.631e-05,90.52,BTC-25JUL25-140000-C,117984.9,buy,0.1,0.1,,,,,1753266011.097
2524,377179703,1753266011097,3,0.0001,4.631e-05,90.52,BTC-25JUL25-140000-C,117984.9,buy,0.3,0.3,,,,,1753266011.097
2526,377182335,1753268694927,3,0.0001,5.298e-05,89.39,BTC-25JUL25-140000-C,118435.34,sell,16.0,16.0,128.0,BLOCK-212796,,,1753268694.927
2527,377363050,1753366641557,3,0.0001,3e-08,143.92,BTC-25JUL25-140000-C,118137.56,buy,0.3,0.3,,,,,1753366641.557
