trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,liquidation,unix_sec
1,ETH-257972590,1752692898762,1,0.0085,0.008954,75.23,ETH-25JUL25-3800-C,3346.07,buy,1.0,1.0,,,,,,1752692898.762
2,ETH-257973350,1752693148126,1,0.0085,0.008791,75.52,ETH-25JUL25-3800-C,3344.17,sell,1.0,1.0,,,,,,1752693148.126
4,ETH-257975731,1752693912128,1,0.009,0.009186,74.53,ETH-25JUL25-3800-C,3364.51,buy,50.0,50.0,,,,,,1752693912.128
3,ETH-257975730,1752693912128,0,0.009,0.009186,74.53,ETH-25JUL25-3800-C,3364.51,buy,1.0,1.0,,,,,,1752693912.128
5,ETH-257986596,1752695840156,1,0.009,0.009129,73.48,ETH-25JUL25-3800-C,3375.72,sell,1.0,1.0,,,,,,1752695840.156
6,ETH-257987922,1752696033276,1,0.009,0.009484,72.34,ETH-25JUL25-3800-C,3385.01,sell,1.0,1.0,,,,,,1752696033.276
7,ETH-257989853,1752696269080,0,0.0095,0.009543,73.28,ETH-25JUL25-3800-C,3388.44,buy,2.0,2.0,,,,,,1752696269.08
8,ETH-257989860,1752696271592,1,0.0095,0.009562,73.14,ETH-25JUL25-3800-C,3389.6,buy,8.0,8.0,,,,,,1752696271.592
9,ETH-257994958,1752696595686,0,0.0105,0.010209,73.71,ETH-25JUL25-3800-C,3405.34,buy,8.0,8.0,,,,,,1752696595.686
10,ETH-258000267,1752697068320,1,0.0105,0.010576,73.65,ETH-25JUL25-3800-C,3406.24,sell,20.0,20.0,,,,,,1752697068.32
11,ETH-258000268,1752697068324,1,0.0105,0.010576,73.65,ETH-25JUL25-3800-C,3406.24,sell,14.0,14.0,,,,,,1752697068.324
12,ETH-258000292,1752697070953,1,0.0105,0.01055,73.76,ETH-25JUL25-3800-C,3405.38,sell,66.0,66.0,,,,,,1752697070.953
14,ETH-258002638,1752697183001,2,0.0105,0.011018,72.42,ETH-25JUL25-3800-C,3416.38,sell,5.0,5.0,,,,,,1752697183.001
13,ETH-258002637,1752697183001,0,0.011,0.011018,73.64,ETH-25JUL25-3800-C,3416.38,sell,5.0,5.0,,,,,,1752697183.001
15,ETH-258012963,1752698144857,2,0.01,0.010304,72.33,ETH-25JUL25-3800-C,3407.09,sell,11.0,11.0,,,,,,1752698144.857
16,ETH-258012964,1752698144857,3,0.01,0.010304,72.33,ETH-25JUL25-3800-C,3407.09,sell,39.0,39.0,,,,,,1752698144.857
17,ETH-258013148,1752698188118,3,0.01,0.010269,72.37,ETH-25JUL25-3800-C,3406.87,sell,20.0,20.0,,,,,,1752698188.118
18,ETH-258013149,1752698188122,3,0.01,0.010269,72.37,ETH-25JUL25-3800-C,3406.87,buy,1.0,1.0,,,,,,1752698188.122
19,ETH-258013150,1752698188122,3,0.01,0.010269,72.37,ETH-25JUL25-3800-C,3406.87,buy,8.0,8.0,,,,,,1752698188.122
20,ETH-258013151,1752698188126,3,0.01,0.010269,72.37,ETH-25JUL25-3800-C,3406.87,buy,21.0,21.0,,,,,,1752698188.126
21,ETH-258017351,1752699066227,2,0.0095,0.009491,73.79,ETH-25JUL25-3800-C,3383.96,buy,1.0,1.0,,,,,,1752699066.227
22,ETH-258020018,1752699811092,2,0.0087,0.009282,72.57,ETH-25JUL25-3800-C,3376.33,sell,500.0,500.0,2.0,BLOCK-211334,ETH-RR-25JUL25-3200_3800,,,1752699811.092
23,ETH-258020269,1752699923684,0,0.009,0.009227,73.43,ETH-25JUL25-3800-C,3376.48,buy,1.0,1.0,,,,,,1752699923.684
24,ETH-258020395,1752699960050,2,0.0085,0.009245,71.96,ETH-25JUL25-3800-C,3377.49,sell,500.0,500.0,2.0,BLOCK-211336,ETH-RR-25JUL25-3200_3800,,,1752699960.05
25,ETH-258020397,1752699960059,0,0.0087,0.009245,72.51,ETH-25JUL25-3800-C,3377.49,sell,500.0,500.0,2.0,BLOCK-211337,ETH-RR-25JUL25-3200_3800,,,1752699960.059
26,ETH-258020748,1752700062934,2,0.0085,0.009253,71.62,ETH-25JUL25-3800-C,3380.95,sell,500.0,500.0,2.0,BLOCK-211338,ETH-RR-25JUL25-3200_3800,,,1752700062.934
27,ETH-258022877,1752700786606,0,0.0095,0.009202,73.31,ETH-25JUL25-3800-C,3390.06,buy,50.0,50.0,,,,,,1752700786.606
28,ETH-258022923,1752700804900,1,0.0095,0.009307,73.18,ETH-25JUL25-3800-C,3391.18,sell,5.0,5.0,,,,,,1752700804.9
29,ETH-258025324,1752701840877,2,0.0085,0.008497,73.14,ETH-25JUL25-3800-C,3369.58,sell,62.0,62.0,,,,,,1752701840.877
30,ETH-258025338,1752701841870,3,0.0085,0.008545,73.09,ETH-25JUL25-3800-C,3370.01,sell,62.0,62.0,,,,,,1752701841.87
31,ETH-258025476,1752701858129,3,0.0085,0.008423,73.58,ETH-25JUL25-3800-C,3365.95,buy,1.0,1.0,,,,,,1752701858.129
32,ETH-258025477,1752701858153,3,0.0085,0.008423,73.58,ETH-25JUL25-3800-C,3365.95,buy,86.0,86.0,,,,,,1752701858.153
33,ETH-258030070,1752702721190,2,0.0075,0.007914,69.19,ETH-25JUL25-3800-C,3380.21,sell,62.0,62.0,,,,,,1752702721.19
34,ETH-258030071,1752702721190,3,0.0075,0.007914,69.19,ETH-25JUL25-3800-C,3380.21,sell,20.0,20.0,,,,,,1752702721.19
36,ETH-258034440,1752703633164,3,0.0075,0.007858,68.4,ETH-25JUL25-3800-C,3387.42,sell,38.0,38.0,,,,,,1752703633.164
35,ETH-258034439,1752703633164,3,0.0075,0.007858,68.4,ETH-25JUL25-3800-C,3387.42,sell,62.0,62.0,,,,,,1752703633.164
37,ETH-258037152,1752704225410,3,0.0075,0.007477,68.85,ETH-25JUL25-3800-C,3383.97,sell,18.0,18.0,,,,,,1752704225.41
38,ETH-258037163,1752704233123,3,0.0075,0.007501,68.89,ETH-25JUL25-3800-C,3383.57,sell,32.0,32.0,,,,,,1752704233.123
39,ETH-258037440,1752704387121,3,0.0075,0.007512,68.93,ETH-25JUL25-3800-C,3383.2,sell,175.0,175.0,,,,,,1752704387.121
41,ETH-258040056,1752704972700,3,0.007,0.006994,68.18,ETH-25JUL25-3800-C,3377.2,buy,1.0,1.0,,,,,,1752704972.7
40,ETH-258040055,1752704972700,2,0.007,0.006994,68.18,ETH-25JUL25-3800-C,3377.2,buy,1.0,1.0,,,,,,1752704972.7
42,ETH-258040149,1752705005030,3,0.007,0.006918,68.27,ETH-25JUL25-3800-C,3376.62,buy,536.0,536.0,,,,,,1752705005.03
44,ETH-258063052,1752712042002,3,0.007,0.007262,66.72,ETH-25JUL25-3800-C,3392.78,sell,12.0,12.0,,,,,,1752712042.002
43,ETH-258063051,1752712042002,3,0.007,0.007262,66.72,ETH-25JUL25-3800-C,3392.78,sell,18.0,18.0,,,,,,1752712042.002
45,ETH-258077042,1752717511976,2,0.0055,0.005824,68.43,ETH-25JUL25-3800-C,3338.18,sell,2.0,2.0,,,,,,1752717511.976
46,ETH-258077828,1752718029134,0,0.006,0.00599,68.8,ETH-25JUL25-3800-C,3349.41,buy,30.0,30.0,,,,,,1752718029.134
47,ETH-258078692,1752718692435,0,0.0065,0.006097,69.93,ETH-25JUL25-3800-C,3353.86,buy,100.0,100.0,,,,,,1752718692.435
50,ETH-258078697,1752718694633,1,0.0065,0.006095,69.9,ETH-25JUL25-3800-C,3354.06,buy,30.0,30.0,,,,,,1752718694.633
48,ETH-258078695,1752718694633,1,0.0065,0.006095,69.9,ETH-25JUL25-3800-C,3354.06,buy,20.0,20.0,,,,,,1752718694.633
51,ETH-258078698,1752718694633,1,0.0065,0.006095,69.9,ETH-25JUL25-3800-C,3354.06,buy,30.0,30.0,,,,,,1752718694.633
49,ETH-258078696,1752718694633,1,0.0065,0.006095,69.9,ETH-25JUL25-3800-C,3354.06,buy,20.0,20.0,,,,,,1752718694.633
52,ETH-258078700,1752718699710,1,0.0065,0.006101,69.87,ETH-25JUL25-3800-C,3354.34,buy,10.0,10.0,,,,,,1752718699.71
53,ETH-258078701,1752718700841,1,0.0065,0.006104,69.84,ETH-25JUL25-3800-C,3354.58,buy,10.0,10.0,,,,,,1752718700.841
54,ETH-258078702,1752718702043,1,0.0065,0.00611,69.82,ETH-25JUL25-3800-C,3354.79,buy,10.0,10.0,,,,,,1752718702.043
55,ETH-258078705,1752718703418,1,0.0065,0.006118,69.8,ETH-25JUL25-3800-C,3354.87,buy,6.0,6.0,,,,,,1752718703.418
56,ETH-258078706,1752718703418,1,0.0065,0.006118,69.8,ETH-25JUL25-3800-C,3354.87,buy,4.0,4.0,,,,,,1752718703.418
57,ETH-258078712,1752718704879,1,0.0065,0.006132,69.8,ETH-25JUL25-3800-C,3354.88,buy,10.0,10.0,,,,,,1752718704.879
58,ETH-258078713,1752718706239,1,0.0065,0.006132,69.8,ETH-25JUL25-3800-C,3354.93,buy,10.0,10.0,,,,,,1752718706.239
59,ETH-258078715,1752718707363,1,0.0065,0.006134,69.8,ETH-25JUL25-3800-C,3354.94,buy,10.0,10.0,,,,,,1752718707.363
60,ETH-258078717,1752718708589,1,0.0065,0.006135,69.8,ETH-25JUL25-3800-C,3354.93,buy,10.0,10.0,,,,,,1752718708.589
61,ETH-258078718,1752718709823,1,0.0065,0.006135,69.8,ETH-25JUL25-3800-C,3354.92,buy,10.0,10.0,,,,,,1752718709.823
62,ETH-258078731,1752718712380,1,0.0065,0.006135,69.8,ETH-25JUL25-3800-C,3354.88,buy,1.0,1.0,,,,,,1752718712.38
63,ETH-258078732,1752718713396,1,0.0065,0.006133,69.84,ETH-25JUL25-3800-C,3354.56,buy,1.0,1.0,,,,,,1752718713.396
64,ETH-258078735,1752718714518,1,0.0065,0.006122,69.88,ETH-25JUL25-3800-C,3354.22,buy,1.0,1.0,,,,,,1752718714.518
65,ETH-258078741,1752718715555,1,0.0065,0.006109,69.92,ETH-25JUL25-3800-C,3353.96,buy,1.0,1.0,,,,,,1752718715.555
66,ETH-258079575,1752719537050,2,0.006,0.006187,68.16,ETH-25JUL25-3800-C,3355.85,sell,25.0,25.0,,,,,,1752719537.05
67,ETH-258082315,1752721677768,3,0.006,0.005715,69.77,ETH-25JUL25-3800-C,3342.23,buy,2.0,2.0,,,,,,1752721677.768
68,ETH-258083473,1752722461335,3,0.006,0.005614,70.39,ETH-25JUL25-3800-C,3337.41,buy,2.0,2.0,,,,,,1752722461.335
69,ETH-258084815,1752723040517,2,0.0055,0.005295,70.08,ETH-25JUL25-3800-C,3325.27,buy,7.0,7.0,,,,,,1752723040.517
70,ETH-258088441,1752725028052,3,0.0055,0.005326,69.72,ETH-25JUL25-3800-C,3329.03,buy,61.0,61.0,,,,,,1752725028.052
71,ETH-258095218,1752730617137,0,0.0065,0.006567,69.65,ETH-25JUL25-3800-C,3359.55,buy,9.0,9.0,,,,,,1752730617.137
72,ETH-258102928,1752733528925,0,0.01,0.009694,71.94,ETH-25JUL25-3800-C,3422.03,buy,2.0,2.0,,,,,,1752733528.925
73,ETH-258105216,1752733814033,0,0.0105,0.0103,72.85,ETH-25JUL25-3800-C,3425.62,sell,2.0,2.0,,,,,,1752733814.033
74,ETH-258105682,1752733903221,0,0.011,0.010804,73.35,ETH-25JUL25-3800-C,3431.39,buy,2.0,2.0,,,,,,1752733903.221
75,ETH-258107494,1752734082633,0,0.0119,0.011856,73.91,ETH-25JUL25-3800-C,3443.88,buy,500.0,500.0,2.0,BLOCK-211459,ETH-CSR12-25JUL25-3400_3800,,,1752734082.633
76,ETH-258107681,1752734105026,2,0.0115,0.011521,73.97,ETH-25JUL25-3800-C,3436.55,buy,1.0,1.0,,,,,,1752734105.026
77,ETH-258107920,1752734135225,3,0.0115,0.011303,74.54,ETH-25JUL25-3800-C,3432.22,buy,1.0,1.0,,,,,,1752734135.225
78,ETH-258108366,1752734259129,0,0.012,0.011748,75.17,ETH-25JUL25-3800-C,3436.29,buy,1.0,1.0,,,,,,1752734259.129
79,ETH-258108575,1752734312847,1,0.012,0.011752,75.32,ETH-25JUL25-3800-C,3435.35,buy,1.0,1.0,,,,,,1752734312.847
80,ETH-258108882,1752734390151,0,0.0125,0.012018,76.61,ETH-25JUL25-3800-C,3434.37,sell,1.0,1.0,,,,,,1752734390.151
81,ETH-258109085,1752734436642,2,0.012,0.012204,75.51,ETH-25JUL25-3800-C,3433.81,sell,1.0,1.0,,,,,,1752734436.642
82,ETH-258109159,1752734456975,0,0.0125,0.012118,76.97,ETH-25JUL25-3800-C,3431.99,buy,119.0,119.0,,,,,,1752734456.975
83,ETH-258109748,1752734583091,0,0.013,0.012769,77.83,ETH-25JUL25-3800-C,3434.51,buy,1.0,1.0,,,,,,1752734583.091
84,ETH-258109749,1752734583091,1,0.013,0.012769,77.83,ETH-25JUL25-3800-C,3434.51,buy,2.0,2.0,,,,,,1752734583.091
85,ETH-258112194,1752735549991,1,0.013,0.013491,77.88,ETH-25JUL25-3800-C,3434.17,sell,1.0,1.0,,,,,,1752735549.991
86,ETH-258112627,1752735593838,0,0.014,0.014048,78.86,ETH-25JUL25-3800-C,3443.67,sell,4.0,4.0,,,,,,1752735593.838
87,ETH-258112897,1752735635267,2,0.013,0.013448,78.0,ETH-25JUL25-3800-C,3433.54,sell,1.0,1.0,,,,,,1752735635.267
88,ETH-258113022,1752735661787,3,0.013,0.013131,78.63,ETH-25JUL25-3800-C,3429.01,buy,1.0,1.0,,,,,,1752735661.787
89,ETH-258113030,1752735664621,3,0.013,0.0131,78.6,ETH-25JUL25-3800-C,3429.18,buy,6.0,6.0,,,,,,1752735664.621
90,ETH-258116235,1752736236257,2,0.012,0.012336,77.93,ETH-25JUL25-3800-C,3416.52,sell,1.0,1.0,,,,,,1752736236.257
91,ETH-258134683,1752738695223,0,0.0145,0.014559,79.05,ETH-25JUL25-3800-C,3455.93,sell,100.0,100.0,,,,,,1752738695.223
92,ETH-258141252,1752739631859,2,0.014,0.014172,79.21,ETH-25JUL25-3800-C,3446.2,buy,9.0,9.0,,,,,,1752739631.859
93,ETH-258151468,1752742006621,2,0.0135,0.013616,79.84,ETH-25JUL25-3800-C,3433.7,buy,1.0,1.0,,,,,,1752742006.621
94,ETH-258151503,1752742033148,3,0.0135,0.013683,79.67,ETH-25JUL25-3800-C,3434.64,buy,1.0,1.0,,,,,,1752742033.148
95,ETH-258154303,1752743145497,0,0.0145,0.014654,79.06,ETH-25JUL25-3800-C,3455.73,buy,12.0,12.0,,,,,,1752743145.497
96,ETH-258154312,1752743147115,1,0.0145,0.01467,78.94,ETH-25JUL25-3800-C,3456.63,buy,8.0,8.0,,,,,,1752743147.115
97,ETH-258157081,1752744073602,1,0.0145,0.014706,78.85,ETH-25JUL25-3800-C,3456.97,buy,1.0,1.0,,,,,,1752744073.602
98,ETH-258157170,1752744133996,1,0.0145,0.014935,78.32,ETH-25JUL25-3800-C,3460.79,sell,95.0,95.0,,,,,,1752744133.996
99,ETH-258157171,1752744133996,1,0.0145,0.014935,78.32,ETH-25JUL25-3800-C,3460.79,sell,105.0,105.0,,,,,,1752744133.996
100,ETH-258159737,1752744802017,0,0.015,0.015166,78.76,ETH-25JUL25-3800-C,3465.53,sell,10.0,10.0,,,,,,1752744802.017
101,ETH-258159753,1752744809880,0,0.0155,0.015138,79.83,ETH-25JUL25-3800-C,3465.8,buy,95.0,95.0,,,,,,1752744809.88
102,ETH-258159857,1752744864417,1,0.0155,0.015196,79.92,ETH-25JUL25-3800-C,3465.14,buy,95.0,95.0,,,,,,1752744864.417
103,ETH-258159898,1752744878814,2,0.015,0.015198,78.74,ETH-25JUL25-3800-C,3465.7,sell,11.0,11.0,,,,,,1752744878.814
104,ETH-258160558,1752745023940,0,0.016,0.015929,79.63,ETH-25JUL25-3800-C,3475.04,buy,2.0,2.0,,,,,,1752745023.94
105,ETH-258161302,1752745310631,1,0.016,0.015636,80.47,ETH-25JUL25-3800-C,3470.59,buy,2.0,2.0,,,,,,1752745310.631
106,ETH-258164606,1752746404167,1,0.016,0.01592,80.81,ETH-25JUL25-3800-C,3467.81,buy,11.0,11.0,,,,,,1752746404.167
107,ETH-258164753,1752746466743,1,0.016,0.016037,80.47,ETH-25JUL25-3800-C,3469.93,buy,2.0,2.0,,,,,,1752746466.743
108,ETH-258167480,1752747037651,2,0.0155,0.015422,80.36,ETH-25JUL25-3800-C,3461.95,buy,10.0,10.0,,,,,,1752747037.651
109,ETH-258168226,1752747465627,3,0.0155,0.015856,79.16,ETH-25JUL25-3800-C,3470.77,sell,5.0,5.0,,,,,,1752747465.627
110,ETH-258174262,1752751047890,2,0.015,0.014704,80.95,ETH-25JUL25-3800-C,3452.14,buy,1.0,1.0,,,,,,1752751047.89
111,ETH-258177710,1752752087364,2,0.014,0.013963,81.53,ETH-25JUL25-3800-C,3432.37,buy,5.0,5.0,,,,,,1752752087.364
112,ETH-258178172,1752752285746,0,0.0145,0.014592,81.24,ETH-25JUL25-3800-C,3442.25,sell,2.0,2.0,,,,,,1752752285.746
113,ETH-258180865,1752753805154,2,0.014,0.014032,81.05,ETH-25JUL25-3800-C,3436.03,sell,2000.0,2000.0,2.0,BLOCK-211593,ETH-CDIAG-26SEP25_25JUL25-4600_3800,,,1752753805.154
114,ETH-258182416,1752754081525,2,0.0125,0.012968,79.78,ETH-25JUL25-3800-C,3419.79,sell,30.0,30.0,,,,,,1752754081.525
115,ETH-258185521,1752754686031,0,0.013,0.013261,79.24,ETH-25JUL25-3800-C,3433.59,buy,20.0,20.0,,,ETH-STRG-25JUL25-3100_3800,ETH-258185519,,1752754686.031
116,ETH-258198328,1752759515839,2,0.0106,0.011258,76.13,ETH-25JUL25-3800-C,3414.88,sell,250.0,250.0,1.0,BLOCK-211620,,,,1752759515.839
117,ETH-258209451,1752760519272,2,0.01,0.010099,76.36,ETH-25JUL25-3800-C,3402.47,sell,100.0,100.0,,,,,,1752760519.272
118,ETH-258214977,1752761354291,3,0.01,0.010008,75.49,ETH-25JUL25-3800-C,3409.51,buy,1.0,1.0,,,,,,1752761354.291
119,ETH-258214994,1752761361458,3,0.01,0.010026,75.49,ETH-25JUL25-3800-C,3409.47,buy,1.0,1.0,,,,,,1752761361.458
120,ETH-258219092,1752762534769,3,0.01,0.009955,74.93,ETH-25JUL25-3800-C,3414.79,buy,7.0,7.0,,,,,,1752762534.769
121,ETH-258219892,1752762783528,0,0.0105,0.01042,74.83,ETH-25JUL25-3800-C,3425.27,buy,1.0,1.0,,,,,,1752762783.528
122,ETH-258221402,1752763171663,1,0.0105,0.010511,74.69,ETH-25JUL25-3800-C,3426.43,sell,1.0,1.0,,,,,,1752763171.663
123,ETH-258223565,1752764409437,0,0.011,0.010548,75.5,ETH-25JUL25-3800-C,3430.14,buy,1.0,1.0,,,,,,1752764409.437
124,ETH-258228663,1752765920000,2,0.0095,0.009939,73.29,ETH-25JUL25-3800-C,3417.56,sell,2.0,2.0,,,,,,1752765920.0
125,ETH-258228664,1752765920000,3,0.0095,0.009939,73.29,ETH-25JUL25-3800-C,3417.56,sell,62.0,62.0,,,,,,1752765920.0
127,ETH-258228706,1752765931082,3,0.0095,0.010014,73.06,ETH-25JUL25-3800-C,3419.21,sell,65.0,65.0,,,,,,1752765931.082
126,ETH-258228705,1752765931082,3,0.0095,0.010014,73.06,ETH-25JUL25-3800-C,3419.21,sell,165.0,165.0,,,,,,1752765931.082
128,ETH-258228738,1752765952849,0,0.01,0.01006,74.29,ETH-25JUL25-3800-C,3420.26,buy,30.0,30.0,,,,,,1752765952.849
129,ETH-258228746,1752765970245,1,0.01,0.010017,74.36,ETH-25JUL25-3800-C,3419.96,buy,4.0,4.0,,,,,,1752765970.245
130,ETH-258228747,1752765970335,1,0.01,0.010017,74.36,ETH-25JUL25-3800-C,3419.96,buy,12.0,12.0,,,,,,1752765970.335
131,ETH-258228775,1752765991011,1,0.01,0.009948,74.52,ETH-25JUL25-3800-C,3418.93,buy,8.0,8.0,,,,,,1752765991.011
132,ETH-258228872,1752766030810,1,0.01,0.010013,74.33,ETH-25JUL25-3800-C,3420.37,buy,1.0,1.0,,,,,,1752766030.81
133,ETH-258228876,1752766030829,1,0.01,0.010013,74.33,ETH-25JUL25-3800-C,3420.37,buy,1.0,1.0,,,,,,1752766030.829
134,ETH-258229309,1752766416961,1,0.01,0.010017,74.07,ETH-25JUL25-3800-C,3422.53,buy,1.0,1.0,,,,,,1752766416.961
135,ETH-258230194,1752766916442,1,0.01,0.009939,73.93,ETH-25JUL25-3800-C,3423.41,buy,1.0,1.0,,,,,,1752766916.442
136,ETH-258230526,1752767165480,1,0.01,0.009946,73.93,ETH-25JUL25-3800-C,3424.01,buy,1.0,1.0,,,,,,1752767165.48
137,ETH-258230535,1752767167021,1,0.01,0.009925,74.02,ETH-25JUL25-3800-C,3423.41,buy,5.0,5.0,,,,,,1752767167.021
138,ETH-258230536,1752767167057,1,0.01,0.009925,74.02,ETH-25JUL25-3800-C,3423.41,buy,1.0,1.0,,,,,,1752767167.057
139,ETH-258230537,1752767167235,1,0.01,0.009925,74.02,ETH-25JUL25-3800-C,3423.41,buy,26.0,26.0,,,,,,1752767167.235
140,ETH-258230566,1752767180837,2,0.0095,0.009718,73.18,ETH-25JUL25-3800-C,3419.76,buy,2.0,2.0,,,ETH-CS-25JUL25-3300_3800,ETH-258230564,,1752767180.837
141,ETH-258232272,1752768412783,3,0.0095,0.009466,73.72,ETH-25JUL25-3800-C,3415.94,sell,21.0,21.0,,,ETH-CS-25JUL25-3400_3800,ETH-258232270,,1752768412.783
142,ETH-258246094,1752772501040,2,0.009,0.009098,73.69,ETH-25JUL25-3800-C,3406.96,buy,1.0,1.0,,,,,,1752772501.04
143,ETH-258246106,1752772508651,0,0.0095,0.009132,74.94,ETH-25JUL25-3800-C,3407.83,buy,100.0,100.0,,,,,,1752772508.651
144,ETH-258246107,1752772510558,1,0.0095,0.009147,74.94,ETH-25JUL25-3800-C,3407.84,buy,100.0,100.0,,,,,,1752772510.558
145,ETH-258246109,1752772514207,1,0.0095,0.009099,75.08,ETH-25JUL25-3800-C,3406.77,buy,10.0,10.0,,,,,,1752772514.207
146,ETH-258246113,1752772515323,1,0.0095,0.009089,75.09,ETH-25JUL25-3800-C,3406.74,buy,10.0,10.0,,,,,,1752772515.323
147,ETH-258246114,1752772516678,1,0.0095,0.009087,75.08,ETH-25JUL25-3800-C,3406.77,buy,10.0,10.0,,,,,,1752772516.678
148,ETH-258246115,1752772517786,1,0.0095,0.009088,75.09,ETH-25JUL25-3800-C,3406.75,buy,10.0,10.0,,,,,,1752772517.786
149,ETH-258246118,1752772521511,1,0.0095,0.009085,75.09,ETH-25JUL25-3800-C,3406.74,buy,1.0,1.0,,,,,,1752772521.511
150,ETH-258246119,1752772522817,1,0.0095,0.009084,75.1,ETH-25JUL25-3800-C,3406.66,buy,1.0,1.0,,,,,,1752772522.817
151,ETH-258246121,1752772524113,1,0.0095,0.009078,75.15,ETH-25JUL25-3800-C,3406.35,buy,1.0,1.0,,,,,,1752772524.113
152,ETH-258246122,1752772525311,1,0.0095,0.009065,75.15,ETH-25JUL25-3800-C,3406.28,buy,1.0,1.0,,,,,,1752772525.311
153,ETH-258246124,1752772526553,1,0.0095,0.009062,75.16,ETH-25JUL25-3800-C,3406.27,buy,1.0,1.0,,,,,,1752772526.553
154,ETH-258246125,1752772528068,1,0.0095,0.009064,75.11,ETH-25JUL25-3800-C,3406.6,buy,1.0,1.0,,,,,,1752772528.068
155,ETH-258246126,1752772529156,1,0.0095,0.009076,75.08,ETH-25JUL25-3800-C,3406.85,buy,1.0,1.0,,,,,,1752772529.156
156,ETH-258246127,1752772530128,1,0.0095,0.009088,75.07,ETH-25JUL25-3800-C,3406.92,buy,1.0,1.0,,,,,,1752772530.128
157,ETH-258246164,1752772578584,2,0.009,0.009092,73.69,ETH-25JUL25-3800-C,3407.03,buy,1.0,1.0,,,,,,1752772578.584
158,ETH-258246169,1752772588013,3,0.009,0.009073,73.74,ETH-25JUL25-3800-C,3406.66,buy,1.0,1.0,,,,,,1752772588.013
159,ETH-258246219,1752772631592,3,0.009,0.009037,73.79,ETH-25JUL25-3800-C,3406.48,buy,1.0,1.0,,,,,,1752772631.592
160,ETH-258246254,1752772638813,3,0.009,0.009134,73.49,ETH-25JUL25-3800-C,3408.7,sell,1.0,1.0,,,,,,1752772638.813
161,ETH-258249248,1752774494390,3,0.009,0.009484,72.62,ETH-25JUL25-3800-C,3415.34,sell,108.0,108.0,,,ETH-CS-25JUL25-3300_3800,ETH-258249246,,1752774494.39
162,ETH-258253804,1752776367284,0,0.0105,0.010551,74.54,ETH-25JUL25-3800-C,3432.31,buy,2.0,2.0,,,,,,1752776367.284
163,ETH-258268213,1752781501225,1,0.0105,0.01096,73.52,ETH-25JUL25-3800-C,3444.93,sell,5.0,5.0,,,,,,1752781501.225
164,ETH-258268914,1752781664554,0,0.011,0.010272,77.08,ETH-25JUL25-3800-C,3428.48,buy,10.0,10.0,,,,,,1752781664.554
165,ETH-258268920,1752781669042,2,0.0105,0.010267,75.87,ETH-25JUL25-3800-C,3427.83,buy,2.0,2.0,,,,,,1752781669.042
166,ETH-258268922,1752781670219,3,0.0105,0.010237,75.87,ETH-25JUL25-3800-C,3427.81,buy,2.0,2.0,,,,,,1752781670.219
167,ETH-258268930,1752781673792,3,0.0105,0.010243,75.85,ETH-25JUL25-3800-C,3427.93,buy,1.0,1.0,,,,,,1752781673.792
168,ETH-258268931,1752781675005,3,0.0105,0.010243,75.84,ETH-25JUL25-3800-C,3428.04,buy,1.0,1.0,,,,,,1752781675.005
169,ETH-258271588,1752782516633,2,0.009,0.009146,75.02,ETH-25JUL25-3800-C,3403.74,sell,1.0,1.0,,,,,,1752782516.633
170,ETH-258275339,1752782916688,2,0.008,0.008403,74.07,ETH-25JUL25-3800-C,3388.07,sell,2.0,2.0,,,,,,1752782916.688
171,ETH-258288390,1752786891282,0,0.0135,0.01329,75.31,ETH-25JUL25-3800-C,3485.96,buy,10.0,10.0,,,,,,1752786891.282
172,ETH-258290273,1752787248635,0,0.015,0.014767,76.49,ETH-25JUL25-3800-C,3500.72,buy,1.0,1.0,,,,,,1752787248.635
173,ETH-258291490,1752787492368,1,0.015,0.01469,77.66,ETH-25JUL25-3800-C,3492.91,buy,101.0,101.0,,,,,,1752787492.368
174,ETH-258294084,1752787933513,2,0.0135,0.01338,77.33,ETH-25JUL25-3800-C,3471.02,buy,1.0,1.0,,,,,,1752787933.513
175,ETH-258294849,1752788112602,3,0.0135,0.013452,77.69,ETH-25JUL25-3800-C,3468.75,sell,30.0,30.0,,,,,,1752788112.602
176,ETH-258294978,1752788121141,2,0.013,0.013028,77.71,ETH-25JUL25-3800-C,3460.54,buy,1.0,1.0,,,,,,1752788121.141
177,ETH-258296494,1752788359277,2,0.0125,0.012325,78.08,ETH-25JUL25-3800-C,3448.31,buy,1.0,1.0,,,,,,1752788359.277
178,ETH-258297135,1752788556220,3,0.0125,0.013179,75.94,ETH-25JUL25-3800-C,3464.13,sell,1.0,1.0,,,,,,1752788556.22
179,ETH-258297324,1752788674270,0,0.0135,0.013351,77.89,ETH-25JUL25-3800-C,3467.22,buy,1.0,1.0,,,,,,1752788674.27
180,ETH-258298296,1752788864916,1,0.0135,0.01356,77.99,ETH-25JUL25-3800-C,3467.15,buy,1.0,1.0,,,,,,1752788864.916
181,ETH-258298883,1752789044981,1,0.0135,0.013371,78.24,ETH-25JUL25-3800-C,3465.41,sell,1.0,1.0,,,,,,1752789044.981
182,ETH-258299256,1752789245595,0,0.014,0.013998,78.02,ETH-25JUL25-3800-C,3474.38,buy,1.0,1.0,,,,,,1752789245.595
