trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,liquidation,unix_sec
1011,ETH-259373102,1753334455611,3,0.0012,0.001262,69.32,ETH-25JUL25-3800-C,3590.42,buy,11.0,11.0,,,,,,1753334455.611
1012,ETH-259373103,1753334455626,3,0.0012,0.001262,69.32,ETH-25JUL25-3800-C,3590.42,buy,2.0,2.0,,,,,,1753334455.626
1013,ETH-259373107,1753334455632,3,0.0012,0.001262,69.32,ETH-25JUL25-3800-C,3590.42,buy,7.0,7.0,,,,,,1753334455.632
1014,ETH-259376919,1753336413630,2,0.0011,0.000949,73.73,ETH-25JUL25-3800-C,3570.42,buy,15.0,15.0,,,,,,1753336413.63
1015,ETH-259377103,1753336479916,3,0.0011,0.000961,73.88,ETH-25JUL25-3800-C,3570.06,sell,5.0,5.0,,,,,,1753336479.916
1016,ETH-259377415,1753336538083,3,0.0011,0.000909,74.53,ETH-25JUL25-3800-C,3567.84,sell,1.0,1.0,,,,,,1753336538.083
1017,ETH-259378649,1753336987073,2,0.001,0.001049,72.7,ETH-25JUL25-3800-C,3569.46,sell,8.0,8.0,,,,,,1753336987.073
1018,ETH-259379365,1753337610478,0,0.0011,0.001004,76.42,ETH-25JUL25-3800-C,3561.68,sell,3.0,3.0,,,,,,1753337610.478
1019,ETH-259379517,1753337654394,2,0.001,0.001078,73.5,ETH-25JUL25-3800-C,3566.93,sell,3.0,3.0,,,,,,1753337654.394
1020,ETH-259380015,1753337845842,2,0.0009,0.000881,74.22,ETH-25JUL25-3800-C,3558.72,sell,7.0,7.0,,,,,,1753337845.842
1021,ETH-259380016,1753337845842,3,0.0009,0.000881,74.22,ETH-25JUL25-3800-C,3558.72,sell,3.0,3.0,,,,,,1753337845.842
1022,ETH-259380806,1753338246557,0,0.001,0.00107,70.75,ETH-25JUL25-3800-C,3578.87,buy,30.0,30.0,,,,,,1753338246.557
1023,ETH-259381244,1753338632889,1,0.001,0.001018,70.98,ETH-25JUL25-3800-C,3578.67,buy,2.0,2.0,,,,,,1753338632.889
1024,ETH-259381250,1753338635406,2,0.0009,0.001021,68.69,ETH-25JUL25-3800-C,3581.4,buy,30.0,30.0,,,,,,1753338635.406
1025,ETH-259382804,1753339287675,2,0.0008,0.000716,76.63,ETH-25JUL25-3800-C,3544.72,sell,10.0,10.0,,,,,,1753339287.675
1026,ETH-259382805,1753339287675,3,0.0008,0.000716,76.63,ETH-25JUL25-3800-C,3544.72,sell,3.0,3.0,,,,,,1753339287.675
1027,ETH-259384020,1753339507128,2,0.0007,0.000678,76.27,ETH-25JUL25-3800-C,3538.12,sell,3.0,3.0,,,,,,1753339507.128
1028,ETH-259385903,1753340028453,2,0.0005,0.000598,73.41,ETH-25JUL25-3800-C,3531.93,sell,7.0,7.0,,,,,,1753340028.453
1029,ETH-259405682,1753343654570,0,0.001,0.001046,72.25,ETH-25JUL25-3800-C,3581.32,buy,10.0,10.0,,,,,,1753343654.57
1030,ETH-259415464,1753345992404,0,0.0015,0.00157,65.38,ETH-25JUL25-3800-C,3633.03,buy,3.0,3.0,,,,,,1753345992.404
1031,ETH-259416145,1753346204118,2,0.0013,0.001473,63.11,ETH-25JUL25-3800-C,3633.26,sell,6.0,6.0,,,,,,1753346204.118
1032,ETH-259416146,1753346204118,3,0.0013,0.001473,63.11,ETH-25JUL25-3800-C,3633.26,sell,4.0,4.0,,,,,,1753346204.118
1033,ETH-259420837,1753348122372,2,0.0012,0.001192,61.32,ETH-25JUL25-3800-C,3638.14,buy,1.0,1.0,,,,,,1753348122.372
1034,ETH-259420838,1753348122372,0,0.0014,0.001192,63.75,ETH-25JUL25-3800-C,3638.14,buy,30.0,30.0,,,,,,1753348122.372
1036,ETH-259420840,1753348122372,1,0.0014,0.001192,63.75,ETH-25JUL25-3800-C,3638.14,buy,10.0,10.0,,,,,,1753348122.372
1035,ETH-259420839,1753348122372,1,0.0014,0.001192,63.75,ETH-25JUL25-3800-C,3638.14,buy,19.0,19.0,,,,,,1753348122.372
1037,ETH-259420844,1753348122381,1,0.0014,0.001192,63.75,ETH-25JUL25-3800-C,3638.14,buy,60.0,60.0,,,,,,1753348122.381
1038,ETH-259421003,1753348265697,0,0.0016,0.001299,66.2,ETH-25JUL25-3800-C,3637.51,buy,4.0,4.0,,,,,,1753348265.697
1039,ETH-259427072,1753351045998,2,0.001,0.001116,60.84,ETH-25JUL25-3800-C,3634.17,buy,2.0,2.0,,,,,,1753351045.998
1040,ETH-259437535,1753354040828,2,0.0008,0.000683,64.38,ETH-25JUL25-3800-C,3614.5,buy,2.0,2.0,,,,,,1753354040.828
1041,ETH-259437536,1753354040830,3,0.0008,0.000683,64.38,ETH-25JUL25-3800-C,3614.5,sell,1.0,1.0,,,,,,1753354040.83
1042,ETH-259440309,1753355197194,0,0.001,0.000944,62.12,ETH-25JUL25-3800-C,3635.13,sell,10.0,10.0,,,,,,1753355197.194
1043,ETH-259440529,1753355220787,1,0.001,0.001025,61.2,ETH-25JUL25-3800-C,3638.06,sell,10.0,10.0,,,,,,1753355220.787
1044,ETH-259448622,1753357960218,0,0.0015,0.001359,63.01,ETH-25JUL25-3800-C,3657.53,buy,1.0,1.0,,,,,,1753357960.218
1045,ETH-259448720,1753358018896,2,0.0013,0.00145,59.55,ETH-25JUL25-3800-C,3660.82,sell,5.0,5.0,,,,,,1753358018.896
1046,ETH-259450505,1753359172364,2,0.0012,0.001203,63.37,ETH-25JUL25-3800-C,3647.0,sell,15.0,15.0,,,,,,1753359172.364
1047,ETH-259466560,1753367674945,0,0.0014,0.001338,61.92,ETH-25JUL25-3800-C,3669.83,buy,10.0,10.0,,,,,,1753367674.945
1048,ETH-259467171,1753367737840,0,0.0018,0.001664,63.1,ETH-25JUL25-3800-C,3679.09,buy,1.0,1.0,,,,,,1753367737.84
1049,ETH-259467665,1753367806584,0,0.0019,0.00171,63.85,ETH-25JUL25-3800-C,3680.58,buy,2.0,2.0,,,,,,1753367806.584
1050,ETH-259467683,1753367807374,1,0.0019,0.00177,63.58,ETH-25JUL25-3800-C,3681.31,buy,1.0,1.0,,,,,,1753367807.374
1051,ETH-259467842,1753367827494,0,0.002,0.002048,62.23,ETH-25JUL25-3800-C,3687.34,sell,2.0,2.0,,,,,,1753367827.494
1052,ETH-259469566,1753368078231,0,0.0025,0.002567,64.97,ETH-25JUL25-3800-C,3693.59,sell,10.0,10.0,,,,,,1753368078.231
1053,ETH-259470475,1753368212345,2,0.0023,0.002512,63.5,ETH-25JUL25-3800-C,3692.93,sell,2.0,2.0,,,,,,1753368212.345
1054,ETH-259470476,1753368212345,2,0.0022,0.002512,62.55,ETH-25JUL25-3800-C,3692.93,sell,8.0,8.0,,,,,,1753368212.345
1055,ETH-259470599,1753368277234,0,0.0024,0.002526,64.34,ETH-25JUL25-3800-C,3693.33,sell,2.0,2.0,,,,,,1753368277.234
1056,ETH-259471871,1753368639252,0,0.0035,0.003667,64.59,ETH-25JUL25-3800-C,3714.79,sell,1.0,1.0,,,,,,1753368639.252
1057,ETH-259471872,1753368639305,0,0.0036,0.003667,65.35,ETH-25JUL25-3800-C,3714.79,buy,1.0,1.0,,,,,,1753368639.305
1058,ETH-259472009,1753368670494,0,0.0038,0.003765,66.48,ETH-25JUL25-3800-C,3715.78,buy,1.0,1.0,,,,,,1753368670.494
1059,ETH-259472158,1753368689410,1,0.0038,0.003851,65.44,ETH-25JUL25-3800-C,3717.81,buy,8.0,8.0,,,,,,1753368689.41
1060,ETH-259472159,1753368689411,1,0.0038,0.003851,65.44,ETH-25JUL25-3800-C,3717.81,buy,2.0,2.0,,,,,,1753368689.411
1061,ETH-259474669,1753369126207,0,0.0055,0.005376,69.18,ETH-25JUL25-3800-C,3735.01,buy,30.0,30.0,,,,,,1753369126.207
1063,ETH-259475078,1753369172713,1,0.006,0.005685,70.14,ETH-25JUL25-3800-C,3739.27,buy,68.0,68.0,,,,,,1753369172.713
1065,ETH-259475080,1753369172713,1,0.006,0.005685,70.14,ETH-25JUL25-3800-C,3739.27,buy,176.0,176.0,,,,,,1753369172.713
1064,ETH-259475079,1753369172713,1,0.006,0.005685,70.14,ETH-25JUL25-3800-C,3739.27,buy,1.0,1.0,,,,,,1753369172.713
1062,ETH-259475077,1753369172713,0,0.006,0.005685,70.14,ETH-25JUL25-3800-C,3739.27,buy,55.0,55.0,,,,,,1753369172.713
1066,ETH-259475702,1753369252100,1,0.006,0.006093,67.58,ETH-25JUL25-3800-C,3744.35,sell,3.0,3.0,,,,,,1753369252.1
1067,ETH-259477198,1753369618222,1,0.006,0.006224,67.61,ETH-25JUL25-3800-C,3745.15,sell,1.0,1.0,,,,,,1753369618.222
1068,ETH-259477614,1753369721623,0,0.007,0.006674,72.57,ETH-25JUL25-3800-C,3747.85,sell,50.0,50.0,,,,,,1753369721.623
1069,ETH-259479122,1753369819762,0,0.0075,0.007316,71.73,ETH-25JUL25-3800-C,3754.97,buy,50.0,50.0,,,,,,1753369819.762
1070,ETH-259480162,1753369893878,2,0.007,0.006957,71.83,ETH-25JUL25-3800-C,3749.94,buy,1.0,1.0,,,,,,1753369893.878
1071,ETH-259480207,1753369904894,3,0.007,0.006853,72.42,ETH-25JUL25-3800-C,3748.99,buy,1.0,1.0,,,,,,1753369904.894
1072,ETH-259480559,1753369998279,0,0.008,0.007849,72.18,ETH-25JUL25-3800-C,3760.01,buy,1.0,1.0,,,,,,1753369998.279
1073,ETH-259480586,1753370001023,1,0.008,0.008051,70.42,ETH-25JUL25-3800-C,3762.9,sell,1.0,1.0,,,,,,1753370001.023
1074,ETH-259481047,1753370036286,0,0.009,0.009173,71.75,ETH-25JUL25-3800-C,3770.41,buy,1.0,1.0,,,,,,1753370036.286
1075,ETH-259481069,1753370039456,0,0.0095,0.00929,73.59,ETH-25JUL25-3800-C,3772.16,buy,64.0,64.0,,,,,,1753370039.456
1076,ETH-259481299,1753370060527,1,0.0095,0.009221,74.78,ETH-25JUL25-3800-C,3770.37,sell,1.0,1.0,,,,,,1753370060.527
1077,ETH-259481300,1753370060952,1,0.0095,0.009221,74.78,ETH-25JUL25-3800-C,3770.37,sell,1.0,1.0,,,,,,1753370060.952
1078,ETH-259481301,1753370060990,1,0.0095,0.009221,74.78,ETH-25JUL25-3800-C,3770.37,sell,1.0,1.0,,,,,,1753370060.99
1079,ETH-259481336,1753370066171,1,0.0095,0.009313,74.46,ETH-25JUL25-3800-C,3770.88,sell,4.0,4.0,,,,,,1753370066.171
1081,ETH-259481379,1753370069458,1,0.0095,0.009087,75.62,ETH-25JUL25-3800-C,3769.06,sell,2.0,2.0,,,,,,1753370069.458
1080,ETH-259481378,1753370069458,1,0.0095,0.009087,75.62,ETH-25JUL25-3800-C,3769.06,sell,8.0,8.0,,,,,,1753370069.458
1082,ETH-259481894,1753370150864,2,0.007,0.007867,67.23,ETH-25JUL25-3800-C,3758.57,sell,2.0,2.0,,,,,,1753370150.864
1083,ETH-259482085,1753370173690,0,0.0075,0.007489,72.23,ETH-25JUL25-3800-C,3755.3,buy,1.0,1.0,,,,,,1753370173.69
1084,ETH-259482096,1753370175167,1,0.0075,0.007513,72.1,ETH-25JUL25-3800-C,3755.53,buy,1.0,1.0,,,,,,1753370175.167
1085,ETH-259485906,1753370579168,2,0.006,0.0059,70.77,ETH-25JUL25-3800-C,3740.61,buy,20.0,20.0,,,,,,1753370579.168
1086,ETH-259485907,1753370579170,3,0.006,0.0059,70.77,ETH-25JUL25-3800-C,3740.61,sell,8.0,8.0,,,,,,1753370579.17
1087,ETH-259485908,1753370579182,3,0.006,0.0059,70.77,ETH-25JUL25-3800-C,3740.61,sell,7.0,7.0,,,,,,1753370579.182
1088,ETH-259485909,1753370579311,3,0.006,0.0059,70.77,ETH-25JUL25-3800-C,3740.61,sell,15.0,15.0,,,,,,1753370579.311
1089,ETH-259486775,1753370736592,2,0.0055,0.006318,65.08,ETH-25JUL25-3800-C,3745.44,sell,7.0,7.0,,,,,,1753370736.592
1090,ETH-259488049,1753371102076,2,0.0048,0.004931,68.57,ETH-25JUL25-3800-C,3730.48,buy,1.0,1.0,,,,,,1753371102.076
1091,ETH-259488323,1753371132724,2,0.0045,0.004387,69.59,ETH-25JUL25-3800-C,3724.0,sell,30.0,30.0,,,,,,1753371132.724
1092,ETH-259488369,1753371139070,2,0.0044,0.004202,70.01,ETH-25JUL25-3800-C,3721.62,buy,1.0,1.0,,,,,,1753371139.07
1093,ETH-259488471,1753371148155,2,0.0042,0.004349,67.89,ETH-25JUL25-3800-C,3722.86,buy,1.0,1.0,,,,,,1753371148.155
1094,ETH-259489198,1753371227895,2,0.0036,0.003883,66.47,ETH-25JUL25-3800-C,3715.91,sell,18.0,18.0,,,,,,1753371227.895
1095,ETH-259489662,1753371348091,0,0.0046,0.004789,67.44,ETH-25JUL25-3800-C,3728.77,buy,1.0,1.0,,,,,,1753371348.091
1096,ETH-259489979,1753371406599,2,0.0041,0.004503,65.49,ETH-25JUL25-3800-C,3725.62,sell,5.0,5.0,,,,,,1753371406.599
1097,ETH-259490059,1753371455353,2,0.004,0.004268,66.52,ETH-25JUL25-3800-C,3722.16,buy,4.0,4.0,,,,,,1753371455.353
1098,ETH-259490071,1753371461465,3,0.004,0.004251,66.58,ETH-25JUL25-3800-C,3722.15,buy,1.0,1.0,,,,,,1753371461.465
1099,ETH-259490182,1753371505265,0,0.0045,0.004534,68.08,ETH-25JUL25-3800-C,3726.3,sell,8.0,8.0,,,,,,1753371505.265
1100,ETH-259490352,1753371631391,0,0.005,0.005248,66.43,ETH-25JUL25-3800-C,3736.85,buy,1.0,1.0,,,,,,1753371631.391
1101,ETH-259491307,1753372478748,1,0.005,0.005127,67.45,ETH-25JUL25-3800-C,3736.64,buy,7.0,7.0,,,,,,1753372478.748
1102,ETH-259491689,1753372568893,2,0.0045,0.004343,68.94,ETH-25JUL25-3800-C,3726.68,sell,4.0,4.0,,,,,,1753372568.893
1104,ETH-259492023,1753372883941,3,0.0041,0.004392,65.03,ETH-25JUL25-3800-C,3729.18,sell,89.0,89.0,,,,,,1753372883.941
1103,ETH-259492022,1753372883941,2,0.0041,0.004392,65.03,ETH-25JUL25-3800-C,3729.18,sell,11.0,11.0,,,,,,1753372883.941
1105,ETH-259493605,1753373836916,2,0.0032,0.003049,67.91,ETH-25JUL25-3800-C,3708.83,buy,27.0,27.0,,,,,,1753373836.916
1106,ETH-259493737,1753373918555,0,0.0036,0.003442,67.5,ETH-25JUL25-3800-C,3716.72,buy,1.0,1.0,,,,,,1753373918.555
1107,ETH-259493813,1753373955529,0,0.0039,0.003777,67.52,ETH-25JUL25-3800-C,3721.36,buy,1.0,1.0,,,,,,1753373955.529
1108,ETH-259494169,1753374261367,2,0.0037,0.003515,68.41,ETH-25JUL25-3800-C,3716.95,buy,16.0,16.0,,,,,,1753374261.367
1109,ETH-259498229,1753375504299,2,0.0019,0.001783,71.07,ETH-25JUL25-3800-C,3674.13,sell,6.0,6.0,,,,,,1753375504.299
1110,ETH-259498234,1753375506383,3,0.0019,0.001738,71.47,ETH-25JUL25-3800-C,3673.13,sell,44.0,44.0,,,,,,1753375506.383
1111,ETH-259499015,1753375812524,0,0.002,0.0022,67.54,ETH-25JUL25-3800-C,3685.24,buy,50.0,50.0,,,,,,1753375812.524
1112,ETH-259500049,1753376531939,0,0.0022,0.002253,67.89,ETH-25JUL25-3800-C,3690.67,buy,7.0,7.0,,,,,,1753376531.939
1113,ETH-259500050,1753376531939,1,0.0022,0.002253,67.89,ETH-25JUL25-3800-C,3690.67,buy,2.0,2.0,,,,,,1753376531.939
1114,ETH-259500051,1753376531939,1,0.0022,0.002253,67.89,ETH-25JUL25-3800-C,3690.67,buy,1.0,1.0,,,,,,1753376531.939
1115,ETH-259500676,1753376833526,0,0.0027,0.002689,67.75,ETH-25JUL25-3800-C,3703.02,buy,2.0,2.0,,,,,,1753376833.526
1116,ETH-259500677,1753376833526,1,0.0027,0.002689,67.75,ETH-25JUL25-3800-C,3703.02,buy,1.0,1.0,,,,,,1753376833.526
1117,ETH-259500807,1753376921357,0,0.0029,0.00285,68.11,ETH-25JUL25-3800-C,3706.23,buy,6.0,6.0,,,,,,1753376921.357
1118,ETH-259500808,1753376921359,1,0.0029,0.00285,68.11,ETH-25JUL25-3800-C,3706.23,sell,8.0,8.0,,,,,,1753376921.359
1119,ETH-259500809,1753376921360,1,0.0029,0.00285,68.11,ETH-25JUL25-3800-C,3706.23,sell,5.0,5.0,,,,,,1753376921.36
1120,ETH-259501032,1753377122896,0,0.003,0.003066,66.82,ETH-25JUL25-3800-C,3711.13,buy,2.0,2.0,,,,,,1753377122.896
1121,ETH-259501116,1753377194794,0,0.0032,0.003146,67.59,ETH-25JUL25-3800-C,3713.51,buy,3.0,3.0,,,,,,1753377194.794
1122,ETH-259501272,1753377204431,0,0.0033,0.003253,67.83,ETH-25JUL25-3800-C,3714.83,buy,16.0,16.0,,,,,,1753377204.431
1123,ETH-259501776,1753377419729,2,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,sell,114.0,114.0,,,,,,1753377419.729
1124,ETH-259501777,1753377419729,3,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,sell,12.0,12.0,,,,,,1753377419.729
1125,ETH-259501778,1753377419729,3,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,sell,6.0,6.0,,,,,,1753377419.729
1126,ETH-259501779,1753377419732,3,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,buy,147.0,147.0,,,,,,1753377419.732
1127,ETH-259501780,1753377419732,3,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,buy,1.0,1.0,,,,,,1753377419.732
1128,ETH-259501781,1753377419751,3,0.0023,0.002585,64.71,ETH-25JUL25-3800-C,3702.02,buy,1.0,1.0,,,,,,1753377419.751
1129,ETH-259501785,1753377420206,3,0.0023,0.002566,64.77,ETH-25JUL25-3800-C,3701.89,buy,19.0,19.0,,,,,,1753377420.206
1130,ETH-259501786,1753377420206,3,0.0023,0.002566,64.77,ETH-25JUL25-3800-C,3701.89,buy,2.0,2.0,,,,,,1753377420.206
1131,ETH-259502259,1753377905769,0,0.0033,0.00325,66.9,ETH-25JUL25-3800-C,3717.39,buy,1.0,1.0,,,,,,1753377905.769
1132,ETH-259503513,1753379036928,0,0.0038,0.00384,65.38,ETH-25JUL25-3800-C,3730.39,buy,2.0,2.0,,,,,,1753379036.928
1134,ETH-259503515,1753379036928,1,0.004,0.00384,66.95,ETH-25JUL25-3800-C,3730.39,buy,8.0,8.0,,,,,,1753379036.928
1133,ETH-259503514,1753379036928,0,0.004,0.00384,66.95,ETH-25JUL25-3800-C,3730.39,buy,5.0,5.0,,,,,,1753379036.928
1135,ETH-259504069,1753379433437,1,0.004,0.003935,66.22,ETH-25JUL25-3800-C,3732.01,buy,1.0,1.0,,,,,,1753379433.437
1136,ETH-259504128,1753379458245,1,0.004,0.003942,66.58,ETH-25JUL25-3800-C,3731.4,buy,1.0,1.0,,,,,,1753379458.245
1137,ETH-259504184,1753379539756,2,0.0038,0.00399,65.51,ETH-25JUL25-3800-C,3730.63,sell,10.0,10.0,,,,,,1753379539.756
1138,ETH-259505013,1753380306419,2,0.0028,0.002848,63.92,ETH-25JUL25-3800-C,3718.01,buy,2.0,2.0,,,,,,1753380306.419
1139,ETH-259505454,1753380718179,0,0.004,0.003947,64.41,ETH-25JUL25-3800-C,3737.5,sell,1.0,1.0,,,,,,1753380718.179
1140,ETH-259505543,1753380861200,2,0.0032,0.003551,61.07,ETH-25JUL25-3800-C,3731.85,sell,4.0,4.0,,,,,,1753380861.2
1141,ETH-259505545,1753380861931,3,0.0032,0.003538,61.08,ETH-25JUL25-3800-C,3731.81,sell,1.0,1.0,,,,,,1753380861.931
1142,ETH-259507278,1753382384478,0,0.0041,0.003802,65.12,ETH-25JUL25-3800-C,3740.74,buy,1.0,1.0,,,,,,1753382384.478
1143,ETH-259508998,1753383896365,0,0.0046,0.004388,64.61,ETH-25JUL25-3800-C,3749.86,buy,1.0,1.0,,,,,,1753383896.365
1145,ETH-259509056,1753383918693,1,0.005,0.004668,65.46,ETH-25JUL25-3800-C,3753.32,buy,1.0,1.0,,,,,,1753383918.693
1144,ETH-259509055,1753383918693,0,0.005,0.004668,65.46,ETH-25JUL25-3800-C,3753.32,buy,1.0,1.0,,,,,,1753383918.693
1146,ETH-259509772,1753384621473,2,0.0044,0.004413,62.58,ETH-25JUL25-3800-C,3751.74,buy,99.0,99.0,,,,,,1753384621.473
1147,ETH-259509835,1753384746843,3,0.0044,0.004333,62.6,ETH-25JUL25-3800-C,3751.62,buy,27.0,27.0,,,,,,1753384746.843
1148,ETH-259509845,1753384747348,3,0.0044,0.004333,62.6,ETH-25JUL25-3800-C,3751.62,buy,6.0,6.0,,,,,,1753384747.348
1149,ETH-259509853,1753384772008,3,0.0044,0.00441,61.96,ETH-25JUL25-3800-C,3752.7,buy,18.0,18.0,,,,,,1753384772.008
1150,ETH-259511186,1753385265744,2,0.0034,0.003136,64.38,ETH-25JUL25-3800-C,3734.88,buy,1.0,1.0,,,,,,1753385265.744
1152,ETH-259511764,1753385615460,3,0.0031,0.003148,61.66,ETH-25JUL25-3800-C,3735.48,buy,19.0,19.0,,,,,,1753385615.46
1151,ETH-259511763,1753385615460,2,0.0031,0.003148,61.66,ETH-25JUL25-3800-C,3735.48,buy,31.0,31.0,,,,,,1753385615.46
1153,ETH-259511932,1753385930798,2,0.0024,0.002642,59.76,ETH-25JUL25-3800-C,3727.22,sell,1.0,1.0,,,,,,1753385930.798
1154,ETH-259514286,1753387111342,0,0.0031,0.002938,62.19,ETH-25JUL25-3800-C,3737.55,sell,5.0,5.0,,,,,,1753387111.342
1155,ETH-259518851,1753391360612,2,0.0026,0.002726,57.7,ETH-25JUL25-3800-C,3741.5,buy,30.0,30.0,,,,,,1753391360.612
1156,ETH-259520810,1753392056049,2,0.0017,0.001509,58.6,ETH-25JUL25-3800-C,3723.47,buy,24.0,24.0,,,,,,1753392056.049
1157,ETH-259522257,1753392997660,2,0.0016,0.001372,60.7,ETH-25JUL25-3800-C,3718.18,buy,5.0,5.0,,,,,,1753392997.66
1158,ETH-259523199,1753393830090,0,0.0019,0.0017,60.93,ETH-25JUL25-3800-C,3725.85,buy,30.0,30.0,,,,,,1753393830.09
1159,ETH-259524003,1753394444159,2,0.0018,0.001505,62.44,ETH-25JUL25-3800-C,3722.15,buy,11.0,11.0,,,,,,1753394444.159
1160,ETH-259524004,1753394444782,3,0.0018,0.001505,60.49,ETH-25JUL25-3800-C,3725.7,buy,23.0,23.0,,,,,,1753394444.782
1161,ETH-259527861,1753396758647,2,0.0013,0.001366,58.36,ETH-25JUL25-3800-C,3720.38,sell,40.0,40.0,,,,,,1753396758.647
1162,ETH-259549214,1753403845110,2,0.0004,0.000425,73.85,ETH-25JUL25-3800-C,3664.27,sell,50.0,50.0,,,,,,1753403845.11
1163,ETH-259557496,1753405552166,3,0.0004,0.000387,77.97,ETH-25JUL25-3800-C,3661.34,sell,20.0,20.0,,,,,,1753405552.166
1164,ETH-259557676,1753405622326,3,0.0004,0.000416,77.08,ETH-25JUL25-3800-C,3663.36,sell,1.0,1.0,,,,,,1753405622.326
1165,ETH-259560011,1753406758948,2,0.0003,0.000311,81.64,ETH-25JUL25-3800-C,3647.57,sell,5.0,5.0,,,,,,1753406758.948
1166,ETH-259560012,1753406758948,3,0.0003,0.000311,81.64,ETH-25JUL25-3800-C,3647.57,sell,23.0,23.0,,,,,,1753406758.948
1167,ETH-259573683,1753411681556,2,0.0001,6.9e-05,86.8,ETH-25JUL25-3800-C,3625.63,sell,1.0,1.0,,,,,,1753411681.556
1168,ETH-259576187,1753412416413,0,0.0003,7.2e-05,109.09,ETH-25JUL25-3800-C,3616.26,buy,2.0,2.0,,,,,,1753412416.413
1169,ETH-259580507,1753413590664,2,0.0002,0.000105,105.9,ETH-25JUL25-3800-C,3615.64,sell,1.0,1.0,,,,,,1753413590.664
1170,ETH-259585725,1753414673563,3,0.0002,0.000103,123.64,ETH-25JUL25-3800-C,3588.38,sell,8.0,8.0,,,,,,1753414673.563
1171,ETH-259585726,1753414673573,3,0.0002,0.000103,123.64,ETH-25JUL25-3800-C,3588.38,sell,17.0,17.0,,,,,,1753414673.573
1172,ETH-259585792,1753414721710,3,0.0002,0.000102,123.78,ETH-25JUL25-3800-C,3588.78,sell,8.0,8.0,,,,,,1753414721.71
1173,ETH-259585793,1753414721715,3,0.0002,0.000102,123.78,ETH-25JUL25-3800-C,3588.78,sell,12.0,12.0,,,,,,1753414721.715
1174,ETH-259587737,1753415478271,2,0.0001,9.4e-05,114.88,ETH-25JUL25-3800-C,3589.18,sell,15.0,15.0,,,,,,1753415478.271
1175,ETH-259587738,1753415478271,3,0.0001,9.4e-05,114.88,ETH-25JUL25-3800-C,3589.18,sell,1.0,1.0,,,,,,1753415478.271
1176,ETH-259600632,1753419946250,0,0.0002,0.000184,112.99,ETH-25JUL25-3800-C,3649.1,buy,10.0,10.0,,,,,,1753419946.25
