trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,block_trade_leg_count,block_trade_id,block_rfq_id,combo_id,combo_trade_id,unix_sec
727,ETH-259227265,1753251868320,3,0.0003,0.000194,111.38,ETH-25JUL25-4500-C,3695.87,buy,15.0,15.0,,,,,,,1753251868.32
728,ETH-259227270,1753251884968,3,0.0003,0.000194,111.39,ETH-25JUL25-4500-C,3695.88,buy,15.0,15.0,,,,,,,1753251884.968
729,ETH-259227322,1753251894268,3,0.0003,0.000195,111.24,ETH-25JUL25-4500-C,3697.02,buy,15.0,15.0,,,,,,,1753251894.268
730,ETH-259227459,1753251906773,3,0.0003,0.000196,111.22,ETH-25JUL25-4500-C,3697.05,buy,15.0,15.0,,,,,,,1753251906.773
731,ETH-259227478,1753251919221,3,0.0003,0.000201,110.95,ETH-25JUL25-4500-C,3698.98,buy,15.0,15.0,,,,,,,1753251919.221
732,ETH-259227482,1753251934797,3,0.0003,0.000199,111.13,ETH-25JUL25-4500-C,3697.76,buy,15.0,15.0,,,,,,,1753251934.797
733,ETH-259227486,1753251945214,3,0.0003,0.0002,111.13,ETH-25JUL25-4500-C,3697.82,buy,15.0,15.0,,,,,,,1753251945.214
734,ETH-259227912,1753252055336,3,0.0003,0.000209,110.52,ETH-25JUL25-4500-C,3702.85,buy,10.0,10.0,,,,,,,1753252055.336
735,ETH-259227919,1753252069875,3,0.0003,0.00021,110.42,ETH-25JUL25-4500-C,3703.54,buy,10.0,10.0,,,,,,,1753252069.875
736,ETH-259227970,1753252143539,3,0.0003,0.000203,110.91,ETH-25JUL25-4500-C,3699.99,buy,10.0,10.0,,,,,,,1753252143.539
737,ETH-259228087,1753252160109,3,0.0003,0.0002,111.04,ETH-25JUL25-4500-C,3699.05,buy,10.0,10.0,,,,,,,1753252160.109
738,ETH-259231686,1753255049653,2,0.0001,0.000161,98.87,ETH-25JUL25-4500-C,3697.47,sell,250.0,250.0,,,,,,,1753255049.653
739,ETH-259237103,1753258502962,3,0.0001,0.000146,101.72,ETH-25JUL25-4500-C,3682.73,sell,10.0,10.0,,,,,,,1753258502.962
740,ETH-259251062,1753267298392,3,0.0001,0.000147,106.59,ETH-25JUL25-4500-C,3665.21,sell,30.0,30.0,,,,,,,1753267298.392
741,ETH-259252369,1753269523785,3,0.0001,0.000153,107.16,ETH-25JUL25-4500-C,3666.57,sell,3.0,3.0,,,,,,,1753269523.785
742,ETH-259252564,1753269807523,0,0.0002,0.000154,114.96,ETH-25JUL25-4500-C,3672.19,buy,1.0,1.0,,,,,,,1753269807.523
743,ETH-259274716,1753278732920,1,0.0002,0.000135,129.9,ETH-25JUL25-4500-C,3589.61,buy,9.0,9.0,,,,,,,1753278732.92
744,ETH-259274717,1753278732920,1,0.0002,0.000135,129.9,ETH-25JUL25-4500-C,3589.61,buy,20.0,20.0,,,,,,,1753278732.92
745,ETH-259274718,1753278732920,1,0.0002,0.000135,129.9,ETH-25JUL25-4500-C,3589.61,buy,13.0,13.0,,,,,,,1753278732.92
746,ETH-259274719,1753278732922,1,0.0002,0.000135,129.9,ETH-25JUL25-4500-C,3589.61,sell,11.0,11.0,,,,,,,1753278732.922
747,ETH-259274720,1753278732940,1,0.0002,0.000135,129.9,ETH-25JUL25-4500-C,3589.61,sell,27.0,27.0,,,,,,,1753278732.94
748,ETH-259280975,1753280015504,2,0.0001,0.000162,121.23,ETH-25JUL25-4500-C,3588.64,sell,5.0,5.0,,,,,,,1753280015.504
749,ETH-259285053,1753281794783,3,0.0001,0.000168,119.47,ETH-25JUL25-4500-C,3606.63,sell,1.0,1.0,,,,,,,1753281794.783
750,ETH-259288195,1753283577035,3,0.0001,0.000166,120.25,ETH-25JUL25-4500-C,3606.85,sell,2.0,2.0,,,,,,,1753283577.035
751,ETH-259300991,1753288809103,3,0.0001,0.000148,124.74,ETH-25JUL25-4500-C,3589.98,sell,10.0,10.0,,,,,,,1753288809.103
752,ETH-259301000,1753288814219,3,0.0001,0.000149,124.7,ETH-25JUL25-4500-C,3590.23,sell,50.0,50.0,,,,,,,1753288814.219
753,ETH-259301001,1753288819351,3,0.0001,0.000147,124.8,ETH-25JUL25-4500-C,3589.49,sell,40.0,40.0,,,,,,,1753288819.351
754,ETH-259301003,1753288824786,3,0.0001,0.000147,124.77,ETH-25JUL25-4500-C,3589.71,sell,20.0,20.0,,,,,,,1753288824.786
755,ETH-259301008,1753288827287,3,0.0001,0.000148,124.78,ETH-25JUL25-4500-C,3589.62,sell,20.0,20.0,,,,,,,1753288827.287
756,ETH-259301010,1753288829766,3,0.0001,0.000148,124.85,ETH-25JUL25-4500-C,3589.14,sell,20.0,20.0,,,,,,,1753288829.766
757,ETH-259306600,1753290517846,0,0.0003,0.000151,145.84,ETH-25JUL25-4500-C,3564.24,buy,15.0,15.0,,,,,,,1753290517.846
758,ETH-259326511,1753302621372,2,0.0001,0.000128,135.4,ETH-25JUL25-4500-C,3562.38,sell,31.0,31.0,,,,,,,1753302621.372
759,ETH-259332594,1753305103005,3,0.0001,0.000135,136.35,ETH-25JUL25-4500-C,3565.07,sell,2.0,2.0,,,,,,,1753305103.005
760,ETH-259340513,1753308576449,3,0.0001,0.00015,133.54,ETH-25JUL25-4500-C,3596.69,sell,2.0,2.0,,,,,,,1753308576.449
761,ETH-259342685,1753309332839,3,0.0001,0.000151,132.29,ETH-25JUL25-4500-C,3607.76,sell,10.0,10.0,,,,,,,1753309332.839
762,ETH-259343481,1753310574789,3,0.0001,0.000147,131.92,ETH-25JUL25-4500-C,3615.07,sell,20.0,20.0,,,,,,,1753310574.789
764,ETH-259348152,1753313790735,3,0.0001,0.000145,131.28,ETH-25JUL25-4500-C,3632.12,sell,1.0,1.0,,,,,,,1753313790.735
763,ETH-259348151,1753313790735,3,0.0001,0.000145,131.28,ETH-25JUL25-4500-C,3632.12,sell,71.0,71.0,,,,,,,1753313790.735
765,ETH-259419778,1753347459287,3,0.0001,1.9e-05,155.02,ETH-25JUL25-4500-C,3636.32,buy,1.0,1.0,,,,,,,1753347459.287
