trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,block_trade_leg_count,block_trade_id,block_rfq_id,combo_id,combo_trade_id,unix_sec
315,ETH-256208432,1751356570192,2,0.0003,0.000219,86.24,ETH-25JUL25-4500-C,2465.92,buy,5.0,5.0,,,,,,,1751356570.192
316,ETH-256208435,1751356592442,3,0.0003,0.000219,86.24,ETH-25JUL25-4500-C,2465.94,buy,5.0,5.0,,,,,,,1751356592.442
317,ETH-256208436,1751356603190,3,0.0003,0.000218,86.24,ETH-25JUL25-4500-C,2465.92,buy,5.0,5.0,,,,,,,1751356603.19
318,ETH-256208535,1751356737607,3,0.0003,0.000216,86.25,ETH-25JUL25-4500-C,2465.83,buy,25.0,25.0,,,,,,,1751356737.607
319,ETH-256208559,1751356773434,3,0.0003,0.000215,86.24,ETH-25JUL25-4500-C,2465.95,buy,25.0,25.0,,,,,,,1751356773.434
320,ETH-256208576,1751356785104,3,0.0003,0.000215,86.23,ETH-25JUL25-4500-C,2466.09,buy,25.0,25.0,,,,,,,1751356785.104
321,ETH-256288979,1751432185667,2,0.0002,0.000218,85.69,ETH-25JUL25-4500-C,2439.6,buy,135.0,135.0,,,,,,,1751432185.667
322,ETH-256289087,1751432386902,0,0.0003,0.000215,89.19,ETH-25JUL25-4500-C,2439.46,buy,101.0,101.0,,,,,,,1751432386.902
323,ETH-256289093,1751432401860,1,0.0003,0.000215,89.15,ETH-25JUL25-4500-C,2440.11,buy,101.0,101.0,,,,,,,1751432401.86
324,ETH-256289120,1751432415412,1,0.0003,0.000214,89.18,ETH-25JUL25-4500-C,2439.43,buy,102.0,102.0,,,,,,,1751432415.412
325,ETH-256289128,1751432426008,1,0.0003,0.000214,89.19,ETH-25JUL25-4500-C,2439.3,buy,102.0,102.0,,,,,,,1751432426.008
326,ETH-256289138,1751432439963,1,0.0003,0.000213,89.22,ETH-25JUL25-4500-C,2438.93,buy,103.0,103.0,,,,,,,1751432439.963
327,ETH-256289150,1751432450306,1,0.0003,0.000213,89.22,ETH-25JUL25-4500-C,2438.83,buy,103.0,103.0,,,,,,,1751432450.306
328,ETH-256304656,1751452175331,1,0.0003,0.000203,89.19,ETH-25JUL25-4500-C,2448.83,buy,5.0,5.0,,,,,,,1751452175.331
329,ETH-256320907,1751467973533,2,0.0002,0.00021,85.0,ETH-25JUL25-4500-C,2469.52,sell,5.0,5.0,,,,,,,1751467973.533
330,ETH-256369461,1751482302771,0,0.0003,0.000311,82.96,ETH-25JUL25-4500-C,2581.31,buy,115.0,115.0,,,,,,,1751482302.771
331,ETH-256385637,1751490127887,0,0.0004,0.000343,85.11,ETH-25JUL25-4500-C,2592.32,buy,1.0,1.0,,,,,,,1751490127.887
333,ETH-256516044,1751589539304,1,0.0005,0.000336,89.47,ETH-25JUL25-4500-C,2593.15,buy,16.0,16.0,,,,,,,1751589539.304
332,ETH-256516043,1751589539304,0,0.0005,0.000336,89.47,ETH-25JUL25-4500-C,2593.15,buy,1.0,1.0,,,,,,,1751589539.304
334,ETH-256520038,1751594289931,1,0.0005,0.000343,89.7,ETH-25JUL25-4500-C,2591.07,buy,22.0,22.0,,,,,,,1751594289.931
335,ETH-256520053,1751594331232,1,0.0005,0.000343,89.68,ETH-25JUL25-4500-C,2591.36,buy,9.0,9.0,,,,,,,1751594331.232
336,ETH-256598809,1751669805736,2,0.0002,0.000194,86.92,ETH-25JUL25-4500-C,2521.09,buy,1.0,1.0,,,,,,,1751669805.736
337,ETH-256607635,1751688435018,0,0.0003,0.000222,91.26,ETH-25JUL25-4500-C,2514.95,buy,1.0,1.0,,,,,,,1751688435.018
338,ETH-256607636,1751688435020,1,0.0003,0.000222,91.26,ETH-25JUL25-4500-C,2514.95,sell,2.0,2.0,,,,,,,1751688435.02
339,ETH-256613932,1751702324162,1,0.0003,0.000241,91.34,ETH-25JUL25-4500-C,2520.98,buy,8.0,8.0,,,,,,,1751702324.162
340,ETH-256613952,1751702353819,1,0.0003,0.00024,91.35,ETH-25JUL25-4500-C,2520.71,buy,8.0,8.0,,,,,,,1751702353.819
341,ETH-256613990,1751702385794,1,0.0003,0.00024,91.3,ETH-25JUL25-4500-C,2521.62,buy,8.0,8.0,,,,,,,1751702385.794
342,ETH-256679813,1751835006031,2,0.0002,0.000216,90.01,ETH-25JUL25-4500-C,2546.47,sell,1.0,1.0,,,,,,,1751835006.031
344,ETH-256822393,1751995522747,1,0.0003,0.000182,94.81,ETH-25JUL25-4500-C,2613.8,buy,1.0,1.0,,,,,,,1751995522.747
345,ETH-256822394,1751995522747,1,0.0003,0.000182,94.81,ETH-25JUL25-4500-C,2613.8,buy,191.0,191.0,,,,,,,1751995522.747
343,ETH-256822392,1751995522747,0,0.0003,0.000182,94.81,ETH-25JUL25-4500-C,2613.8,buy,1.0,1.0,,,,,,,1751995522.747
346,ETH-256822395,1751995522747,1,0.0003,0.000182,94.81,ETH-25JUL25-4500-C,2613.8,buy,55.0,55.0,,,,,,,1751995522.747
347,ETH-256822396,1751995522752,1,0.0003,0.000182,94.81,ETH-25JUL25-4500-C,2613.8,sell,152.0,152.0,,,,,,,1751995522.752
348,ETH-256851788,1752038570894,1,0.0003,0.000181,96.52,ETH-25JUL25-4500-C,2608.92,buy,1.0,1.0,,,,,,,1752038570.894
349,ETH-256863743,1752049059471,2,0.0001,0.000151,86.53,ETH-25JUL25-4500-C,2622.68,sell,1.0,1.0,,,,,,,1752049059.471
350,ETH-256863744,1752049059471,3,0.0001,0.000151,86.53,ETH-25JUL25-4500-C,2622.68,sell,4.0,4.0,,,,,,,1752049059.471
351,ETH-256904107,1752077745932,3,0.0001,0.000143,85.66,ETH-25JUL25-4500-C,2655.03,sell,1.0,1.0,,,,,,,1752077745.932
352,ETH-256904110,1752077748427,3,0.0001,0.000142,85.67,ETH-25JUL25-4500-C,2654.94,sell,1.0,1.0,,,,,,,1752077748.427
353,ETH-256904118,1752077750122,3,0.0001,0.000142,85.68,ETH-25JUL25-4500-C,2654.78,sell,1.0,1.0,,,,,,,1752077750.122
354,ETH-256949564,1752093051690,0,0.0002,0.000197,86.75,ETH-25JUL25-4500-C,2742.79,sell,1.0,1.0,,,,,,,1752093051.69
355,ETH-256982021,1752114825085,0,0.0003,0.000183,88.7,ETH-25JUL25-4500-C,2784.84,buy,5.0,5.0,,,,,,,1752114825.085
356,ETH-256988794,1752122528691,1,0.0003,0.000229,89.33,ETH-25JUL25-4500-C,2778.4,sell,1.0,1.0,,,,,,,1752122528.691
357,ETH-256988799,1752122532058,1,0.0003,0.000229,89.31,ETH-25JUL25-4500-C,2778.72,sell,1.0,1.0,,,,,,,1752122532.058
358,ETH-256988800,1752122539239,1,0.0003,0.00023,89.3,ETH-25JUL25-4500-C,2778.88,sell,1.0,1.0,,,,,,,1752122539.239
359,ETH-256988803,1752122545373,1,0.0003,0.00023,89.28,ETH-25JUL25-4500-C,2779.08,sell,1.0,1.0,,,,,,,1752122545.373
360,ETH-256988877,1752122579778,1,0.0003,0.000229,89.28,ETH-25JUL25-4500-C,2779.15,sell,1.0,1.0,,,,,,,1752122579.778
361,ETH-257015026,1752138685234,1,0.0003,0.000374,89.51,ETH-25JUL25-4500-C,2784.74,sell,1.0,1.0,,,,,,,1752138685.234
362,ETH-257015332,1752138896163,1,0.0003,0.000375,89.6,ETH-25JUL25-4500-C,2783.05,sell,55.0,55.0,,,,,,,1752138896.163
363,ETH-257028399,1752153525685,1,0.0003,0.000213,90.04,ETH-25JUL25-4500-C,2785.46,buy,1.0,1.0,,,,,,,1752153525.685
364,ETH-257028400,1752153525687,1,0.0003,0.000213,90.04,ETH-25JUL25-4500-C,2785.46,sell,4.0,4.0,,,,,,,1752153525.687
365,ETH-257028410,1752153534681,1,0.0003,0.000214,90.03,ETH-25JUL25-4500-C,2785.57,sell,5.0,5.0,,,,,,,1752153534.681
366,ETH-257101840,1752183770621,1,0.0003,0.000308,81.06,ETH-25JUL25-4500-C,2959.2,buy,1.0,1.0,,,,,,,1752183770.621
367,ETH-257102188,1752183775885,1,0.0003,0.000343,80.07,ETH-25JUL25-4500-C,2975.98,buy,1.0,1.0,,,,,,,1752183775.885
368,ETH-257138198,1752185917666,0,0.0005,0.000362,85.2,ETH-25JUL25-4500-C,2973.45,buy,2.0,2.0,,,,,,,1752185917.666
369,ETH-257185572,1752208987723,1,0.0005,0.00038,86.83,ETH-25JUL25-4500-C,2957.52,sell,13.0,13.0,,,,,,,1752208987.723
370,ETH-257219369,1752218419781,2,0.0004,0.000497,83.01,ETH-25JUL25-4500-C,2988.78,sell,2.0,2.0,,,,,,,1752218419.781
371,ETH-257219874,1752218730241,0,0.0005,0.000499,84.88,ETH-25JUL25-4500-C,2994.66,buy,30.0,30.0,,,,,,,1752218730.241
372,ETH-257219886,1752218740807,1,0.0005,0.000501,84.82,ETH-25JUL25-4500-C,2995.69,buy,94.0,94.0,,,,,,,1752218740.807
373,ETH-257244433,1752225008729,0,0.0006,0.000553,86.37,ETH-25JUL25-4500-C,3005.02,buy,24.0,24.0,,,,,,,1752225008.729
374,ETH-257251373,1752227430966,1,0.0006,0.000608,85.24,ETH-25JUL25-4500-C,3024.89,sell,1.0,1.0,,,,,,,1752227430.966
375,ETH-257268229,1752235310132,1,0.0006,0.000471,87.88,ETH-25JUL25-4500-C,2986.05,buy,2.0,2.0,,,,,,,1752235310.132
376,ETH-257353229,1752289277496,2,0.0003,0.000352,84.89,ETH-25JUL25-4500-C,2957.67,sell,2.0,2.0,,,,,,,1752289277.496
377,ETH-257353279,1752289380162,2,0.0002,0.000355,81.15,ETH-25JUL25-4500-C,2960.9,sell,3.0,3.0,,,,,,,1752289380.162
378,ETH-257369071,1752309298708,3,0.0002,0.00019,81.63,ETH-25JUL25-4500-C,2966.82,buy,10.0,10.0,,,,,,,1752309298.708
379,ETH-257373674,1752312169230,3,0.0002,0.000189,81.5,ETH-25JUL25-4500-C,2971.18,buy,11.0,11.0,,,,,,,1752312169.23
380,ETH-257374109,1752312889160,3,0.0002,0.000185,81.5,ETH-25JUL25-4500-C,2971.35,buy,16.0,16.0,,,,,,,1752312889.16
381,ETH-257374181,1752312917827,3,0.0002,0.000186,81.43,ETH-25JUL25-4500-C,2972.56,buy,11.0,11.0,,,,,,,1752312917.827
382,ETH-257408812,1752337925862,0,0.0003,0.000218,88.23,ETH-25JUL25-4500-C,2930.13,buy,57.0,57.0,,,,,,,1752337925.862
383,ETH-257408953,1752338074359,1,0.0003,0.00026,88.11,ETH-25JUL25-4500-C,2932.01,buy,12.0,12.0,,,,,,,1752338074.359
384,ETH-257431468,1752384357945,0,0.0004,0.000301,91.46,ETH-25JUL25-4500-C,2955.9,buy,1.0,1.0,,,,,,,1752384357.945
385,ETH-257436944,1752394548696,2,0.0003,0.000315,88.87,ETH-25JUL25-4500-C,2959.51,sell,1.0,1.0,,,,,,,1752394548.696
386,ETH-257441937,1752406223816,0,0.0004,0.000213,91.91,ETH-25JUL25-4500-C,2964.6,buy,1.0,1.0,,,,,,,1752406223.816
387,ETH-257441938,1752406230530,1,0.0004,0.000213,91.92,ETH-25JUL25-4500-C,2964.5,buy,1.0,1.0,,,,,,,1752406230.53
388,ETH-257442578,1752407334183,2,0.0003,0.000204,89.23,ETH-25JUL25-4500-C,2962.02,buy,10.0,10.0,,,,,,,1752407334.183
389,ETH-257442586,1752407337729,3,0.0003,0.000204,89.23,ETH-25JUL25-4500-C,2962.06,buy,10.0,10.0,,,,,,,1752407337.729
390,ETH-257514552,1752459480193,3,0.0003,0.000277,90.25,ETH-25JUL25-4500-C,2983.36,buy,10.0,10.0,,,,,,,1752459480.193
391,ETH-257514563,1752459506971,3,0.0003,0.000278,90.21,ETH-25JUL25-4500-C,2983.95,buy,10.0,10.0,,,,,,,1752459506.971
392,ETH-257514669,1752459617873,3,0.0003,0.000274,90.23,ETH-25JUL25-4500-C,2983.76,buy,20.0,20.0,,,,,,,1752459617.873
393,ETH-257514702,1752459667394,3,0.0003,0.000275,90.21,ETH-25JUL25-4500-C,2984.06,buy,20.0,20.0,,,,,,,1752459667.394
394,ETH-257515194,1752459831038,3,0.0003,0.000272,89.5,ETH-25JUL25-4500-C,2994.93,buy,30.0,30.0,,,,,,,1752459831.038
395,ETH-257515238,1752459851842,3,0.0003,0.000256,89.46,ETH-25JUL25-4500-C,2995.75,buy,30.0,30.0,,,,,,,1752459851.842
396,ETH-257515343,1752459893506,3,0.0003,0.000241,89.36,ETH-25JUL25-4500-C,2997.31,buy,25.0,25.0,,,,,,,1752459893.506
397,ETH-257515416,1752459923684,3,0.0003,0.000237,89.37,ETH-25JUL25-4500-C,2997.24,buy,25.0,25.0,,,,,,,1752459923.684
398,ETH-257515811,1752460034161,3,0.0003,0.00025,88.93,ETH-25JUL25-4500-C,3004.35,buy,20.0,20.0,,,,,,,1752460034.161
399,ETH-257515821,1752460050933,3,0.0003,0.000249,88.91,ETH-25JUL25-4500-C,3004.65,buy,20.0,20.0,,,,,,,1752460050.933
400,ETH-257516210,1752460145616,3,0.0003,0.000251,88.84,ETH-25JUL25-4500-C,3005.86,buy,10.0,10.0,,,,,,,1752460145.616
401,ETH-257516261,1752460165246,3,0.0003,0.000247,88.98,ETH-25JUL25-4500-C,3003.8,buy,10.0,10.0,,,,,,,1752460165.246
402,ETH-257516762,1752460296686,3,0.0003,0.000239,89.37,ETH-25JUL25-4500-C,2997.8,buy,10.0,10.0,,,,,,,1752460296.686
403,ETH-257516773,1752460317437,3,0.0003,0.00024,89.28,ETH-25JUL25-4500-C,2999.35,buy,10.0,10.0,,,,,,,1752460317.437
404,ETH-257517004,1752460501464,3,0.0003,0.000241,89.46,ETH-25JUL25-4500-C,2996.86,buy,9.0,9.0,,,,,,,1752460501.464
405,ETH-257517012,1752460521165,3,0.0003,0.000241,89.48,ETH-25JUL25-4500-C,2996.38,buy,9.0,9.0,,,,,,,1752460521.165
406,ETH-257537467,1752469248661,0,0.0006,0.00043,93.48,ETH-25JUL25-4500-C,3053.25,buy,342.0,342.0,,,,,,,1752469248.661
407,ETH-257539899,1752469857002,2,0.0005,0.000431,91.75,ETH-25JUL25-4500-C,3048.41,buy,30.0,30.0,,,,,,,1752469857.002
408,ETH-257539904,1752469863316,3,0.0005,0.000432,91.71,ETH-25JUL25-4500-C,3048.91,buy,30.0,30.0,,,,,,,1752469863.316
409,ETH-257539909,1752469868250,3,0.0005,0.000432,91.73,ETH-25JUL25-4500-C,3048.75,buy,30.0,30.0,,,,,,,1752469868.25
413,ETH-257542849,1752470696113,1,0.0007,0.00047,94.84,ETH-25JUL25-4500-C,3060.84,buy,594.0,594.0,,,,,,,1752470696.113
412,ETH-257542848,1752470696113,1,0.0007,0.00047,94.84,ETH-25JUL25-4500-C,3060.84,buy,31.0,31.0,,,,,,,1752470696.113
410,ETH-257542846,1752470696113,0,0.0007,0.00047,94.84,ETH-25JUL25-4500-C,3060.84,buy,341.0,341.0,,,,,,,1752470696.113
411,ETH-257542847,1752470696113,1,0.0007,0.00047,94.84,ETH-25JUL25-4500-C,3060.84,buy,20.0,20.0,,,,,,,1752470696.113
414,ETH-257543802,1752470854567,2,0.0006,0.000443,93.65,ETH-25JUL25-4500-C,3052.04,buy,361.0,361.0,,,,,,,1752470854.567
415,ETH-257578005,1752489608454,0,0.0007,0.000646,94.87,ETH-25JUL25-4500-C,3073.68,buy,1.0,1.0,,,,,,,1752489608.454
416,ETH-257591447,1752494203524,1,0.0007,0.000739,96.34,ETH-25JUL25-4500-C,3058.14,sell,39.0,39.0,,,,,,,1752494203.524
417,ETH-257618429,1752505977243,2,0.0006,0.00067,97.68,ETH-25JUL25-4500-C,3021.87,sell,1.0,1.0,,,,,,,1752505977.243
418,ETH-257626093,1752509144817,3,0.0006,0.000663,98.77,ETH-25JUL25-4500-C,3008.33,sell,13.0,13.0,,,,,,,1752509144.817
419,ETH-257633952,1752515034716,3,0.0006,0.000651,99.13,ETH-25JUL25-4500-C,3007.23,sell,31.0,31.0,,,,,,,1752515034.716
420,ETH-257678914,1752552945442,2,0.0004,0.000301,100.02,ETH-25JUL25-4500-C,2956.35,buy,56.0,56.0,,,,,,,1752552945.442
421,ETH-257689519,1752564153726,3,0.0004,0.000413,98.32,ETH-25JUL25-4500-C,2988.57,buy,2.0,2.0,,,,,,,1752564153.726
422,ETH-257719764,1752586492393,0,0.0005,0.000486,99.22,ETH-25JUL25-4500-C,3032.16,sell,55.0,55.0,,,,,,,1752586492.393
423,ETH-257762367,1752601655557,0,0.0006,0.000675,98.04,ETH-25JUL25-4500-C,3088.71,buy,3.0,3.0,,,,,,,1752601655.557
424,ETH-257763592,1752602066826,0,0.0007,0.000766,99.55,ETH-25JUL25-4500-C,3094.88,buy,163.0,163.0,,,,,,,1752602066.826
425,ETH-257765406,1752602793040,1,0.0007,0.000655,99.81,ETH-25JUL25-4500-C,3091.57,buy,59.0,59.0,,,,,,,1752602793.04
426,ETH-257823952,1752638499574,2,0.0006,0.0005,98.26,ETH-25JUL25-4500-C,3118.85,buy,1.0,1.0,,,,,,,1752638499.574
427,ETH-257839641,1752649657187,2,0.0004,0.000459,91.41,ETH-25JUL25-4500-C,3158.05,sell,1.0,1.0,,,,,ETH-CS-25JUL25-4000_4500,ETH-257839639,1752649657.187
428,ETH-257839684,1752649702350,3,0.0004,0.000463,91.39,ETH-25JUL25-4500-C,3158.06,sell,200.0,200.0,,,,,ETH-CS-25JUL25-4000_4500,ETH-257839682,1752649702.35
429,ETH-257840682,1752650075788,3,0.0004,0.000471,91.53,ETH-25JUL25-4500-C,3156.5,sell,1.0,1.0,,,,,ETH-CS-25JUL25-4000_4500,ETH-257840680,1752650075.788
430,ETH-257840703,1752650086444,3,0.0004,0.000472,91.51,ETH-25JUL25-4500-C,3156.8,sell,23.0,23.0,,,,,ETH-CS-25JUL25-4000_4500,ETH-257840701,1752650086.444
431,ETH-257876618,1752671290551,0,0.0005,0.000483,94.32,ETH-25JUL25-4500-C,3169.99,buy,10.0,10.0,,,,,,,1752671290.551
432,ETH-257932549,1752683537428,0,0.0008,0.000683,93.42,ETH-25JUL25-4500-C,3270.33,buy,50.0,50.0,,,,,,,1752683537.428
433,ETH-257955869,1752689104129,0,0.001,0.000853,91.58,ETH-25JUL25-4500-C,3336.76,buy,5.0,5.0,,,,,,,1752689104.129
434,ETH-257957551,1752689206872,0,0.0012,0.000962,92.91,ETH-25JUL25-4500-C,3351.53,buy,5.0,5.0,,,,,,,1752689206.872
435,ETH-257957572,1752689208407,1,0.0012,0.000948,92.94,ETH-25JUL25-4500-C,3351.1,buy,5.0,5.0,,,,,,,1752689208.407
436,ETH-257968542,1752691766804,2,0.0011,0.000949,92.84,ETH-25JUL25-4500-C,3339.84,buy,1.0,1.0,,,,,,,1752691766.804
437,ETH-257975975,1752693942547,0,0.0012,0.000969,92.25,ETH-25JUL25-4500-C,3365.74,buy,50.0,50.0,,,,,,,1752693942.547
438,ETH-257976137,1752693978143,2,0.0008,0.000966,87.07,ETH-25JUL25-4500-C,3364.44,sell,1.0,1.0,,,,,,,1752693978.143
439,ETH-258004002,1752697302518,0,0.0014,0.001159,91.27,ETH-25JUL25-4500-C,3410.85,buy,50.0,50.0,,,,,,,1752697302.518
440,ETH-258010706,1752697886178,2,0.0012,0.001186,89.82,ETH-25JUL25-4500-C,3401.69,sell,30.0,30.0,,,,,,,1752697886.178
441,ETH-258010708,1752697886208,3,0.0012,0.001186,89.82,ETH-25JUL25-4500-C,3401.69,sell,30.0,30.0,,,,,,,1752697886.208
442,ETH-258010713,1752697886238,3,0.0012,0.001186,89.82,ETH-25JUL25-4500-C,3401.69,sell,3.0,3.0,,,,,,,1752697886.238
443,ETH-258023085,1752700954926,3,0.0012,0.001094,91.02,ETH-25JUL25-4500-C,3388.75,buy,5.0,5.0,,,,,ETH-ICOND-25JUL25-2800_3000_4000_4500,ETH-258023081,1752700954.926
444,ETH-258104035,1752733646202,0,0.0015,0.001305,92.69,ETH-25JUL25-4500-C,3431.82,buy,2.0,2.0,,,,,,,1752733646.202
445,ETH-258125334,1752738032826,0,0.0017,0.001706,93.13,ETH-25JUL25-4500-C,3455.15,buy,40.0,40.0,,,,,,,1752738032.826
447,ETH-258128958,1752738168923,1,0.002,0.001803,95.1,ETH-25JUL25-4500-C,3463.38,buy,23.0,23.0,,,,,,,1752738168.923
446,ETH-258128957,1752738168923,0,0.002,0.001803,95.1,ETH-25JUL25-4500-C,3463.38,buy,1.0,1.0,,,,,,,1752738168.923
448,ETH-258128959,1752738168925,1,0.002,0.001803,95.1,ETH-25JUL25-4500-C,3463.38,sell,26.0,26.0,,,,,,,1752738168.925
449,ETH-258142058,1752739780640,2,0.0017,0.001748,94.43,ETH-25JUL25-4500-C,3442.77,buy,1.0,1.0,,,,,,,1752739780.64
450,ETH-258155124,1752743404217,0,0.0018,0.001778,93.61,ETH-25JUL25-4500-C,3464.84,buy,45.0,45.0,,,,,,,1752743404.217
451,ETH-258158186,1752744550654,0,0.0021,0.001899,96.06,ETH-25JUL25-4500-C,3466.16,buy,20.0,20.0,,,,,,,1752744550.654
452,ETH-258158187,1752744550654,1,0.0021,0.001899,96.06,ETH-25JUL25-4500-C,3466.16,buy,30.0,30.0,,,,,,,1752744550.654
453,ETH-258173018,1752750168159,2,0.0018,0.00188,94.85,ETH-25JUL25-4500-C,3453.7,buy,1.0,1.0,,,,,,,1752750168.159
454,ETH-258173538,1752750458361,2,0.0017,0.001883,94.0,ETH-25JUL25-4500-C,3453.6,sell,1.0,1.0,,,,,,,1752750458.361
455,ETH-258279907,1752784230729,2,0.0008,0.000992,89.98,ETH-25JUL25-4500-C,3405.13,sell,1.0,1.0,,,,,,,1752784230.729
456,ETH-258281877,1752785639012,0,0.0014,0.001016,97.35,ETH-25JUL25-4500-C,3412.46,buy,5.0,5.0,,,,,ETH-ICOND-25JUL25-2900_3100_4200_4500,ETH-258281873,1752785639.012
457,ETH-258288320,1752786856630,2,0.0011,0.001274,87.83,ETH-25JUL25-4500-C,3484.83,sell,2.0,2.0,T,,,,,,1752786856.63
458,ETH-258288321,1752786856630,3,0.0011,0.001274,87.83,ETH-25JUL25-4500-C,3484.83,sell,3.0,3.0,T,,,,,,1752786856.63
459,ETH-258288322,1752786857183,3,0.0011,0.00127,87.85,ETH-25JUL25-4500-C,3484.6,sell,5.0,5.0,T,,,,,,1752786857.183
460,ETH-258288337,1752786857752,3,0.0011,0.00127,87.85,ETH-25JUL25-4500-C,3484.6,sell,5.0,5.0,T,,,,,,1752786857.752
461,ETH-258288340,1752786859415,3,0.0011,0.001264,87.92,ETH-25JUL25-4500-C,3483.74,sell,5.0,5.0,T,,,,,,1752786859.415
462,ETH-258289058,1752786957064,0,0.0013,0.001293,89.1,ETH-25JUL25-4500-C,3497.23,buy,11.0,11.0,,,,,,,1752786957.064
463,ETH-258289059,1752786957104,1,0.0013,0.001293,89.1,ETH-25JUL25-4500-C,3497.23,buy,1.0,1.0,,,,,,,1752786957.104
464,ETH-258289060,1752786957226,1,0.0013,0.001293,89.1,ETH-25JUL25-4500-C,3497.23,buy,38.0,38.0,,,,,,,1752786957.226
465,ETH-258320587,1752797256049,1,0.0013,0.001504,91.55,ETH-25JUL25-4500-C,3475.42,sell,20.0,20.0,,,,,,,1752797256.049
466,ETH-258320588,1752797256052,1,0.0013,0.001504,91.55,ETH-25JUL25-4500-C,3475.42,buy,253.0,253.0,,,,,,,1752797256.052
467,ETH-258320589,1752797256061,1,0.0013,0.001504,91.55,ETH-25JUL25-4500-C,3475.42,buy,10.0,10.0,,,,,,,1752797256.061
468,ETH-258320590,1752797256066,1,0.0013,0.001504,91.55,ETH-25JUL25-4500-C,3475.42,buy,1.0,1.0,,,,,,,1752797256.066
469,ETH-258320637,1752797343780,2,0.0012,0.001298,90.57,ETH-25JUL25-4500-C,3473.65,sell,400.0,400.0,,,,,,,1752797343.78
470,ETH-258340778,1752802226133,0,0.0028,0.002637,95.68,ETH-25JUL25-4500-C,3576.04,buy,18.0,18.0,,,,,,,1752802226.133
471,ETH-258351403,1752804221582,1,0.0028,0.002947,92.94,ETH-25JUL25-4500-C,3606.63,sell,2.0,2.0,,,,,,,1752804221.582
472,ETH-258357305,1752805828510,2,0.0027,0.00285,91.78,ETH-25JUL25-4500-C,3613.33,sell,5.0,5.0,,,,,,,1752805828.51
473,ETH-258357972,1752806125881,0,0.0028,0.002833,91.75,ETH-25JUL25-4500-C,3620.88,sell,146.0,146.0,,,,,,,1752806125.881
474,ETH-258370549,1752811919095,2,0.0022,0.002196,91.42,ETH-25JUL25-4500-C,3584.08,sell,1.0,1.0,,,,,,,1752811919.095
475,ETH-258372032,1752813023094,0,0.0023,0.002289,91.01,ETH-25JUL25-4500-C,3597.61,buy,1.0,1.0,,,,,,,1752813023.094
476,ETH-258372448,1752813313090,0,0.0024,0.002353,90.92,ETH-25JUL25-4500-C,3606.8,buy,1.0,1.0,,,,,,,1752813313.09
477,ETH-258383502,1752815604485,2,0.0022,0.002416,87.38,ETH-25JUL25-4500-C,3630.79,sell,2.0,2.0,,,,,,,1752815604.485
479,ETH-258383504,1752815604485,3,0.0022,0.002416,87.38,ETH-25JUL25-4500-C,3630.79,sell,29.0,29.0,,,,,,,1752815604.485
478,ETH-258383503,1752815604485,3,0.0022,0.002416,87.38,ETH-25JUL25-4500-C,3630.79,sell,20.0,20.0,,,,,,,1752815604.485
480,ETH-258383505,1752815604487,3,0.0022,0.002416,87.38,ETH-25JUL25-4500-C,3630.79,buy,99.0,99.0,,,,,,,1752815604.487
481,ETH-258394970,1752818378132,0,0.003,0.003124,89.24,ETH-25JUL25-4500-C,3671.69,sell,104.0,104.0,,,,,,,1752818378.132
482,ETH-258394971,1752818378132,1,0.003,0.003124,89.24,ETH-25JUL25-4500-C,3671.69,sell,146.0,146.0,,,,,,,1752818378.132
483,ETH-258397212,1752818943507,2,0.0028,0.002789,90.04,ETH-25JUL25-4500-C,3650.1,sell,4.0,4.0,,,,,,,1752818943.507
484,ETH-258401104,1752820679569,2,0.0026,0.002765,88.57,ETH-25JUL25-4500-C,3652.33,sell,30.0,30.0,,,,,,,1752820679.569
485,ETH-258401190,1752820708176,0,0.0027,0.002796,88.96,ETH-25JUL25-4500-C,3655.2,buy,2.0,2.0,,,,,,,1752820708.176
486,ETH-258405668,1752822788754,2,0.0024,0.002533,88.14,ETH-25JUL25-4500-C,3643.86,sell,10.0,10.0,,,,,,,1752822788.754
487,ETH-258449842,1752828336183,2,0.0018,0.002,88.06,ETH-25JUL25-4500-C,3597.7,sell,1.0,1.0,,,,,,,1752828336.183
488,ETH-258451238,1752829021580,3,0.0018,0.001889,87.18,ETH-25JUL25-4500-C,3609.11,buy,589.0,589.0,,,,,,,1752829021.58
489,ETH-258457024,1752830793930,3,0.0018,0.001606,87.68,ETH-25JUL25-4500-C,3605.13,buy,1.0,1.0,,,,,,,1752830793.93
490,ETH-258461135,1752832930087,2,0.0017,0.001672,85.57,ETH-25JUL25-4500-C,3620.46,buy,20.0,20.0,,,,,,,1752832930.087
491,ETH-258462064,1752833700563,2,0.0015,0.001737,83.85,ETH-25JUL25-4500-C,3619.52,sell,5.0,5.0,,,,,,,1752833700.563
492,ETH-258476025,1752839725625,0,0.0022,0.00197,90.57,ETH-25JUL25-4500-C,3616.26,buy,5.0,5.0,,,,,,,1752839725.625
493,ETH-258486943,1752844322122,0,0.0026,0.002501,91.1,ETH-25JUL25-4500-C,3645.41,buy,146.0,146.0,,,,,,,1752844322.122
494,ETH-258492171,1752845797546,0,0.0028,0.002715,92.91,ETH-25JUL25-4500-C,3641.46,buy,175.0,175.0,,,,,,,1752845797.546
