trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,liquidation,combo_trade_id,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,unix_sec
1144,ETH-257820254,1752633480786,0,0.0007,0.000621,112.6,ETH-25JUL25-2100-P,3112.95,buy,2.0,2.0,,,,,,,1752633480.786
1145,ETH-257820319,1752633548342,1,0.0007,0.000608,112.94,ETH-25JUL25-2100-P,3116.69,buy,2.0,2.0,,,,,,,1752633548.342
1146,ETH-257820423,1752633650527,1,0.0007,0.000613,112.83,ETH-25JUL25-2100-P,3115.66,buy,4.0,4.0,,,,,,,1752633650.527
1147,ETH-257820425,1752633651143,1,0.0007,0.000614,112.73,ETH-25JUL25-2100-P,3114.44,buy,2.0,2.0,,,,,,,1752633651.143
1148,ETH-257824310,1752638945778,1,0.0007,0.000678,112.89,ETH-25JUL25-2100-P,3111.47,buy,50.0,50.0,,,,,,,1752638945.778
1149,ETH-257824311,1752638945780,1,0.0007,0.000678,112.89,ETH-25JUL25-2100-P,3111.47,buy,17.0,17.0,,,,,,,1752638945.78
1150,ETH-257852296,1752654659883,2,0.0006,0.000583,116.03,ETH-25JUL25-2100-P,3165.25,buy,10.0,10.0,,,,,,,1752654659.883
1151,ETH-257866024,1752664978339,3,0.0006,0.000592,115.51,ETH-25JUL25-2100-P,3149.17,buy,7.0,7.0,,,,,,,1752664978.339
1152,ETH-257874109,1752670547157,3,0.0006,0.000542,117.61,ETH-25JUL25-2100-P,3169.68,buy,6.0,6.0,,,,,,,1752670547.157
1153,ETH-257874119,1752670553332,3,0.0006,0.000541,117.61,ETH-25JUL25-2100-P,3169.58,buy,2.0,2.0,,,,,,,1752670553.332
1154,ETH-257874122,1752670555426,3,0.0006,0.000541,117.62,ETH-25JUL25-2100-P,3169.71,buy,2.0,2.0,,,,,,,1752670555.426
1155,ETH-257874246,1752670623726,3,0.0006,0.000549,117.42,ETH-25JUL25-2100-P,3167.07,buy,2.0,2.0,,,,,,,1752670623.726
1156,ETH-257881295,1752672678555,3,0.0006,0.000565,117.76,ETH-25JUL25-2100-P,3168.9,buy,12.0,12.0,,,,,,,1752672678.555
1157,ETH-257881301,1752672680176,3,0.0006,0.000564,117.78,ETH-25JUL25-2100-P,3169.14,buy,2.0,2.0,,,,,,,1752672680.176
1158,ETH-257881303,1752672682683,3,0.0006,0.000564,117.75,ETH-25JUL25-2100-P,3168.81,buy,1.0,1.0,,,,,,,1752672682.683
1159,ETH-257881304,1752672684739,3,0.0006,0.000564,117.75,ETH-25JUL25-2100-P,3168.75,buy,1.0,1.0,,,,,,,1752672684.739
1160,ETH-257881305,1752672686807,3,0.0006,0.000564,117.74,ETH-25JUL25-2100-P,3168.7,buy,2.0,2.0,,,,,,,1752672686.807
1161,ETH-257881323,1752672690954,3,0.0006,0.000563,117.76,ETH-25JUL25-2100-P,3168.89,buy,2.0,2.0,,,,,,,1752672690.954
1162,ETH-257881328,1752672695067,3,0.0006,0.000562,117.79,ETH-25JUL25-2100-P,3169.2,buy,1.0,1.0,,,,,,,1752672695.067
1163,ETH-257881337,1752672695681,3,0.0006,0.000562,117.79,ETH-25JUL25-2100-P,3169.21,buy,1.0,1.0,,,,,,,1752672695.681
1164,ETH-257881343,1752672697142,3,0.0006,0.000562,117.75,ETH-25JUL25-2100-P,3168.68,buy,6.0,6.0,,,,,,,1752672697.142
1165,ETH-257881379,1752672711696,3,0.0006,0.000563,117.78,ETH-25JUL25-2100-P,3169.12,buy,1.0,1.0,,,,,,,1752672711.696
1166,ETH-257881380,1752672713754,3,0.0006,0.000563,117.77,ETH-25JUL25-2100-P,3168.96,buy,1.0,1.0,,,,,,,1752672713.754
1167,ETH-257881381,1752672714320,3,0.0006,0.000563,117.77,ETH-25JUL25-2100-P,3168.96,buy,1.0,1.0,,,,,,,1752672714.32
1168,ETH-257911978,1752678427214,2,0.0005,0.000479,122.29,ETH-25JUL25-2100-P,3257.49,buy,1.0,1.0,,,,,,,1752678427.214
1169,ETH-257912003,1752678430086,3,0.0005,0.000482,122.29,ETH-25JUL25-2100-P,3257.48,buy,1.0,1.0,,,,,,,1752678430.086
1170,ETH-257919974,1752680115706,3,0.0005,0.000446,120.43,ETH-25JUL25-2100-P,3230.99,buy,4.0,4.0,,,,,,,1752680115.706
1171,ETH-257919978,1752680117032,3,0.0005,0.000446,120.41,ETH-25JUL25-2100-P,3230.66,buy,1.0,1.0,,,,,,,1752680117.032
1172,ETH-257919983,1752680117760,3,0.0005,0.00045,120.41,ETH-25JUL25-2100-P,3230.74,buy,11.0,11.0,,,,,,,1752680117.76
1173,ETH-257920011,1752680118731,3,0.0005,0.000449,120.38,ETH-25JUL25-2100-P,3230.32,buy,1.0,1.0,,,,,,,1752680118.731
1174,ETH-257920021,1752680120791,3,0.0005,0.00045,120.32,ETH-25JUL25-2100-P,3229.64,buy,1.0,1.0,,,,,,,1752680120.791
1175,ETH-257920028,1752680121848,3,0.0005,0.000451,120.29,ETH-25JUL25-2100-P,3229.22,buy,9.0,9.0,,,,,,,1752680121.848
1176,ETH-257920034,1752680123952,3,0.0005,0.000453,120.26,ETH-25JUL25-2100-P,3228.9,buy,1.0,1.0,,,,,,,1752680123.952
1177,ETH-257920243,1752680150513,3,0.0005,0.000444,120.56,ETH-25JUL25-2100-P,3232.45,buy,1.0,1.0,,,,,,,1752680150.513
1178,ETH-257920274,1752680152066,3,0.0005,0.000444,120.54,ETH-25JUL25-2100-P,3232.31,buy,1.0,1.0,,,,,,,1752680152.066
1179,ETH-257920276,1752680152152,3,0.0005,0.000444,120.54,ETH-25JUL25-2100-P,3232.31,buy,1.0,1.0,,,,,,,1752680152.152
1180,ETH-257920386,1752680176136,3,0.0005,0.000455,120.17,ETH-25JUL25-2100-P,3227.77,buy,1.0,1.0,,,,,,,1752680176.136
1181,ETH-257920393,1752680178371,3,0.0005,0.000456,120.16,ETH-25JUL25-2100-P,3227.54,buy,1.0,1.0,,,,,,,1752680178.371
1182,ETH-257920395,1752680179200,3,0.0005,0.000456,120.16,ETH-25JUL25-2100-P,3227.54,buy,1.0,1.0,,,,,,,1752680179.2
1183,ETH-257920396,1752680179214,3,0.0005,0.000456,120.16,ETH-25JUL25-2100-P,3227.54,buy,4.0,4.0,,,,,,,1752680179.214
1184,ETH-257920403,1752680180991,3,0.0005,0.000457,120.08,ETH-25JUL25-2100-P,3226.59,buy,2.0,2.0,,,,,,,1752680180.991
1185,ETH-257921031,1752680249044,3,0.0005,0.000481,119.21,ETH-25JUL25-2100-P,3215.58,buy,8.0,8.0,,,,,,,1752680249.044
1186,ETH-257946866,1752686918004,0,0.0006,0.000489,128.12,ETH-25JUL25-2100-P,3285.55,buy,1.0,1.0,,,,,,,1752686918.004
1187,ETH-257946872,1752686921514,1,0.0006,0.000491,128.17,ETH-25JUL25-2100-P,3286.19,sell,1.0,1.0,,,,,,,1752686921.514
1188,ETH-258101801,1752733469463,0,0.0007,0.000488,145.87,ETH-25JUL25-2100-P,3420.92,buy,1.0,1.0,T,,,,,,1752733469.463
1189,ETH-258155684,1752743531903,1,0.0007,0.000557,149.89,ETH-25JUL25-2100-P,3460.97,buy,1.0,1.0,,,,,,,1752743531.903
1190,ETH-258155725,1752743536992,1,0.0007,0.000557,149.86,ETH-25JUL25-2100-P,3460.52,buy,1.0,1.0,,,,,,,1752743536.992
1191,ETH-258157189,1752744138935,2,0.0006,0.000543,147.2,ETH-25JUL25-2100-P,3463.74,sell,1.0,1.0,,,,,,,1752744138.935
1192,ETH-258161821,1752745513156,0,0.0007,0.000539,151.05,ETH-25JUL25-2100-P,3473.89,buy,3.0,3.0,,,,,,,1752745513.156
1193,ETH-258163495,1752745867438,1,0.0007,0.000535,151.44,ETH-25JUL25-2100-P,3477.72,buy,1.0,1.0,,,,,,,1752745867.438
1194,ETH-258163536,1752745889560,1,0.0007,0.000539,151.29,ETH-25JUL25-2100-P,3475.99,buy,1.0,1.0,,,,,,,1752745889.56
1195,ETH-258171806,1752749632664,2,0.0005,0.000541,144.04,ETH-25JUL25-2100-P,3457.66,sell,1.0,1.0,,,,,,,1752749632.664
1197,ETH-258171812,1752749637970,3,0.0004,0.000533,140.19,ETH-25JUL25-2100-P,3457.82,sell,90.0,90.0,,,,,,,1752749637.97
1196,ETH-258171811,1752749637970,2,0.0004,0.000533,140.19,ETH-25JUL25-2100-P,3457.82,sell,4.0,4.0,,,,,,,1752749637.97
1198,ETH-258171816,1752749648448,3,0.0004,0.000517,140.16,ETH-25JUL25-2100-P,3457.45,sell,99.0,99.0,,,,,,,1752749648.448
1199,ETH-258201913,1752759898691,0,0.0005,0.000419,139.13,ETH-25JUL25-2100-P,3382.33,buy,10.0,10.0,,,,,,,1752759898.691
1200,ETH-258283752,1752786173812,2,0.0002,0.000297,131.33,ETH-25JUL25-2100-P,3434.26,sell,27.0,27.0,,,,,,,1752786173.812
1201,ETH-258365520,1752808570597,2,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,sell,1.0,1.0,,,,,,,1752808570.597
1205,ETH-258365524,1752808570597,3,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,sell,1.0,1.0,,,,,,,1752808570.597
1203,ETH-258365522,1752808570597,3,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,sell,5.0,5.0,,,,,,,1752808570.597
1202,ETH-258365521,1752808570597,3,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,sell,3.0,3.0,,,,,,,1752808570.597
1204,ETH-258365523,1752808570597,3,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,sell,10.0,10.0,,,,,,,1752808570.597
1206,ETH-258365525,1752808570601,3,0.0001,0.000167,135.41,ETH-25JUL25-2100-P,3593.1,buy,70.0,70.0,,,,,,,1752808570.601
1207,ETH-258365565,1752808590001,3,0.0001,0.000166,135.46,ETH-25JUL25-2100-P,3593.83,buy,200.0,200.0,,,,,,,1752808590.001
1208,ETH-258424276,1752824567199,0,0.0002,0.000118,149.98,ETH-25JUL25-2100-P,3631.34,buy,6.0,6.0,,,,,,,1752824567.199
1209,ETH-258477163,1752840818041,2,0.0001,0.000144,140.15,ETH-25JUL25-2100-P,3608.82,sell,10.0,10.0,,,,,,,1752840818.041
1210,ETH-258513032,1752849557539,0,0.0002,0.000156,148.0,ETH-25JUL25-2100-P,3563.72,buy,1.0,1.0,,,,,,,1752849557.539
1211,ETH-258515227,1752849797476,1,0.0002,0.000143,148.6,ETH-25JUL25-2100-P,3571.05,buy,1.0,1.0,,,,,,,1752849797.476
1212,ETH-258516402,1752849987457,1,0.0002,0.000139,149.46,ETH-25JUL25-2100-P,3583.08,buy,1.0,1.0,,,,,,,1752849987.457
1213,ETH-258518258,1752850275209,1,0.0002,0.000136,150.08,ETH-25JUL25-2100-P,3591.3,buy,1.0,1.0,,,,,,,1752850275.209
1214,ETH-258521826,1752851034478,1,0.0002,0.000146,149.76,ETH-25JUL25-2100-P,3586.64,buy,1.0,1.0,,,,,,,1752851034.478
1215,ETH-258604785,1752874320704,2,0.0001,0.000138,140.61,ETH-25JUL25-2100-P,3558.08,sell,20.0,20.0,,,,,,,1752874320.704
1216,ETH-258604786,1752874320704,3,0.0001,0.000138,140.61,ETH-25JUL25-2100-P,3558.08,sell,1.0,1.0,,,,,,,1752874320.704
1217,ETH-258604787,1752874320707,3,0.0001,0.000138,140.61,ETH-25JUL25-2100-P,3558.08,buy,79.0,79.0,,,,,,,1752874320.707
1218,ETH-258648100,1752912954148,3,0.0001,0.000147,146.12,ETH-25JUL25-2100-P,3560.96,sell,3.0,3.0,,,,,,,1752912954.148
1219,ETH-258648101,1752912954148,3,0.0001,0.000147,146.12,ETH-25JUL25-2100-P,3560.96,sell,1.0,1.0,,,,,,,1752912954.148
1220,ETH-258702594,1752977024567,3,0.0001,5.6e-05,159.88,ETH-25JUL25-2100-P,3609.39,buy,6.0,6.0,,,,,,,1752977024.567
1221,ETH-258730004,1752994394839,3,0.0001,0.000142,166.74,ETH-25JUL25-2100-P,3657.31,sell,5.0,5.0,,,,,,,1752994394.839
1222,ETH-258730712,1752995762369,3,0.0001,0.000138,167.62,ETH-25JUL25-2100-P,3665.19,sell,3.0,3.0,,,,,,,1752995762.369
1223,ETH-258734033,1752997570169,0,0.0002,0.000142,181.12,ETH-25JUL25-2100-P,3679.24,buy,1.0,1.0,,,,,,,1752997570.169
1224,ETH-258734635,1752997769012,1,0.0002,0.000139,182.04,ETH-25JUL25-2100-P,3689.74,buy,1.0,1.0,,,,,,,1752997769.012
1225,ETH-258739901,1753000236489,1,0.0002,0.000139,182.32,ETH-25JUL25-2100-P,3686.48,buy,1.0,1.0,,,,,,,1753000236.489
1226,ETH-258741701,1753000811160,1,0.0002,0.000135,183.65,ETH-25JUL25-2100-P,3701.09,buy,1.0,1.0,,,,,,,1753000811.16
1228,ETH-258741824,1753000824508,3,0.0001,0.000139,171.25,ETH-25JUL25-2100-P,3698.69,sell,1.0,1.0,,,,,,,1753000824.508
1227,ETH-258741823,1753000824508,2,0.0001,0.000139,171.25,ETH-25JUL25-2100-P,3698.69,sell,14.0,14.0,,,,,,,1753000824.508
1229,ETH-258742063,1753000836342,3,0.0001,0.000137,171.69,ETH-25JUL25-2100-P,3704.05,sell,1.0,1.0,,,,,,,1753000836.342
1230,ETH-258945632,1753101484611,3,0.0001,1.6e-05,205.77,ETH-25JUL25-2100-P,3816.66,buy,30.0,30.0,,,,,,,1753101484.611
1231,ETH-259108177,1753174823938,3,0.0001,8e-06,217.12,ETH-25JUL25-2100-P,3651.33,buy,70.0,70.0,,,,,,,1753174823.938
1232,ETH-259108237,1753174848759,0,0.0002,8e-06,232.34,ETH-25JUL25-2100-P,3648.54,buy,20.0,20.0,,,,,,,1753174848.759
