trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,liquidation,combo_id,unix_sec
580,ETH-259474216,1753369034992,1,0.016,0.016266,63.34,ETH-25JUL25-3700-C,3732.59,buy,5.0,5.0,,,,,1753369034.992
581,ETH-259476584,1753369405857,0,0.017,0.017086,65.51,ETH-25JUL25-3700-C,3736.45,buy,3.0,3.0,,,,,1753369405.857
582,ETH-259479937,1753369880059,0,0.02,0.020529,62.91,ETH-25JUL25-3700-C,3756.93,buy,1.0,1.0,,,,,1753369880.059
583,ETH-259483675,1753370287838,2,0.0195,0.019898,66.36,ETH-25JUL25-3700-C,3751.75,buy,4.0,4.0,,,,,1753370287.838
584,ETH-259484971,1753370448330,2,0.019,0.019375,65.39,ETH-25JUL25-3700-C,3749.88,sell,1.0,1.0,,,,,1753370448.33
585,ETH-259485381,1753370481521,2,0.0165,0.017473,60.85,ETH-25JUL25-3700-C,3739.91,sell,10.0,10.0,,,,,1753370481.521
586,ETH-259485412,1753370482665,3,0.0165,0.017441,60.96,ETH-25JUL25-3700-C,3739.8,sell,20.0,20.0,,,,,1753370482.665
587,ETH-259486590,1753370706679,0,0.017,0.017123,65.2,ETH-25JUL25-3700-C,3738.88,buy,1.0,1.0,,,,,1753370706.679
588,ETH-259489501,1753371319069,2,0.0135,0.014245,60.48,ETH-25JUL25-3700-C,3721.37,sell,13.0,13.0,,,,,1753371319.069
589,ETH-259489502,1753371319069,3,0.0135,0.014245,60.48,ETH-25JUL25-3700-C,3721.37,sell,2.0,2.0,,,,,1753371319.069
590,ETH-259492410,1753373170642,2,0.013,0.012824,64.05,ETH-25JUL25-3700-C,3716.0,buy,2.0,2.0,,,,,1753373170.642
591,ETH-259492592,1753373345817,0,0.0135,0.01324,63.31,ETH-25JUL25-3700-C,3720.06,buy,1.0,1.0,,,,,1753373345.817
592,ETH-259492644,1753373442378,2,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,sell,2.0,2.0,,,,,1753373442.378
593,ETH-259492645,1753373442378,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,sell,36.0,36.0,,,,,1753373442.378
594,ETH-259492646,1753373442380,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,92.0,92.0,,,,,1753373442.38
596,ETH-259492648,1753373442382,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,2.0,2.0,,,,,1753373442.382
595,ETH-259492647,1753373442382,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,20.0,20.0,,,,,1753373442.382
597,ETH-259492649,1753373442384,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,1.0,1.0,,,,,1753373442.384
598,ETH-259492650,1753373442386,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,1.0,1.0,,,,,1753373442.386
599,ETH-259492651,1753373442391,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,60.0,60.0,,,,,1753373442.391
600,ETH-259492652,1753373442395,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,60.0,60.0,,,,,1753373442.395
601,ETH-259492653,1753373442403,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,60.0,60.0,,,,,1753373442.403
602,ETH-259492654,1753373442412,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,60.0,60.0,,,,,1753373442.412
603,ETH-259492655,1753373442422,3,0.013,0.013547,58.63,ETH-25JUL25-3700-C,3721.6,buy,6.0,6.0,,,,,1753373442.422
604,ETH-259494105,1753374208360,2,0.0115,0.012106,58.46,ETH-25JUL25-3700-C,3712.54,sell,2.0,2.0,,,,,1753374208.36
605,ETH-259495139,1753374615992,2,0.011,0.010336,66.56,ETH-25JUL25-3700-C,3699.16,buy,1.0,1.0,,,,,1753374615.992
606,ETH-259495819,1753374812176,2,0.0095,0.009786,61.91,ETH-25JUL25-3700-C,3693.91,sell,3.0,3.0,,,,,1753374812.176
607,ETH-259495820,1753374812201,3,0.0095,0.009786,61.91,ETH-25JUL25-3700-C,3693.91,sell,7.0,7.0,,,,,1753374812.201
608,ETH-259497004,1753375087418,2,0.0085,0.008248,65.57,ETH-25JUL25-3700-C,3681.1,buy,1.0,1.0,,,,,1753375087.418
609,ETH-259497952,1753375395646,3,0.0085,0.008319,65.32,ETH-25JUL25-3700-C,3681.11,sell,8.0,8.0,,,,,1753375395.646
610,ETH-259497953,1753375395675,3,0.0085,0.008319,65.32,ETH-25JUL25-3700-C,3681.11,sell,7.0,7.0,,,,,1753375395.675
611,ETH-259497967,1753375411464,3,0.0085,0.008428,65.37,ETH-25JUL25-3700-C,3681.06,sell,5.0,5.0,,,,,1753375411.464
612,ETH-259499630,1753376302744,2,0.008,0.008105,63.36,ETH-25JUL25-3700-C,3680.21,sell,5.0,5.0,,,,,1753376302.744
614,ETH-259499912,1753376435898,1,0.0085,0.008715,62.72,ETH-25JUL25-3700-C,3685.06,buy,1.0,1.0,,,,,1753376435.898
613,ETH-259499911,1753376435898,0,0.0085,0.008715,62.72,ETH-25JUL25-3700-C,3685.06,buy,1.0,1.0,,,,,1753376435.898
615,ETH-259499982,1753376497217,1,0.0085,0.008865,61.96,ETH-25JUL25-3700-C,3686.58,buy,10.0,10.0,,,,,1753376497.217
616,ETH-259500569,1753376739525,0,0.0115,0.011339,64.12,ETH-25JUL25-3700-C,3706.91,sell,10.0,10.0,,,,,1753376739.525
618,ETH-259500739,1753376892705,3,0.011,0.011028,61.82,ETH-25JUL25-3700-C,3706.13,buy,9.0,9.0,,,,,1753376892.705
617,ETH-259500738,1753376892705,2,0.011,0.011028,61.82,ETH-25JUL25-3700-C,3706.13,buy,3.0,3.0,,,,,1753376892.705
619,ETH-259501050,1753377144977,0,0.012,0.012193,61.02,ETH-25JUL25-3700-C,3714.01,buy,1.0,1.0,,,,,1753377144.977
620,ETH-259501051,1753377144977,1,0.012,0.012193,61.02,ETH-25JUL25-3700-C,3714.01,buy,3.0,3.0,,,,,1753377144.977
621,ETH-259501845,1753377464007,2,0.011,0.011102,61.66,ETH-25JUL25-3700-C,3706.55,buy,1.0,1.0,,,,,1753377464.007
622,ETH-259502129,1753377820723,0,0.0125,0.012489,61.27,ETH-25JUL25-3700-C,3717.62,buy,1.0,1.0,,,,,1753377820.723
623,ETH-259503369,1753378905772,0,0.014,0.013806,63.35,ETH-25JUL25-3700-C,3725.68,buy,2.0,2.0,,,,,1753378905.772
624,ETH-259503374,1753378911566,1,0.014,0.013762,63.62,ETH-25JUL25-3700-C,3725.42,buy,1.0,1.0,,,,,1753378911.566
625,ETH-259505376,1753380663230,0,0.015,0.015537,57.21,ETH-25JUL25-3700-C,3738.17,sell,1.0,1.0,,,,,1753380663.23
626,ETH-259509941,1753384891188,0,0.0175,0.017772,59.06,ETH-25JUL25-3700-C,3753.05,sell,1.0,1.0,,,,,1753384891.188
627,ETH-259510613,1753385140940,2,0.015,0.015584,57.15,ETH-25JUL25-3700-C,3741.13,sell,10.0,10.0,,,,,1753385140.94
628,ETH-259515508,1753387558112,2,0.013,0.013377,55.78,ETH-25JUL25-3700-C,3732.22,buy,1.0,1.0,,,,,1753387558.112
629,ETH-259526171,1753395599402,2,0.009,0.008849,54.79,ETH-25JUL25-3700-C,3712.84,buy,1.0,1.0,,,,,1753395599.402
630,ETH-259526172,1753395599402,3,0.009,0.008849,54.79,ETH-25JUL25-3700-C,3712.84,buy,1.0,1.0,,,,,1753395599.402
631,ETH-259526562,1753395667696,0,0.01,0.009978,54.19,ETH-25JUL25-3700-C,3719.36,buy,1.0,1.0,,,,,1753395667.696
632,ETH-259526834,1753395848621,2,0.009,0.008732,55.69,ETH-25JUL25-3700-C,3711.49,buy,1.0,1.0,,,,,1753395848.621
633,ETH-259527398,1753396163387,0,0.0095,0.009287,55.18,ETH-25JUL25-3700-C,3715.6,buy,1.0,1.0,,,,,1753396163.387
634,ETH-259527601,1753396477662,2,0.009,0.009238,51.91,ETH-25JUL25-3700-C,3715.22,sell,1.0,1.0,,,,,1753396477.662
635,ETH-259529065,1753397540719,0,0.0105,0.010242,56.69,ETH-25JUL25-3700-C,3721.45,buy,1.0,1.0,,,,,1753397540.719
636,ETH-259540340,1753401261168,2,0.007,0.006935,52.4,ETH-25JUL25-3700-C,3704.64,buy,1.0,1.0,,,,,1753401261.168
637,ETH-259542310,1753401829567,2,0.0065,0.006967,47.81,ETH-25JUL25-3700-C,3705.03,sell,4.0,4.0,,,,,1753401829.567
638,ETH-259542529,1753401852538,2,0.0055,0.006003,47.67,ETH-25JUL25-3700-C,3698.79,sell,1.0,1.0,,,,,1753401852.538
639,ETH-259542530,1753401852549,3,0.0055,0.006003,47.67,ETH-25JUL25-3700-C,3698.79,sell,1.0,1.0,,,,,1753401852.549
640,ETH-259542531,1753401852577,3,0.0055,0.006003,47.67,ETH-25JUL25-3700-C,3698.79,sell,2.0,2.0,,,,,1753401852.577
641,ETH-259542532,1753401852586,3,0.0055,0.006003,47.67,ETH-25JUL25-3700-C,3698.79,sell,10.0,10.0,,,,,1753401852.586
642,ETH-259543847,1753401968702,2,0.0046,0.00504,48.24,ETH-25JUL25-3700-C,3690.72,sell,3.0,3.0,,,,,1753401968.702
643,ETH-259544015,1753402048053,2,0.0044,0.004638,49.16,ETH-25JUL25-3700-C,3688.01,sell,17.0,17.0,,,,,1753402048.053
644,ETH-259544016,1753402048066,3,0.0044,0.004638,49.16,ETH-25JUL25-3700-C,3688.01,sell,1.0,1.0,,,,,1753402048.066
645,ETH-259544098,1753402074205,3,0.0044,0.00469,48.99,ETH-25JUL25-3700-C,3687.98,sell,3.0,3.0,,,,,1753402074.205
646,ETH-259544186,1753402116229,2,0.0043,0.004509,50.02,ETH-25JUL25-3700-C,3686.27,sell,2.0,2.0,,,,,1753402116.229
647,ETH-259544187,1753402116474,3,0.0043,0.004495,50.03,ETH-25JUL25-3700-C,3686.25,sell,7.0,7.0,,,,,1753402116.474
648,ETH-259544373,1753402235111,0,0.0045,0.004657,50.06,ETH-25JUL25-3700-C,3687.51,sell,1.0,1.0,,,,,1753402235.111
649,ETH-259544386,1753402247379,2,0.0044,0.004499,50.82,ETH-25JUL25-3700-C,3685.97,sell,2.0,2.0,,,,,1753402247.379
650,ETH-259544405,1753402266253,0,0.0046,0.00473,50.84,ETH-25JUL25-3700-C,3687.75,sell,2.0,2.0,,,,,1753402266.253
651,ETH-259544406,1753402266256,1,0.0046,0.00473,50.84,ETH-25JUL25-3700-C,3687.75,sell,3.0,3.0,,,,,1753402266.256
652,ETH-259544408,1753402268644,1,0.0046,0.004735,50.69,ETH-25JUL25-3700-C,3687.72,sell,2.0,2.0,,,,,1753402268.644
653,ETH-259544445,1753402297847,2,0.0045,0.004874,49.0,ETH-25JUL25-3700-C,3688.45,sell,5.0,5.0,,,,,1753402297.847
654,ETH-259544474,1753402331580,0,0.0046,0.004883,50.07,ETH-25JUL25-3700-C,3688.52,sell,3.0,3.0,,,,,1753402331.58
655,ETH-259544475,1753402331593,1,0.0046,0.004883,50.07,ETH-25JUL25-3700-C,3688.52,sell,2.0,2.0,,,,,1753402331.593
656,ETH-259544476,1753402331604,1,0.0046,0.004883,50.07,ETH-25JUL25-3700-C,3688.52,sell,1.0,1.0,,,,,1753402331.604
657,ETH-259544494,1753402360810,2,0.0044,0.004645,49.93,ETH-25JUL25-3700-C,3687.09,sell,2.0,2.0,,,,,1753402360.81
658,ETH-259545864,1753403030333,2,0.0041,0.004265,51.69,ETH-25JUL25-3700-C,3683.29,sell,2.0,2.0,,,,,1753403030.333
659,ETH-259546110,1753403119029,0,0.0042,0.004357,51.11,ETH-25JUL25-3700-C,3684.86,sell,2.0,2.0,,,,,1753403119.029
660,ETH-259550073,1753404092525,2,0.0032,0.002901,61.26,ETH-25JUL25-3700-C,3663.94,sell,1.0,1.0,,,,,1753404092.525
661,ETH-259550126,1753404100166,2,0.003,0.002784,60.33,ETH-25JUL25-3700-C,3661.28,sell,1.0,1.0,,,,,1753404100.166
662,ETH-259553722,1753404881319,2,0.0028,0.003065,57.69,ETH-25JUL25-3700-C,3663.87,sell,10.0,10.0,,,,,1753404881.319
663,ETH-259553742,1753404882138,0,0.0029,0.003102,58.96,ETH-25JUL25-3700-C,3663.61,buy,10.0,10.0,,,,,1753404882.138
664,ETH-259554681,1753405002988,0,0.003,0.003097,60.01,ETH-25JUL25-3700-C,3663.96,sell,3.0,3.0,,,,,1753405002.988
665,ETH-259554693,1753405004869,1,0.003,0.003068,60.58,ETH-25JUL25-3700-C,3663.28,sell,3.0,3.0,,,,,1753405004.869
666,ETH-259554694,1753405006901,1,0.003,0.003012,60.82,ETH-25JUL25-3700-C,3662.6,sell,4.0,4.0,,,,,1753405006.901
667,ETH-259555315,1753405307128,2,0.0028,0.002861,59.43,ETH-25JUL25-3700-C,3662.41,buy,10.0,10.0,,,,,1753405307.128
668,ETH-259555721,1753405399095,0,0.0029,0.002872,61.19,ETH-25JUL25-3700-C,3661.74,sell,60.0,60.0,,,,,1753405399.095
669,ETH-259558739,1753406249836,2,0.0026,0.002417,60.73,ETH-25JUL25-3700-C,3659.57,buy,11.0,11.0,,,,,1753406249.836
670,ETH-259560027,1753406768774,2,0.0019,0.001935,60.59,ETH-25JUL25-3700-C,3649.2,buy,4.0,4.0,,,,,1753406768.774
671,ETH-259560032,1753406770155,3,0.0019,0.001937,60.48,ETH-25JUL25-3700-C,3649.56,buy,4.0,4.0,,,,,1753406770.155
672,ETH-259560039,1753406773756,3,0.0019,0.00198,59.91,ETH-25JUL25-3700-C,3649.86,buy,2.0,2.0,,,,,1753406773.756
673,ETH-259560781,1753407006581,0,0.0023,0.002594,57.7,ETH-25JUL25-3700-C,3659.8,sell,105.0,105.0,,,,,1753407006.581
674,ETH-259561869,1753407189640,1,0.0023,0.002338,59.01,ETH-25JUL25-3700-C,3658.58,buy,11.0,11.0,,,,,1753407189.64
675,ETH-259564082,1753407600392,0,0.003,0.003389,53.37,ETH-25JUL25-3700-C,3674.99,sell,4.0,4.0,,,,,1753407600.392
676,ETH-259564689,1753407794195,0,0.0034,0.003649,54.7,ETH-25JUL25-3700-C,3678.33,sell,2.0,2.0,,,,,1753407794.195
677,ETH-259564777,1753407851063,0,0.0035,0.003831,53.73,ETH-25JUL25-3700-C,3680.44,sell,3.0,3.0,,,,,1753407851.063
678,ETH-259564778,1753407851070,1,0.0035,0.003831,53.73,ETH-25JUL25-3700-C,3680.44,sell,4.0,4.0,,,,,1753407851.07
679,ETH-259565761,1753407920195,0,0.0037,0.003684,56.01,ETH-25JUL25-3700-C,3680.32,buy,10.0,10.0,,,,,1753407920.195
680,ETH-259566391,1753408051706,2,0.0036,0.003749,53.29,ETH-25JUL25-3700-C,3681.58,sell,3.0,3.0,,,,,1753408051.706
681,ETH-259567721,1753408181279,2,0.0025,0.002634,53.06,ETH-25JUL25-3700-C,3670.59,sell,2.0,2.0,,,,,1753408181.279
682,ETH-259567747,1753408182377,3,0.0025,0.002622,53.24,ETH-25JUL25-3700-C,3670.4,sell,2.0,2.0,,,,,1753408182.377
683,ETH-259567760,1753408184232,3,0.0025,0.002616,53.53,ETH-25JUL25-3700-C,3669.62,sell,2.0,2.0,,,,,1753408184.232
684,ETH-259567762,1753408184241,3,0.0025,0.002616,53.53,ETH-25JUL25-3700-C,3669.62,sell,1.0,1.0,,,,,1753408184.241
685,ETH-259567764,1753408184254,3,0.0025,0.002616,53.53,ETH-25JUL25-3700-C,3669.62,sell,3.0,3.0,,,,,1753408184.254
686,ETH-259567765,1753408184264,3,0.0025,0.002616,53.53,ETH-25JUL25-3700-C,3669.62,sell,3.0,3.0,,,,,1753408184.264
687,ETH-259568771,1753408446587,0,0.0032,0.003054,56.44,ETH-25JUL25-3700-C,3674.98,buy,10.0,10.0,,,,,1753408446.587
688,ETH-259569078,1753408656538,0,0.0042,0.004432,52.94,ETH-25JUL25-3700-C,3688.52,sell,3.0,3.0,,,,,1753408656.538
689,ETH-259569175,1753408737009,0,0.0045,0.004829,52.61,ETH-25JUL25-3700-C,3691.49,sell,6.0,6.0,,,,,1753408737.009
690,ETH-259569569,1753409189445,2,0.0035,0.003691,53.2,ETH-25JUL25-3700-C,3682.48,buy,3.0,3.0,,,,,1753409189.445
691,ETH-259569572,1753409190354,3,0.0035,0.003683,53.19,ETH-25JUL25-3700-C,3682.49,buy,2.0,2.0,,,,,1753409190.354
692,ETH-259569577,1753409192640,3,0.0035,0.003684,52.07,ETH-25JUL25-3700-C,3683.63,buy,5.0,5.0,,,,,1753409192.64
693,ETH-259569596,1753409203378,0,0.0037,0.004006,51.87,ETH-25JUL25-3700-C,3685.76,sell,3.0,3.0,,,,,1753409203.378
694,ETH-259569642,1753409273747,0,0.0039,0.004168,51.88,ETH-25JUL25-3700-C,3687.57,sell,1.0,1.0,,,,,1753409273.747
695,ETH-259569643,1753409273751,1,0.0039,0.004168,51.88,ETH-25JUL25-3700-C,3687.57,sell,1.0,1.0,,,,,1753409273.751
696,ETH-259569662,1753409290828,0,0.0043,0.003982,56.84,ETH-25JUL25-3700-C,3686.57,sell,56.0,56.0,,,,,1753409290.828
697,ETH-259569663,1753409290835,1,0.0043,0.003982,56.84,ETH-25JUL25-3700-C,3686.57,sell,4.0,4.0,,,,,1753409290.835
698,ETH-259569712,1753409324873,2,0.004,0.003967,55.03,ETH-25JUL25-3700-C,3685.72,sell,2.0,2.0,,,,,1753409324.873
699,ETH-259569875,1753409531802,3,0.004,0.004086,55.2,ETH-25JUL25-3700-C,3685.98,sell,2.0,2.0,,,,,1753409531.802
700,ETH-259569880,1753409546674,3,0.004,0.003933,56.38,ETH-25JUL25-3700-C,3684.81,sell,1.0,1.0,,,,,1753409546.674
701,ETH-259569882,1753409546952,3,0.004,0.003922,56.35,ETH-25JUL25-3700-C,3684.83,sell,25.0,25.0,,,,,1753409546.952
702,ETH-259570216,1753409991660,2,0.003,0.00308,53.57,ETH-25JUL25-3700-C,3677.87,buy,11.0,11.0,,,,,1753409991.66
703,ETH-259573157,1753411603211,2,0.0009,0.000803,60.02,ETH-25JUL25-3700-C,3637.01,sell,6.0,6.0,,,,,1753411603.211
704,ETH-259577715,1753412775884,2,0.0006,0.000522,73.27,ETH-25JUL25-3700-C,3608.64,sell,3.0,3.0,,,,,1753412775.884
705,ETH-259581139,1753413766736,0,0.0009,0.001031,67.36,ETH-25JUL25-3700-C,3631.35,sell,4.0,4.0,,,,,1753413766.736
706,ETH-259586293,1753414979791,2,0.0005,0.000491,85.93,ETH-25JUL25-3700-C,3591.82,sell,1.0,1.0,,,,,1753414979.791
707,ETH-259591290,1753416884777,2,0.0003,0.00032,85.04,ETH-25JUL25-3700-C,3589.02,sell,7.0,7.0,,,,,1753416884.777
708,ETH-259591361,1753416919428,3,0.0003,0.000348,83.56,ETH-25JUL25-3700-C,3590.54,buy,3.0,3.0,,,,,1753416919.428
709,ETH-259592941,1753417333173,3,0.0003,0.000338,84.45,ETH-25JUL25-3700-C,3590.56,sell,7.0,7.0,,,,,1753417333.173
710,ETH-259592942,1753417333190,3,0.0003,0.000338,84.45,ETH-25JUL25-3700-C,3590.56,sell,2.0,2.0,,,,,1753417333.19
711,ETH-259595662,1753417978538,0,0.0006,0.000697,79.83,ETH-25JUL25-3700-C,3618.22,sell,5.0,5.0,,,,,1753417978.538
712,ETH-259596103,1753418033856,0,0.0007,0.00066,82.96,ETH-25JUL25-3700-C,3619.09,buy,5.0,5.0,,,,,1753418033.856
713,ETH-259599384,1753419276779,0,0.0009,0.000853,74.98,ETH-25JUL25-3700-C,3639.65,buy,90.0,90.0,,,,,1753419276.779
714,ETH-259600959,1753420063112,2,0.0007,0.000796,69.88,ETH-25JUL25-3700-C,3642.89,sell,6.0,6.0,,,,,1753420063.112
715,ETH-259606691,1753422540967,2,0.0002,0.000156,73.59,ETH-25JUL25-3700-C,3625.76,sell,12.0,12.0,,,,,1753422540.967
716,ETH-259606693,1753422556666,3,0.0002,0.000156,73.51,ETH-25JUL25-3700-C,3625.67,sell,6.0,6.0,,,,,1753422556.666
717,ETH-259614138,1753425851065,3,0.0002,0.00029,80.49,ETH-25JUL25-3700-C,3640.64,sell,1.0,1.0,,,,,1753425851.065
719,ETH-259614358,1753425926046,3,0.0001,0.000276,71.97,ETH-25JUL25-3700-C,3639.41,sell,4.0,4.0,,,,,1753425926.046
718,ETH-259614357,1753425926046,2,0.0001,0.000276,71.97,ETH-25JUL25-3700-C,3639.41,sell,8.0,8.0,,,,,1753425926.046
720,ETH-259615032,1753426631201,3,0.0001,0.000112,84.89,ETH-25JUL25-3700-C,3634.07,sell,5.0,5.0,,,,,1753426631.201
721,ETH-259615033,1753426631201,3,0.0001,0.000112,84.89,ETH-25JUL25-3700-C,3634.07,sell,1.0,1.0,,,,,1753426631.201
