trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,liquidation,block_rfq_id,unix_sec
610,ETH-257834382,1752647283233,3,0.049,0.048584,63.96,ETH-25JUL25-3100-C,3148.48,buy,2.0,2.0,,,,,,,1752647283.233
611,ETH-257834398,1752647302661,3,0.049,0.048733,63.79,ETH-25JUL25-3100-C,3149.01,buy,4.0,4.0,,,,,,,1752647302.661
612,ETH-257834445,1752647383560,0,0.0495,0.048877,64.3,ETH-25JUL25-3100-C,3150.04,buy,41.0,41.0,,,,,,,1752647383.56
613,ETH-257834543,1752647517916,2,0.049,0.04863,64.21,ETH-25JUL25-3100-C,3147.51,buy,41.0,41.0,,,,,,,1752647517.916
614,ETH-257834597,1752647564225,3,0.049,0.048699,64.06,ETH-25JUL25-3100-C,3148.02,buy,2.0,2.0,,,,,,,1752647564.225
615,ETH-257834604,1752647606732,3,0.049,0.048873,63.85,ETH-25JUL25-3100-C,3148.69,buy,2.0,2.0,,,,,,,1752647606.732
616,ETH-257834660,1752647718595,3,0.049,0.048669,64.12,ETH-25JUL25-3100-C,3148.0,buy,41.0,41.0,,,,,,,1752647718.595
617,ETH-257841766,1752650786033,0,0.0525,0.052463,65.42,ETH-25JUL25-3100-C,3163.79,buy,2.0,2.0,,,,,,,1752650786.033
618,ETH-257841767,1752650786418,1,0.0525,0.052486,65.4,ETH-25JUL25-3100-C,3163.87,sell,113.0,113.0,,,,,,,1752650786.418
619,ETH-257841768,1752650786472,1,0.0525,0.052486,65.4,ETH-25JUL25-3100-C,3163.87,sell,113.0,113.0,,,,,,,1752650786.472
620,ETH-257841773,1752650792245,1,0.0525,0.05254,65.36,ETH-25JUL25-3100-C,3164.05,sell,12.0,12.0,,,,,,,1752650792.245
621,ETH-257841836,1752650836626,1,0.0525,0.052555,65.4,ETH-25JUL25-3100-C,3163.98,sell,110.0,110.0,,,,,,,1752650836.626
622,ETH-257850314,1752653516126,2,0.052,0.052241,66.01,ETH-25JUL25-3100-C,3159.77,sell,1.0,1.0,,,,,,,1752653516.126
623,ETH-257867773,1752667199193,2,0.0498,0.050173,65.57,ETH-25JUL25-3100-C,3150.75,buy,2.0,2.0,,,ETH-STRD-25JUL25-3100,ETH-257867772,,,1752667199.193
624,ETH-257886109,1752673756300,0,0.0575,0.058166,67.69,ETH-25JUL25-3100-C,3187.63,sell,2.0,2.0,,,,,,,1752673756.3
625,ETH-257886343,1752673817831,1,0.0575,0.057498,68.42,ETH-25JUL25-3100-C,3185.07,sell,2.0,2.0,,,,,,,1752673817.831
626,ETH-257886489,1752673881313,2,0.057,0.057529,67.63,ETH-25JUL25-3100-C,3184.72,sell,2.0,2.0,,,,,,,1752673881.313
627,ETH-257886597,1752673893773,2,0.0565,0.05693,67.9,ETH-25JUL25-3100-C,3181.16,sell,2.0,2.0,,,,,,,1752673893.773
628,ETH-257886770,1752673932001,0,0.057,0.057357,67.96,ETH-25JUL25-3100-C,3183.74,sell,2.0,2.0,,,,,,,1752673932.001
629,ETH-257886857,1752673966795,0,0.0575,0.05767,68.2,ETH-25JUL25-3100-C,3185.6,sell,2.0,2.0,,,,,,,1752673966.795
630,ETH-257886858,1752673966870,1,0.0575,0.057695,68.18,ETH-25JUL25-3100-C,3185.66,sell,1.0,1.0,,,,,,,1752673966.87
631,ETH-257886863,1752673967164,1,0.0575,0.057695,68.18,ETH-25JUL25-3100-C,3185.66,sell,1.0,1.0,,,,,,,1752673967.164
632,ETH-257886953,1752674005526,0,0.058,0.058274,68.21,ETH-25JUL25-3100-C,3188.31,sell,2.0,2.0,,,,,,,1752674005.526
633,ETH-257887078,1752674061479,1,0.058,0.058303,68.1,ETH-25JUL25-3100-C,3188.72,sell,2.0,2.0,,,,,,,1752674061.479
634,ETH-257887657,1752674164007,0,0.059,0.05954,67.66,ETH-25JUL25-3100-C,3195.36,sell,2.0,2.0,,,,,,,1752674164.007
635,ETH-257889032,1752674407621,0,0.0595,0.059637,68.1,ETH-25JUL25-3100-C,3197.3,sell,2.0,2.0,,,,,,,1752674407.621
636,ETH-257891152,1752674721856,0,0.06,0.060918,66.88,ETH-25JUL25-3100-C,3203.36,sell,18.0,18.0,,,,,,,1752674721.856
638,ETH-257910092,1752677949570,1,0.0705,0.070479,69.1,ETH-25JUL25-3100-C,3254.0,sell,3.0,3.0,,,,,,,1752677949.57
637,ETH-257910091,1752677949570,0,0.0705,0.070479,69.1,ETH-25JUL25-3100-C,3254.0,sell,3.0,3.0,,,,,,,1752677949.57
640,ETH-257910949,1752678129361,1,0.072,0.072223,68.72,ETH-25JUL25-3100-C,3261.71,sell,3.0,3.0,,,,,,,1752678129.361
639,ETH-257910948,1752678129361,0,0.072,0.072223,68.72,ETH-25JUL25-3100-C,3261.71,sell,3.0,3.0,,,,,,,1752678129.361
642,ETH-257911237,1752678217016,1,0.072,0.072033,69.36,ETH-25JUL25-3100-C,3260.28,sell,3.0,3.0,,,,,,,1752678217.016
641,ETH-257911236,1752678217016,1,0.072,0.072033,69.36,ETH-25JUL25-3100-C,3260.28,sell,3.0,3.0,,,,,,,1752678217.016
643,ETH-257911611,1752678335408,2,0.0715,0.071284,69.21,ETH-25JUL25-3100-C,3258.5,buy,12.0,12.0,,,,,,,1752678335.408
645,ETH-257911961,1752678423338,3,0.0715,0.071755,68.78,ETH-25JUL25-3100-C,3259.95,sell,3.0,3.0,,,,,,,1752678423.338
644,ETH-257911960,1752678423338,3,0.0715,0.071755,68.78,ETH-25JUL25-3100-C,3259.95,sell,3.0,3.0,,,,,,,1752678423.338
646,ETH-257913186,1752678744413,2,0.069,0.069164,69.05,ETH-25JUL25-3100-C,3246.26,sell,3.0,3.0,,,,,,,1752678744.413
647,ETH-257913266,1752678775634,3,0.069,0.069116,69.05,ETH-25JUL25-3100-C,3246.3,sell,3.0,3.0,,,,,,,1752678775.634
648,ETH-257922348,1752680628701,2,0.0665,0.066292,69.12,ETH-25JUL25-3100-C,3232.83,buy,5.0,5.0,,,,,,,1752680628.701
649,ETH-257946227,1752686682803,0,0.0768,0.077268,68.35,ETH-25JUL25-3100-C,3288.69,sell,250.0,250.0,2.0,BLOCK-211284,ETH-CS-25JUL25-3100_3400,,,,1752686682.803
650,ETH-257948171,1752687727035,0,0.077,0.076967,68.8,ETH-25JUL25-3100-C,3289.32,buy,11.0,11.0,,,,,,,1752687727.035
651,ETH-257948173,1752687727104,1,0.077,0.076967,68.8,ETH-25JUL25-3100-C,3289.32,buy,1.0,1.0,,,,,,,1752687727.104
652,ETH-257948178,1752687727194,1,0.077,0.076967,68.8,ETH-25JUL25-3100-C,3289.32,buy,1.0,1.0,,,,,,,1752687727.194
653,ETH-257960319,1752689749678,0,0.089,0.088417,71.82,ETH-25JUL25-3100-C,3341.2,buy,1.0,1.0,,,,,,,1752689749.678
654,ETH-257998543,1752696893500,0,0.0993,0.0988,72.23,ETH-25JUL25-3100-C,3394.3,sell,2.0,2.0,,,ETH-CDIAG-1AUG25_25JUL25-3200_3100,ETH-257998542,,,1752696893.5
655,ETH-258002613,1752697174124,0,0.1035,0.103765,70.36,ETH-25JUL25-3100-C,3417.3,sell,10.0,10.0,,,,,,,1752697174.124
656,ETH-258003126,1752697226895,0,0.104,0.103925,71.81,ETH-25JUL25-3100-C,3417.52,sell,10.0,10.0,,,,,,,1752697226.895
657,ETH-258024207,1752701459659,2,0.0985,0.098616,71.57,ETH-25JUL25-3100-C,3392.46,sell,30.0,30.0,,,,,,,1752701459.659
658,ETH-258024208,1752701459659,3,0.0985,0.098616,71.57,ETH-25JUL25-3100-C,3392.46,sell,10.0,10.0,,,,,,,1752701459.659
659,ETH-258026715,1752701960202,2,0.093,0.092932,71.1,ETH-25JUL25-3100-C,3366.13,buy,10.0,10.0,,,,,,,1752701960.202
660,ETH-258043034,1752705700491,2,0.0895,0.090087,67.13,ETH-25JUL25-3100-C,3359.45,sell,1.0,1.0,,,,,,,1752705700.491
661,ETH-258062474,1752711887305,0,0.097,0.096971,67.26,ETH-25JUL25-3100-C,3394.62,buy,1.0,1.0,,,,,,,1752711887.305
662,ETH-258065636,1752713645669,0,0.098,0.097857,68.59,ETH-25JUL25-3100-C,3396.76,buy,1.0,1.0,,,,,,,1752713645.669
663,ETH-258076111,1752717032280,2,0.0795,0.080947,63.83,ETH-25JUL25-3100-C,3319.0,sell,1.0,1.0,,,,,,,1752717032.28
664,ETH-258076998,1752717487243,0,0.085,0.084899,67.55,ETH-25JUL25-3100-C,3337.85,buy,9.0,9.0,,,,,,,1752717487.243
665,ETH-258116434,1752736326075,0,0.105,0.10629,75.92,ETH-25JUL25-3100-C,3416.93,sell,2.0,2.0,,,,,,,1752736326.075
666,ETH-258295878,1752788253296,0,0.111,0.111014,75.46,ETH-25JUL25-3100-C,3452.35,sell,90.0,90.0,,,,,,,1752788253.296
667,ETH-258310637,1752794116571,0,0.1215,0.120198,80.26,ETH-25JUL25-3100-C,3494.21,buy,1.0,1.0,,,,,,,1752794116.571
668,ETH-258394054,1752818224098,0,0.1585,0.159331,78.31,ETH-25JUL25-3100-C,3667.67,buy,1.0,1.0,,,,,,,1752818224.098
669,ETH-258394058,1752818224533,0,0.159,0.159331,81.44,ETH-25JUL25-3100-C,3667.67,buy,1.0,1.0,,,,,,,1752818224.533
670,ETH-258394277,1752818246309,0,0.1595,0.160088,79.29,ETH-25JUL25-3100-C,3671.48,buy,1.0,1.0,,,,,,,1752818246.309
671,ETH-258416357,1752823878790,2,0.155,0.156414,79.27,ETH-25JUL25-3100-C,3649.44,sell,1.0,1.0,,,,,,,1752823878.79
672,ETH-258454762,1752830085317,2,0.1456,0.146258,73.08,ETH-25JUL25-3100-C,3613.3,buy,250.0,250.0,2.0,BLOCK-212025,ETH-CS-25JUL25-3100_3300,,,,1752830085.317
673,ETH-258457912,1752831170590,2,0.1436,0.143629,77.34,ETH-25JUL25-3100-C,3601.84,buy,400.0,400.0,2.0,BLOCK-212033,ETH-CS-25JUL25-3100_3400,,,,1752831170.59
674,ETH-258467716,1752836092375,0,0.148,0.147878,77.89,ETH-25JUL25-3100-C,3621.81,buy,200.0,200.0,3.0,BLOCK-212048,,,,,1752836092.375
675,ETH-258472423,1752837264615,2,0.1455,0.145369,77.03,ETH-25JUL25-3100-C,3610.67,buy,90.0,90.0,,,,,,,1752837264.615
676,ETH-258476549,1752840274795,0,0.146,0.147254,69.11,ETH-25JUL25-3100-C,3618.72,sell,1.0,1.0,,,,,,,1752840274.795
677,ETH-258478774,1752841668480,2,0.1425,0.142696,75.88,ETH-25JUL25-3100-C,3598.79,buy,2.0,2.0,,,,,,,1752841668.48
678,ETH-258495698,1752847010552,0,0.1545,0.154278,80.86,ETH-25JUL25-3100-C,3649.83,buy,1.0,1.0,,,,,,,1752847010.552
679,ETH-258603023,1752873013684,2,0.1275,0.129323,68.18,ETH-25JUL25-3100-C,3541.93,sell,1.0,1.0,,,,,,,1752873013.684
680,ETH-258656355,1752920548920,0,0.134,0.133735,79.92,ETH-25JUL25-3100-C,3561.09,buy,1.0,1.0,,,,,,,1752920548.92
681,ETH-258711413,1752982421695,0,0.158,0.156619,94.88,ETH-25JUL25-3100-C,3664.62,sell,1.0,1.0,,,,,,,1752982421.695
682,ETH-258730429,1752995206232,2,0.155,0.156331,74.3,ETH-25JUL25-3100-C,3661.02,sell,1.0,1.0,,,,,,,1752995206.232
683,ETH-258780673,1753013421863,0,0.177,0.17705,98.22,ETH-25JUL25-3100-C,3752.9,buy,3.0,3.0,,,,,,,1753013421.863
684,ETH-258840575,1753041973388,2,0.171,0.17074,100.33,ETH-25JUL25-3100-C,3727.47,buy,5.0,5.0,,,,,,,1753041973.388
685,ETH-258842035,1753042646347,0,0.174,0.174182,95.87,ETH-25JUL25-3100-C,3742.91,buy,2.0,2.0,,,,,,,1753042646.347
686,ETH-258842039,1753042647750,1,0.174,0.174197,95.37,ETH-25JUL25-3100-C,3743.1,buy,3.0,3.0,,,,,,,1753042647.75
687,ETH-258842842,1753043560175,0,0.1745,0.174496,96.48,ETH-25JUL25-3100-C,3744.75,buy,5.0,5.0,,,,,,,1753043560.175
688,ETH-258845197,1753045733897,2,0.172,0.172057,96.7,ETH-25JUL25-3100-C,3733.25,buy,5.0,5.0,,,,,,,1753045733.897
689,ETH-258890856,1753065245768,0,0.1745,0.17449,98.07,ETH-25JUL25-3100-C,3744.3,sell,1.0,1.0,,,,,,,1753065245.768
690,ETH-258940409,1753098794724,0,0.191,0.190635,110.96,ETH-25JUL25-3100-C,3820.33,buy,100.0,100.0,,,,,,,1753098794.724
691,ETH-259075319,1753160785815,2,0.159,0.157983,112.64,ETH-25JUL25-3100-C,3674.36,buy,71.0,71.0,,,,,,,1753160785.815
692,ETH-259075350,1753160785879,3,0.159,0.157983,112.64,ETH-25JUL25-3100-C,3674.36,buy,200.0,200.0,,,,,,,1753160785.879
693,ETH-259075376,1753160786490,3,0.159,0.157983,102.16,ETH-25JUL25-3100-C,3678.01,sell,20.0,20.0,,,,,,,1753160786.49
694,ETH-259251724,1753268802031,2,0.1555,0.155443,108.26,ETH-25JUL25-3100-C,3666.5,buy,1.0,1.0,,,,,,,1753268802.031
695,ETH-259319902,1753298126809,2,0.14,0.140159,95.0,ETH-25JUL25-3100-C,3602.78,sell,1.0,1.0,,,,,,,1753298126.809
696,ETH-259359830,1753326628132,0,0.1525,0.151454,155.96,ETH-25JUL25-3100-C,3652.96,buy,1.0,1.0,,,,,,,1753326628.132
697,ETH-259368096,1753333395424,2,0.141,0.141594,0.0,ETH-25JUL25-3100-C,3610.27,buy,1.0,1.0,,,,,,,1753333395.424
698,ETH-259368098,1753333407037,3,0.141,0.141535,0.0,ETH-25JUL25-3100-C,3610.15,buy,1.0,1.0,,,,,,,1753333407.037
699,ETH-259368111,1753333418706,3,0.141,0.141327,0.0,ETH-25JUL25-3100-C,3609.12,buy,1.0,1.0,,,,,,,1753333418.706
700,ETH-259368140,1753333430291,2,0.1405,0.140795,0.0,ETH-25JUL25-3100-C,3607.11,buy,1.0,1.0,,,,,,,1753333430.291
701,ETH-259368165,1753333443058,2,0.14,0.140134,78.4,ETH-25JUL25-3100-C,3604.38,buy,1.0,1.0,,,,,,,1753333443.058
