trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,block_rfq_id,liquidation,combo_trade_id,unix_sec
1995,ETH-257794884,1752619544939,3,0.0805,0.080806,67.71,ETH-25JUL25-2900-C,3087.3,buy,1.0,1.0,,,,,,,1752619544.939
1996,ETH-257794938,1752619556928,2,0.08,0.080349,67.78,ETH-25JUL25-2900-C,3084.95,buy,1.0,1.0,,,,,,,1752619556.928
1997,ETH-257794955,1752619574846,3,0.08,0.080233,67.79,ETH-25JUL25-2900-C,3084.92,buy,1.0,1.0,,,,,,,1752619574.846
1998,ETH-257795030,1752619602997,2,0.0795,0.080061,67.14,ETH-25JUL25-2900-C,3084.07,sell,1.0,1.0,,,,,,,1752619602.997
1999,ETH-257795069,1752619623099,3,0.0795,0.080151,67.03,ETH-25JUL25-2900-C,3084.27,buy,1.0,1.0,,,,,,,1752619623.099
2000,ETH-257795070,1752619627617,3,0.0795,0.080141,67.04,ETH-25JUL25-2900-C,3084.24,buy,1.0,1.0,,,,,,,1752619627.617
2001,ETH-257795755,1752620233210,0,0.0826,0.082021,69.63,ETH-25JUL25-2900-C,3092.21,buy,45.0,45.0,,,ETH-CDIAG-29AUG25_25JUL25-3200_2900,,,ETH-257795753,1752620233.21
2002,ETH-257798543,1752620547395,0,0.09,0.089448,70.32,ETH-25JUL25-2900-C,3124.45,buy,1.0,1.0,,,,,,,1752620547.395
2003,ETH-257803922,1752622058935,2,0.088,0.090094,64.77,ETH-25JUL25-2900-C,3128.65,sell,50.0,50.0,,,,,,,1752622058.935
2004,ETH-257807437,1752624128666,0,0.091,0.091284,70.1,ETH-25JUL25-2900-C,3131.48,buy,1.0,1.0,,,,,,,1752624128.666
2005,ETH-257850212,1752653457019,0,0.097,0.097035,67.99,ETH-25JUL25-2900-C,3165.61,sell,12.0,12.0,,,,,,,1752653457.019
2006,ETH-257850213,1752653457581,1,0.097,0.097051,67.96,ETH-25JUL25-2900-C,3165.67,sell,28.0,28.0,,,,,,,1752653457.581
2007,ETH-257850233,1752653479164,1,0.097,0.097159,67.77,ETH-25JUL25-2900-C,3166.0,sell,15.0,15.0,,,,,,,1752653479.164
2008,ETH-257850234,1752653479170,1,0.097,0.097159,67.77,ETH-25JUL25-2900-C,3166.0,sell,2.0,2.0,,,,,,,1752653479.17
2009,ETH-257850235,1752653480526,1,0.097,0.097145,67.96,ETH-25JUL25-2900-C,3165.66,sell,3.0,3.0,,,,,,,1752653480.526
2010,ETH-257880019,1752672066663,0,0.102,0.100894,72.93,ETH-25JUL25-2900-C,3179.52,buy,1.0,1.0,,,,,,,1752672066.663
2011,ETH-257903983,1752676874439,0,0.113,0.113352,70.42,ETH-25JUL25-2900-C,3232.88,sell,1.0,1.0,,,,,,,1752676874.439
2012,ETH-257912483,1752678648678,0,0.119,0.119103,71.86,ETH-25JUL25-2900-C,3257.11,sell,1.0,1.0,,,,,,,1752678648.678
2013,ETH-257936774,1752684444348,0,0.1245,0.124635,73.42,ETH-25JUL25-2900-C,3280.83,sell,3.0,3.0,,,,,,,1752684444.348
2014,ETH-257947307,1752687152666,0,0.126,0.125705,73.62,ETH-25JUL25-2900-C,3286.41,sell,2.0,2.0,,,,,,,1752687152.666
2015,ETH-257947957,1752687540852,2,0.1245,0.124674,71.95,ETH-25JUL25-2900-C,3281.97,buy,1.0,1.0,,,,,,,1752687540.852
2016,ETH-257950400,1752688347568,0,0.132,0.129994,77.48,ETH-25JUL25-2900-C,3307.24,buy,7.0,7.0,,,,,,,1752688347.568
2017,ETH-257960993,1752690014809,0,0.139,0.139348,74.81,ETH-25JUL25-2900-C,3341.7,sell,30.0,30.0,,,,,,,1752690014.809
2018,ETH-257961396,1752690172557,0,0.14,0.139271,77.87,ETH-25JUL25-2900-C,3342.69,buy,1.0,1.0,,,,,,,1752690172.557
2019,ETH-257964133,1752690942081,0,0.142,0.14202,75.61,ETH-25JUL25-2900-C,3354.15,buy,1.0,1.0,,,,,,,1752690942.081
2020,ETH-257967532,1752691584947,0,0.143,0.14298,77.17,ETH-25JUL25-2900-C,3357.11,sell,1.0,1.0,,,,,,,1752691584.947
2021,ETH-257988397,1752696078932,0,0.15,0.149703,77.81,ETH-25JUL25-2900-C,3389.91,buy,1.0,1.0,,,,,,,1752696078.932
2022,ETH-257989937,1752696285025,1,0.15,0.150139,75.85,ETH-25JUL25-2900-C,3392.2,buy,1.0,1.0,,,,,,,1752696285.025
2023,ETH-258012481,1752698041767,0,0.1525,0.152471,76.62,ETH-25JUL25-2900-C,3402.52,buy,1.0,1.0,,,,,,,1752698041.767
2024,ETH-258019811,1752699666366,2,0.148,0.148174,76.5,ETH-25JUL25-2900-C,3381.34,sell,2.0,2.0,,,,,,,1752699666.366
2025,ETH-258035868,1752703942646,0,0.1485,0.148128,77.0,ETH-25JUL25-2900-C,3387.05,buy,1.0,1.0,,,,,,,1752703942.646
2026,ETH-258036566,1752704045717,2,0.148,0.14786,77.2,ETH-25JUL25-2900-C,3384.66,buy,1.0,1.0,,,,,,,1752704045.717
2027,ETH-258037216,1752704270528,3,0.148,0.148012,76.89,ETH-25JUL25-2900-C,3383.87,buy,10.0,10.0,,,,,,,1752704270.528
2028,ETH-258059733,1752710637722,3,0.148,0.146861,80.32,ETH-25JUL25-2900-C,3380.28,buy,4.0,4.0,,,,,T,,1752710637.722
2029,ETH-258060649,1752710958582,2,0.1445,0.14439,76.71,ETH-25JUL25-2900-C,3368.85,sell,3.0,3.0,,,,,,,1752710958.582
2030,ETH-258080128,1752720303212,2,0.14,0.140165,75.46,ETH-25JUL25-2900-C,3350.17,sell,10.0,10.0,,,,,,,1752720303.212
2031,ETH-258080133,1752720313070,3,0.14,0.140054,75.65,ETH-25JUL25-2900-C,3350.02,sell,12.0,12.0,,,,,,,1752720313.07
2032,ETH-258080134,1752720313274,3,0.14,0.140054,75.65,ETH-25JUL25-2900-C,3350.02,sell,82.0,82.0,,,,,,,1752720313.274
2033,ETH-258113275,1752735751118,0,0.1595,0.160477,84.58,ETH-25JUL25-2900-C,3426.69,sell,1.0,1.0,,,,,,,1752735751.118
2034,ETH-258128232,1752738122932,0,0.167,0.167648,85.06,ETH-25JUL25-2900-C,3461.36,buy,250.0,250.0,,,,,,,1752738122.932
2035,ETH-258128388,1752738132093,0,0.168,0.167579,89.88,ETH-25JUL25-2900-C,3461.49,buy,19.0,19.0,,,,,,,1752738132.093
2036,ETH-258128394,1752738132191,1,0.168,0.167579,89.88,ETH-25JUL25-2900-C,3461.49,buy,231.0,231.0,,,,,,,1752738132.191
2037,ETH-258170102,1752748678918,0,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,9.0,9.0,,,,,,,1752748678.918
2038,ETH-258170106,1752748679076,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,42.0,42.0,,,,,,,1752748679.076
2039,ETH-258170107,1752748679082,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,15.0,15.0,,,,,,,1752748679.082
2041,ETH-258170109,1752748679087,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,2.0,2.0,,,,,,,1752748679.087
2040,ETH-258170108,1752748679087,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,4.0,4.0,,,,,,,1752748679.087
2042,ETH-258170110,1752748679096,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,3.0,3.0,,,,,,,1752748679.096
2043,ETH-258170111,1752748679100,1,0.1715,0.171405,91.24,ETH-25JUL25-2900-C,3474.8,buy,2.0,2.0,,,,,,,1752748679.1
2044,ETH-258170112,1752748679521,1,0.1715,0.17151,90.68,ETH-25JUL25-2900-C,3475.33,buy,23.0,23.0,,,,,,,1752748679.521
2045,ETH-258246939,1752773165092,2,0.153,0.153215,80.0,ETH-25JUL25-2900-C,3406.13,buy,7.0,7.0,,,,,,,1752773165.092
2046,ETH-258279661,1752784059692,2,0.1525,0.152204,82.16,ETH-25JUL25-2900-C,3404.18,buy,1.0,1.0,,,,,,,1752784059.692
2047,ETH-258293029,1752787682021,0,0.1705,0.170941,82.47,ETH-25JUL25-2900-C,3482.73,sell,5.0,5.0,,,,,,,1752787682.021
2048,ETH-258322317,1752798419000,2,0.1685,0.169002,82.8,ETH-25JUL25-2900-C,3473.14,buy,2.0,2.0,,,,,,,1752798419.0
2050,ETH-258330180,1752800533929,1,0.185,0.184443,90.46,ETH-25JUL25-2900-C,3542.4,buy,1.0,1.0,,,,,,,1752800533.929
2049,ETH-258330179,1752800533929,0,0.185,0.184443,90.46,ETH-25JUL25-2900-C,3542.4,buy,1.0,1.0,,,,,,,1752800533.929
2051,ETH-258383224,1752815521116,0,0.205,0.204908,92.56,ETH-25JUL25-2900-C,3634.68,buy,1.0,1.0,,,,,,,1752815521.116
2052,ETH-258384971,1752815909418,0,0.2055,0.205416,92.24,ETH-25JUL25-2900-C,3637.04,sell,1.0,1.0,,,,,,,1752815909.418
2053,ETH-258385960,1752816120668,0,0.207,0.207122,91.87,ETH-25JUL25-2900-C,3644.41,sell,1.0,1.0,,,,,,,1752816120.668
2054,ETH-258386493,1752816335624,1,0.207,0.207069,94.33,ETH-25JUL25-2900-C,3643.73,sell,1.0,1.0,,,,,,,1752816335.624
2055,ETH-258387390,1752816629466,0,0.2075,0.207744,92.86,ETH-25JUL25-2900-C,3645.73,sell,1.0,1.0,,,,,,,1752816629.466
2056,ETH-258388411,1752816811675,0,0.208,0.208084,93.86,ETH-25JUL25-2900-C,3646.97,sell,1.0,1.0,,,,,,,1752816811.675
2057,ETH-258388773,1752816906354,2,0.207,0.207014,94.28,ETH-25JUL25-2900-C,3641.93,sell,1.0,1.0,,,,,,,1752816906.354
2058,ETH-258389368,1752817097171,0,0.209,0.208672,92.57,ETH-25JUL25-2900-C,3652.37,sell,1.0,1.0,,,,,,,1752817097.171
2059,ETH-258389614,1752817116914,0,0.2095,0.209626,90.71,ETH-25JUL25-2900-C,3655.9,sell,1.0,1.0,,,,,,,1752817116.914
2060,ETH-258390381,1752817274167,1,0.2095,0.209985,93.05,ETH-25JUL25-2900-C,3655.52,sell,1.0,1.0,,,,,,,1752817274.167
2061,ETH-258390422,1752817295828,2,0.209,0.209172,93.55,ETH-25JUL25-2900-C,3653.04,sell,1.0,1.0,,,,,,,1752817295.828
2062,ETH-258392951,1752818065263,0,0.212,0.210925,104.33,ETH-25JUL25-2900-C,3661.45,buy,1.0,1.0,,,,,,,1752818065.263
2063,ETH-258398168,1752819253322,2,0.2095,0.209481,95.62,ETH-25JUL25-2900-C,3654.08,buy,1.0,1.0,,,,,,,1752819253.322
2064,ETH-258440463,1752826544073,2,0.202,0.201919,92.93,ETH-25JUL25-2900-C,3620.11,sell,2.0,2.0,,,,,,,1752826544.073
2065,ETH-258454325,1752829858852,2,0.1977,0.19779,86.82,ETH-25JUL25-2900-C,3604.15,buy,200.0,200.0,2.0,BLOCK-212024,ETH-CS-25JUL25-2900_3200,,,,1752829858.852
2066,ETH-258456305,1752830522147,0,0.1983,0.197727,93.27,ETH-25JUL25-2900-C,3604.44,buy,500.0,500.0,2.0,BLOCK-212031,ETH-CS-25JUL25-2900_3400,,,,1752830522.147
2067,ETH-258465258,1752835811627,0,0.2011,0.201174,88.37,ETH-25JUL25-2900-C,3618.98,buy,300.0,300.0,2.0,BLOCK-212044,ETH-CS-25JUL25-2900_3300,,,,1752835811.627
2068,ETH-258466053,1752835900853,2,0.201,0.201015,88.72,ETH-25JUL25-2900-C,3618.96,buy,250.0,250.0,4.0,BLOCK-212045,,,,,1752835900.853
2069,ETH-258500123,1752848161329,0,0.2105,0.211218,87.26,ETH-25JUL25-2900-C,3664.38,sell,5.0,5.0,,,,,,,1752848161.329
2070,ETH-258557657,1752860413319,2,0.201,0.20099,94.35,ETH-25JUL25-2900-C,3619.45,sell,4.0,4.0,,,,,,,1752860413.319
2071,ETH-258557991,1752860525709,2,0.1985,0.198212,95.93,ETH-25JUL25-2900-C,3606.73,sell,4.0,4.0,,,,,,,1752860525.709
2072,ETH-258558231,1752860618672,2,0.1975,0.197505,93.37,ETH-25JUL25-2900-C,3602.99,sell,4.0,4.0,,,,,,,1752860618.672
2073,ETH-258570209,1752865168476,2,0.191,0.19131,90.23,ETH-25JUL25-2900-C,3576.02,sell,2.0,2.0,,,,,,,1752865168.476
2074,ETH-258663317,1752929670905,2,0.1895,0.188444,101.87,ETH-25JUL25-2900-C,3563.61,buy,1.0,1.0,,,,,,,1752929670.905
2075,ETH-258670208,1752938225036,2,0.1855,0.185285,93.74,ETH-25JUL25-2900-C,3550.14,sell,2.0,2.0,,,,,,,1752938225.036
2076,ETH-258670614,1752938381355,0,0.1865,0.186175,94.85,ETH-25JUL25-2900-C,3554.42,sell,2.0,2.0,,,,,,,1752938381.355
2077,ETH-258670805,1752938581702,0,0.187,0.186594,95.73,ETH-25JUL25-2900-C,3556.34,sell,2.0,2.0,,,,,,,1752938581.702
2078,ETH-258687663,1752958699926,0,0.1895,0.189346,96.91,ETH-25JUL25-2900-C,3568.44,buy,10.0,10.0,,,,,,,1752958699.926
2079,ETH-258689455,1752960152413,2,0.184,0.18407,93.03,ETH-25JUL25-2900-C,3544.81,buy,5.0,5.0,,,,,,,1752960152.413
2080,ETH-258733791,1752997412406,0,0.215,0.214641,111.06,ETH-25JUL25-2900-C,3682.94,sell,5.0,5.0,,,,,,,1752997412.406
2081,ETH-258829107,1753034324499,0,0.2265,0.226833,108.46,ETH-25JUL25-2900-C,3742.59,buy,5.0,5.0,,,,,,,1753034324.499
2082,ETH-258831818,1753035470073,0,0.227,0.225182,137.98,ETH-25JUL25-2900-C,3735.29,buy,30.0,30.0,,,,,,,1753035470.073
2083,ETH-258838170,1753041016771,0,0.2315,0.231824,111.36,ETH-25JUL25-2900-C,3766.14,buy,1.0,1.0,,,,,,,1753041016.771
2084,ETH-258839168,1753041667296,2,0.2285,0.228575,115.58,ETH-25JUL25-2900-C,3751.17,buy,1.0,1.0,,,,,,,1753041667.296
2085,ETH-258849067,1753047922834,0,0.2315,0.231527,116.61,ETH-25JUL25-2900-C,3765.0,buy,1.0,1.0,,,,,,,1753047922.834
2086,ETH-258925451,1753089522876,0,0.2335,0.233127,125.56,ETH-25JUL25-2900-C,3775.91,sell,6.0,6.0,,,,,,,1753089522.876
2087,ETH-258926369,1753090580052,2,0.2325,0.233251,107.42,ETH-25JUL25-2900-C,3773.22,sell,3.0,3.0,,,,,,,1753090580.052
2088,ETH-258933920,1753096087858,0,0.239,0.238996,124.29,ETH-25JUL25-2900-C,3803.01,sell,3.0,3.0,,,,,,,1753096087.858
2089,ETH-259002912,1753120005059,2,0.2265,0.226752,116.23,ETH-25JUL25-2900-C,3744.78,sell,2.0,2.0,,,,,,,1753120005.059
2090,ETH-259111145,1753175860661,2,0.2,0.200927,0.0,ETH-25JUL25-2900-C,3622.68,sell,1.0,1.0,,,,,,,1753175860.661
2091,ETH-259168828,1753204345963,0,0.216,0.21546,139.76,ETH-25JUL25-2900-C,3692.6,buy,1.0,1.0,,,,,,,1753204345.963
2092,ETH-259176142,1753209087105,0,0.2175,0.21735,134.03,ETH-25JUL25-2900-C,3700.72,sell,2.0,2.0,,,,,,,1753209087.105
2093,ETH-259205144,1753230996919,0,0.2253,0.224869,153.32,ETH-25JUL25-2900-C,3737.28,buy,268.0,268.0,2.0,BLOCK-212716,,9555.0,,,1753230996.919
2094,ETH-259247231,1753264525925,2,0.21,0.209904,141.29,ETH-25JUL25-2900-C,3666.84,sell,28.0,28.0,,,,,,,1753264525.925
2095,ETH-259303997,1753289641370,2,0.1928,0.193138,0.0,ETH-25JUL25-2900-C,3591.61,buy,150.0,150.0,3.0,BLOCK-212897,,9669.0,,,1753289641.37
2096,ETH-259435935,1753353398205,0,0.194,0.194703,0.0,ETH-25JUL25-2900-C,3600.96,buy,8.0,8.0,,,,,,,1753353398.205
2097,ETH-259436645,1753353700427,0,0.1955,0.196191,0.0,ETH-25JUL25-2900-C,3607.52,buy,3.0,3.0,,,,,,,1753353700.427
2098,ETH-259436708,1753353725230,0,0.196,0.196183,0.0,ETH-25JUL25-2900-C,3608.12,buy,3.0,3.0,,,,,,,1753353725.23
2099,ETH-259436781,1753353760539,1,0.196,0.196345,0.0,ETH-25JUL25-2900-C,3608.28,buy,2.0,2.0,,,,,,,1753353760.539
2100,ETH-259439236,1753354882080,0,0.1996,0.199578,172.99,ETH-25JUL25-2900-C,3622.87,sell,63.0,63.0,4.0,BLOCK-213132,ETH-CCOND-25JUL25-2600_2700_2800_2900,,,,1753354882.08
2101,ETH-259439240,1753354887134,1,0.1996,0.199474,174.91,ETH-25JUL25-2900-C,3622.82,buy,437.0,437.0,4.0,BLOCK-213133,ETH-CCOND-25JUL25-2600_2700_2800_2900,,,,1753354887.134
2102,ETH-259466304,1753367627572,0,0.2047,0.209167,0.0,ETH-25JUL25-2900-C,3666.58,buy,157.0,157.0,2.0,BLOCK-213249,ETH-CS-25JUL25-2900_3200,,,,1753367627.572
2103,ETH-259527022,1753395909523,0,0.2195,0.219918,0.0,ETH-25JUL25-2900-C,3717.85,sell,20.0,20.0,,,,,,,1753395909.523
2104,ETH-259580042,1753413429790,2,0.198,0.198319,0.0,ETH-25JUL25-2900-C,3615.77,sell,2.0,2.0,,,,,,,1753413429.79
2105,ETH-259594363,1753417787549,2,0.194,0.194059,0.0,ETH-25JUL25-2900-C,3597.65,sell,10.0,10.0,,,,,,,1753417787.549
2106,ETH-259594364,1753417787565,3,0.194,0.194059,0.0,ETH-25JUL25-2900-C,3597.65,sell,4.0,4.0,,,,,,,1753417787.565
2107,ETH-259594365,1753417787597,3,0.194,0.194059,0.0,ETH-25JUL25-2900-C,3597.65,sell,8.0,8.0,,,,,,,1753417787.597
2108,ETH-259594366,1753417787676,3,0.194,0.194059,0.0,ETH-25JUL25-2900-C,3597.65,sell,8.0,8.0,,,,,,,1753417787.676
2109,ETH-259597147,1753418453029,0,0.2005,0.200662,0.0,ETH-25JUL25-2900-C,3626.54,sell,14.0,14.0,,,,,,,1753418453.029
2110,ETH-259597148,1753418454819,1,0.2005,0.200611,370.48,ETH-25JUL25-2900-C,3626.0,sell,12.0,12.0,,,,,,,1753418454.819
2111,ETH-259597455,1753418602551,1,0.2005,0.200633,0.0,ETH-25JUL25-2900-C,3626.87,sell,4.0,4.0,,,,,,,1753418602.551
2112,ETH-259608167,1753423570112,2,0.1995,0.19943,576.89,ETH-25JUL25-2900-C,3621.41,sell,1.0,1.0,,,,,,,1753423570.112
