trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,block_rfq_id,liquidation,combo_trade_id,unix_sec
1819,ETH-257124739,1752184649785,2,0.067,0.067496,66.1,ETH-25JUL25-2900-C,2979.91,buy,1.0,1.0,,,,,,,1752184649.785
1820,ETH-257125698,1752184743672,0,0.0685,0.06736,68.43,ETH-25JUL25-2900-C,2978.48,buy,1.0,1.0,,,,,,,1752184743.672
1821,ETH-257125713,1752184745930,0,0.0695,0.067971,69.06,ETH-25JUL25-2900-C,2981.17,buy,1.0,1.0,,,,,,,1752184745.93
1822,ETH-257126034,1752184767113,2,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,122.0,122.0,,,,,,,1752184767.113
1823,ETH-257126041,1752184767229,3,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,2.0,2.0,,,,,,,1752184767.229
1824,ETH-257126047,1752184767329,3,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,5.0,5.0,,,,,,,1752184767.329
1825,ETH-257126049,1752184767383,3,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,2.0,2.0,,,,,,,1752184767.383
1826,ETH-257126050,1752184767397,3,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,5.0,5.0,,,,,,,1752184767.397
1827,ETH-257126060,1752184767464,3,0.067,0.068331,65.73,ETH-25JUL25-2900-C,2981.7,sell,1.0,1.0,,,,,,,1752184767.464
1828,ETH-257133208,1752185137188,2,0.064,0.063611,68.07,ETH-25JUL25-2900-C,2957.03,buy,20.0,20.0,,,,,,,1752185137.188
1829,ETH-257133258,1752185145263,3,0.064,0.063864,67.86,ETH-25JUL25-2900-C,2957.87,buy,1.0,1.0,,,,,,,1752185145.263
1830,ETH-257134118,1752185231343,0,0.0645,0.064307,68.13,ETH-25JUL25-2900-C,2959.58,buy,1.0,1.0,,,,,,,1752185231.343
1831,ETH-257135095,1752185374268,0,0.0655,0.065248,68.07,ETH-25JUL25-2900-C,2964.29,buy,20.0,20.0,,,,,,,1752185374.268
1832,ETH-257137197,1752185644707,2,0.0645,0.064446,67.82,ETH-25JUL25-2900-C,2959.29,buy,20.0,20.0,,,,,,,1752185644.707
1833,ETH-257141837,1752186543318,2,0.0642,0.063929,68.18,ETH-25JUL25-2900-C,2956.37,buy,375.0,375.0,2.0,BLOCK-209728,,,,,1752186543.318
1834,ETH-257141954,1752186623595,2,0.0634,0.06338,67.58,ETH-25JUL25-2900-C,2954.58,sell,375.0,375.0,2.0,BLOCK-209729,,,,,1752186623.595
1835,ETH-257142071,1752186655210,2,0.0633,0.063457,67.39,ETH-25JUL25-2900-C,2954.84,sell,375.0,375.0,2.0,BLOCK-209730,,,,,1752186655.21
1836,ETH-257143119,1752186972447,0,0.0637,0.064662,65.95,ETH-25JUL25-2900-C,2963.19,sell,375.0,375.0,2.0,BLOCK-209732,,,,,1752186972.447
1837,ETH-257146552,1752188348135,0,0.0675,0.066815,67.99,ETH-25JUL25-2900-C,2975.5,buy,3.0,3.0,,,,,,,1752188348.135
1838,ETH-257146553,1752188348138,1,0.0675,0.066815,67.99,ETH-25JUL25-2900-C,2975.5,sell,17.0,17.0,,,,,,,1752188348.138
1839,ETH-257151895,1752190757119,2,0.0605,0.060775,66.92,ETH-25JUL25-2900-C,2940.9,buy,1.0,1.0,,,,,,,1752190757.119
1840,ETH-257152421,1752191057995,0,0.061,0.061003,67.3,ETH-25JUL25-2900-C,2942.06,buy,1.0,1.0,,,,,,,1752191057.995
1842,ETH-257153428,1752191604326,0,0.064,0.063421,68.08,ETH-25JUL25-2900-C,2955.65,buy,8.0,8.0,,,,,,,1752191604.326
1841,ETH-257153427,1752191604326,0,0.0635,0.063421,67.43,ETH-25JUL25-2900-C,2955.65,buy,2.0,2.0,,,,,,,1752191604.326
1843,ETH-257166133,1752198511325,2,0.0605,0.060591,65.44,ETH-25JUL25-2900-C,2948.75,buy,10.0,10.0,,,,,,,1752198511.325
1844,ETH-257170502,1752200312487,0,0.0635,0.063413,65.81,ETH-25JUL25-2900-C,2963.01,sell,1.0,1.0,,,,,,,1752200312.487
1845,ETH-257170526,1752200327534,1,0.0635,0.063401,65.82,ETH-25JUL25-2900-C,2963.05,sell,1.0,1.0,,,,,,,1752200327.534
1846,ETH-257172532,1752201228583,1,0.0635,0.062967,66.46,ETH-25JUL25-2900-C,2960.37,buy,2.0,2.0,,,,,,,1752201228.583
1847,ETH-257184067,1752208410103,2,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,17.0,17.0,,,,,,,1752208410.103
1848,ETH-257184068,1752208410127,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,1.0,1.0,,,,,,,1752208410.127
1849,ETH-257184070,1752208410152,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,2.0,2.0,,,,,,,1752208410.152
1850,ETH-257184071,1752208410173,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,12.0,12.0,,,,,,,1752208410.173
1851,ETH-257184072,1752208410207,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,14.0,14.0,,,,,,,1752208410.207
1852,ETH-257184073,1752208410223,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,14.0,14.0,,,,,,,1752208410.223
1853,ETH-257184074,1752208410268,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,9.0,9.0,,,,,,,1752208410.268
1854,ETH-257184084,1752208410288,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,53.0,53.0,,,,,,,1752208410.288
1855,ETH-257184092,1752208410316,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,3.0,3.0,,,,,,,1752208410.316
1856,ETH-257184101,1752208410338,3,0.061,0.062062,64.82,ETH-25JUL25-2900-C,2954.03,sell,3.0,3.0,,,,,,,1752208410.338
1857,ETH-257188129,1752210427765,0,0.0665,0.066394,65.67,ETH-25JUL25-2900-C,2980.08,buy,185.0,185.0,,,,,,,1752210427.765
1858,ETH-257188746,1752210534416,0,0.068,0.067562,66.34,ETH-25JUL25-2900-C,2985.36,buy,7.0,7.0,,,,,,,1752210534.416
1859,ETH-257193392,1752211660752,0,0.07,0.069161,66.78,ETH-25JUL25-2900-C,2994.36,buy,20.0,20.0,,,,,,,1752211660.752
1860,ETH-257193734,1752211811514,0,0.0705,0.069685,67.05,ETH-25JUL25-2900-C,2996.33,buy,1.0,1.0,,,,,,,1752211811.514
1861,ETH-257193735,1752211811654,1,0.0705,0.069685,67.05,ETH-25JUL25-2900-C,2996.33,buy,1.0,1.0,,,,,,,1752211811.654
1862,ETH-257220322,1752218837570,0,0.073,0.072983,68.66,ETH-25JUL25-2900-C,3002.79,sell,20.0,20.0,,,,,,,1752218837.57
1863,ETH-257220323,1752218837572,1,0.073,0.072983,68.66,ETH-25JUL25-2900-C,3002.79,sell,14.0,14.0,,,,,,,1752218837.572
1864,ETH-257241851,1752223544872,0,0.0735,0.073284,68.52,ETH-25JUL25-2900-C,3007.19,sell,1.0,1.0,,,,,,,1752223544.872
1865,ETH-257242000,1752223571809,2,0.073,0.07303,68.03,ETH-25JUL25-2900-C,3006.6,sell,1.0,1.0,,,,,,,1752223571.809
1866,ETH-257242188,1752223645444,2,0.072,0.072012,67.98,ETH-25JUL25-2900-C,3001.45,sell,1.0,1.0,,,,,,,1752223645.444
1867,ETH-257254290,1752228262964,0,0.0734,0.073253,68.1,ETH-25JUL25-2900-C,3007.31,sell,1000.0,1000.0,2.0,BLOCK-210016,ETH-CS-25JUL25-2900_3100,,,,1752228262.964
1868,ETH-257254527,1752228374072,0,0.0735,0.073591,67.9,ETH-25JUL25-2900-C,3008.8,sell,1000.0,1000.0,2.0,BLOCK-210017,ETH-CS-25JUL25-2900_3100,,,,1752228374.072
1869,ETH-257277800,1752240757824,2,0.0675,0.06882,66.2,ETH-25JUL25-2900-C,2986.61,sell,20.0,20.0,,,,,,,1752240757.824
1870,ETH-257291504,1752246346977,0,0.068,0.068911,66.06,ETH-25JUL25-2900-C,2990.08,sell,2.0,2.0,,,,,,,1752246346.977
1871,ETH-257293684,1752246929296,2,0.066,0.065868,67.09,ETH-25JUL25-2900-C,2974.65,buy,7.0,7.0,,,,,,,1752246929.296
1872,ETH-257293693,1752246933606,3,0.066,0.066031,66.9,ETH-25JUL25-2900-C,2975.41,buy,10.0,10.0,,,,,,,1752246933.606
1873,ETH-257293716,1752246956853,3,0.066,0.066074,66.66,ETH-25JUL25-2900-C,2976.41,buy,33.0,33.0,,,,,,,1752246956.853
1874,ETH-257293802,1752246997052,3,0.066,0.065967,66.72,ETH-25JUL25-2900-C,2976.31,buy,50.0,50.0,,,,,,,1752246997.052
1875,ETH-257293965,1752247125634,0,0.0665,0.066381,66.9,ETH-25JUL25-2900-C,2978.11,buy,10.0,10.0,,,,,,,1752247125.634
1876,ETH-257293969,1752247126954,1,0.0665,0.066499,66.61,ETH-25JUL25-2900-C,2979.22,buy,14.0,14.0,,,,,,,1752247126.954
1877,ETH-257293974,1752247133638,1,0.0665,0.066503,66.67,ETH-25JUL25-2900-C,2979.05,buy,23.0,23.0,,,,,,,1752247133.638
1878,ETH-257293975,1752247133727,1,0.0665,0.066503,66.67,ETH-25JUL25-2900-C,2979.05,buy,3.0,3.0,,,,,,,1752247133.727
1879,ETH-257311467,1752253587256,2,0.066,0.065486,67.39,ETH-25JUL25-2900-C,2974.31,buy,1.0,1.0,,,,,,,1752253587.256
1880,ETH-257315846,1752256426886,0,0.069,0.068985,66.72,ETH-25JUL25-2900-C,2993.51,sell,17.0,17.0,,,,,,,1752256426.886
1881,ETH-257315847,1752256426893,1,0.069,0.068985,66.72,ETH-25JUL25-2900-C,2993.51,sell,1.0,1.0,,,,,,,1752256426.893
1882,ETH-257315848,1752256426896,1,0.069,0.068985,66.72,ETH-25JUL25-2900-C,2993.51,sell,1.0,1.0,,,,,,,1752256426.896
1883,ETH-257315880,1752256463777,1,0.069,0.068972,66.78,ETH-25JUL25-2900-C,2993.28,sell,1.0,1.0,,,,,,,1752256463.777
1884,ETH-257315881,1752256464922,1,0.069,0.068949,66.85,ETH-25JUL25-2900-C,2993.0,sell,15.0,15.0,,,,,,,1752256464.922
1885,ETH-257316009,1752256760501,1,0.069,0.068957,66.76,ETH-25JUL25-2900-C,2993.64,sell,19.0,19.0,,,,,,,1752256760.501
1886,ETH-257316010,1752256760502,1,0.069,0.068957,66.76,ETH-25JUL25-2900-C,2993.64,sell,6.0,6.0,,,,,,,1752256760.502
1887,ETH-257323029,1752262748825,0,0.0695,0.06971,66.06,ETH-25JUL25-2900-C,3000.0,buy,1.0,1.0,,,,,,,1752262748.825
1888,ETH-257338152,1752273000986,2,0.0575,0.057686,67.03,ETH-25JUL25-2900-C,2932.78,sell,1.0,1.0,,,,,,,1752273000.986
1889,ETH-257354160,1752292517514,0,0.0615,0.062729,65.78,ETH-25JUL25-2900-C,2963.7,sell,1.0,1.0,,,,,,,1752292517.514
1890,ETH-257361843,1752301755756,2,0.0582,0.058368,63.89,ETH-25JUL25-2900-C,2955.82,buy,250.0,250.0,2.0,BLOCK-210179,ETH-STRD-25JUL25-2900,,,,1752301755.756
1891,ETH-257366572,1752307083406,0,0.0604,0.059716,65.12,ETH-25JUL25-2900-C,2964.58,buy,125.0,125.0,2.0,BLOCK-210183,ETH-CDIAG-26DEC25_25JUL25-5000_2900,8494.0,,,1752307083.406
1892,ETH-257367736,1752307623577,0,0.0605,0.060371,64.58,ETH-25JUL25-2900-C,2967.26,sell,128.0,128.0,,,,,,,1752307623.577
1893,ETH-257367737,1752307623598,1,0.0605,0.060371,64.58,ETH-25JUL25-2900-C,2967.26,sell,3.0,3.0,,,,,,,1752307623.598
1894,ETH-257367738,1752307624201,1,0.0605,0.060371,64.58,ETH-25JUL25-2900-C,2967.26,sell,2.0,2.0,,,,,,,1752307624.201
1895,ETH-257367792,1752307630219,1,0.0605,0.060382,64.59,ETH-25JUL25-2900-C,2967.25,sell,110.0,110.0,,,,,,,1752307630.219
1896,ETH-257367793,1752307630223,1,0.0605,0.060382,64.59,ETH-25JUL25-2900-C,2967.25,sell,8.0,8.0,,,,,,,1752307630.223
1897,ETH-257367794,1752307630248,1,0.0605,0.060382,64.59,ETH-25JUL25-2900-C,2967.25,sell,1.0,1.0,,,,,,,1752307630.248
1898,ETH-257367960,1752307724404,1,0.0605,0.060423,64.79,ETH-25JUL25-2900-C,2966.44,sell,3.0,3.0,,,,,,,1752307724.404
1899,ETH-257367961,1752307726106,1,0.0605,0.060431,64.9,ETH-25JUL25-2900-C,2966.04,sell,10.0,10.0,,,,,,,1752307726.106
1900,ETH-257367962,1752307728139,1,0.0605,0.060362,64.89,ETH-25JUL25-2900-C,2966.06,sell,3.0,3.0,,,,,,,1752307728.139
1901,ETH-257368035,1752307813846,1,0.0605,0.060508,64.94,ETH-25JUL25-2900-C,2965.96,sell,607.0,607.0,,,,,,,1752307813.846
1902,ETH-257379827,1752318000916,0,0.0645,0.064509,66.55,ETH-25JUL25-2900-C,2977.04,buy,50.0,50.0,,,,,,,1752318000.916
1903,ETH-257379840,1752318031709,1,0.0645,0.064539,66.55,ETH-25JUL25-2900-C,2977.03,buy,50.0,50.0,,,,,,,1752318031.709
1904,ETH-257379847,1752318064274,1,0.0645,0.064547,66.5,ETH-25JUL25-2900-C,2977.19,buy,50.0,50.0,,,,,,,1752318064.274
1905,ETH-257383833,1752323178094,2,0.0595,0.059376,65.78,ETH-25JUL25-2900-C,2952.86,buy,50.0,50.0,,,,,,,1752323178.094
1906,ETH-257383931,1752323275530,3,0.0595,0.059611,65.55,ETH-25JUL25-2900-C,2954.08,buy,20.0,20.0,,,,,,,1752323275.53
1907,ETH-257383932,1752323275535,3,0.0595,0.059611,65.55,ETH-25JUL25-2900-C,2954.08,buy,20.0,20.0,,,,,,,1752323275.535
1908,ETH-257384000,1752323346145,3,0.0595,0.059469,65.55,ETH-25JUL25-2900-C,2953.97,buy,10.0,10.0,,,,,,,1752323346.145
1909,ETH-257384362,1752323519761,2,0.0585,0.058417,65.56,ETH-25JUL25-2900-C,2948.23,buy,75.0,75.0,,,,,,,1752323519.761
1910,ETH-257388510,1752325131683,2,0.058,0.05785,66.35,ETH-25JUL25-2900-C,2942.45,buy,9.0,9.0,,,,,,,1752325131.683
1911,ETH-257388523,1752325135514,3,0.058,0.057878,66.31,ETH-25JUL25-2900-C,2942.56,buy,41.0,41.0,,,,,,,1752325135.514
1912,ETH-257390526,1752326344058,2,0.0565,0.056432,66.34,ETH-25JUL25-2900-C,2934.41,buy,50.0,50.0,,,,,,,1752326344.058
1913,ETH-257391013,1752326652225,3,0.0565,0.056488,66.27,ETH-25JUL25-2900-C,2934.62,buy,50.0,50.0,,,,,,,1752326652.225
1914,ETH-257437268,1752395400219,0,0.0615,0.060813,69.41,ETH-25JUL25-2900-C,2959.69,buy,1.0,1.0,,,,,,,1752395400.219
1915,ETH-257461095,1752423009414,0,0.069,0.068861,70.57,ETH-25JUL25-2900-C,2998.59,sell,1.0,1.0,,,,,,,1752423009.414
1916,ETH-257481048,1752435144099,0,0.07,0.06959,69.73,ETH-25JUL25-2900-C,3009.77,buy,1.0,1.0,,,,,,,1752435144.099
1917,ETH-257494698,1752442822179,2,0.0545,0.05511,63.24,ETH-25JUL25-2900-C,2952.02,sell,3.0,3.0,,,,,,,1752442822.179
1918,ETH-257494819,1752442854087,3,0.0545,0.054991,63.55,ETH-25JUL25-2900-C,2950.87,sell,13.0,13.0,,,,,,,1752442854.087
1919,ETH-257503571,1752447774141,0,0.0567,0.056345,64.08,ETH-25JUL25-2900-C,2961.07,buy,500.0,500.0,1.0,BLOCK-210373,,,,,1752447774.141
1920,ETH-257507127,1752451358539,0,0.0585,0.058423,63.97,ETH-25JUL25-2900-C,2971.57,buy,1.0,1.0,,,,,,,1752451358.539
1921,ETH-257511383,1752455140631,0,0.06,0.059877,63.83,ETH-25JUL25-2900-C,2979.73,buy,1.0,1.0,,,,,,,1752455140.631
1922,ETH-257519370,1752461322979,0,0.0665,0.064303,67.51,ETH-25JUL25-2900-C,3002.34,buy,1.0,1.0,,,,,,,1752461322.979
1923,ETH-257521115,1752462481954,2,0.065,0.064513,64.78,ETH-25JUL25-2900-C,3003.67,sell,3.0,3.0,,,,,,,1752462481.954
1924,ETH-257524370,1752464063303,0,0.067,0.06701,64.45,ETH-25JUL25-2900-C,3014.54,sell,1.0,1.0,,,,,,,1752464063.303
1925,ETH-257545257,1752471435632,0,0.0746,0.074438,65.98,ETH-25JUL25-2900-C,3048.09,buy,250.0,250.0,2.0,BLOCK-210403,ETH-CDIAG-1AUG25_25JUL25-3300_2900,8666.0,,,1752471435.632
1926,ETH-257551492,1752473290670,2,0.072,0.071867,65.08,ETH-25JUL25-2900-C,3037.96,sell,5.0,5.0,,,,,,,1752473290.67
1927,ETH-257551778,1752473527632,2,0.07,0.070215,64.56,ETH-25JUL25-2900-C,3029.66,sell,6.0,6.0,,,,,,,1752473527.632
1928,ETH-257552079,1752473752271,0,0.071,0.070906,65.03,ETH-25JUL25-2900-C,3033.03,sell,6.0,6.0,,,,,,,1752473752.271
1929,ETH-257552267,1752473926755,1,0.071,0.07083,65.16,ETH-25JUL25-2900-C,3032.73,sell,1.0,1.0,,,,,,,1752473926.755
1930,ETH-257571170,1752487320147,0,0.073,0.073245,65.49,ETH-25JUL25-2900-C,3043.67,sell,20.0,20.0,,,,,,,1752487320.147
1931,ETH-257579257,1752490415718,0,0.078,0.077878,66.94,ETH-25JUL25-2900-C,3063.52,sell,1.0,1.0,,,,,,,1752490415.718
1932,ETH-257582006,1752491442102,0,0.0815,0.080579,67.45,ETH-25JUL25-2900-C,3078.24,buy,1.0,1.0,,,,,,,1752491442.102
1933,ETH-257583794,1752491867162,2,0.079,0.079314,66.5,ETH-25JUL25-2900-C,3069.88,sell,20.0,20.0,,,,,,,1752491867.162
1934,ETH-257588129,1752493186296,2,0.0785,0.078617,66.49,ETH-25JUL25-2900-C,3067.78,sell,15.0,15.0,,,,,,,1752493186.296
1935,ETH-257588335,1752493237617,3,0.0785,0.078545,66.57,ETH-25JUL25-2900-C,3067.86,sell,16.0,16.0,,,,,,,1752493237.617
1936,ETH-257588343,1752493242154,3,0.0785,0.078505,66.71,ETH-25JUL25-2900-C,3067.51,sell,15.0,15.0,,,,,,,1752493242.154
1937,ETH-257588345,1752493244836,3,0.0785,0.078489,66.78,ETH-25JUL25-2900-C,3067.35,sell,84.0,84.0,,,,,,,1752493244.836
1938,ETH-257593661,1752494894940,2,0.075,0.075239,65.58,ETH-25JUL25-2900-C,3055.06,buy,5.0,5.0,,,,,,,1752494894.94
1939,ETH-257614630,1752504458498,2,0.0715,0.071302,68.6,ETH-25JUL25-2900-C,3029.87,sell,35.0,35.0,,,,,,,1752504458.498
1940,ETH-257654334,1752541382617,2,0.061,0.061189,67.77,ETH-25JUL25-2900-C,2985.3,buy,8.0,8.0,,,,,,,1752541382.617
1941,ETH-257654335,1752541382625,3,0.061,0.061189,67.77,ETH-25JUL25-2900-C,2985.3,buy,20.0,20.0,,,,,,,1752541382.625
1942,ETH-257654337,1752541383630,3,0.061,0.061179,67.84,ETH-25JUL25-2900-C,2985.05,buy,20.0,20.0,,,,,,,1752541383.63
1943,ETH-257654338,1752541383633,3,0.061,0.061179,67.84,ETH-25JUL25-2900-C,2985.05,buy,2.0,2.0,,,,,,,1752541383.633
1944,ETH-257654387,1752541405410,3,0.061,0.061101,67.85,ETH-25JUL25-2900-C,2985.02,buy,50.0,50.0,,,,,,,1752541405.41
1945,ETH-257654418,1752541425812,3,0.061,0.061037,67.95,ETH-25JUL25-2900-C,2984.67,buy,50.0,50.0,,,,,,,1752541425.812
1946,ETH-257654558,1752541521598,0,0.0615,0.061513,67.84,ETH-25JUL25-2900-C,2987.41,buy,15.0,15.0,,,,,,,1752541521.598
1947,ETH-257654571,1752541526835,1,0.0615,0.061572,67.74,ETH-25JUL25-2900-C,2987.73,buy,34.0,34.0,,,,,,,1752541526.835
1948,ETH-257654572,1752541526840,1,0.0615,0.061572,67.74,ETH-25JUL25-2900-C,2987.73,buy,1.0,1.0,,,,,,,1752541526.84
1949,ETH-257655282,1752542230494,0,0.0625,0.061986,68.68,ETH-25JUL25-2900-C,2990.2,sell,1.0,1.0,,,,,,,1752542230.494
1950,ETH-257672239,1752549407382,2,0.052,0.052591,66.43,ETH-25JUL25-2900-C,2941.06,sell,2.0,2.0,,,,,,,1752549407.382
1951,ETH-257680306,1752554434089,0,0.0575,0.056725,68.55,ETH-25JUL25-2900-C,2963.93,sell,2.0,2.0,,,,,,,1752554434.089
1952,ETH-257702181,1752577148607,2,0.054,0.054851,60.64,ETH-25JUL25-2900-C,2974.85,sell,1.0,1.0,,,,,,,1752577148.607
1953,ETH-257723799,1752587564887,0,0.0725,0.072436,64.81,ETH-25JUL25-2900-C,3054.94,buy,50.0,50.0,,,,,,,1752587564.887
1954,ETH-257725775,1752588087073,1,0.0725,0.07155,66.47,ETH-25JUL25-2900-C,3050.52,buy,1.0,1.0,,,,,,,1752588087.073
1955,ETH-257725838,1752588123260,1,0.0725,0.071822,65.84,ETH-25JUL25-2900-C,3052.19,sell,1.0,1.0,,,,,,,1752588123.26
1956,ETH-257725951,1752588173601,2,0.072,0.071386,65.73,ETH-25JUL25-2900-C,3050.16,sell,1.0,1.0,,,,,,,1752588173.601
1957,ETH-257726295,1752588288885,3,0.072,0.070785,66.67,ETH-25JUL25-2900-C,3047.53,buy,1.0,1.0,,,,,,,1752588288.885
1958,ETH-257726376,1752588367037,2,0.0715,0.071118,65.36,ETH-25JUL25-2900-C,3048.63,buy,1.0,1.0,,,,,,,1752588367.037
1959,ETH-257726413,1752588384409,3,0.0715,0.071209,65.0,ETH-25JUL25-2900-C,3049.58,buy,8.0,8.0,,,,,,,1752588384.409
1960,ETH-257726420,1752588386673,3,0.0715,0.071434,64.68,ETH-25JUL25-2900-C,3050.39,buy,20.0,20.0,,,,,,,1752588386.673
1961,ETH-257726422,1752588387645,3,0.0715,0.071493,64.56,ETH-25JUL25-2900-C,3050.68,buy,101.0,101.0,,,,,,,1752588387.645
1962,ETH-257728120,1752589114263,0,0.0735,0.072647,67.02,ETH-25JUL25-2900-C,3053.51,buy,1.0,1.0,,,,,,,1752589114.263
1963,ETH-257728264,1752589181396,2,0.0725,0.071788,66.4,ETH-25JUL25-2900-C,3050.29,buy,1.0,1.0,,,,,,,1752589181.396
1964,ETH-257730052,1752590008750,2,0.0705,0.070331,65.04,ETH-25JUL25-2900-C,3043.79,buy,50.0,50.0,,,,,,,1752590008.75
1965,ETH-257730122,1752590061466,2,0.07,0.070242,64.53,ETH-25JUL25-2900-C,3042.84,buy,50.0,50.0,,,,,,,1752590061.466
1966,ETH-257730130,1752590064750,0,0.0705,0.070309,65.22,ETH-25JUL25-2900-C,3043.31,buy,50.0,50.0,,,,,,,1752590064.75
1967,ETH-257730144,1752590073763,1,0.0705,0.07059,64.79,ETH-25JUL25-2900-C,3044.35,buy,50.0,50.0,,,,,,,1752590073.763
1968,ETH-257730205,1752590114401,0,0.071,0.070777,65.3,ETH-25JUL25-2900-C,3045.32,buy,50.0,50.0,,,,,,,1752590114.401
1969,ETH-257730461,1752590175214,2,0.0705,0.070525,64.82,ETH-25JUL25-2900-C,3044.25,buy,15.0,15.0,,,,,,,1752590175.214
1970,ETH-257730462,1752590175218,3,0.0705,0.070525,64.82,ETH-25JUL25-2900-C,3044.25,buy,2.0,2.0,,,,,,,1752590175.218
1971,ETH-257730465,1752590177857,3,0.0705,0.070593,64.72,ETH-25JUL25-2900-C,3044.54,buy,6.0,6.0,,,,,,,1752590177.857
1972,ETH-257730481,1752590195606,3,0.0705,0.070464,64.82,ETH-25JUL25-2900-C,3044.36,buy,27.0,27.0,,,,,,,1752590195.606
1973,ETH-257736411,1752591208707,2,0.06,0.059749,65.94,ETH-25JUL25-2900-C,2988.99,buy,50.0,50.0,,,,,,,1752591208.707
1974,ETH-257736466,1752591232795,3,0.06,0.060095,65.78,ETH-25JUL25-2900-C,2989.44,buy,50.0,50.0,,,,,,,1752591232.795
1975,ETH-257736505,1752591237920,3,0.06,0.060017,65.54,ETH-25JUL25-2900-C,2990.16,buy,50.0,50.0,,,,,,,1752591237.92
1976,ETH-257737040,1752591334251,2,0.0585,0.058126,65.73,ETH-25JUL25-2900-C,2981.95,buy,50.0,50.0,,,,,,,1752591334.251
1977,ETH-257740015,1752591851439,0,0.059,0.058828,66.03,ETH-25JUL25-2900-C,2983.82,buy,50.0,50.0,,,,,,,1752591851.439
1978,ETH-257740409,1752592033918,0,0.0595,0.059595,65.64,ETH-25JUL25-2900-C,2987.42,buy,50.0,50.0,,,,,,,1752592033.918
1979,ETH-257761003,1752601219733,0,0.0791,0.078667,67.85,ETH-25JUL25-2900-C,3077.42,buy,1000.0,1000.0,2.0,BLOCK-210985,ETH-CDIAG-29AUG25_25JUL25-3300_2900,,,,1752601219.733
1980,ETH-257761090,1752601267967,2,0.0784,0.078285,67.71,ETH-25JUL25-2900-C,3074.85,buy,1000.0,1000.0,2.0,BLOCK-210986,ETH-CDIAG-29AUG25_25JUL25-3200_2900,,,,1752601267.967
1981,ETH-257761163,1752601403216,3,0.0784,0.07813,67.5,ETH-25JUL25-2900-C,3075.42,buy,1000.0,1000.0,2.0,BLOCK-210987,ETH-CDIAG-29AUG25_25JUL25-3400_2900,,,,1752601403.216
1982,ETH-257763699,1752602102284,0,0.083,0.082898,68.07,ETH-25JUL25-2900-C,3095.33,sell,10.0,10.0,,,,,,,1752602102.284
1983,ETH-257763806,1752602144645,2,0.082,0.082417,67.26,ETH-25JUL25-2900-C,3092.91,sell,20.0,20.0,,,,,,,1752602144.645
1984,ETH-257768485,1752603299441,0,0.083,0.082567,69.66,ETH-25JUL25-2900-C,3089.94,buy,230.0,230.0,2.0,BLOCK-210993,,8825.0,,,1752603299.441
1985,ETH-257787120,1752610401207,2,0.0734,0.073262,68.71,ETH-25JUL25-2900-C,3048.14,buy,200.0,200.0,4.0,BLOCK-211020,,,,,1752610401.207
1986,ETH-257790253,1752614423380,0,0.077,0.076053,69.97,ETH-25JUL25-2900-C,3064.62,buy,2.0,2.0,,,,,,,1752614423.38
1987,ETH-257794679,1752619444105,0,0.0805,0.081074,67.2,ETH-25JUL25-2900-C,3088.08,buy,1.0,1.0,,,,,,,1752619444.105
1988,ETH-257794694,1752619450763,1,0.0805,0.08107,67.05,ETH-25JUL25-2900-C,3088.45,buy,1.0,1.0,,,,,,,1752619450.763
1989,ETH-257794720,1752619455424,1,0.0805,0.081242,66.89,ETH-25JUL25-2900-C,3088.8,buy,1.0,1.0,,,,,,,1752619455.424
1990,ETH-257794742,1752619466580,0,0.081,0.08126,67.77,ETH-25JUL25-2900-C,3089.02,buy,1.0,1.0,,,,,,,1752619466.58
1991,ETH-257794763,1752619479107,2,0.0805,0.081135,67.08,ETH-25JUL25-2900-C,3088.43,buy,1.0,1.0,,,,,,,1752619479.107
1992,ETH-257794770,1752619485740,3,0.0805,0.081124,67.09,ETH-25JUL25-2900-C,3088.43,buy,1.0,1.0,,,,,,,1752619485.74
1993,ETH-257794835,1752619526987,3,0.0805,0.080998,67.3,ETH-25JUL25-2900-C,3088.16,buy,1.0,1.0,,,,,,,1752619526.987
1994,ETH-257794877,1752619539978,3,0.0805,0.08082,67.68,ETH-25JUL25-2900-C,3087.3,buy,1.0,1.0,,,,,,,1752619539.978
