trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,unix_sec
39,ETH-256317814,1751466353926,0,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,7.0,7.0,1751466353.926
40,ETH-256317828,1751466353944,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,157.0,157.0,1751466353.944
41,ETH-256317835,1751466353985,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,8.0,8.0,1751466353.985
42,ETH-256317836,1751466354000,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,1.0,1.0,1751466354.0
43,ETH-256317838,1751466354016,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,1.0,1.0,1751466354.016
44,ETH-256317840,1751466354027,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,2.0,2.0,1751466354.027
45,ETH-256317841,1751466354051,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,5.0,5.0,1751466354.051
46,ETH-256317844,1751466354054,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,140.0,140.0,1751466354.054
47,ETH-256317845,1751466354058,1,0.595,0.594362,150.17,ETH-25JUL25-1000-C,2461.17,buy,1.0,1.0,1751466354.058
48,ETH-256317853,1751466354165,1,0.595,0.594469,147.95,ETH-25JUL25-1000-C,2461.59,buy,106.0,106.0,1751466354.165
49,ETH-256373864,1751486188857,0,0.6155,0.614656,158.6,ETH-25JUL25-1000-C,2591.62,buy,58.0,58.0,1751486188.857
50,ETH-256482244,1751553190273,2,0.6145,0.615011,0.0,ETH-25JUL25-1000-C,2590.66,sell,255.0,255.0,1751553190.273
51,ETH-258436325,1752825830022,0,0.724,0.7241,0.0,ETH-25JUL25-1000-C,3618.77,sell,1.0,1.0,1752825830.022
