trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,block_rfq_id,combo_id,combo_trade_id,unix_sec
325,ETH-258951635,1753103559989,3,0.0065,0.006509,90.95,ETH-25JUL25-4200-C,3783.69,sell,1.0,1.0,,,,,,1753103559.989
326,ETH-258951636,1753103560068,3,0.0065,0.006509,90.95,ETH-25JUL25-4200-C,3783.69,sell,1.0,1.0,,,,,,1753103560.068
327,ETH-258951637,1753103560546,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103560.546
328,ETH-258951641,1753103560606,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103560.606
329,ETH-258951642,1753103560622,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103560.622
330,ETH-258951643,1753103560645,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,3.0,3.0,,,,,,1753103560.645
331,ETH-258951644,1753103560645,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,13.0,13.0,,,,,,1753103560.645
332,ETH-258951648,1753103560807,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103560.807
333,ETH-258951650,1753103560987,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103560.987
334,ETH-258951651,1753103560993,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103560.993
335,ETH-258951653,1753103561001,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103561.001
336,ETH-258951657,1753103561010,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.01
337,ETH-258951658,1753103561016,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,13.0,13.0,,,,,,1753103561.016
338,ETH-258951659,1753103561019,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103561.019
339,ETH-258951667,1753103561093,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103561.093
343,ETH-258951673,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.104
345,ETH-258951675,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.104
346,ETH-258951676,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,1.0,1.0,,,,,,1753103561.104
341,ETH-258951671,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.104
342,ETH-258951672,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.104
344,ETH-258951674,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,2.0,2.0,,,,,,1753103561.104
340,ETH-258951670,1753103561104,3,0.0065,0.006505,91.01,ETH-25JUL25-4200-C,3783.27,sell,45.0,45.0,,,,,,1753103561.104
347,ETH-258967256,1753108121675,0,0.0075,0.007661,87.23,ETH-25JUL25-4200-C,3836.54,buy,7.0,7.0,,,,,,1753108121.675
348,ETH-258967311,1753108128213,1,0.0075,0.007527,87.64,ETH-25JUL25-4200-C,3834.12,buy,1.0,1.0,,,,,,1753108128.213
349,ETH-258970895,1753109178156,0,0.008,0.008212,86.26,ETH-25JUL25-4200-C,3855.24,buy,1.0,1.0,,,,,,1753109178.156
350,ETH-258974517,1753110330541,2,0.007,0.007182,85.21,ETH-25JUL25-4200-C,3839.52,sell,32.0,32.0,,,,,,1753110330.541
351,ETH-258978785,1753112313051,2,0.006,0.006565,83.65,ETH-25JUL25-4200-C,3824.15,sell,3.0,3.0,,,,,,1753112313.051
352,ETH-258983409,1753114134100,2,0.005,0.005493,83.76,ETH-25JUL25-4200-C,3795.73,sell,2.0,2.0,,,,,,1753114134.1
353,ETH-258996870,1753117754680,3,0.005,0.005349,85.68,ETH-25JUL25-4200-C,3786.86,sell,16.0,16.0,,,,,,1753117754.68
354,ETH-258996871,1753117754682,3,0.005,0.005349,85.68,ETH-25JUL25-4200-C,3786.86,buy,8.0,8.0,,,,,,1753117754.682
355,ETH-258996872,1753117754684,3,0.005,0.005349,85.68,ETH-25JUL25-4200-C,3786.86,buy,1.0,1.0,,,,,,1753117754.684
356,ETH-258996873,1753117754689,3,0.005,0.005349,85.68,ETH-25JUL25-4200-C,3786.86,buy,15.0,15.0,,,,,,1753117754.689
357,ETH-259030276,1753131647128,2,0.0045,0.004527,89.92,ETH-25JUL25-4200-C,3754.04,buy,61.0,61.0,,,,,,1753131647.128
358,ETH-259030498,1753131738721,2,0.0044,0.004414,89.47,ETH-25JUL25-4200-C,3753.66,buy,54.0,54.0,,,,,,1753131738.721
359,ETH-259030585,1753131874519,3,0.0044,0.004426,89.09,ETH-25JUL25-4200-C,3756.46,buy,1.0,1.0,,,,,,1753131874.519
360,ETH-259030652,1753131959816,0,0.0045,0.004529,88.65,ETH-25JUL25-4200-C,3762.94,buy,59.0,59.0,,,,,,1753131959.816
361,ETH-259030773,1753132233007,2,0.0044,0.004409,88.51,ETH-25JUL25-4200-C,3760.69,buy,59.0,59.0,,,,,,1753132233.007
362,ETH-259031288,1753132593395,2,0.0042,0.004213,88.78,ETH-25JUL25-4200-C,3752.58,buy,30.0,30.0,,,,,,1753132593.395
363,ETH-259031815,1753133574205,3,0.0042,0.004307,88.21,ETH-25JUL25-4200-C,3757.08,sell,3.0,3.0,,,,,,1753133574.205
364,ETH-259031816,1753133579289,2,0.0041,0.004287,87.75,ETH-25JUL25-4200-C,3756.37,sell,2.0,2.0,,,,,,1753133579.289
365,ETH-259031817,1753133580021,3,0.0041,0.004285,87.74,ETH-25JUL25-4200-C,3756.44,sell,38.0,38.0,,,,,,1753133580.021
366,ETH-259033003,1753134712253,2,0.004,0.004157,87.37,ETH-25JUL25-4200-C,3756.21,sell,5.0,5.0,,,,,,1753134712.253
367,ETH-259033004,1753134712259,3,0.004,0.004157,87.37,ETH-25JUL25-4200-C,3756.21,sell,75.0,75.0,,,,,,1753134712.259
368,ETH-259033005,1753134716365,3,0.004,0.004154,87.39,ETH-25JUL25-4200-C,3756.13,sell,1.0,1.0,,,,,,1753134716.365
369,ETH-259033464,1753135399862,2,0.0038,0.003894,87.24,ETH-25JUL25-4200-C,3749.63,buy,1.0,1.0,,,,,,1753135399.862
370,ETH-259034247,1753137111742,0,0.0044,0.004286,87.78,ETH-25JUL25-4200-C,3769.86,buy,1.0,1.0,,,,,,1753137111.742
371,ETH-259034947,1753138283953,2,0.0041,0.004173,86.1,ETH-25JUL25-4200-C,3771.67,buy,100.0,100.0,,,,,,1753138283.953
372,ETH-259034948,1753138286478,3,0.0041,0.00418,86.06,ETH-25JUL25-4200-C,3771.91,buy,3.0,3.0,,,,,,1753138286.478
373,ETH-259035125,1753138824228,2,0.004,0.003967,86.85,ETH-25JUL25-4200-C,3763.5,sell,2.0,2.0,,,,,,1753138824.228
374,ETH-259035193,1753138982064,3,0.004,0.003906,87.32,ETH-25JUL25-4200-C,3760.33,sell,2.0,2.0,,,,,,1753138982.064
375,ETH-259035388,1753139243921,2,0.0037,0.003887,86.15,ETH-25JUL25-4200-C,3756.84,sell,10.0,10.0,,,,,,1753139243.921
376,ETH-259036375,1753140937490,0,0.0041,0.004101,85.91,ETH-25JUL25-4200-C,3775.57,buy,31.0,31.0,,,,,,1753140937.49
377,ETH-259036839,1753142086613,2,0.0037,0.003811,85.54,ETH-25JUL25-4200-C,3763.86,sell,3.0,3.0,,,,,,1753142086.613
378,ETH-259036840,1753142091664,3,0.0037,0.003796,85.58,ETH-25JUL25-4200-C,3763.6,sell,4.0,4.0,,,,,,1753142091.664
379,ETH-259036863,1753142188810,0,0.0038,0.003815,85.84,ETH-25JUL25-4200-C,3765.71,buy,23.0,23.0,,,,,,1753142188.81
380,ETH-259036865,1753142190871,1,0.0038,0.003815,85.86,ETH-25JUL25-4200-C,3765.6,sell,3.0,3.0,,,,,,1753142190.871
381,ETH-259037039,1753142623582,2,0.0037,0.003701,86.07,ETH-25JUL25-4200-C,3761.31,sell,6.0,6.0,,,,,,1753142623.582
382,ETH-259038167,1753144111758,0,0.0039,0.003944,85.06,ETH-25JUL25-4200-C,3776.65,sell,3.0,3.0,,,,,,1753144111.758
383,ETH-259038169,1753144120024,1,0.0039,0.003943,85.07,ETH-25JUL25-4200-C,3776.65,sell,1.0,1.0,,,,,,1753144120.024
384,ETH-259038171,1753144122094,1,0.0039,0.003938,85.08,ETH-25JUL25-4200-C,3776.58,sell,2.0,2.0,,,,,,1753144122.094
385,ETH-259038174,1753144126234,1,0.0039,0.00394,85.08,ETH-25JUL25-4200-C,3776.56,sell,1.0,1.0,,,,,,1753144126.234
386,ETH-259038177,1753144130168,1,0.0039,0.003933,85.1,ETH-25JUL25-4200-C,3776.43,sell,12.0,12.0,,,,,,1753144130.168
387,ETH-259039525,1753144846820,2,0.0033,0.003531,84.86,ETH-25JUL25-4200-C,3755.42,sell,1.0,1.0,,,,,,1753144846.82
388,ETH-259039896,1753145154309,0,0.0035,0.003564,85.82,ETH-25JUL25-4200-C,3757.1,buy,10.0,10.0,,,,,,1753145154.309
389,ETH-259053227,1753149304889,0,0.0044,0.004262,85.93,ETH-25JUL25-4200-C,3793.85,sell,32.0,32.0,,,,,,1753149304.889
390,ETH-259053228,1753149304908,1,0.0044,0.004262,85.93,ETH-25JUL25-4200-C,3793.85,sell,2.0,2.0,,,,,,1753149304.908
391,ETH-259055251,1753150367463,2,0.004,0.004025,86.16,ETH-25JUL25-4200-C,3779.29,sell,3.0,3.0,,,,,,1753150367.463
392,ETH-259056325,1753151926643,2,0.0038,0.00407,84.18,ETH-25JUL25-4200-C,3786.09,sell,60.0,60.0,,,,,,1753151926.643
393,ETH-259058402,1753153053112,2,0.0031,0.002992,87.2,ETH-25JUL25-4200-C,3739.24,buy,100.0,100.0,,,,,,1753153053.112
394,ETH-259058403,1753153055641,3,0.0031,0.003038,86.86,ETH-25JUL25-4200-C,3741.4,buy,100.0,100.0,,,,,,1753153055.641
395,ETH-259058468,1753153084758,2,0.003,0.002912,87.31,ETH-25JUL25-4200-C,3734.07,buy,48.0,48.0,,,,,,1753153084.758
396,ETH-259062361,1753155542047,3,0.003,0.002888,90.12,ETH-25JUL25-4200-C,3718.11,sell,3.0,3.0,,,,,,1753155542.047
397,ETH-259078670,1753162089804,2,0.0021,0.001983,89.14,ETH-25JUL25-4200-C,3683.47,sell,1.0,1.0,,,,,,1753162089.804
398,ETH-259086231,1753166071835,0,0.0023,0.002277,87.84,ETH-25JUL25-4200-C,3708.08,buy,75.0,75.0,,,,,,1753166071.835
400,ETH-259086896,1753166801581,3,0.002,0.002143,86.67,ETH-25JUL25-4200-C,3698.88,sell,20.0,20.0,,,,,,1753166801.581
399,ETH-259086895,1753166801581,2,0.002,0.002143,86.67,ETH-25JUL25-4200-C,3698.88,sell,177.0,177.0,,,,,,1753166801.581
401,ETH-259086897,1753166801592,3,0.002,0.002143,86.67,ETH-25JUL25-4200-C,3698.88,buy,3.0,3.0,,,,,,1753166801.592
402,ETH-259086899,1753166807122,3,0.002,0.002143,86.71,ETH-25JUL25-4200-C,3698.65,buy,200.0,200.0,,,,,,1753166807.122
403,ETH-259086901,1753166810247,3,0.002,0.00214,86.7,ETH-25JUL25-4200-C,3698.72,buy,200.0,200.0,,,,,,1753166810.247
404,ETH-259090074,1753169118863,3,0.002,0.002006,85.23,ETH-25JUL25-4200-C,3711.48,buy,87.0,87.0,,,,,,1753169118.863
405,ETH-259090090,1753169125824,3,0.002,0.002009,85.14,ETH-25JUL25-4200-C,3712.1,buy,113.0,113.0,,,,,,1753169125.824
406,ETH-259094590,1753171307738,2,0.0014,0.001525,86.66,ETH-25JUL25-4200-C,3661.85,sell,22.0,22.0,,,,,,1753171307.738
407,ETH-259099491,1753172406331,2,0.0012,0.00133,86.53,ETH-25JUL25-4200-C,3644.84,sell,3.0,3.0,,,,,,1753172406.331
409,ETH-259102038,1753172959622,1,0.0014,0.001202,90.93,ETH-25JUL25-4200-C,3632.38,buy,20.0,20.0,,,,,,1753172959.622
408,ETH-259102037,1753172959622,0,0.0014,0.001202,90.93,ETH-25JUL25-4200-C,3632.38,buy,20.0,20.0,,,,,,1753172959.622
410,ETH-259109075,1753175273720,2,0.0013,0.001126,89.71,ETH-25JUL25-4200-C,3634.72,buy,23.0,23.0,,,,,,1753175273.72
411,ETH-259109076,1753175273731,3,0.0013,0.001126,89.71,ETH-25JUL25-4200-C,3634.72,sell,17.0,17.0,,,,,,1753175273.731
412,ETH-259109566,1753175415541,2,0.001,0.001116,86.03,ETH-25JUL25-4200-C,3631.65,sell,1.0,1.0,,,,,,1753175415.541
413,ETH-259110746,1753175751430,3,0.001,0.001091,86.18,ETH-25JUL25-4200-C,3630.88,sell,49.0,49.0,,,,,,1753175751.43
414,ETH-259118087,1753178675758,0,0.0011,0.001012,82.67,ETH-25JUL25-4200-C,3671.14,buy,1.0,1.0,,,,,,1753178675.758
415,ETH-259122680,1753182002812,1,0.0011,0.001249,79.3,ETH-25JUL25-4200-C,3699.72,buy,20.0,20.0,,,,,,1753182002.812
416,ETH-259124517,1753183204544,0,0.0013,0.001143,82.31,ETH-25JUL25-4200-C,3697.94,buy,1.0,1.0,,,,,,1753183204.544
417,ETH-259125575,1753183802774,2,0.0011,0.001135,79.64,ETH-25JUL25-4200-C,3700.13,buy,20.0,20.0,,,,,,1753183802.774
418,ETH-259128686,1753185601761,0,0.0012,0.001158,80.16,ETH-25JUL25-4200-C,3707.7,buy,20.0,20.0,,,,,,1753185601.761
419,ETH-259128764,1753185673813,2,0.001,0.001152,77.7,ETH-25JUL25-4200-C,3706.56,sell,1.0,1.0,,,,,,1753185673.813
420,ETH-259129080,1753186151873,0,0.0013,0.001166,81.33,ETH-25JUL25-4200-C,3708.5,buy,2.0,2.0,,,,,,1753186151.873
421,ETH-259129675,1753186741994,2,0.0011,0.001146,79.98,ETH-25JUL25-4200-C,3701.19,buy,20.0,20.0,,,,,,1753186741.994
422,ETH-259130235,1753187402845,0,0.0012,0.001194,81.09,ETH-25JUL25-4200-C,3703.11,buy,20.0,20.0,,,,,,1753187402.845
423,ETH-259131882,1753189201261,1,0.0012,0.001141,81.34,ETH-25JUL25-4200-C,3703.29,buy,20.0,20.0,,,,,,1753189201.261
424,ETH-259134652,1753191002450,2,0.0011,0.00112,81.09,ETH-25JUL25-4200-C,3697.95,buy,20.0,20.0,,,,,,1753191002.45
425,ETH-259136190,1753191298098,0,0.0012,0.001054,85.74,ETH-25JUL25-4200-C,3674.82,buy,50.0,50.0,,,,,,1753191298.098
426,ETH-259144396,1753192803125,2,0.0008,0.000854,83.8,ETH-25JUL25-4200-C,3647.61,sell,10.0,10.0,,,,,,1753192803.125
427,ETH-259144399,1753192803627,3,0.0008,0.000854,83.8,ETH-25JUL25-4200-C,3647.61,buy,10.0,10.0,,,,,,1753192803.627
428,ETH-259147051,1753193318229,0,0.0011,0.000942,86.55,ETH-25JUL25-4200-C,3662.18,buy,10.0,10.0,,,,,,1753193318.229
429,ETH-259149599,1753194569775,2,0.001,0.000981,85.52,ETH-25JUL25-4200-C,3660.7,sell,1.0,1.0,,,,,,1753194569.775
430,ETH-259149617,1753194601390,2,0.0009,0.001,83.77,ETH-25JUL25-4200-C,3662.4,sell,15.0,15.0,,,,,,1753194601.39
431,ETH-259150069,1753194959112,0,0.001,0.001112,83.34,ETH-25JUL25-4200-C,3677.11,buy,4.0,4.0,,,,,,1753194959.112
432,ETH-259155021,1753197391767,1,0.001,0.001232,79.86,ETH-25JUL25-4200-C,3704.61,sell,1.0,1.0,,,,,,1753197391.767
433,ETH-259155714,1753197649341,0,0.0012,0.001379,80.27,ETH-25JUL25-4200-C,3720.36,buy,1.0,1.0,,,,,,1753197649.341
434,ETH-259158554,1753198770299,0,0.0016,0.001497,85.42,ETH-25JUL25-4200-C,3718.73,buy,23.0,23.0,,,,,,1753198770.299
435,ETH-259158663,1753198875029,0,0.0017,0.001501,87.17,ETH-25JUL25-4200-C,3714.45,buy,7.0,7.0,,,,,,1753198875.029
436,ETH-259159347,1753199347798,2,0.0016,0.001521,85.45,ETH-25JUL25-4200-C,3719.84,buy,7.0,7.0,,,,,,1753199347.798
437,ETH-259167851,1753203961737,2,0.0014,0.001353,84.32,ETH-25JUL25-4200-C,3717.86,sell,1.0,1.0,,,,,,1753203961.737
438,ETH-259180459,1753211430626,2,0.0011,0.001074,82.73,ETH-25JUL25-4200-C,3712.3,buy,29.0,29.0,,,,,,1753211430.626
439,ETH-259186581,1753214257968,2,0.0009,0.00075,87.2,ETH-25JUL25-4200-C,3665.32,buy,2.0,2.0,,,,,,1753214257.968
440,ETH-259186582,1753214257978,3,0.0009,0.00075,87.2,ETH-25JUL25-4200-C,3665.32,sell,18.0,18.0,,,,,,1753214257.978
441,ETH-259205377,1753231174860,0,0.0014,0.001254,85.42,ETH-25JUL25-4200-C,3746.07,buy,28.0,28.0,,,,,,1753231174.86
442,ETH-259205378,1753231174878,1,0.0014,0.001254,85.42,ETH-25JUL25-4200-C,3746.07,sell,10.0,10.0,,,,,,1753231174.878
443,ETH-259205781,1753231552468,1,0.0014,0.0013,85.46,ETH-25JUL25-4200-C,3746.63,buy,12.0,12.0,,,,,,1753231552.468
444,ETH-259205796,1753231601953,1,0.0014,0.001307,85.4,ETH-25JUL25-4200-C,3747.11,buy,9.0,9.0,,,,,,1753231601.953
445,ETH-259205797,1753231601966,1,0.0014,0.001307,85.4,ETH-25JUL25-4200-C,3747.11,sell,41.0,41.0,,,,,,1753231601.966
446,ETH-259206319,1753232402656,2,0.0011,0.001135,84.78,ETH-25JUL25-4200-C,3727.41,buy,15.0,15.0,,,,,,1753232402.656
447,ETH-259209787,1753236002779,3,0.0011,0.00109,83.51,ETH-25JUL25-4200-C,3740.38,buy,15.0,15.0,,,,,,1753236002.779
448,ETH-259216226,1753239602573,3,0.0011,0.001175,83.23,ETH-25JUL25-4200-C,3746.92,buy,15.0,15.0,,,,,,1753239602.573
449,ETH-259219573,1753243202615,2,0.0009,0.00089,83.61,ETH-25JUL25-4200-C,3730.46,buy,15.0,15.0,,,,,,1753243202.615
450,ETH-259221698,1753246806184,3,0.0009,0.000976,83.43,ETH-25JUL25-4200-C,3736.35,buy,15.0,15.0,,,,,,1753246806.184
451,ETH-259221989,1753247170388,0,0.0011,0.000924,87.93,ETH-25JUL25-4200-C,3728.25,buy,20.0,20.0,,,,,,1753247170.388
452,ETH-259241938,1753261851651,2,0.0008,0.000625,93.67,ETH-25JUL25-4200-C,3684.38,buy,1.0,1.0,,,,,,1753261851.651
453,ETH-259244544,1753262968166,2,0.0006,0.000575,93.26,ETH-25JUL25-4200-C,3661.48,sell,3.0,3.0,,,,,,1753262968.166
454,ETH-259248757,1753265438732,2,0.0005,0.000535,93.32,ETH-25JUL25-4200-C,3648.31,sell,25.0,25.0,,,,,,1753265438.732
455,ETH-259251891,1753269200604,2,0.0003,0.0004,86.39,ETH-25JUL25-4200-C,3658.1,sell,1.0,1.0,,,,,,1753269200.604
456,ETH-259257221,1753275077825,0,0.0004,0.000333,91.25,ETH-25JUL25-4200-C,3660.69,buy,168.0,168.0,2.0,BLOCK-212810,9614.0,ETH-CSR12-25JUL25-3850_4200,,1753275077.825
457,ETH-259298129,1753287593364,2,0.0003,0.000317,100.14,ETH-25JUL25-4200-C,3605.81,buy,2.0,2.0,,,,,,1753287593.364
458,ETH-259308655,1753290998061,3,0.0003,0.000281,106.39,ETH-25JUL25-4200-C,3573.37,sell,1.0,1.0,,,,,,1753290998.061
459,ETH-259308664,1753290998105,3,0.0003,0.000281,106.39,ETH-25JUL25-4200-C,3573.37,sell,8.0,8.0,,,,,,1753290998.105
460,ETH-259317349,1753295413568,0,0.0004,0.000344,108.92,ETH-25JUL25-4200-C,3594.45,buy,10.0,10.0,,,,,,1753295413.568
461,ETH-259329967,1753303300077,2,0.0002,0.000254,107.77,ETH-25JUL25-4200-C,3562.03,sell,169.0,169.0,,,,,,1753303300.077
462,ETH-259330129,1753303412154,3,0.0002,0.000177,106.97,ETH-25JUL25-4200-C,3567.3,buy,1.0,1.0,,,,,,1753303412.154
463,ETH-259346780,1753312167853,3,0.0002,0.000161,101.16,ETH-25JUL25-4200-C,3625.94,buy,99.0,99.0,,,,,,1753312167.853
464,ETH-259348153,1753313812803,3,0.0002,0.00025,101.06,ETH-25JUL25-4200-C,3631.48,sell,2.0,2.0,,,,,,1753313812.803
466,ETH-259348169,1753313826199,3,0.0001,0.000226,93.19,ETH-25JUL25-4200-C,3631.42,sell,97.0,97.0,,,,,,1753313826.199
465,ETH-259348168,1753313826199,2,0.0001,0.000226,93.19,ETH-25JUL25-4200-C,3631.42,sell,1.0,1.0,,,,,,1753313826.199
469,ETH-259348181,1753313887767,3,0.0001,0.000197,93.11,ETH-25JUL25-4200-C,3632.12,sell,37.0,37.0,,,,,,1753313887.767
468,ETH-259348180,1753313887767,3,0.0001,0.000197,93.11,ETH-25JUL25-4200-C,3632.12,sell,20.0,20.0,,,,,,1753313887.767
467,ETH-259348179,1753313887767,3,0.0001,0.000197,93.11,ETH-25JUL25-4200-C,3632.12,sell,3.0,3.0,,,,,,1753313887.767
470,ETH-259348182,1753313887769,3,0.0001,0.000197,93.11,ETH-25JUL25-4200-C,3632.12,buy,40.0,40.0,,,,,,1753313887.769
471,ETH-259348184,1753313895340,3,0.0001,0.000197,93.1,ETH-25JUL25-4200-C,3632.15,buy,100.0,100.0,,,,,,1753313895.34
472,ETH-259348191,1753313902071,3,0.0001,0.000198,92.97,ETH-25JUL25-4200-C,3632.94,buy,100.0,100.0,,,,,,1753313902.071
473,ETH-259348193,1753313908166,3,0.0001,0.000202,92.86,ETH-25JUL25-4200-C,3633.6,buy,100.0,100.0,,,,,,1753313908.166
474,ETH-259348196,1753313913662,3,0.0001,0.000201,92.89,ETH-25JUL25-4200-C,3633.56,buy,79.0,79.0,,,,,,1753313913.662
475,ETH-259348197,1753313913667,3,0.0001,0.000201,92.89,ETH-25JUL25-4200-C,3633.56,buy,21.0,21.0,,,,,,1753313913.667
476,ETH-259348199,1753313919730,3,0.0001,0.0002,92.97,ETH-25JUL25-4200-C,3633.11,buy,20.0,20.0,,,,,,1753313919.73
477,ETH-259348200,1753313919733,3,0.0001,0.0002,92.97,ETH-25JUL25-4200-C,3633.11,buy,8.0,8.0,,,,,,1753313919.733
478,ETH-259348201,1753313920838,3,0.0001,0.0002,92.97,ETH-25JUL25-4200-C,3633.15,buy,20.0,20.0,,,,,,1753313920.838
479,ETH-259348202,1753313932094,3,0.0001,0.000199,92.94,ETH-25JUL25-4200-C,3633.34,buy,52.0,52.0,,,,,,1753313932.094
480,ETH-259384272,1753339640006,3,0.0001,8e-06,122.04,ETH-25JUL25-4200-C,3539.34,buy,250.0,250.0,,,,,,1753339640.006
481,ETH-259384273,1753339640006,3,0.0001,8e-06,122.04,ETH-25JUL25-4200-C,3539.34,buy,16.0,16.0,,,,,,1753339640.006
482,ETH-259384286,1753339640278,3,0.0001,8e-06,122.04,ETH-25JUL25-4200-C,3539.34,sell,534.0,534.0,,,,,,1753339640.278
483,ETH-259490662,1753371822735,3,0.0001,3.7e-05,108.39,ETH-25JUL25-4200-C,3738.02,sell,1.0,1.0,,,,,,1753371822.735
484,ETH-259499614,1753376292960,3,0.0001,6e-06,126.19,ETH-25JUL25-4200-C,3678.83,buy,1.0,1.0,,,,,,1753376292.96
485,ETH-259499833,1753376385313,3,0.0001,8e-06,123.97,ETH-25JUL25-4200-C,3688.88,buy,2.0,2.0,,,,,,1753376385.313
486,ETH-259499834,1753376385315,3,0.0001,8e-06,123.97,ETH-25JUL25-4200-C,3688.88,sell,1.0,1.0,,,,,,1753376385.315
