trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,combo_id,combo_trade_id,block_rfq_id,unix_sec
2749,ETH-256698174,1751848313726,3,0.049,0.049078,60.94,ETH-25JUL25-2600-C,2565.31,sell,1.0,,,1.0,,,,1751848313.726
2750,ETH-256699363,1751849698758,2,0.048,0.048018,60.53,ETH-25JUL25-2600-C,2561.76,buy,100.0,,,100.0,,,,1751849698.758
2751,ETH-256699366,1751849700246,3,0.048,0.04802,60.5,ETH-25JUL25-2600-C,2561.95,buy,30.0,,,30.0,,,,1751849700.246
2752,ETH-256699481,1751849793733,2,0.0475,0.047809,60.1,ETH-25JUL25-2600-C,2561.45,buy,29.0,,,29.0,,,,1751849793.733
2753,ETH-256699490,1751849801993,3,0.0475,0.047653,60.22,ETH-25JUL25-2600-C,2560.84,buy,1.0,,,1.0,,,,1751849801.993
2754,ETH-256699494,1751849810832,3,0.0475,0.047642,60.2,ETH-25JUL25-2600-C,2560.95,buy,99.0,,,99.0,,,,1751849810.832
2755,ETH-256700170,1751850755218,2,0.047,0.046977,60.58,ETH-25JUL25-2600-C,2556.01,sell,10.0,,,10.0,,,,1751850755.218
2756,ETH-256702164,1751853423835,0,0.048,0.048213,60.43,ETH-25JUL25-2600-C,2562.04,sell,12.0,,,12.0,,,,1751853423.835
2757,ETH-256702521,1751854028989,0,0.0495,0.049697,60.4,ETH-25JUL25-2600-C,2571.08,buy,4.0,,,4.0,,,,1751854028.989
2758,ETH-256702522,1751854029473,1,0.0495,0.049697,60.4,ETH-25JUL25-2600-C,2571.08,buy,1.0,,,1.0,,,,1751854029.473
2759,ETH-256703231,1751854609351,0,0.051,0.050987,60.62,ETH-25JUL25-2600-C,2578.5,sell,9.0,,,9.0,,,,1751854609.351
2760,ETH-256703232,1751854609468,1,0.051,0.050987,60.62,ETH-25JUL25-2600-C,2578.5,sell,4.0,,,4.0,,,,1751854609.468
2761,ETH-256703233,1751854609481,1,0.051,0.050987,60.62,ETH-25JUL25-2600-C,2578.5,sell,1.0,,,1.0,,,,1751854609.481
2762,ETH-256703234,1751854609619,1,0.051,0.050987,60.62,ETH-25JUL25-2600-C,2578.5,sell,2.0,,,2.0,,,,1751854609.619
2763,ETH-256703370,1751854663950,1,0.051,0.051121,60.5,ETH-25JUL25-2600-C,2579.2,sell,1.0,,,1.0,,,,1751854663.95
2764,ETH-256703371,1751854663958,1,0.051,0.051121,60.5,ETH-25JUL25-2600-C,2579.2,sell,1.0,,,1.0,,,,1751854663.958
2765,ETH-256703372,1751854663966,1,0.051,0.051121,60.5,ETH-25JUL25-2600-C,2579.2,sell,4.0,,,4.0,,,,1751854663.966
2766,ETH-256703377,1751854665013,1,0.051,0.051106,60.5,ETH-25JUL25-2600-C,2579.18,sell,4.0,,,4.0,,,,1751854665.013
2767,ETH-256703378,1751854665699,1,0.051,0.051108,60.54,ETH-25JUL25-2600-C,2579.0,sell,9.0,,,9.0,,,,1751854665.699
2768,ETH-256704714,1751856103861,1,0.051,0.050962,60.55,ETH-25JUL25-2600-C,2578.92,sell,65.0,,,65.0,,,,1751856103.861
2769,ETH-256708394,1751863394688,2,0.0505,0.050505,61.43,ETH-25JUL25-2600-C,2572.94,sell,15.0,,,15.0,,,,1751863394.688
2770,ETH-256708873,1751865057411,3,0.0505,0.050837,60.83,ETH-25JUL25-2600-C,2575.92,sell,1.0,,,1.0,,,,1751865057.411
2771,ETH-256709047,1751865526874,0,0.051,0.050918,61.35,ETH-25JUL25-2600-C,2576.36,sell,10.0,,,10.0,,,,1751865526.874
2772,ETH-256710386,1751868326147,2,0.0491,0.049014,61.3,ETH-25JUL25-2600-C,2566.51,buy,250.0,2.0,BLOCK-208899,250.0,ETH-CCAL-26SEP25_25JUL25-2600,,,1751868326.147
2773,ETH-256710586,1751868702192,0,0.05,0.049432,61.94,ETH-25JUL25-2600-C,2568.41,buy,20.0,,,20.0,,,,1751868702.192
2774,ETH-256719555,1751881651049,2,0.0495,0.050223,60.74,ETH-25JUL25-2600-C,2573.15,sell,1.0,,,1.0,,,,1751881651.049
2775,ETH-256725169,1751889435875,2,0.049,0.048707,61.84,ETH-25JUL25-2600-C,2565.05,buy,20.0,,,20.0,,,,1751889435.875
2776,ETH-256734950,1751895425964,2,0.0475,0.046971,62.42,ETH-25JUL25-2600-C,2554.2,buy,30.0,,,30.0,,,,1751895425.964
2777,ETH-256735288,1751895600878,2,0.047,0.047141,61.73,ETH-25JUL25-2600-C,2554.83,sell,50.0,,,50.0,,,,1751895600.878
2779,ETH-256735878,1751895979193,3,0.047,0.046657,62.29,ETH-25JUL25-2600-C,2552.21,buy,6.0,,,6.0,,,,1751895979.193
2778,ETH-256735877,1751895979193,3,0.047,0.046657,62.29,ETH-25JUL25-2600-C,2552.21,buy,24.0,,,24.0,,,,1751895979.193
2780,ETH-256736586,1751896259425,0,0.049,0.048409,62.64,ETH-25JUL25-2600-C,2561.77,buy,33.0,,,33.0,,,,1751896259.425
2781,ETH-256737161,1751896485630,2,0.0485,0.048165,62.42,ETH-25JUL25-2600-C,2560.18,buy,50.0,,,50.0,,,,1751896485.63
2782,ETH-256737643,1751896721738,0,0.05,0.049734,62.41,ETH-25JUL25-2600-C,2568.61,sell,1.0,,,1.0,,,,1751896721.738
2783,ETH-256738424,1751897081000,2,0.0495,0.048793,62.8,ETH-25JUL25-2600-C,2563.81,buy,10.0,,,10.0,,,,1751897081.0
2784,ETH-256738535,1751897130527,3,0.0495,0.049469,62.19,ETH-25JUL25-2600-C,2566.81,sell,1.0,,,1.0,,,,1751897130.527
2787,ETH-256738742,1751897222135,3,0.0485,0.049001,61.56,ETH-25JUL25-2600-C,2564.48,sell,1.0,,,1.0,,,,1751897222.135
2785,ETH-256738740,1751897222135,2,0.0485,0.049001,61.56,ETH-25JUL25-2600-C,2564.48,sell,50.0,,,50.0,,,,1751897222.135
2786,ETH-256738741,1751897222135,3,0.0485,0.049001,61.56,ETH-25JUL25-2600-C,2564.48,sell,1.0,,,1.0,,,,1751897222.135
2788,ETH-256741206,1751898283740,2,0.0465,0.046345,62.33,ETH-25JUL25-2600-C,2548.75,sell,1.0,,,1.0,,,,1751898283.74
2789,ETH-256743512,1751899599167,2,0.045,0.044799,62.47,ETH-25JUL25-2600-C,2539.19,sell,1.0,,,1.0,,,,1751899599.167
2790,ETH-256743606,1751899724836,2,0.0445,0.044692,62.02,ETH-25JUL25-2600-C,2538.74,sell,1.0,,,1.0,,,,1751899724.836
2791,ETH-256749920,1751905293609,2,0.0405,0.041028,61.63,ETH-25JUL25-2600-C,2517.33,sell,36.0,,,36.0,,,,1751905293.609
2792,ETH-256752818,1751906318082,0,0.043,0.042966,61.91,ETH-25JUL25-2600-C,2531.43,sell,1.0,,,1.0,,,,1751906318.082
2793,ETH-256764807,1751917807654,0,0.0445,0.044736,61.25,ETH-25JUL25-2600-C,2546.17,buy,1.0,,,1.0,,,,1751917807.654
2794,ETH-256764812,1751917810674,1,0.0445,0.044744,61.31,ETH-25JUL25-2600-C,2545.82,buy,1.0,,,1.0,,,,1751917810.674
2795,ETH-256764821,1751917823462,1,0.0445,0.044594,61.39,ETH-25JUL25-2600-C,2545.4,buy,1.0,,,1.0,,,,1751917823.462
2796,ETH-256764831,1751917829895,1,0.0445,0.044755,61.28,ETH-25JUL25-2600-C,2545.88,buy,1.0,,,1.0,,,,1751917829.895
2797,ETH-256764844,1751917841366,1,0.0445,0.044784,61.26,ETH-25JUL25-2600-C,2546.02,buy,1.0,,,1.0,,,,1751917841.366
2798,ETH-256764856,1751917854414,1,0.0445,0.044701,61.26,ETH-25JUL25-2600-C,2546.04,buy,1.0,,,1.0,,,,1751917854.414
2799,ETH-256764871,1751917866256,1,0.0445,0.044795,61.2,ETH-25JUL25-2600-C,2546.37,buy,1.0,,,1.0,,,,1751917866.256
2800,ETH-256764900,1751917881773,1,0.0445,0.044846,61.28,ETH-25JUL25-2600-C,2545.9,buy,1.0,,,1.0,,,,1751917881.773
2801,ETH-256764907,1751917899399,1,0.0445,0.044815,61.2,ETH-25JUL25-2600-C,2546.33,buy,1.0,,,1.0,,,,1751917899.399
2802,ETH-256764913,1751917902865,1,0.0445,0.044839,61.09,ETH-25JUL25-2600-C,2546.85,sell,1.0,,,1.0,,,,1751917902.865
2803,ETH-256764926,1751917911301,1,0.0445,0.044921,61.08,ETH-25JUL25-2600-C,2546.9,sell,1.0,,,1.0,,,,1751917911.301
2804,ETH-256764931,1751917920196,1,0.0445,0.04494,61.06,ETH-25JUL25-2600-C,2547.01,buy,1.0,,,1.0,,,,1751917920.196
2805,ETH-256764973,1751917953180,1,0.0445,0.044857,61.16,ETH-25JUL25-2600-C,2546.49,buy,1.0,,,1.0,,,,1751917953.18
2806,ETH-256765212,1751918108726,1,0.0445,0.044809,61.24,ETH-25JUL25-2600-C,2546.33,sell,1.0,,,1.0,,,,1751918108.726
2807,ETH-256765240,1751918125468,2,0.044,0.044808,60.64,ETH-25JUL25-2600-C,2546.39,sell,1.0,,,1.0,,,,1751918125.468
2808,ETH-256765268,1751918144222,0,0.0445,0.044688,61.31,ETH-25JUL25-2600-C,2545.93,buy,1.0,,,1.0,,,,1751918144.222
2809,ETH-256765269,1751918144397,2,0.044,0.044688,60.73,ETH-25JUL25-2600-C,2545.93,sell,1.0,,,1.0,,,,1751918144.397
2810,ETH-256765295,1751918170442,3,0.044,0.044751,60.72,ETH-25JUL25-2600-C,2545.99,sell,1.0,,,1.0,,,,1751918170.442
2811,ETH-256765363,1751918201396,2,0.0435,0.044354,60.57,ETH-25JUL25-2600-C,2543.87,sell,1.0,,,1.0,,,,1751918201.396
2812,ETH-256765373,1751918207542,0,0.044,0.044406,61.09,ETH-25JUL25-2600-C,2544.12,sell,1.0,,,1.0,,,,1751918207.542
2813,ETH-256765378,1751918209258,1,0.044,0.044413,61.05,ETH-25JUL25-2600-C,2544.3,sell,1.0,,,1.0,,,,1751918209.258
2814,ETH-256765403,1751918227301,1,0.044,0.044509,61.02,ETH-25JUL25-2600-C,2544.48,sell,1.0,,,1.0,,,,1751918227.301
2815,ETH-256765414,1751918241585,1,0.044,0.044479,61.04,ETH-25JUL25-2600-C,2544.32,sell,1.0,,,1.0,,,,1751918241.585
2816,ETH-256765455,1751918268942,1,0.044,0.044485,61.01,ETH-25JUL25-2600-C,2544.45,sell,1.0,,,1.0,,,,1751918268.942
2817,ETH-256765492,1751918295124,1,0.044,0.044637,60.83,ETH-25JUL25-2600-C,2545.27,sell,1.0,,,1.0,,,,1751918295.124
2818,ETH-256765504,1751918322493,1,0.044,0.044595,60.89,ETH-25JUL25-2600-C,2544.89,sell,1.0,,,1.0,,,,1751918322.493
2819,ETH-256765523,1751918346086,1,0.044,0.044698,60.83,ETH-25JUL25-2600-C,2545.13,sell,1.0,,,1.0,,,,1751918346.086
2820,ETH-256765549,1751918356469,1,0.044,0.044391,61.05,ETH-25JUL25-2600-C,2544.08,sell,1.0,,,1.0,,,,1751918356.469
2821,ETH-256765844,1751918586574,2,0.0435,0.043631,61.41,ETH-25JUL25-2600-C,2539.42,buy,1.0,,,1.0,,,,1751918586.574
2822,ETH-256766210,1751918949989,2,0.043,0.043303,61.08,ETH-25JUL25-2600-C,2537.91,buy,1.0,,,1.0,,,,1751918949.989
2823,ETH-256766278,1751919059551,3,0.043,0.043297,61.18,ETH-25JUL25-2600-C,2537.55,buy,1.0,,,1.0,,,,1751919059.551
2824,ETH-256767039,1751919956932,3,0.043,0.04341,61.02,ETH-25JUL25-2600-C,2538.62,sell,1.0,,,1.0,,,,1751919956.932
2825,ETH-256767121,1751920028736,3,0.043,0.043369,61.04,ETH-25JUL25-2600-C,2538.49,buy,1.0,,,1.0,,,,1751920028.736
2826,ETH-256767248,1751920313857,0,0.0435,0.043867,61.01,ETH-25JUL25-2600-C,2541.54,buy,1.0,,,1.0,,,,1751920313.857
2827,ETH-256767684,1751921130087,2,0.042,0.042756,60.5,ETH-25JUL25-2600-C,2535.38,sell,1.0,,,1.0,,,,1751921130.087
2828,ETH-256767763,1751921170494,2,0.0415,0.042389,60.35,ETH-25JUL25-2600-C,2533.1,sell,1.0,,,1.0,,,,1751921170.494
2829,ETH-256767775,1751921178649,3,0.0415,0.042308,60.39,ETH-25JUL25-2600-C,2532.94,sell,1.0,,,1.0,,,,1751921178.649
2830,ETH-256767807,1751921207578,0,0.042,0.042252,61.11,ETH-25JUL25-2600-C,2532.24,buy,1.0,,,1.0,,,,1751921207.578
2831,ETH-256767843,1751921222538,2,0.0415,0.042047,60.74,ETH-25JUL25-2600-C,2531.11,sell,1.0,,,1.0,,,,1751921222.538
2832,ETH-256767914,1751921300475,3,0.0415,0.042094,60.63,ETH-25JUL25-2600-C,2531.67,sell,1.0,,,1.0,,,,1751921300.475
2833,ETH-256767932,1751921329915,2,0.041,0.041965,60.19,ETH-25JUL25-2600-C,2530.69,sell,1.0,,,1.0,,,,1751921329.915
2834,ETH-256768317,1751921766735,0,0.0415,0.042197,60.44,ETH-25JUL25-2600-C,2532.58,sell,1.0,,,1.0,,,,1751921766.735
2835,ETH-256768327,1751921782141,1,0.0415,0.042218,60.41,ETH-25JUL25-2600-C,2532.76,sell,1.0,,,1.0,,,,1751921782.141
2836,ETH-256768350,1751921822843,1,0.0415,0.042148,60.49,ETH-25JUL25-2600-C,2532.33,sell,1.0,,,1.0,,,,1751921822.843
2837,ETH-256768537,1751922094896,0,0.042,0.042341,60.79,ETH-25JUL25-2600-C,2533.5,buy,1.0,,,1.0,,,,1751922094.896
2838,ETH-256770343,1751923701539,2,0.041,0.041044,61.2,ETH-25JUL25-2600-C,2525.62,buy,1.0,,,1.0,,,,1751923701.539
2839,ETH-256772921,1751929227507,0,0.042,0.04272,60.39,ETH-25JUL25-2600-C,2536.38,sell,1.0,,,1.0,,,,1751929227.507
2840,ETH-256772941,1751929237482,1,0.042,0.042758,60.34,ETH-25JUL25-2600-C,2536.6,sell,1.0,,,1.0,,,,1751929237.482
2841,ETH-256772948,1751929240661,1,0.042,0.042759,60.34,ETH-25JUL25-2600-C,2536.6,sell,1.0,,,1.0,,,,1751929240.661
2842,ETH-256772977,1751929259280,1,0.042,0.042772,60.31,ETH-25JUL25-2600-C,2536.74,sell,1.0,,,1.0,,,,1751929259.28
2843,ETH-256773007,1751929285076,1,0.042,0.042873,60.2,ETH-25JUL25-2600-C,2537.22,sell,1.0,,,1.0,,,,1751929285.076
2844,ETH-256773035,1751929312108,0,0.0425,0.042921,60.7,ETH-25JUL25-2600-C,2537.59,sell,1.0,,,1.0,,,,1751929312.108
2845,ETH-256773058,1751929329359,1,0.0425,0.042932,60.69,ETH-25JUL25-2600-C,2537.67,sell,1.0,,,1.0,,,,1751929329.359
2846,ETH-256775216,1751934370596,0,0.0445,0.04397,61.66,ETH-25JUL25-2600-C,2545.65,buy,72.0,,,72.0,,,,1751934370.596
2847,ETH-256775330,1751934372043,0,0.0455,0.043977,62.03,ETH-25JUL25-2600-C,2549.67,buy,39.0,,,39.0,,,,1751934372.043
2848,ETH-256776490,1751935740904,2,0.044,0.044521,60.4,ETH-25JUL25-2600-C,2549.11,sell,8.0,,,8.0,,,,1751935740.904
2849,ETH-256776520,1751935740954,3,0.044,0.044519,60.51,ETH-25JUL25-2600-C,2548.57,sell,4.0,,,4.0,,,,1751935740.954
2850,ETH-256776527,1751935740989,3,0.044,0.044519,60.51,ETH-25JUL25-2600-C,2548.57,sell,3.0,,,3.0,,,,1751935740.989
2851,ETH-256784424,1751948946069,2,0.0415,0.041494,60.56,ETH-25JUL25-2600-C,2535.0,buy,1.0,,,1.0,,,,1751948946.069
2852,ETH-256785766,1751952171796,0,0.0426,0.042456,59.72,ETH-25JUL25-2600-C,2545.88,buy,250.0,2.0,BLOCK-209041,250.0,ETH-CCAL-26SEP25_25JUL25-2600,,,1751952171.796
2853,ETH-256791030,1751961981324,0,0.043,0.043316,59.14,ETH-25JUL25-2600-C,2552.66,buy,1.0,,,1.0,,,,1751961981.324
2854,ETH-256791032,1751961984342,1,0.043,0.043319,59.13,ETH-25JUL25-2600-C,2552.67,buy,2.0,,,2.0,,,,1751961984.342
2855,ETH-256794768,1751966998465,1,0.043,0.042439,59.63,ETH-25JUL25-2600-C,2549.53,buy,3.0,,,3.0,,,,1751966998.465
2856,ETH-256802565,1751978963016,0,0.048,0.047956,58.99,ETH-25JUL25-2600-C,2583.35,sell,1.0,,,1.0,,,,1751978963.016
2858,ETH-256802668,1751978983177,3,0.0475,0.047908,58.52,ETH-25JUL25-2600-C,2582.93,sell,8.0,,,8.0,,,,1751978983.177
2857,ETH-256802667,1751978983177,2,0.0475,0.047908,58.52,ETH-25JUL25-2600-C,2582.93,sell,11.0,,,11.0,,,,1751978983.177
2859,ETH-256804379,1751981757692,2,0.0465,0.046806,58.45,ETH-25JUL25-2600-C,2577.55,sell,7.0,,,7.0,,,,1751981757.692
2861,ETH-256804732,1751982214520,3,0.0465,0.04684,58.42,ETH-25JUL25-2600-C,2577.46,sell,13.0,,,13.0,,,,1751982214.52
2860,ETH-256804731,1751982214520,3,0.0465,0.04684,58.42,ETH-25JUL25-2600-C,2577.46,sell,97.0,,,97.0,,,,1751982214.52
2862,ETH-256804742,1751982215305,3,0.0465,0.046818,58.47,ETH-25JUL25-2600-C,2577.2,sell,37.0,,,37.0,,,,1751982215.305
2863,ETH-256804757,1751982216171,3,0.0465,0.04678,58.51,ETH-25JUL25-2600-C,2577.0,sell,1.0,,,1.0,,,,1751982216.171
2865,ETH-256806656,1751982730956,1,0.049,0.049327,58.57,ETH-25JUL25-2600-C,2590.87,sell,11.0,,,11.0,,,,1751982730.956
2864,ETH-256806655,1751982730956,0,0.049,0.049327,58.57,ETH-25JUL25-2600-C,2590.87,sell,15.0,,,15.0,,,,1751982730.956
2866,ETH-256806942,1751982876210,1,0.049,0.049239,58.63,ETH-25JUL25-2600-C,2590.36,sell,19.0,,,19.0,,,,1751982876.21
2868,ETH-256806964,1751982904820,1,0.049,0.049286,58.66,ETH-25JUL25-2600-C,2590.29,sell,11.0,,,11.0,,,,1751982904.82
2867,ETH-256806963,1751982904820,1,0.049,0.049286,58.66,ETH-25JUL25-2600-C,2590.29,sell,5.0,,,5.0,,,,1751982904.82
2869,ETH-256808417,1751983878045,2,0.0465,0.047101,58.38,ETH-25JUL25-2600-C,2577.93,sell,40.0,,,40.0,,,,1751983878.045
2870,ETH-256808419,1751983878153,3,0.0465,0.047101,58.38,ETH-25JUL25-2600-C,2577.93,sell,16.0,,,16.0,,,,1751983878.153
2871,ETH-256813591,1751990526206,2,0.0445,0.0447,58.47,ETH-25JUL25-2600-C,2566.81,buy,1.0,,,1.0,,,,1751990526.206
2872,ETH-256819945,1751994817190,0,0.054,0.053883,58.6,ETH-25JUL25-2600-C,2618.05,sell,10.0,,,10.0,,,,1751994817.19
2873,ETH-256819946,1751994817190,1,0.054,0.053883,58.6,ETH-25JUL25-2600-C,2618.05,sell,8.0,,,8.0,,,,1751994817.19
2875,ETH-256823291,1751995869858,1,0.0545,0.054141,59.57,ETH-25JUL25-2600-C,2616.68,buy,35.0,,,35.0,,,,1751995869.858
2874,ETH-256823290,1751995869858,0,0.0545,0.054141,59.57,ETH-25JUL25-2600-C,2616.68,buy,50.0,,,50.0,,,,1751995869.858
2876,ETH-256825378,1751997205630,0,0.0565,0.05561,60.18,ETH-25JUL25-2600-C,2624.15,buy,1.0,,,1.0,,,,1751997205.63
2877,ETH-256825410,1751997214069,2,0.0545,0.055308,58.19,ETH-25JUL25-2600-C,2622.58,sell,1.0,,,1.0,,,,1751997214.069
2878,ETH-256825464,1751997233544,0,0.057,0.055867,60.5,ETH-25JUL25-2600-C,2625.33,buy,1.0,,,1.0,,,,1751997233.544
2879,ETH-256835774,1752008441699,2,0.0505,0.050966,58.65,ETH-25JUL25-2600-C,2600.0,sell,1.0,,,1.0,,,,1752008441.699
2880,ETH-256835861,1752008481240,2,0.05,0.050647,58.42,ETH-25JUL25-2600-C,2598.48,sell,1.0,,,1.0,,,,1752008481.24
2881,ETH-256837229,1752010876327,0,0.0525,0.05284,59.18,ETH-25JUL25-2600-C,2608.2,sell,13.0,,,13.0,,,,1752010876.327
2882,ETH-256839051,1752013818430,1,0.0525,0.052357,59.54,ETH-25JUL25-2600-C,2606.95,buy,3.0,,,3.0,,,,1752013818.43
2883,ETH-256839265,1752014612049,0,0.053,0.052965,59.46,ETH-25JUL25-2600-C,2610.09,buy,1.0,,,1.0,,,,1752014612.049
2884,ETH-256842702,1752022200881,0,0.054,0.053667,60.69,ETH-25JUL25-2600-C,2610.24,sell,1.0,,,1.0,,,,1752022200.881
2885,ETH-256842703,1752022200899,1,0.054,0.053667,60.69,ETH-25JUL25-2600-C,2610.24,sell,7.0,,,7.0,,,,1752022200.899
2886,ETH-256845419,1752024690101,2,0.0535,0.053499,61.01,ETH-25JUL25-2600-C,2606.92,sell,30.0,,,30.0,,,,1752024690.101
2887,ETH-256847093,1752028405697,3,0.0535,0.053327,60.91,ETH-25JUL25-2600-C,2607.56,buy,1.0,,,1.0,,,,1752028405.697
2888,ETH-256847612,1752030023942,2,0.0525,0.052439,60.62,ETH-25JUL25-2600-C,2603.74,buy,4.0,,,4.0,,,,1752030023.942
2889,ETH-256848915,1752032025307,2,0.0515,0.051395,60.74,ETH-25JUL25-2600-C,2597.83,buy,1.0,,,1.0,,,,1752032025.307
2890,ETH-256849691,1752033662274,2,0.0505,0.050507,60.73,ETH-25JUL25-2600-C,2593.09,sell,1.0,,,1.0,,,,1752033662.274
2891,ETH-256849696,1752033673743,3,0.0505,0.050438,60.8,ETH-25JUL25-2600-C,2592.86,sell,1.0,,,1.0,,,,1752033673.743
2892,ETH-256850073,1752034588443,3,0.0505,0.050513,60.76,ETH-25JUL25-2600-C,2592.83,sell,4.0,,,4.0,,,,1752034588.443
2893,ETH-256850076,1752034590467,3,0.0505,0.050509,60.76,ETH-25JUL25-2600-C,2592.83,sell,4.0,,,4.0,,,,1752034590.467
2894,ETH-256850198,1752035344852,0,0.051,0.051063,60.79,ETH-25JUL25-2600-C,2595.13,buy,1.0,,,1.0,,,,1752035344.852
2895,ETH-256850199,1752035347155,1,0.051,0.051059,60.8,ETH-25JUL25-2600-C,2595.07,buy,1.0,,,1.0,,,,1752035347.155
2896,ETH-256850765,1752037211477,0,0.0525,0.052331,60.98,ETH-25JUL25-2600-C,2603.08,sell,1.0,,,1.0,,,,1752037211.477
2897,ETH-256850939,1752037241211,0,0.053,0.052718,61.05,ETH-25JUL25-2600-C,2605.4,sell,1.0,,,1.0,,,,1752037241.211
2898,ETH-256851156,1752037264633,0,0.054,0.053263,61.21,ETH-25JUL25-2600-C,2610.01,sell,1.0,,,1.0,,,,1752037264.633
2899,ETH-256851242,1752037286660,0,0.0545,0.054071,61.21,ETH-25JUL25-2600-C,2612.55,sell,1.0,,,1.0,,,,1752037286.66
2900,ETH-256851720,1752038387232,2,0.0535,0.053448,60.78,ETH-25JUL25-2600-C,2609.42,buy,50.0,,,50.0,,,,1752038387.232
2901,ETH-256851721,1752038392459,3,0.0535,0.053504,60.79,ETH-25JUL25-2600-C,2609.4,buy,28.0,,,28.0,,,,1752038392.459
2902,ETH-256851910,1752039003692,2,0.053,0.052808,60.92,ETH-25JUL25-2600-C,2606.24,sell,1.0,,,1.0,,,,1752039003.692
2903,ETH-256851911,1752039013680,3,0.053,0.052787,60.94,ETH-25JUL25-2600-C,2606.16,sell,1.0,,,1.0,,,,1752039013.68
2904,ETH-256851913,1752039021865,3,0.053,0.052789,60.95,ETH-25JUL25-2600-C,2606.14,buy,1.0,,,1.0,,,,1752039021.865
2905,ETH-256851916,1752039032364,3,0.053,0.052783,60.95,ETH-25JUL25-2600-C,2606.13,buy,1.0,,,1.0,,,,1752039032.364
2906,ETH-256851924,1752039056807,3,0.053,0.0528,60.92,ETH-25JUL25-2600-C,2606.26,buy,1.0,,,1.0,,,,1752039056.807
2907,ETH-256851926,1752039067321,3,0.053,0.052792,60.99,ETH-25JUL25-2600-C,2605.94,buy,1.0,,,1.0,,,,1752039067.321
2908,ETH-256851947,1752039103690,3,0.053,0.052756,60.92,ETH-25JUL25-2600-C,2606.25,buy,1.0,,,1.0,,,,1752039103.69
2909,ETH-256851962,1752039114199,3,0.053,0.052869,60.83,ETH-25JUL25-2600-C,2606.68,buy,1.0,,,1.0,,,,1752039114.199
2910,ETH-256851981,1752039124711,3,0.053,0.052887,60.79,ETH-25JUL25-2600-C,2606.79,buy,1.0,,,1.0,,,,1752039124.711
2911,ETH-256851990,1752039130411,3,0.053,0.052932,60.74,ETH-25JUL25-2600-C,2607.05,buy,16.0,,,16.0,,,,1752039130.411
2912,ETH-256852063,1752039229589,0,0.0535,0.053381,60.74,ETH-25JUL25-2600-C,2609.21,buy,14.0,,,14.0,,,,1752039229.589
2913,ETH-256852068,1752039231990,1,0.0535,0.053451,60.67,ETH-25JUL25-2600-C,2609.53,buy,6.0,,,6.0,,,,1752039231.99
2914,ETH-256853536,1752039437871,0,0.056,0.055815,61.17,ETH-25JUL25-2600-C,2621.13,buy,20.0,,,20.0,,,,1752039437.871
2915,ETH-256853606,1752039446622,0,0.0565,0.056128,61.12,ETH-25JUL25-2600-C,2623.97,buy,20.0,,,20.0,,,,1752039446.622
2916,ETH-256853820,1752039466469,0,0.057,0.056579,61.26,ETH-25JUL25-2600-C,2625.99,buy,20.0,,,20.0,,,,1752039466.469
2917,ETH-256855858,1752039658095,0,0.059,0.058654,61.63,ETH-25JUL25-2600-C,2635.08,buy,30.0,,,30.0,,,,1752039658.095
2918,ETH-256857655,1752040493514,2,0.0575,0.057373,61.33,ETH-25JUL25-2600-C,2628.51,buy,1.0,,,1.0,,,,1752040493.514
2919,ETH-256857863,1752040839105,3,0.0575,0.057476,61.17,ETH-25JUL25-2600-C,2628.94,buy,1.0,,,1.0,,,,1752040839.105
2920,ETH-256859871,1752043917103,0,0.058,0.057588,61.57,ETH-25JUL25-2600-C,2629.85,buy,20.0,,,20.0,,,,1752043917.103
2921,ETH-256859960,1752044104721,1,0.058,0.057942,61.1,ETH-25JUL25-2600-C,2632.03,buy,20.0,,,20.0,,,,1752044104.721
2922,ETH-256862696,1752048112418,2,0.056,0.056237,60.52,ETH-25JUL25-2600-C,2624.39,buy,1.0,,,1.0,,,,1752048112.418
2923,ETH-256870057,1752058090650,2,0.0541,0.053704,59.82,ETH-25JUL25-2600-C,2619.06,buy,150.0,4.0,BLOCK-209254,150.0,,,,1752058090.65
2924,ETH-256873884,1752062853963,0,0.0565,0.056149,60.02,ETH-25JUL25-2600-C,2631.08,buy,1.0,,,1.0,,,,1752062853.963
2925,ETH-256875200,1752063123743,0,0.059,0.058318,60.37,ETH-25JUL25-2600-C,2641.9,buy,1.0,,,1.0,,,,1752063123.743
2926,ETH-256876218,1752063285561,0,0.0615,0.060354,61.42,ETH-25JUL25-2600-C,2650.48,buy,1.0,,,1.0,,,,1752063285.561
2927,ETH-256876238,1752063292754,2,0.0605,0.06031,60.12,ETH-25JUL25-2600-C,2650.75,buy,1.0,,,1.0,,,,1752063292.754
2928,ETH-256876413,1752063316000,0,0.0615,0.060398,61.37,ETH-25JUL25-2600-C,2650.6,buy,1.0,,,1.0,,,,1752063316.0
2929,ETH-256887212,1752067704554,0,0.0645,0.063965,62.26,ETH-25JUL25-2600-C,2661.31,sell,5.0,,,5.0,,,,1752067704.554
2930,ETH-256897571,1752072281524,2,0.0585,0.058765,60.58,ETH-25JUL25-2600-C,2638.72,buy,3.0,,,3.0,,,,1752072281.524
2931,ETH-256905764,1752079194752,0,0.062,0.062444,59.94,ETH-25JUL25-2600-C,2660.11,sell,3.0,,,3.0,,,,1752079194.752
