trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,block_rfq_id,combo_id,combo_trade_id,liquidation,unix_sec
1577,369585787,1748645875683,2,0.05,0.05011726,44.61,BTC-25JUL25-110000-C,104058.65,sell,0.1,0.1,,,,,,,1748645875.683
1578,369585789,1748645877746,3,0.05,0.05011411,44.63,BTC-25JUL25-110000-C,104052.52,sell,0.2,0.2,,,,,,,1748645877.746
1579,369585791,1748645879808,3,0.05,0.05009788,44.63,BTC-25JUL25-110000-C,104052.6,sell,0.1,0.1,,,,,,,1748645879.808
1580,369586316,1748646082259,2,0.0495,0.0496407,44.56,BTC-25JUL25-110000-C,103947.14,sell,0.2,0.2,,,,,,,1748646082.259
1581,369586318,1748646082264,3,0.0495,0.0496407,44.56,BTC-25JUL25-110000-C,103947.14,sell,0.1,0.1,,,,,,,1748646082.264
1582,369590928,1748648103317,0,0.05,0.04953751,45.1,BTC-25JUL25-110000-C,103803.69,buy,0.1,0.1,,,,,,,1748648103.317
1583,369591260,1748648150757,2,0.049,0.0491676,44.67,BTC-25JUL25-110000-C,103721.89,sell,0.3,0.3,,,,,,,1748648150.757
1584,369599229,1748650777042,2,0.0485,0.04883972,44.44,BTC-25JUL25-110000-C,103680.05,sell,0.3,0.3,,,,,,,1748650777.042
1585,369601752,1748651772100,0,0.0495,0.04985695,44.32,BTC-25JUL25-110000-C,103992.79,sell,0.1,0.1,,,,,,,1748651772.1
1586,369609224,1748656547563,2,0.048,0.04806494,44.64,BTC-25JUL25-110000-C,103494.92,sell,0.4,0.4,,,,,,,1748656547.563
1587,369616074,1748660336696,3,0.048,0.04783542,45.2,BTC-25JUL25-110000-C,103244.73,buy,0.1,0.1,,,,,,,1748660336.696
1588,369617019,1748660978165,3,0.048,0.04791702,45.24,BTC-25JUL25-110000-C,103238.44,buy,0.1,0.1,,,,,,,1748660978.165
1589,369617024,1748660984418,3,0.048,0.04796401,45.17,BTC-25JUL25-110000-C,103260.7,buy,0.1,0.1,,,,,,,1748660984.418
1590,369629266,1748670802449,0,0.051,0.05081954,46.01,BTC-25JUL25-110000-C,103653.91,sell,0.1,0.1,,,,,,,1748670802.449
1591,369656536,1748686706094,2,0.05,0.04966503,45.9,BTC-25JUL25-110000-C,103601.14,buy,0.1,0.1,,,,,,,1748686706.094
1592,369656537,1748686706094,3,0.05,0.04966503,45.9,BTC-25JUL25-110000-C,103601.14,buy,0.4,0.4,,,,,,,1748686706.094
1593,369667861,1748699425471,0,0.0515,0.05103418,45.66,BTC-25JUL25-110000-C,104089.78,buy,0.1,0.1,,,,,,,1748699425.471
1594,369691022,1748720753164,0,0.055,0.05526823,46.36,BTC-25JUL25-110000-C,104766.23,sell,0.2,0.2,,,,,,,1748720753.164
1596,369716971,1748752871481,1,0.0555,0.05500293,46.91,BTC-25JUL25-110000-C,104748.66,buy,0.4,0.4,,,,,,,1748752871.481
1595,369716970,1748752871481,0,0.0555,0.05500293,46.91,BTC-25JUL25-110000-C,104748.66,buy,0.1,0.1,,,,,,,1748752871.481
1597,369717666,1748753582476,2,0.055,0.05487622,46.71,BTC-25JUL25-110000-C,104704.06,buy,0.2,0.2,,,,,,,1748753582.476
1598,369719590,1748758093763,2,0.054,0.05398965,46.54,BTC-25JUL25-110000-C,104503.54,sell,0.1,0.1,,,,,,,1748758093.763
1599,369725200,1748765021222,2,0.0525,0.05277186,46.21,BTC-25JUL25-110000-C,104271.75,sell,0.3,0.3,,,,,,,1748765021.222
1600,369740738,1748786569900,0,0.054,0.05421501,46.94,BTC-25JUL25-110000-C,104398.51,buy,5.0,5.0,,,,,,,1748786569.9
1601,369742612,1748787187308,0,0.0545,0.05470992,46.86,BTC-25JUL25-110000-C,104595.04,sell,0.7,0.7,,,,,,,1748787187.308
1602,369742613,1748787187310,1,0.0545,0.05470992,46.86,BTC-25JUL25-110000-C,104595.04,buy,0.2,0.2,,,,,,,1748787187.31
1603,369742774,1748787311216,1,0.0545,0.05464611,46.84,BTC-25JUL25-110000-C,104582.72,buy,0.4,0.4,,,,,,,1748787311.216
1604,369742778,1748787311223,1,0.0545,0.05464611,46.84,BTC-25JUL25-110000-C,104582.72,buy,0.2,0.2,,,,,,,1748787311.223
1605,369745059,1748788730094,0,0.0555,0.05531589,47.02,BTC-25JUL25-110000-C,104774.9,buy,0.1,0.1,,,,,,,1748788730.094
1606,369745953,1748789726496,2,0.055,0.05490141,46.94,BTC-25JUL25-110000-C,104677.26,buy,0.4,0.4,,,,,,,1748789726.496
1607,369745954,1748789726496,3,0.055,0.05490141,46.94,BTC-25JUL25-110000-C,104677.26,buy,0.1,0.1,,,,,,,1748789726.496
1608,369749385,1748792892688,0,0.0555,0.05554854,47.03,BTC-25JUL25-110000-C,104781.53,sell,0.1,0.1,,,,,,,1748792892.688
1609,369753025,1748794229806,0,0.057,0.05695929,46.8,BTC-25JUL25-110000-C,105230.2,buy,0.1,0.1,,,,,,,1748794229.806
1610,369763139,1748799623479,2,0.0565,0.05621722,46.59,BTC-25JUL25-110000-C,105191.42,buy,1.0,1.0,,,,,,,1748799623.479
1611,369763142,1748799628276,3,0.0565,0.05619938,46.6,BTC-25JUL25-110000-C,105185.8,buy,0.1,0.1,,,,,,,1748799628.276
1612,369768078,1748803081155,2,0.054,0.0538716,46.55,BTC-25JUL25-110000-C,104574.7,sell,0.4,0.4,,,,,,,1748803081.155
1613,369768079,1748803081161,3,0.054,0.0538716,46.55,BTC-25JUL25-110000-C,104574.7,sell,0.1,0.1,,,,,,,1748803081.161
1614,369770382,1748804139078,0,0.0545,0.05426686,46.61,BTC-25JUL25-110000-C,104677.21,buy,0.6,0.6,,,,,,,1748804139.078
1615,369770384,1748804139081,1,0.0545,0.05426686,46.61,BTC-25JUL25-110000-C,104677.21,buy,0.1,0.1,,,,,,,1748804139.081
1616,369785696,1748818578435,0,0.0565,0.05672243,45.86,BTC-25JUL25-110000-C,105555.7,sell,0.1,0.1,,,,,,,1748818578.435
1617,369812633,1748843630024,2,0.052,0.05186082,45.1,BTC-25JUL25-110000-C,104811.6,buy,0.5,0.5,,,,,,,1748843630.024
1618,369812646,1748843666239,3,0.052,0.0519017,45.08,BTC-25JUL25-110000-C,104820.09,sell,0.5,0.5,,,,,,,1748843666.239
1619,369836408,1748859503766,2,0.0505,0.05039678,44.94,BTC-25JUL25-110000-C,104470.7,sell,2.5,2.5,,,,,,,1748859503.766
1620,369839517,1748861371668,2,0.0495,0.04984177,44.49,BTC-25JUL25-110000-C,104399.44,sell,0.2,0.2,,,,,,,1748861371.668
1621,369840203,1748862334329,0,0.05,0.04969206,44.89,BTC-25JUL25-110000-C,104372.02,buy,0.2,0.2,,,,,,,1748862334.329
1622,369840204,1748862334329,1,0.05,0.04969206,44.89,BTC-25JUL25-110000-C,104372.02,buy,0.7,0.7,,,,,,,1748862334.329
1623,369840205,1748862334329,1,0.05,0.04969206,44.89,BTC-25JUL25-110000-C,104372.02,buy,0.1,0.1,,,,,,,1748862334.329
1624,369840215,1748862340397,1,0.05,0.04968086,44.9,BTC-25JUL25-110000-C,104368.92,buy,0.7,0.7,,,,,,,1748862340.397
1625,369840216,1748862342910,1,0.05,0.04968083,44.9,BTC-25JUL25-110000-C,104368.65,buy,1.0,1.0,,,,,,,1748862342.91
1626,369841096,1748862968343,1,0.05,0.04973541,44.9,BTC-25JUL25-110000-C,104371.41,buy,0.6,0.6,,,,,,,1748862968.343
1627,369842219,1748864409852,1,0.05,0.04945548,45.11,BTC-25JUL25-110000-C,104296.42,buy,0.1,0.1,,,,,,,1748864409.852
1628,369849114,1748868074201,2,0.049,0.04896075,44.49,BTC-25JUL25-110000-C,104242.0,buy,0.1,0.1,,,,,,,1748868074.201
1629,369849115,1748868074203,3,0.049,0.04896075,44.49,BTC-25JUL25-110000-C,104242.0,sell,0.9,0.9,,,,,,,1748868074.203
1630,369862195,1748872219544,2,0.0475,0.04754982,44.45,BTC-25JUL25-110000-C,103922.06,sell,0.2,0.2,,,,,,,1748872219.544
