trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,combo_id,block_rfq_id,unix_sec
1097,372241553,1750407645942,1,0.0009,0.00094034,49.89,BTC-25JUL25-150000-C,106425.71,sell,0.1,,,0.1,,,1750407645.942
1098,372241802,1750407688188,1,0.0009,0.00093638,49.91,BTC-25JUL25-150000-C,106414.39,sell,2.0,,,2.0,,,1750407688.188
1099,372242009,1750407751089,1,0.0009,0.00093694,49.91,BTC-25JUL25-150000-C,106409.42,sell,0.1,,,0.1,,,1750407751.089
1100,372242038,1750407755162,1,0.0009,0.00093614,49.92,BTC-25JUL25-150000-C,106406.67,sell,0.1,,,0.1,,,1750407755.162
1101,372242039,1750407755167,1,0.0009,0.00093614,49.92,BTC-25JUL25-150000-C,106406.67,sell,0.1,,,0.1,,,1750407755.167
1102,372242049,1750407758780,1,0.0009,0.00093667,49.92,BTC-25JUL25-150000-C,106406.51,sell,2.1,,,2.1,,,1750407758.78
1103,372242520,1750407945976,1,0.0009,0.00093924,49.9,BTC-25JUL25-150000-C,106413.72,sell,0.1,,,0.1,,,1750407945.976
1104,372243643,1750408245998,1,0.0009,0.0009253,50.02,BTC-25JUL25-150000-C,106345.56,sell,0.1,,,0.1,,,1750408245.998
1105,372254343,1750412108603,2,0.0008,0.00078786,49.75,BTC-25JUL25-150000-C,105868.19,sell,0.1,,,0.1,,,1750412108.603
1106,372254654,1750412408633,3,0.0008,0.00078756,49.77,BTC-25JUL25-150000-C,105857.41,sell,0.1,,,0.1,,,1750412408.633
1107,372262939,1750418144353,3,0.0008,0.00078565,49.8,BTC-25JUL25-150000-C,105933.14,sell,0.1,,,0.1,,,1750418144.353
1108,372265081,1750419755774,2,0.0007,0.00074206,48.97,BTC-25JUL25-150000-C,105880.37,sell,0.1,,,0.1,,,1750419755.774
1109,372277937,1750427216992,3,0.0007,0.00066546,49.07,BTC-25JUL25-150000-C,105806.66,sell,0.1,,,0.1,,,1750427216.992
1110,372280474,1750427657736,3,0.0007,0.00066256,49.24,BTC-25JUL25-150000-C,105646.02,sell,0.1,,,0.1,,,1750427657.736
1111,372281114,1750427961517,3,0.0007,0.00067081,49.27,BTC-25JUL25-150000-C,105625.96,sell,0.1,,,0.1,,,1750427961.517
1112,372281810,1750428273199,3,0.0007,0.00071749,49.09,BTC-25JUL25-150000-C,105763.51,sell,0.1,,,0.1,,,1750428273.199
1113,372282453,1750428573228,3,0.0007,0.0006694,49.26,BTC-25JUL25-150000-C,105643.83,sell,0.1,,,0.1,,,1750428573.228
1114,372287034,1750429769808,3,0.0007,0.00062822,49.67,BTC-25JUL25-150000-C,105294.03,sell,0.1,,,0.1,,,1750429769.808
1115,372289221,1750430528287,3,0.0007,0.00068952,49.88,BTC-25JUL25-150000-C,105108.35,sell,0.1,,,0.1,,,1750430528.287
1116,372291832,1750430828335,3,0.0007,0.00067091,50.16,BTC-25JUL25-150000-C,104868.11,sell,0.1,,,0.1,,,1750430828.335
1117,372389468,1750484282185,2,0.0006,0.00061368,51.38,BTC-25JUL25-150000-C,103486.95,sell,0.1,,,0.1,,,1750484282.185
1118,372396629,1750491774730,3,0.0006,0.0006122,51.4,BTC-25JUL25-150000-C,103483.69,sell,0.1,,,0.1,,,1750491774.73
1119,372442840,1750532732062,3,0.0006,0.00060125,52.73,BTC-25JUL25-150000-C,102644.06,sell,0.1,,,0.1,,,1750532732.062
1120,372442906,1750532748517,3,0.0006,0.00060225,52.71,BTC-25JUL25-150000-C,102666.27,sell,1.0,,,1.0,,,1750532748.517
1121,372499580,1750550329880,0,0.0007,0.00068345,54.51,BTC-25JUL25-150000-C,102171.47,buy,0.2,,,0.2,,,1750550329.88
1122,372499597,1750550330128,1,0.0007,0.00068464,54.51,BTC-25JUL25-150000-C,102182.96,buy,0.1,,,0.1,,,1750550330.128
1123,372588398,1750599488931,2,0.0006,0.00067199,55.62,BTC-25JUL25-150000-C,100790.55,sell,2.4,,,2.4,,,1750599488.931
1124,372588399,1750599488931,3,0.0006,0.00067199,55.62,BTC-25JUL25-150000-C,100790.55,sell,0.1,,,0.1,,,1750599488.931
1125,372597813,1750599975453,3,0.0006,0.00059124,56.07,BTC-25JUL25-150000-C,100437.37,sell,0.1,,,0.1,,,1750599975.453
1126,372628509,1750602480959,3,0.0006,0.00055434,57.1,BTC-25JUL25-150000-C,99601.58,sell,0.1,,,0.1,,,1750602480.959
1127,372635053,1750602858316,3,0.0006,0.00058674,56.49,BTC-25JUL25-150000-C,100099.02,sell,0.1,,,0.1,,,1750602858.316
1128,372638030,1750603159957,3,0.0006,0.00053421,56.99,BTC-25JUL25-150000-C,99686.38,sell,0.1,,,0.1,,,1750603159.957
1129,372643356,1750603460019,3,0.0006,0.00050387,57.54,BTC-25JUL25-150000-C,99233.15,sell,0.1,,,0.1,,,1750603460.019
1130,372649993,1750604139437,2,0.0005,0.00054738,55.85,BTC-25JUL25-150000-C,99587.49,sell,0.1,,,0.1,,,1750604139.437
1131,372650067,1750604151568,3,0.0005,0.00054407,55.87,BTC-25JUL25-150000-C,99585.23,sell,4.0,,,4.0,,,1750604151.568
1132,372653201,1750604686273,0,0.0006,0.00055492,56.87,BTC-25JUL25-150000-C,99761.54,sell,0.1,,,0.1,,,1750604686.273
1133,372653552,1750604714403,2,0.0005,0.00055209,55.71,BTC-25JUL25-150000-C,99682.52,sell,1.0,,,1.0,,,1750604714.403
1134,372656167,1750605088364,0,0.0006,0.00052703,57.21,BTC-25JUL25-150000-C,99454.33,sell,0.1,,,0.1,,,1750605088.364
1135,372657911,1750605388410,1,0.0006,0.00056275,57.03,BTC-25JUL25-150000-C,99606.12,sell,0.1,,,0.1,,,1750605388.41
1136,372659629,1750605808608,1,0.0006,0.00054329,56.93,BTC-25JUL25-150000-C,99680.07,sell,0.1,,,0.1,,,1750605808.608
1137,372661450,1750606108656,1,0.0006,0.00052494,57.38,BTC-25JUL25-150000-C,99303.22,sell,0.1,,,0.1,,,1750606108.656
1138,372662778,1750606507049,1,0.0006,0.00056464,57.14,BTC-25JUL25-150000-C,99518.09,sell,0.1,,,0.1,,,1750606507.049
1139,372664394,1750607249878,1,0.0006,0.00054581,57.28,BTC-25JUL25-150000-C,99401.0,sell,0.1,,,0.1,,,1750607249.878
1140,372665560,1750607711881,1,0.0006,0.00052891,57.51,BTC-25JUL25-150000-C,99243.53,sell,0.1,,,0.1,,,1750607711.881
1141,372700063,1750617749361,1,0.0006,0.0006451,57.16,BTC-25JUL25-150000-C,99588.37,sell,0.1,,,0.1,,,1750617749.361
1142,372732463,1750628234364,1,0.0006,0.0006238,57.84,BTC-25JUL25-150000-C,99139.75,sell,0.1,,,0.1,,,1750628234.364
1143,372734175,1750628946304,1,0.0006,0.00064412,57.57,BTC-25JUL25-150000-C,99368.94,sell,0.1,,,0.1,,,1750628946.304
1145,372770659,1750640676473,3,0.0005,0.00052018,54.68,BTC-25JUL25-150000-C,100836.04,sell,0.1,,,0.1,,,1750640676.473
1144,372770658,1750640676473,2,0.0005,0.00052018,54.68,BTC-25JUL25-150000-C,100836.04,sell,0.1,,,0.1,,,1750640676.473
1146,372771381,1750640976488,3,0.0005,0.00051984,54.81,BTC-25JUL25-150000-C,100721.5,sell,0.1,,,0.1,,,1750640976.488
1147,372771928,1750641285461,3,0.0005,0.00053542,54.64,BTC-25JUL25-150000-C,100860.8,sell,0.1,,,0.1,,,1750641285.461
1148,372772364,1750641585521,3,0.0005,0.00052156,54.73,BTC-25JUL25-150000-C,100792.65,sell,0.1,,,0.1,,,1750641585.521
1149,372772880,1750641833984,3,0.0005,0.00050459,54.83,BTC-25JUL25-150000-C,100701.64,sell,1.0,,,1.0,,,1750641833.984
1150,372772945,1750641885554,3,0.0005,0.00049946,54.89,BTC-25JUL25-150000-C,100651.47,sell,0.1,,,0.1,,,1750641885.554
1151,372773803,1750642185597,3,0.0005,0.00049434,54.92,BTC-25JUL25-150000-C,100642.94,sell,0.1,,,0.1,,,1750642185.597
1152,372774433,1750642485615,3,0.0005,0.0005072,54.72,BTC-25JUL25-150000-C,100795.04,sell,0.1,,,0.1,,,1750642485.615
1153,372774782,1750642785635,3,0.0005,0.00049817,54.76,BTC-25JUL25-150000-C,100773.28,sell,0.1,,,0.1,,,1750642785.635
1154,372775753,1750643085669,3,0.0005,0.00050398,54.62,BTC-25JUL25-150000-C,100880.7,sell,0.1,,,0.1,,,1750643085.669
1155,372776547,1750643385710,3,0.0005,0.00050386,54.54,BTC-25JUL25-150000-C,100953.66,sell,0.1,,,0.1,,,1750643385.71
1156,372776951,1750643685733,3,0.0005,0.00051032,54.37,BTC-25JUL25-150000-C,101091.42,sell,0.1,,,0.1,,,1750643685.733
1157,372777519,1750643939560,3,0.0005,0.00050635,54.32,BTC-25JUL25-150000-C,101143.08,sell,0.4,,,0.4,,,1750643939.56
1158,372777647,1750643985768,3,0.0005,0.00050399,54.34,BTC-25JUL25-150000-C,101130.83,sell,0.1,,,0.1,,,1750643985.768
1159,372778530,1750644285788,3,0.0005,0.00049715,54.36,BTC-25JUL25-150000-C,101113.81,sell,0.1,,,0.1,,,1750644285.788
1160,372779054,1750644585805,3,0.0005,0.00049371,54.41,BTC-25JUL25-150000-C,101062.61,sell,0.1,,,0.1,,,1750644585.805
1161,372779991,1750645122376,3,0.0005,0.00050017,54.29,BTC-25JUL25-150000-C,101170.56,sell,0.1,,,0.1,,,1750645122.376
1162,372780500,1750645422414,3,0.0005,0.00049125,54.37,BTC-25JUL25-150000-C,101117.9,sell,0.1,,,0.1,,,1750645422.414
1163,372781605,1750645722466,3,0.0005,0.00050776,54.14,BTC-25JUL25-150000-C,101288.37,sell,0.1,,,0.1,,,1750645722.466
1164,372782438,1750646022510,3,0.0005,0.00050841,54.02,BTC-25JUL25-150000-C,101398.2,sell,0.1,,,0.1,,,1750646022.51
1165,372783099,1750646322559,3,0.0005,0.00048696,54.28,BTC-25JUL25-150000-C,101201.23,sell,0.1,,,0.1,,,1750646322.559
1166,372783584,1750646622585,3,0.0005,0.00049353,54.2,BTC-25JUL25-150000-C,101275.69,sell,0.1,,,0.1,,,1750646622.585
1167,372783987,1750646922653,3,0.0005,0.0004979,54.15,BTC-25JUL25-150000-C,101296.26,sell,0.1,,,0.1,,,1750646922.653
1168,372784051,1750646959892,3,0.0005,0.00049587,54.18,BTC-25JUL25-150000-C,101279.14,sell,15.0,,,15.0,,,1750646959.892
1169,372784052,1750646959897,3,0.0005,0.00049587,54.18,BTC-25JUL25-150000-C,101279.14,sell,5.0,,,5.0,,,1750646959.897
1170,372784053,1750646959902,3,0.0005,0.00049587,54.18,BTC-25JUL25-150000-C,101279.14,sell,0.1,,,0.1,,,1750646959.902
1171,372785635,1750647575512,3,0.0005,0.00050231,54.07,BTC-25JUL25-150000-C,101354.6,sell,0.1,,,0.1,,,1750647575.512
1172,372786272,1750647875893,3,0.0005,0.00048662,54.29,BTC-25JUL25-150000-C,101198.04,sell,0.1,,,0.1,,,1750647875.893
1173,372805197,1750657385182,0,0.0007,0.00054369,56.3,BTC-25JUL25-150000-C,101532.48,buy,0.1,,,0.1,,,1750657385.182
1174,372811876,1750661045969,2,0.0006,0.00054084,54.87,BTC-25JUL25-150000-C,101824.29,sell,0.1,,,0.1,,,1750661045.969
1175,372815079,1750662667738,0,0.0007,0.00055403,55.7,BTC-25JUL25-150000-C,102053.87,buy,0.1,,,0.1,,,1750662667.738
1176,372829178,1750669800022,2,0.0006,0.00062284,55.19,BTC-25JUL25-150000-C,101692.35,sell,0.1,,,0.1,,,1750669800.022
1177,372829664,1750670100045,3,0.0006,0.000629,55.16,BTC-25JUL25-150000-C,101707.04,sell,0.1,,,0.1,,,1750670100.045
1178,372830113,1750670400087,3,0.0006,0.00062387,55.16,BTC-25JUL25-150000-C,101719.84,sell,0.1,,,0.1,,,1750670400.087
1179,372831078,1750670700131,3,0.0006,0.0006043,55.37,BTC-25JUL25-150000-C,101537.14,sell,0.1,,,0.1,,,1750670700.131
1180,372831889,1750671000141,3,0.0006,0.00059129,55.39,BTC-25JUL25-150000-C,101539.47,sell,0.1,,,0.1,,,1750671000.141
1181,372832513,1750671300181,3,0.0006,0.00059419,55.37,BTC-25JUL25-150000-C,101560.35,sell,0.1,,,0.1,,,1750671300.181
1182,372832945,1750671600194,3,0.0006,0.00058755,55.42,BTC-25JUL25-150000-C,101525.05,sell,0.1,,,0.1,,,1750671600.194
1183,372833469,1750671900234,3,0.0006,0.00058264,55.45,BTC-25JUL25-150000-C,101496.68,sell,0.1,,,0.1,,,1750671900.234
1184,372834109,1750672200275,3,0.0006,0.00059185,55.39,BTC-25JUL25-150000-C,101546.92,sell,0.1,,,0.1,,,1750672200.275
1185,372837819,1750674302794,3,0.0006,0.00063533,55.52,BTC-25JUL25-150000-C,101436.36,sell,0.1,,,0.1,,,1750674302.794
1186,372844564,1750678400170,3,0.0006,0.00063576,55.8,BTC-25JUL25-150000-C,101260.76,sell,0.1,,,0.1,,,1750678400.17
1187,372849038,1750681705697,3,0.0006,0.00060273,55.92,BTC-25JUL25-150000-C,101195.59,sell,0.1,,,0.1,,,1750681705.697
1188,372854222,1750684113502,3,0.0006,0.00058691,55.59,BTC-25JUL25-150000-C,101478.94,sell,0.1,,,0.1,,,1750684113.502
1189,372854859,1750684413548,3,0.0006,0.0005743,55.74,BTC-25JUL25-150000-C,101354.11,sell,0.1,,,0.1,,,1750684413.548
1190,372855266,1750684747192,3,0.0006,0.00055558,55.79,BTC-25JUL25-150000-C,101326.05,sell,0.1,,,0.1,,,1750684747.192
1191,372860728,1750685801237,2,0.0005,0.00059533,54.3,BTC-25JUL25-150000-C,101545.79,sell,0.1,,,0.1,,,1750685801.237
1192,372860928,1750685826231,3,0.0005,0.00058512,54.39,BTC-25JUL25-150000-C,101498.59,sell,0.1,,,0.1,,,1750685826.231
1193,372861282,1750685907395,3,0.0005,0.00059572,54.27,BTC-25JUL25-150000-C,101587.64,sell,0.1,,,0.1,,,1750685907.395
1194,372885304,1750691228627,0,0.0006,0.00055168,55.09,BTC-25JUL25-150000-C,101994.45,sell,0.1,,,0.1,,,1750691228.627
1195,373023346,1750721355726,2,0.0005,0.00051098,50.0,BTC-25JUL25-150000-C,105508.71,buy,1.5,,,1.5,,,1750721355.726
1196,373028440,1750722850655,0,0.0006,0.00054157,51.07,BTC-25JUL25-150000-C,105578.94,sell,0.1,,,0.1,,,1750722850.655
1197,373030609,1750723781275,1,0.0006,0.00054654,51.16,BTC-25JUL25-150000-C,105504.67,sell,0.1,,,0.1,,,1750723781.275
1198,373030667,1750723802440,0,0.0007,0.0005499,52.15,BTC-25JUL25-150000-C,105523.9,buy,1.0,,,1.0,,,1750723802.44
1199,373037664,1750728629495,2,0.0006,0.00054033,51.55,BTC-25JUL25-150000-C,105249.45,sell,0.1,,,0.1,,,1750728629.495
1200,373041105,1750731012959,3,0.0006,0.00050141,51.96,BTC-25JUL25-150000-C,104920.25,sell,0.1,,,0.1,,,1750731012.959
1201,373043501,1750732561522,3,0.0006,0.00053939,51.8,BTC-25JUL25-150000-C,105065.29,sell,0.1,,,0.1,,,1750732561.522
1202,373043731,1750732861555,3,0.0006,0.00053777,51.92,BTC-25JUL25-150000-C,104954.54,sell,0.1,,,0.1,,,1750732861.555
1203,373044109,1750733161589,3,0.0006,0.00055347,51.85,BTC-25JUL25-150000-C,105014.45,sell,0.1,,,0.1,,,1750733161.589
1204,373044424,1750733461624,3,0.0006,0.00055355,51.92,BTC-25JUL25-150000-C,104955.87,sell,0.1,,,0.1,,,1750733461.624
1205,373044822,1750733761658,3,0.0006,0.00055681,51.99,BTC-25JUL25-150000-C,104908.2,sell,0.1,,,0.1,,,1750733761.658
1206,373045069,1750734061669,3,0.0006,0.00055732,52.06,BTC-25JUL25-150000-C,104851.65,sell,0.1,,,0.1,,,1750734061.669
1207,373045338,1750734361699,3,0.0006,0.00056618,52.01,BTC-25JUL25-150000-C,104888.61,sell,0.1,,,0.1,,,1750734361.699
1208,373045942,1750734661738,3,0.0006,0.00057514,51.86,BTC-25JUL25-150000-C,105020.44,sell,0.1,,,0.1,,,1750734661.738
1209,373046543,1750734961823,3,0.0006,0.00056323,51.98,BTC-25JUL25-150000-C,104915.12,sell,0.1,,,0.1,,,1750734961.823
1210,373048693,1750736619342,3,0.0006,0.00058114,51.95,BTC-25JUL25-150000-C,104966.37,sell,0.1,,,0.1,,,1750736619.342
1211,373049089,1750736957302,3,0.0006,0.00057402,51.95,BTC-25JUL25-150000-C,104963.23,sell,0.1,,,0.1,,,1750736957.302
1212,373050370,1750738320649,3,0.0006,0.00057552,52.01,BTC-25JUL25-150000-C,104918.92,sell,0.1,,,0.1,,,1750738320.649
1213,373051039,1750738620706,3,0.0006,0.00056449,52.16,BTC-25JUL25-150000-C,104802.96,sell,0.1,,,0.1,,,1750738620.706
1214,373051369,1750738920766,3,0.0006,0.00057193,52.06,BTC-25JUL25-150000-C,104886.99,sell,0.1,,,0.1,,,1750738920.766
1215,373051676,1750739220783,3,0.0006,0.0005772,51.92,BTC-25JUL25-150000-C,104996.93,sell,0.1,,,0.1,,,1750739220.783
1216,373051806,1750739520837,3,0.0006,0.00057028,51.95,BTC-25JUL25-150000-C,104991.63,sell,0.1,,,0.1,,,1750739520.837
1217,373052060,1750739820891,3,0.0006,0.0005608,52.05,BTC-25JUL25-150000-C,104922.66,sell,0.1,,,0.1,,,1750739820.891
1218,373058588,1750744290073,3,0.0006,0.00056418,51.52,BTC-25JUL25-150000-C,105372.58,sell,0.1,,,0.1,,,1750744290.073
1219,373058954,1750744605105,3,0.0006,0.00057046,51.42,BTC-25JUL25-150000-C,105447.23,sell,0.1,,,0.1,,,1750744605.105
1220,373059316,1750744905133,3,0.0006,0.00057074,51.38,BTC-25JUL25-150000-C,105486.35,sell,0.1,,,0.1,,,1750744905.133
1221,373060050,1750745205149,3,0.0006,0.00055597,51.55,BTC-25JUL25-150000-C,105368.9,sell,0.1,,,0.1,,,1750745205.149
1222,373060836,1750745505206,3,0.0006,0.00057175,51.35,BTC-25JUL25-150000-C,105524.04,sell,0.1,,,0.1,,,1750745505.206
1223,373061110,1750745805249,3,0.0006,0.00057083,51.35,BTC-25JUL25-150000-C,105517.29,sell,0.1,,,0.1,,,1750745805.249
1224,373061371,1750746105281,3,0.0006,0.00057061,51.32,BTC-25JUL25-150000-C,105544.78,sell,0.1,,,0.1,,,1750746105.281
1225,373061664,1750746405340,3,0.0006,0.00057173,51.31,BTC-25JUL25-150000-C,105545.24,sell,0.1,,,0.1,,,1750746405.34
1226,373061922,1750746705384,3,0.0006,0.00057623,51.26,BTC-25JUL25-150000-C,105587.15,sell,0.1,,,0.1,,,1750746705.384
1227,373062559,1750747005421,3,0.0006,0.00058369,51.17,BTC-25JUL25-150000-C,105670.28,sell,0.1,,,0.1,,,1750747005.421
1228,373063280,1750747305442,3,0.0006,0.00058328,51.06,BTC-25JUL25-150000-C,105764.32,sell,0.1,,,0.1,,,1750747305.442
1229,373064211,1750747605461,3,0.0006,0.00057924,51.0,BTC-25JUL25-150000-C,105821.07,sell,0.1,,,0.1,,,1750747605.461
1230,373064729,1750747905497,3,0.0006,0.00056511,51.1,BTC-25JUL25-150000-C,105755.49,sell,0.1,,,0.1,,,1750747905.497
1231,373065056,1750748205557,3,0.0006,0.00056818,51.12,BTC-25JUL25-150000-C,105734.82,sell,0.1,,,0.1,,,1750748205.557
1232,373065801,1750748506018,3,0.0006,0.00056548,51.21,BTC-25JUL25-150000-C,105654.55,sell,0.1,,,0.1,,,1750748506.018
1234,373066664,1750749127792,3,0.0006,0.00060296,51.3,BTC-25JUL25-150000-C,105582.57,sell,0.1,,,0.1,,,1750749127.792
1233,373066663,1750749127792,3,0.0006,0.00060296,51.3,BTC-25JUL25-150000-C,105582.57,sell,2.0,,,2.0,,,1750749127.792
1235,373068683,1750750102250,3,0.0006,0.00059436,51.04,BTC-25JUL25-150000-C,105805.91,sell,0.1,,,0.1,,,1750750102.25
1236,373070849,1750750403085,3,0.0006,0.00054123,51.59,BTC-25JUL25-150000-C,105338.19,sell,0.1,,,0.1,,,1750750403.085
1237,373072720,1750750717886,3,0.0006,0.00056449,51.64,BTC-25JUL25-150000-C,105290.59,sell,0.1,,,0.1,,,1750750717.886
1238,373072817,1750750766370,0,0.0007,0.00056195,52.73,BTC-25JUL25-150000-C,105243.25,buy,24.0,,,24.0,,,1750750766.37
1239,373073638,1750751017940,2,0.0006,0.00060205,51.64,BTC-25JUL25-150000-C,105269.42,sell,0.1,,,0.1,,,1750751017.94
1240,373074950,1750751317969,3,0.0006,0.00061288,51.68,BTC-25JUL25-150000-C,105232.75,sell,0.1,,,0.1,,,1750751317.969
1241,373076745,1750751618353,3,0.0006,0.00060384,51.94,BTC-25JUL25-150000-C,105024.35,sell,0.1,,,0.1,,,1750751618.353
1242,373078440,1750751918399,3,0.0006,0.00061366,51.98,BTC-25JUL25-150000-C,104996.03,sell,0.1,,,0.1,,,1750751918.399
1243,373083804,1750753491576,3,0.0006,0.00062725,52.12,BTC-25JUL25-150000-C,104921.3,sell,0.1,,,0.1,,,1750753491.576
1244,373090452,1750756772308,0,0.0007,0.00065059,52.79,BTC-25JUL25-150000-C,105258.48,buy,0.1,,,0.1,,,1750756772.308
1245,373095240,1750759302684,2,0.0006,0.00064212,51.7,BTC-25JUL25-150000-C,105326.22,sell,0.1,,,0.1,,,1750759302.684
1246,373104216,1750765232998,0,0.0007,0.00063376,52.88,BTC-25JUL25-150000-C,105245.76,sell,1.0,,,1.0,,,1750765232.998
1247,373104217,1750765236511,1,0.0007,0.00063398,52.88,BTC-25JUL25-150000-C,105245.53,sell,1.0,,,1.0,,,1750765236.511
1248,373104218,1750765239442,1,0.0007,0.00063402,52.88,BTC-25JUL25-150000-C,105245.53,sell,1.0,,,1.0,,,1750765239.442
1249,373104731,1750765512174,1,0.0007,0.00063814,52.87,BTC-25JUL25-150000-C,105243.11,sell,1.0,,,1.0,,,1750765512.174
1250,373107771,1750768142057,2,0.0006,0.00062425,52.01,BTC-25JUL25-150000-C,105133.29,sell,0.1,,,0.1,,,1750768142.057
1251,373133345,1750778421935,3,0.0006,0.00063953,51.49,BTC-25JUL25-150000-C,105644.1,sell,0.1,,,0.1,,,1750778421.935
1252,373136295,1750779718123,3,0.0006,0.0006087,51.93,BTC-25JUL25-150000-C,105291.94,sell,0.1,,,0.1,,,1750779718.123
1254,373141669,1750782834100,3,0.0006,0.00065376,51.74,BTC-25JUL25-150000-C,105486.78,sell,2.0,,,2.0,,,1750782834.1
1253,373141668,1750782834100,3,0.0006,0.00065376,51.74,BTC-25JUL25-150000-C,105486.78,sell,0.1,,,0.1,,,1750782834.1
1255,373160502,1750789066246,3,0.0006,0.00065686,51.36,BTC-25JUL25-150000-C,105878.54,sell,1.0,,,1.0,,,1750789066.246
1256,373160503,1750789066246,3,0.0006,0.00065686,51.36,BTC-25JUL25-150000-C,105878.54,sell,0.1,,,0.1,,,1750789066.246
1257,373164635,1750791660945,3,0.0006,0.00062201,51.73,BTC-25JUL25-150000-C,105562.29,sell,0.1,,,0.1,,,1750791660.945
1258,373166049,1750792140630,3,0.0006,0.00063204,51.77,BTC-25JUL25-150000-C,105541.48,sell,0.1,,,0.1,,,1750792140.63
1259,373169363,1750794593839,3,0.0006,0.00063296,51.94,BTC-25JUL25-150000-C,105426.94,sell,0.1,,,0.1,,,1750794593.839
1260,373171141,1750795778460,3,0.0006,0.00063795,51.79,BTC-25JUL25-150000-C,105572.47,sell,0.1,,,0.1,,,1750795778.46
1261,373189803,1750808905961,3,0.0006,0.00059018,51.47,BTC-25JUL25-150000-C,105917.38,sell,0.1,,,0.1,,,1750808905.961
1262,373213701,1750820124165,3,0.0006,0.00061997,50.82,BTC-25JUL25-150000-C,106552.5,sell,0.1,,,0.1,,,1750820124.165
1263,373213985,1750820343563,2,0.0005,0.00062512,49.65,BTC-25JUL25-150000-C,106550.0,sell,0.1,,,0.1,,,1750820343.563
1264,373218941,1750823549649,0,0.0006,0.00057364,51.08,BTC-25JUL25-150000-C,106338.05,sell,0.1,,,0.1,,,1750823549.649
1265,373219216,1750823849661,1,0.0006,0.00058356,51.12,BTC-25JUL25-150000-C,106300.05,sell,0.1,,,0.1,,,1750823849.661
1266,373219517,1750824149683,1,0.0006,0.00059195,51.1,BTC-25JUL25-150000-C,106328.34,sell,0.1,,,0.1,,,1750824149.683
1267,373219823,1750824449706,1,0.0006,0.00059584,51.11,BTC-25JUL25-150000-C,106291.83,sell,0.1,,,0.1,,,1750824449.706
1268,373220072,1750824749729,1,0.0006,0.0005913,51.22,BTC-25JUL25-150000-C,106234.86,sell,0.1,,,0.1,,,1750824749.729
1269,373220426,1750825049763,1,0.0006,0.00060196,51.13,BTC-25JUL25-150000-C,106288.12,sell,0.1,,,0.1,,,1750825049.763
1270,373220578,1750825349811,1,0.0006,0.00060065,51.16,BTC-25JUL25-150000-C,106267.19,sell,0.1,,,0.1,,,1750825349.811
1271,373220881,1750825649855,1,0.0006,0.00060639,51.09,BTC-25JUL25-150000-C,106316.67,sell,0.1,,,0.1,,,1750825649.855
1272,373221526,1750825949902,1,0.0006,0.00059801,51.16,BTC-25JUL25-150000-C,106275.35,sell,0.1,,,0.1,,,1750825949.902
1273,373222074,1750826249916,1,0.0006,0.00058005,51.33,BTC-25JUL25-150000-C,106146.02,sell,0.1,,,0.1,,,1750826249.916
1274,373223046,1750826549942,1,0.0006,0.00056914,51.38,BTC-25JUL25-150000-C,106124.82,sell,0.1,,,0.1,,,1750826549.942
1275,373225280,1750826926467,1,0.0006,0.00057521,51.34,BTC-25JUL25-150000-C,106176.07,sell,0.1,,,0.1,,,1750826926.467
1276,373225417,1750827226496,1,0.0006,0.00058668,51.34,BTC-25JUL25-150000-C,106174.27,sell,0.1,,,0.1,,,1750827226.496
1277,373225685,1750827526512,1,0.0006,0.0006008,51.23,BTC-25JUL25-150000-C,106258.87,sell,0.1,,,0.1,,,1750827526.512
1278,373226254,1750828219393,1,0.0006,0.00059474,51.32,BTC-25JUL25-150000-C,106199.63,sell,0.1,,,0.1,,,1750828219.393
1279,373226404,1750828519426,1,0.0006,0.00059929,51.29,BTC-25JUL25-150000-C,106217.56,sell,0.1,,,0.1,,,1750828519.426
1280,373226525,1750828819455,1,0.0006,0.00059692,51.34,BTC-25JUL25-150000-C,106189.89,sell,0.1,,,0.1,,,1750828819.455
1281,373226801,1750829119481,1,0.0006,0.00058412,51.44,BTC-25JUL25-150000-C,106104.27,sell,0.1,,,0.1,,,1750829119.481
1282,373227231,1750829705032,1,0.0006,0.00060573,51.23,BTC-25JUL25-150000-C,106262.46,sell,0.1,,,0.1,,,1750829705.032
1283,373227335,1750830005052,1,0.0006,0.00060493,51.21,BTC-25JUL25-150000-C,106296.34,sell,0.1,,,0.1,,,1750830005.052
1284,373228652,1750831032066,1,0.0006,0.00058435,51.17,BTC-25JUL25-150000-C,106345.49,sell,0.1,,,0.1,,,1750831032.066
1285,373230109,1750832122211,1,0.0006,0.00056545,51.33,BTC-25JUL25-150000-C,106224.32,sell,0.1,,,0.1,,,1750832122.211
1286,373230399,1750832422227,1,0.0006,0.00056806,51.28,BTC-25JUL25-150000-C,106253.06,sell,0.1,,,0.1,,,1750832422.227
1287,373235477,1750834902354,1,0.0006,0.00058753,51.15,BTC-25JUL25-150000-C,106409.79,sell,0.1,,,0.1,,,1750834902.354
1288,373236039,1750835202366,1,0.0006,0.00057583,51.17,BTC-25JUL25-150000-C,106395.65,sell,0.1,,,0.1,,,1750835202.366
1289,373236535,1750835502388,1,0.0006,0.00057806,51.18,BTC-25JUL25-150000-C,106378.45,sell,0.1,,,0.1,,,1750835502.388
