entry_time,exit_time,poly_odds,barrier_odds,divergence,poly_no_cost,usd_spread_price,num_no,poly_payout_potential,units,total_cost,pnl,price_at_entry,iv
2025-06-02 16:00:00+00:00,2025-06-09 22:28:00,0.65,0.3479983871337846,0.3020016128662154,0.35,1907.1924378000003,285.7142857142857,285.7142857142857,0.1498088394498172,385.7142857142857,62.59463884467217,104218.166,41.53928571428571
2025-06-04 11:00:00+00:00,2025-06-09 22:28:00,0.705,0.39498625000622023,0.31001374999377973,0.29500000000000004,2056.16356725,338.9830508474576,338.9830508474576,0.16486190896808264,438.9830508474576,55.098358356278574,105444.2855,41.26
2025-06-04 12:00:00+00:00,2025-06-09 22:28:00,0.675,0.3420654475469611,0.33293455245303893,0.32499999999999996,1995.4387638333337,307.69230769230774,307.69230769230774,0.1541978201832744,407.69230769230774,54.284700204800785,105023.09283333334,40.536
2025-06-04 13:00:00+00:00,2025-06-09 22:28:00,0.655,0.33746695072931554,0.3175330492706845,0.345,1942.7194470000002,289.8550724637681,289.8550724637681,0.14920068510734794,389.8550724637681,56.919256364226044,105011.862,40.39083333333333
2025-06-04 14:00:00+00:00,2025-06-09 22:28:00,0.64,0.3030789210432959,0.3369210789567041,0.36,1831.3653895833336,277.77777777777777,277.77777777777777,0.15167796626372682,377.77777777777777,75.48713493698838,104649.45083333334,40.55368401206636
2025-06-04 16:00:00+00:00,2025-06-09 22:28:00,0.67,0.35587527163739285,0.3141247283626072,0.32999999999999996,2158.5779561666664,303.03030303030306,303.03030303030306,0.1403842294250251,403.03030303030306,19.154182944906058,105296.48566666666,39.977291666666666
2025-06-04 17:00:00+00:00,2025-06-09 22:28:00,0.675,0.34894141309912385,0.3260585869008762,0.32499999999999996,2104.8472766666664,307.69230769230774,307.69230769230774,0.14618272361289011,407.69230769230774,31.331031556775415,105242.36383333334,40.020625
2025-06-04 18:00:00+00:00,2025-06-09 22:28:00,0.645,0.3320109050541843,0.3129890949458157,0.355,2207.6153644999995,281.69014084507046,281.69014084507046,0.12759928444730234,381.69014084507046,2.813755621718198,105124.54116666666,39.760625000000005
2025-06-04 19:00:00+00:00,2025-06-09 22:28:00,0.65,0.3109624692490956,0.3390375307509044,0.35,1889.4933690000005,285.7142857142857,285.7142857142857,0.1512121134701297,385.7142857142857,66.61334112751825,104971.85383333334,39.425
2025-06-04 20:00:00+00:00,2025-06-09 22:28:00,0.64,0.2835331397713117,0.3564668602286883,0.36,1832.0417791666662,277.77777777777777,277.77777777777777,0.15162196677857942,377.77777777777777,75.32676336625987,104688.10166666665,39.54416666666667
2025-06-04 21:00:00+00:00,2025-06-09 22:28:00,0.615,0.29325929057753286,0.32174070942246713,0.385,1781.2252491666666,259.7402597402597,259.7402597402597,0.14582111940181475,359.7402597402597,75.84991338845524,104777.95583333333,39.821
2025-06-04 22:00:00+00:00,2025-06-09 22:28:00,0.625,0.29813380328432315,0.32686619671567685,0.375,1782.4495750000003,266.6666666666667,266.6666666666667,0.1496068502620427,366.6666666666667,80.11141941966142,104849.975,39.821
2025-06-04 23:00:00+00:00,2025-06-09 22:28:00,0.63,0.2814861230784309,0.3485138769215691,0.37,1885.0973459999998,270.27027027027026,270.27027027027026,0.1433720496417644,370.27027027027026,58.83274668418767,104727.63033333333,39.553
2025-06-05 00:00:00+00:00,2025-06-09 22:28:00,0.625,0.289892009779704,0.335107990220296,0.375,1887.071814,266.6666666666667,266.6666666666667,0.14131241041718337,366.6666666666667,56.35776627924119,104837.323,39.55966666666667
2025-06-05 01:00:00+00:00,2025-06-09 22:28:00,0.625,0.29533271459198795,0.32966728540801205,0.375,1888.6652039999997,266.6666666666667,266.6666666666667,0.14119319088523152,366.6666666666667,56.01634486169938,104925.84466666666,39.471666666666664
2025-06-05 02:00:00+00:00,2025-06-09 22:28:00,0.63,0.2982854476108731,0.3317145523891269,0.37,1942.7472617500002,270.27027027027026,270.27027027027026,0.1391175659291958,370.27027027027026,46.6487376021813,105013.3655,39.174
2025-06-05 03:00:00+00:00,2025-06-09 22:28:00,0.64,0.2925303576655953,0.3474696423344047,0.36,2047.0427639999998,277.77777777777777,277.77777777777777,0.13569710543564287,377.77777777777777,29.72107573397876,104976.552,39.164
2025-06-05 04:00:00+00:00,2025-06-09 22:28:00,0.645,0.311058285746845,0.333941714253155,0.355,1892.5970490000004,281.69014084507046,281.69014084507046,0.1488378844265388,381.69014084507046,63.63695122396137,105144.28050000001,39.489000000000004
2025-06-05 05:00:00+00:00,2025-06-09 22:28:00,0.645,0.2840660839648228,0.3609339160351772,0.355,2024.5596069500002,281.69014084507046,281.69014084507046,0.13913650152757753,381.69014084507046,35.85408840566594,104899.4615,39.422000000000004
2025-06-05 06:00:00+00:00,2025-06-09 22:28:00,0.615,0.25129118436082676,0.36370881563917323,0.385,1829.5749470833332,259.7402597402597,259.7402597402597,0.14196754287345906,359.7402597402597,64.81402405575274,104547.13983333333,39.57179487179487
2025-06-05 07:00:00+00:00,2025-06-09 22:28:00,0.6,0.2483534925378206,0.3516465074621794,0.4,1829.4820599999998,250.0,250.0,0.13665069773900926,350.0,58.84086643603566,104541.832,39.53690340909091
