number,value,datetime_start,datetime_complete,duration,params_CONVERGENCE_THRESHOLD,params_DAILY_LOSS_LIMIT,params_FIXED_TRADE_PCT,params_MAX_CONCURRENT_POSITIONS,params_MAX_DRAWDOWN_LIMIT,params_MAX_HOLD_HOURS,params_MAX_POSITION_PCT,params_MIN_DIV,params_MIN_TIME_BETWEEN_TRADES,params_STOP_LOSS_PCT,params_TAKE_PROFIT_PCT,params_TRAIL_PCT,user_attrs_cooldown_trades_pct,user_attrs_equity_curves,user_attrs_total_trades,state
0,180.21549750976266,2025-08-01 18:31:32.746359,2025-08-01 18:31:33.270268,0 days 00:00:00.523909,0.02,0.1,0.055,2,0.15,48,0.015,0.05,1.0,0.25,0.45,0.6,0.7751937984496124,"[{'2025-05-31 02:00:00+00:00': 10000.0, '2025-05-31 06:00:00+00:00': 10138.016163565255, '2025-06-01 14:00:00+00:00': 10218.016163565255, '2025-06-02 08:00:00+00:00': 10225.516163565255, '2025-06-03 00:00:00+00:00': 10184.364408020956, '2025-06-03 02:00:00+00:00': 10229.364408020956, '2025-06-05 01:00:00+00:00': 10226.864408020956, '2025-06-05 03:00:00+00:00': 10229.364408020956, '2025-06-05 21:00:00+00:00': 10164.364408020956, '2025-06-06 14:00:00+00:00': 10211.864408020956, '2025-06-07 23:00:00+00:00': 10274.610316896958, '2025-06-08 15:00:00+00:00': 10264.610316896958, '2025-06-08 22:00:00+00:00': 10265.978377332005, '2025-06-09 12:00:00+00:00': 10253.371318729383, '2025-06-09 22:00:00+00:00': 10299.950523687055, '2025-06-10 00:00:00+00:00': 10360.199275476974, '2025-06-10 01:00:00+00:00': 10326.801813466756, '2025-06-10 20:00:00+00:00': 10323.16121127831, '2025-06-11 00:00:00+00:00': 10395.66121127831, '2025-06-11 16:00:00+00:00': 10360.66121127831, '2025-06-11 23:00:00+00:00': 10443.16121127831, '2025-06-12 21:00:00+00:00': 10465.66121127831, '2025-06-13 01:00:00+00:00': 10498.16121127831, '2025-06-15 02:00:00+00:00': 10478.16121127831, '2025-06-15 03:00:00+00:00': 10470.66121127831, '2025-06-16 06:00:00+00:00': 10508.16121127831, '2025-06-16 15:00:00+00:00': 10530.66121127831, '2025-06-17 16:00:00+00:00': 10688.16121127831, '2025-06-17 17:00:00+00:00': 10615.66121127831, '2025-06-18 05:00:00+00:00': 10660.66121127831, '2025-06-19 10:00:00+00:00': 10578.925042405976, '2025-06-20 06:00:00+00:00': 10563.925042405976, '2025-06-20 11:00:00+00:00': 10523.925042405976, '2025-06-20 18:00:00+00:00': 10698.925042405976, '2025-06-21 22:00:00+00:00': 10891.425042405976, '2025-06-22 10:00:00+00:00': 10949.839487699384, '2025-06-22 14:00:00+00:00': 11083.589487699384, '2025-06-23 01:00:00+00:00': 10980.339487699384, '2025-06-23 02:00:00+00:00': 11013.589487699384, '2025-06-23 09:00:00+00:00': 10950.339487699384, '2025-06-23 14:00:00+00:00': 10900.339487699384, '2025-06-23 17:00:00+00:00': 10991.839487699384, '2025-06-23 18:00:00+00:00': 10964.839487699384, '2025-06-23 19:00:00+00:00': 10964.839487699384, '2025-06-23 23:00:00+00:00': 10907.339487699384, '2025-06-24 02:00:00+00:00': 10888.589487699384, '2025-06-24 03:00:00+00:00': 10898.589487699384, '2025-06-24 09:00:00+00:00': 10854.089487699384, '2025-06-24 17:00:00+00:00': 10863.589487699384, '2025-06-25 02:00:00+00:00': 10845.839487699384, '2025-06-25 07:00:00+00:00': 10835.839487699384, '2025-06-26 02:00:00+00:00': 10825.839487699384, '2025-06-30 19:00:00+00:00': 10913.339487699384, '2025-07-02 14:00:00+00:00': 11012.54275081825, '2025-07-02 20:00:00+00:00': 11057.917386777555, '2025-07-02 23:00:00+00:00': 11062.04038064125, '2025-07-03 05:00:00+00:00': 11072.621708192271, '2025-07-03 13:00:00+00:00': 11057.917386777555, '2025-07-03 15:00:00+00:00': 11078.213494388829, '2025-07-03 20:00:00+00:00': 11031.293484771622, '2025-07-04 17:00:00+00:00': 11010.713042847647, '2025-07-04 22:00:00+00:00': 11055.077314471757, '2025-07-06 18:00:00+00:00': 11056.29071140973, '2025-07-06 23:00:00+00:00': 11090.350778289963, '2025-07-07 14:00:00+00:00': 11118.161999769754, '2025-07-07 17:00:00+00:00': 11124.711427655257, '2025-07-08 19:00:00+00:00': 11119.417787743281, '2025-07-09 05:00:00+00:00': 11178.364914805708, '2025-07-09 13:00:00+00:00': 11171.270135863204, '2025-07-09 15:00:00+00:00': 11248.341582253368, '2025-07-09 20:00:00+00:00': 11206.772291542615, '2025-07-09 21:00:00+00:00': 11217.283320892422, '2025-07-09 23:00:00+00:00': 11241.543274706042, '2025-07-10 01:00:00+00:00': 11227.067657710555, '2025-07-10 06:00:00+00:00': 11235.638720901628, '2025-07-10 10:00:00+00:00': 11242.698261765594, '2025-07-10 17:00:00+00:00': 11234.328129642685, '2025-07-10 18:00:00+00:00': 11236.657429014273, '2025-07-10 19:00:00+00:00': 11241.674942454207, '2025-07-10 22:00:00+00:00': 11253.499462612739, '2025-07-11 01:00:00+00:00': 11269.914689315614, '2025-07-11 09:00:00+00:00': 11290.861056345246, '2025-07-11 10:00:00+00:00': 11286.210057190421, '2025-07-11 19:00:00+00:00': 11282.650048278669, '2025-07-13 18:00:00+00:00': 11279.612519513255, '2025-07-13 20:00:00+00:00': 11283.517501964972, '2025-07-14 11:00:00+00:00': 11286.516378390079, '2025-07-15 15:00:00+00:00': 11302.68055308407, '2025-07-15 16:00:00+00:00': 11349.605604764756, '2025-07-15 17:00:00+00:00': 11340.44114686151, '2025-07-15 18:00:00+00:00': 11279.605604764756, '2025-07-15 20:00:00+00:00': 11333.94114686151, '2025-07-15 21:00:00+00:00': 11383.94114686151, '2025-07-16 00:00:00+00:00': 11419.56640323097, '2025-07-16 15:00:00+00:00': 11362.523246676832, '2025-07-16 19:00:00+00:00': 11310.132791565231, '2025-07-17 06:00:00+00:00': 11311.382003931038, '2025-07-17 07:00:00+00:00': 11381.382003931038, '2025-07-17 09:00:00+00:00': 11383.262203683624, '2025-07-17 17:00:00+00:00': 11440.193896364475, '2025-07-17 21:00:00+00:00': 11440.193896364475, '2025-07-17 22:00:00+00:00': 11509.803144989066, '2025-07-18 02:00:00+00:00': 11401.244298633464, '2025-07-18 09:00:00+00:00': 11427.180150325952, '2025-07-18 11:00:00+00:00': 11466.194750846971, '2025-07-18 12:00:00+00:00': 11465.116269713344, '2025-07-20 03:00:00+00:00': 11488.379406998869, '2025-07-20 06:00:00+00:00': 11507.401627485762, '2025-07-20 12:00:00+00:00': 11445.252291663632, '2025-07-22 05:00:00+00:00': 11515.631487083647, '2025-07-23 00:00:00+00:00': 11490.456652653287, '2025-07-23 14:00:00+00:00': 11596.956652653287, '2025-07-24 01:00:00+00:00': 11587.95259398761, '2025-07-24 15:00:00+00:00': 11535.20259398761, '2025-07-25 07:00:00+00:00': 11647.70259398761}]",128,COMPLETE
1,209.1683061598564,2025-08-01 18:31:33.276478,2025-08-01 18:31:33.882348,0 days 00:00:00.605870,0.025,0.15,0.055,3,0.15,96,0.02,0.045,0.5,0.35,0.55,0.55,0.0,"[{'2025-05-31 02:00:00+00:00': 10000.0, '2025-05-31 03:00:00+00:00': 9939.018116169253, '2025-05-31 06:00:00+00:00': 10231.16079916144, '2025-06-01 13:00:00+00:00': 10316.16079916144, '2025-06-03 02:00:00+00:00': 10361.535562040093, '2025-06-04 04:00:00+00:00': 10271.16079916144, '2025-06-05 21:00:00+00:00': 10654.642081810132, '2025-06-06 02:00:00+00:00': 10779.859786386352, '2025-06-06 15:00:00+00:00': 10709.642081810132, '2025-06-08 22:00:00+00:00': 10769.611084946942, '2025-06-09 22:00:00+00:00': 10814.859786386352, '2025-06-10 01:00:00+00:00': 10843.313698522561, '2025-06-10 23:00:00+00:00': 10978.313698522561, '2025-06-11 15:00:00+00:00': 10972.989361275555, '2025-06-11 16:00:00+00:00': 11050.57821219196, '2025-06-12 03:00:00+00:00': 11130.57821219196, '2025-06-12 05:00:00+00:00': 11059.076541540919, '2025-06-12 21:00:00+00:00': 11113.07821219196, '2025-06-13 01:00:00+00:00': 11254.076541540919, '2025-06-13 02:00:00+00:00': 11344.076541540919, '2025-06-13 17:00:00+00:00': 11219.80621586732, '2025-06-16 06:00:00+00:00': 11261.576541540919, '2025-06-16 10:00:00+00:00': 11189.80621586732, '2025-06-17 02:00:00+00:00': 11354.076541540919, '2025-06-17 15:00:00+00:00': 11129.80621586732, '2025-06-20 07:00:00+00:00': 11107.30621586732, '2025-06-20 10:00:00+00:00': 11044.80621586732, '2025-06-20 18:00:00+00:00': 11169.80621586732, '2025-06-21 22:00:00+00:00': 11454.80621586732, '2025-06-22 10:00:00+00:00': 11516.24226748023, '2025-06-22 14:00:00+00:00': 11697.05971115398, '2025-06-23 03:00:00+00:00': 11561.80971115398, '2025-06-23 08:00:00+00:00': 11602.05971115398, '2025-06-23 09:00:00+00:00': 11538.80971115398, '2025-06-23 17:00:00+00:00': 11497.80971115398, '2025-06-23 18:00:00+00:00': 11470.80971115398, '2025-06-23 21:00:00+00:00': 11473.80971115398, '2025-06-24 02:00:00+00:00': 11418.05971115398, '2025-06-24 09:00:00+00:00': 11405.05971115398, '2025-06-24 17:00:00+00:00': 11380.05971115398, '2025-06-25 05:00:00+00:00': 11368.30971115398, '2025-06-25 14:00:00+00:00': 11353.30971115398, '2025-06-26 02:00:00+00:00': 11340.80971115398, '2025-06-30 19:00:00+00:00': 11428.30971115398, '2025-07-01 07:00:00+00:00': 11518.656060177706, '2025-07-01 08:00:00+00:00': 11567.183140868756, '2025-07-02 15:00:00+00:00': 11574.671967961487, '2025-07-02 17:00:00+00:00': 11654.488261882876, '2025-07-02 20:00:00+00:00': 11619.70449740812, '2025-07-02 23:00:00+00:00': 11497.043708489276, '2025-07-03 05:00:00+00:00': 11671.743464993868, '2025-07-03 13:00:00+00:00': 11654.488261882876, '2025-07-03 14:00:00+00:00': 11695.82979143679, '2025-07-03 18:00:00+00:00': 11737.85696282128, '2025-07-03 20:00:00+00:00': 11709.30576464823, '2025-07-04 08:00:00+00:00': 11764.97461095327, '2025-07-04 17:00:00+00:00': 11795.203558311212, '2025-07-04 22:00:00+00:00': 11793.958745796654, '2025-07-05 00:00:00+00:00': 11798.589328393398, '2025-07-06 13:00:00+00:00': 11802.996001754516, '2025-07-06 21:00:00+00:00': 11808.325861875426, '2025-07-07 01:00:00+00:00': 11815.772385956896, '2025-07-07 12:00:00+00:00': 11743.684752270183, '2025-07-07 13:00:00+00:00': 11833.311980757584, '2025-07-07 14:00:00+00:00': 11837.193249405169, '2025-07-07 17:00:00+00:00': 11843.892624721046, '2025-07-07 19:00:00+00:00': 11736.010460708862, '2025-07-08 17:00:00+00:00': 11836.225838422331, '2025-07-08 18:00:00+00:00': 12021.364085698578, '2025-07-09 05:00:00+00:00': 12028.616801427293, '2025-07-09 06:00:00+00:00': 12045.79354842858, '2025-07-09 08:00:00+00:00': 11873.645212249046, '2025-07-09 10:00:00+00:00': 12055.428486771136, '2025-07-09 12:00:00+00:00': 12048.155533233194, '2025-07-09 13:00:00+00:00': 12080.628111225988, '2025-07-09 15:00:00+00:00': 12094.080251138479, '2025-07-09 20:00:00+00:00': 12071.10607659105, '2025-07-09 21:00:00+00:00': 12082.06793504354, '2025-07-10 01:00:00+00:00': 12108.876763028036, '2025-07-10 03:00:00+00:00': 12093.101369973665, '2025-07-10 06:00:00+00:00': 12107.822126298226, '2025-07-10 09:00:00+00:00': 12112.141449385495, '2025-07-10 10:00:00+00:00': 12135.93242145054, '2025-07-10 16:00:00+00:00': 12140.273454787153, '2025-07-10 18:00:00+00:00': 12147.550570961055, '2025-07-10 19:00:00+00:00': 12155.178489377538, '2025-07-10 22:00:00+00:00': 12167.455442309003, '2025-07-11 01:00:00+00:00': 12184.498752556574, '2025-07-11 06:00:00+00:00': 12198.597807015567, '2025-07-11 08:00:00+00:00': 12204.500025780317, '2025-07-11 10:00:00+00:00': 12220.989971531313, '2025-07-11 20:00:00+00:00': 12210.31903701654, '2025-07-11 23:00:00+00:00': 12235.679385741312, '2025-07-14 05:00:00+00:00': 12199.847625726577, '2025-07-14 13:00:00+00:00': 12233.247425664369, '2025-07-15 13:00:00+00:00': 12227.792057341017, '2025-07-15 15:00:00+00:00': 12277.266662580285, '2025-07-15 16:00:00+00:00': 12272.179670390253, '2025-07-15 17:00:00+00:00': 12267.746033293632, '2025-07-15 20:00:00+00:00': 12310.883200948832, '2025-07-15 21:00:00+00:00': 12291.657798677757, '2025-07-15 23:00:00+00:00': 12378.363758213656, '2025-07-16 00:00:00+00:00': 12385.633200948832, '2025-07-16 13:00:00+00:00': 12303.211312076328, '2025-07-16 15:00:00+00:00': 12320.711312076328, '2025-07-16 18:00:00+00:00': 12394.043500272108, '2025-07-16 20:00:00+00:00': 12320.693277932623, '2025-07-17 02:00:00+00:00': 12354.856134861297, '2025-07-17 06:00:00+00:00': 12284.856134861297, '2025-07-17 07:00:00+00:00': 12269.856134861297, '2025-07-17 09:00:00+00:00': 12271.813597683195, '2025-07-17 10:00:00+00:00': 12260.438159572295, '2025-07-17 14:00:00+00:00': 12361.296631501895, '2025-07-17 17:00:00+00:00': 12380.402599861436, '2025-07-17 21:00:00+00:00': 12381.120783389451, '2025-07-17 22:00:00+00:00': 12453.52346835093, '2025-07-18 02:00:00+00:00': 12340.608128683129, '2025-07-18 09:00:00+00:00': 12368.71598222494, '2025-07-18 11:00:00+00:00': 12409.30043877027, '2025-07-18 12:00:00+00:00': 12408.178562085179, '2025-07-18 15:00:00+00:00': 12446.44539502146, '2025-07-18 17:00:00+00:00': 12458.775952944045, '2025-07-20 03:00:00+00:00': 12432.377753456209, '2025-07-20 04:00:00+00:00': 12448.224155778451, '2025-07-20 06:00:00+00:00': 12468.059190285157, '2025-07-20 08:00:00+00:00': 12448.503111753489, '2025-07-20 11:00:00+00:00': 12443.977467073115, '2025-07-20 14:00:00+00:00': 12445.049804187434, '2025-07-20 15:00:00+00:00': 12459.244406688305, '2025-07-20 21:00:00+00:00': 12544.315509180484, '2025-07-22 05:00:00+00:00': 12580.018759156446, '2025-07-23 08:00:00+00:00': 12507.315509180484, '2025-07-23 11:00:00+00:00': 12576.482117818101, '2025-07-24 00:00:00+00:00': 12583.931786440133, '2025-07-24 12:00:00+00:00': 12583.931786440133, '2025-07-24 15:00:00+00:00': 12556.760554499831, '2025-07-25 07:00:00+00:00': 12756.760554499831}]",177,COMPLETE
2,99.9162866731821,2025-08-01 18:31:33.887311,2025-08-01 18:31:34.498467,0 days 00:00:00.611156,0.025,0.1,0.065,3,0.2,48,0.01,0.04,1.0,0.3,0.55,0.6,0.0,"[{'2025-05-31 02:00:00+00:00': 10000.0, '2025-05-31 03:00:00+00:00': 9927.930500927298, '2025-05-31 06:00:00+00:00': 10284.143741055666, '2025-06-01 13:00:00+00:00': 10369.143741055666, '2025-06-02 04:00:00+00:00': 9936.643741055666, '2025-06-02 08:00:00+00:00': 10376.643741055666, '2025-06-03 02:00:00+00:00': 10474.409699585116, '2025-06-03 03:00:00+00:00': 10554.409699585116, '2025-06-04 04:00:00+00:00': 10452.953770388545, '2025-06-05 03:00:00+00:00': 10476.909699585116, '2025-06-05 04:00:00+00:00': 10469.409699585116, '2025-06-05 13:00:00+00:00': 10447.3698473557, '2025-06-05 20:00:00+00:00': 10404.8698473557, '2025-06-05 21:00:00+00:00': 10384.352946851186, '2025-06-06 02:00:00+00:00': 10526.916971544257, '2025-06-06 15:00:00+00:00': 10439.352946851186, '2025-06-07 23:00:00+00:00': 10515.112132111188, '2025-06-08 03:00:00+00:00': 10576.916971544257, '2025-06-08 16:00:00+00:00': 10564.416971544257, '2025-06-08 22:00:00+00:00': 10552.00651708804, '2025-06-09 22:00:00+00:00': 10464.50651708804, '2025-06-10 01:00:00+00:00': 10634.934566181204, '2025-06-10 02:00:00+00:00': 10602.396591804245, '2025-06-10 23:00:00+00:00': 10769.934566181204, '2025-06-11 00:00:00+00:00': 10853.778947947234, '2025-06-11 15:00:00+00:00': 10844.934566181204, '2025-06-11 16:00:00+00:00': 10867.434566181204, '2025-06-12 03:00:00+00:00': 11078.778947947234, '2025-06-12 21:00:00+00:00': 10976.278947947234, '2025-06-13 01:00:00+00:00': 10962.528947947234, '2025-06-13 02:00:00+00:00': 10997.528947947234, '2025-06-13 14:00:00+00:00': 10892.528947947234, '2025-06-15 02:00:00+00:00': 10942.528947947234, '2025-06-15 03:00:00+00:00': 10935.028947947234, '2025-06-15 15:00:00+00:00': 10875.028947947234, '2025-06-16 08:00:00+00:00': 10922.528947947234, '2025-06-16 19:00:00+00:00': 10840.028947947234, '2025-06-16 21:00:00+00:00': 10947.528947947234, '2025-06-17 00:00:00+00:00': 10930.028947947234, '2025-06-17 17:00:00+00:00': 10882.528947947234, '2025-06-19 02:00:00+00:00': 10927.528947947234, '2025-06-19 07:00:00+00:00': 10912.528947947234, '2025-06-19 08:00:00+00:00': 10845.028947947234, '2025-06-20 09:00:00+00:00': 10880.028947947234, '2025-06-20 11:00:00+00:00': 10830.028947947234, '2025-06-20 15:00:00+00:00': 10805.028947947234, '2025-06-20 18:00:00+00:00': 10895.028947947234, '2025-06-21 03:00:00+00:00': 10902.528947947234, '2025-06-21 20:00:00+00:00': 11008.778947947234, '2025-06-21 22:00:00+00:00': 11142.528947947234, '2025-06-22 10:00:00+00:00': 11205.028947947234, '2025-06-22 14:00:00+00:00': 11392.900902093475, '2025-06-23 01:00:00+00:00': 11279.650902093475, '2025-06-23 07:00:00+00:00': 11312.900902093475, '2025-06-23 09:00:00+00:00': 11249.650902093475, '2025-06-23 17:00:00+00:00': 11208.650902093475, '2025-06-23 18:00:00+00:00': 11181.650902093475, '2025-06-23 20:00:00+00:00': 11184.650902093475, '2025-06-23 23:00:00+00:00': 11121.400902093475, '2025-06-24 02:00:00+00:00': 11111.400902093475, '2025-06-24 09:00:00+00:00': 11079.400902093475, '2025-06-24 16:00:00+00:00': 11088.900902093475, '2025-06-24 21:00:00+00:00': 11064.400902093475, '2025-06-25 05:00:00+00:00': 11052.650902093475, '2025-06-25 14:00:00+00:00': 11042.650902093475, '2025-06-26 02:00:00+00:00': 11030.150902093475, '2025-06-30 19:00:00+00:00': 11117.650902093475, '2025-07-01 07:00:00+00:00': 11220.69277227071, '2025-07-01 08:00:00+00:00': 11272.535581806416, '2025-07-02 15:00:00+00:00': 11281.390038805517, '2025-07-02 17:00:00+00:00': 11375.03294674115, '2025-07-02 20:00:00+00:00': 11333.890038805517, '2025-07-02 23:00:00+00:00': 11379.959294439477, '2025-07-03 05:00:00+00:00': 11404.502682077584, '2025-07-03 13:00:00+00:00': 11375.03294674115, '2025-07-03 14:00:00+00:00': 11433.087973805106, '2025-07-03 18:00:00+00:00': 11479.08956748943, '2025-07-03 20:00:00+00:00': 11449.08956748943, '2025-07-04 08:00:00+00:00': 11464.569103813476, '2025-07-04 17:00:00+00:00': 11500.4858663796, '2025-07-04 22:00:00+00:00': 11499.006054554447, '2025-07-05 00:00:00+00:00': 11504.510692686275, '2025-07-05 19:00:00+00:00': 11448.394967865783, '2025-07-05 20:00:00+00:00': 11439.282785072572, '2025-07-06 13:00:00+00:00': 11509.7495790832, '2025-07-06 19:00:00+00:00': 11570.012089745393, '2025-07-06 21:00:00+00:00': 11565.544820905068, '2025-07-07 01:00:00+00:00': 11574.360796890884, '2025-07-07 12:00:00+00:00': 11564.983525009517, '2025-07-07 13:00:00+00:00': 11595.144940491864, '2025-07-07 14:00:00+00:00': 11599.747474466221, '2025-07-07 17:00:00+00:00': 11607.69234454595, '2025-07-07 20:00:00+00:00': 11544.7495790832, '2025-07-08 17:00:00+00:00': 11598.600210100522, '2025-07-08 18:00:00+00:00': 11794.418275031554, '2025-07-09 05:00:00+00:00': 11803.054187986572, '2025-07-09 06:00:00+00:00': 11823.509347720366, '2025-07-09 08:00:00+00:00': 11642.98144284644, '2025-07-09 10:00:00+00:00': 11834.99204814179, '2025-07-09 12:00:00+00:00': 11826.322981482523, '2025-07-09 13:00:00+00:00': 11865.033941265548, '2025-07-09 15:00:00+00:00': 11881.077911390206, '2025-07-09 20:00:00+00:00': 11838.531074566175, '2025-07-09 21:00:00+00:00': 11851.543892104417, '2025-07-10 01:00:00+00:00': 11883.463423514584, '2025-07-10 03:00:00+00:00': 11864.680686932517, '2025-07-10 06:00:00+00:00': 11882.207167606926, '2025-07-10 09:00:00+00:00': 11887.35223319405, '2025-07-10 10:00:00+00:00': 11903.485097589688, '2025-07-10 16:00:00+00:00': 11908.652579216376, '2025-07-10 18:00:00+00:00': 11917.315749830987, '2025-07-10 19:00:00+00:00': 11926.397650926498, '2025-07-10 22:00:00+00:00': 11941.016628911917, '2025-07-11 01:00:00+00:00': 11961.315407293783, '2025-07-11 06:00:00+00:00': 11978.112341855256, '2025-07-11 08:00:00+00:00': 11981.473407467605, '2025-07-11 10:00:00+00:00': 12001.118726492461, '2025-07-11 20:00:00+00:00': 11988.402391139298, '2025-07-11 23:00:00+00:00': 12024.822927550102, '2025-07-12 05:00:00+00:00': 12032.183483308962, '2025-07-12 13:00:00+00:00': 12046.538742572535, '2025-07-12 21:00:00+00:00': 12053.533200213311, '2025-07-13 17:00:00+00:00': 12064.922083069214, '2025-07-13 18:00:00+00:00': 11984.639030137805, '2025-07-13 22:00:00+00:00': 12026.694464253447, '2025-07-13 23:00:00+00:00': 12071.86512247607, '2025-07-14 05:00:00+00:00': 12068.92617609418, '2025-07-14 11:00:00+00:00': 12047.66513452908, '2025-07-14 13:00:00+00:00': 12054.194118555257, '2025-07-14 16:00:00+00:00': 12067.986398939913, '2025-07-14 19:00:00+00:00': 12090.469998841363, '2025-07-15 04:00:00+00:00': 12128.5217344874, '2025-07-15 12:00:00+00:00': 12132.217394797473, '2025-07-15 13:00:00+00:00': 12075.786570595785, '2025-07-15 15:00:00+00:00': 12180.849135276805, '2025-07-15 16:00:00+00:00': 12174.717394797473, '2025-07-15 17:00:00+00:00': 12169.373011259742, '2025-07-15 18:00:00+00:00': 12046.694118555257, '2025-07-15 20:00:00+00:00': 12162.873011259742, '2025-07-15 21:00:00+00:00': 12212.873011259742, '2025-07-15 23:00:00+00:00': 12243.886094436702, '2025-07-16 00:00:00+00:00': 12252.623011259742, '2025-07-16 13:00:00+00:00': 12165.692820068081, '2025-07-16 15:00:00+00:00': 12183.192820068081, '2025-07-16 18:00:00+00:00': 12267.942820068081, '2025-07-16 19:00:00+00:00': 12194.490624992008, '2025-07-16 20:00:00+00:00': 12234.442820068081, '2025-07-17 02:00:00+00:00': 12256.344642235388, '2025-07-17 06:00:00+00:00': 12186.344642235388, '2025-07-17 07:00:00+00:00': 12171.344642235388, '2025-07-17 08:00:00+00:00': 12160.094642235388, '2025-07-17 09:00:00+00:00': 12173.69722303699, '2025-07-17 14:00:00+00:00': 12274.338243467304, '2025-07-17 17:00:00+00:00': 12297.367274739156, '2025-07-17 21:00:00+00:00': 12297.367274739156, '2025-07-17 22:00:00+00:00': 12239.034935291347, '2025-07-18 02:00:00+00:00': 12124.034935291347, '2025-07-18 09:00:00+00:00': 12157.93624431129, '2025-07-18 11:00:00+00:00': 12206.909326811663, '2025-07-18 12:00:00+00:00': 12205.554654773705, '2025-07-18 15:00:00+00:00': 12251.761200944535, '2025-07-18 17:00:00+00:00': 12264.261200944535, '2025-07-20 03:00:00+00:00': 12234.77476439825, '2025-07-20 05:00:00+00:00': 12250.101245192953, '2025-07-20 06:00:00+00:00': 12274.066587783072, '2025-07-20 08:00:00+00:00': 12238.514203013914, '2025-07-20 09:00:00+00:00': 12260.335016333476, '2025-07-20 11:00:00+00:00': 12256.566587783072, '2025-07-20 14:00:00+00:00': 12261.599566781593, '2025-07-20 15:00:00+00:00': 12278.76724512532, '2025-07-20 21:00:00+00:00': 12353.151467139889, '2025-07-22 05:00:00+00:00': 12396.339565657623, '2025-07-22 17:00:00+00:00': 12316.151467139889, '2025-07-23 14:00:00+00:00': 12555.587940120397, '2025-07-24 01:00:00+00:00': 12544.158238731969, '2025-07-24 06:00:00+00:00': 12485.587940120397, '2025-07-24 09:00:00+00:00': 12507.158238731969, '2025-07-24 12:00:00+00:00': 12546.658238731969, '2025-07-24 15:00:00+00:00': 12416.408238731969, '2025-07-25 07:00:00+00:00': 12616.408238731969}]",213,COMPLETE
