"Date (UTC)","Timestamp (UTC)","Price"
"06-12-2025 02:00","1749693606","0.325"
"06-12-2025 03:00","1749697207","0.33"
"06-12-2025 04:00","1749700807","0.35"
"06-12-2025 05:00","1749704406","0.345"
"06-12-2025 06:00","1749708007","0.355"
"06-12-2025 07:00","1749711606","0.35"
"06-12-2025 08:00","1749715208","0.36"
"06-12-2025 09:00","1749718808","0.355"
"06-12-2025 10:00","1749722407","0.365"
"06-12-2025 11:00","1749726007","0.375"
"06-12-2025 12:00","1749729607","0.385"
"06-12-2025 13:00","1749733207","0.385"
"06-12-2025 14:00","1749736807","0.385"
"06-12-2025 15:00","1749740407","0.355"
"06-12-2025 16:00","1749744008","0.385"
"06-12-2025 17:00","1749747607","0.36"
"06-12-2025 18:00","1749751207","0.32"
"06-12-2025 19:00","1749754808","0.355"
"06-12-2025 20:00","1749758407","0.385"
"06-12-2025 21:00","1749762007","0.455"
"06-12-2025 22:00","1749765607","0.455"
"06-12-2025 23:00","1749769208","0.45"
"06-13-2025 00:00","1749772807","0.465"
"06-13-2025 01:00","1749776407","0.625"
"06-13-2025 02:00","1749780008","0.635"
"06-13-2025 03:00","1749783608","0.65"
"06-13-2025 04:00","1749787207","0.595"
"06-13-2025 05:00","1749790807","0.59"
"06-13-2025 06:00","1749794407","0.605"
"06-13-2025 08:00","1749801609","0.535"
"06-13-2025 09:00","1749805208","0.55"
"06-13-2025 10:00","1749808807","0.545"
"06-13-2025 11:00","1749812408","0.545"
"06-13-2025 12:00","1749816008","0.53"
"06-13-2025 13:00","1749819609","0.54"
"06-13-2025 14:00","1749823209","0.555"
"06-13-2025 15:00","1749826808","0.54"
"06-13-2025 16:00","1749830408","0.515"
"06-13-2025 17:00","1749834008","0.485"
"06-13-2025 18:00","1749837607","0.52"
"06-13-2025 19:00","1749841207","0.535"
"06-13-2025 20:00","1749844807","0.545"
"06-13-2025 21:00","1749848407","0.525"
"06-13-2025 22:00","1749852008","0.51"
"06-13-2025 23:00","1749855608","0.485"
"06-14-2025 00:00","1749859208","0.455"
"06-14-2025 01:00","1749862808","0.48"
"06-14-2025 02:00","1749866407","0.515"
"06-14-2025 03:00","1749870008","0.525"
"06-14-2025 04:00","1749873607","0.53"
"06-14-2025 05:00","1749877207","0.53"
"06-14-2025 06:00","1749880807","0.525"
"06-14-2025 07:00","1749884408","0.535"
"06-14-2025 08:00","1749888009","0.535"
"06-14-2025 09:00","1749891608","0.54"
"06-14-2025 10:00","1749895209","0.555"
"06-14-2025 11:00","1749898807","0.53"
"06-14-2025 12:00","1749902407","0.53"
"06-14-2025 13:00","1749906008","0.535"
"06-14-2025 14:00","1749909608","0.53"
"06-14-2025 15:00","1749913207","0.545"
"06-14-2025 16:00","1749916809","0.545"
"06-14-2025 17:00","1749920408","0.575"
"06-14-2025 18:00","1749924007","0.565"
"06-14-2025 19:00","1749927607","0.545"
"06-14-2025 20:00","1749931207","0.565"
"06-14-2025 21:00","1749934808","0.54"
"06-14-2025 22:00","1749938408","0.515"
"06-14-2025 23:00","1749942007","0.515"
"06-15-2025 00:00","1749945608","0.51"
"06-15-2025 01:00","1749949209","0.495"
"06-15-2025 02:00","1749952807","0.51"
"06-15-2025 03:00","1749956408","0.5"
"06-15-2025 04:00","1749960007","0.495"
"06-15-2025 05:00","1749963607","0.495"
"06-15-2025 06:00","1749967209","0.455"
"06-15-2025 07:00","1749970807","0.495"
"06-15-2025 08:00","1749974408","0.495"
"06-15-2025 09:00","1749978008","0.515"
"06-15-2025 10:00","1749981607","0.53"
"06-15-2025 11:00","1749985207","0.52"
"06-15-2025 12:00","1749988807","0.54"
"06-15-2025 13:00","1749992407","0.515"
"06-15-2025 14:00","1749996007","0.49"
"06-15-2025 15:00","1749999607","0.48"
"06-15-2025 16:00","1750003207","0.485"
"06-15-2025 17:00","1750006807","0.49"
"06-15-2025 18:00","1750010406","0.475"
"06-15-2025 19:00","1750014007","0.515"
"06-15-2025 20:00","1750017607","0.545"
"06-15-2025 21:00","1750021207","0.585"
"06-15-2025 22:00","1750024808","0.57"
"06-15-2025 23:00","1750028407","0.535"
"06-16-2025 00:00","1750032007","0.5"
"06-16-2025 01:00","1750035606","0.52"
"06-16-2025 02:00","1750039206","0.485"
"06-16-2025 03:00","1750042807","0.48"
"06-16-2025 04:00","1750046407","0.47"
"06-16-2025 05:00","1750050007","0.445"
"06-16-2025 06:00","1750053607","0.44"
"06-16-2025 07:00","1750057207","0.43"
"06-16-2025 08:00","1750060808","0.37"
"06-16-2025 09:00","1750064407","0.345"
"06-16-2025 10:00","1750068007","0.355"
"06-16-2025 11:00","1750071607","0.365"
"06-16-2025 12:00","1750075208","0.36"
"06-16-2025 13:00","1750078806","0.36"
"06-16-2025 14:00","1750082407","0.335"
"06-16-2025 15:00","1750086007","0.315"
"06-16-2025 16:00","1750089608","0.31"
"06-16-2025 17:00","1750093207","0.29"
"06-16-2025 18:00","1750096808","0.295"
"06-16-2025 19:00","1750100408","0.265"
"06-16-2025 20:00","1750104008","0.24"
"06-16-2025 21:00","1750107608","0.235"
"06-16-2025 22:00","1750111208","0.235"
"06-16-2025 23:00","1750114807","0.29"
"06-17-2025 00:00","1750118408","0.34"
"06-17-2025 01:00","1750122008","0.315"
"06-17-2025 02:00","1750125607","0.31"
"06-17-2025 03:00","1750129207","0.29"
"06-17-2025 04:00","1750132808","0.285"
"06-17-2025 05:00","1750136408","0.31"
"06-17-2025 06:00","1750140007","0.32"
"06-17-2025 07:00","1750143608","0.315"
"06-17-2025 08:00","1750147207","0.33"
"06-17-2025 09:00","1750150807","0.345"
"06-17-2025 10:00","1750154407","0.38"
"06-17-2025 11:00","1750158007","0.395"
"06-17-2025 12:00","1750161606","0.405"
"06-17-2025 13:00","1750165207","0.425"
"06-17-2025 14:00","1750168808","0.42"
"06-17-2025 15:00","1750172407","0.46"
"06-17-2025 16:00","1750176008","0.52"
"06-17-2025 17:00","1750179607","0.58"
"06-17-2025 18:00","1750183207","0.56"
"06-17-2025 19:00","1750186808","0.51"
"06-17-2025 20:00","1750190408","0.455"
"06-17-2025 21:00","1750194008","0.5"
"06-17-2025 22:00","1750197608","0.47"
"06-17-2025 23:00","1750201207","0.5"
"06-18-2025 00:00","1750204808","0.47"
"06-18-2025 01:00","1750208408","0.45"
"06-18-2025 02:00","1750212008","0.455"
"06-18-2025 03:00","1750215608","0.445"
"06-18-2025 04:00","1750219207","0.405"
"06-18-2025 05:00","1750222808","0.385"
"06-18-2025 06:00","1750226408","0.39"
