"Date (UTC)","Timestamp (UTC)","Price"
"05-30-2025 21:00","1748638808","0.59"
"05-30-2025 22:00","1748642407","0.68"
"05-30-2025 23:00","1748646008","0.64"
"05-31-2025 00:00","1748649607","0.65"
"05-31-2025 01:00","1748653209","0.645"
"05-31-2025 02:00","1748656807","0.615"
"05-31-2025 03:00","1748660407","0.61"
"05-31-2025 04:00","1748664008","0.625"
"05-31-2025 05:00","1748667608","0.625"
"05-31-2025 06:00","1748671206","0.62"
"05-31-2025 07:00","1748674807","0.64"
"05-31-2025 08:00","1748678407","0.64"
"05-31-2025 09:00","1748682007","0.63"
"05-31-2025 10:00","1748685607","0.62"
"05-31-2025 11:00","1748689206","0.605"
"05-31-2025 12:00","1748692807","0.605"
"05-31-2025 13:00","1748696408","0.63"
"05-31-2025 14:00","1748700008","0.64"
"05-31-2025 15:00","1748703607","0.66"
"05-31-2025 16:00","1748707207","0.655"
"05-31-2025 17:00","1748710806","0.68"
"05-31-2025 18:00","1748714407","0.68"
"05-31-2025 19:00","1748718007","0.685"
"05-31-2025 20:00","1748721607","0.7"
"05-31-2025 21:00","1748725206","0.7"
"05-31-2025 22:00","1748728806","0.705"
"05-31-2025 23:00","1748732407","0.705"
"06-01-2025 00:00","1748736007","0.7"
"06-01-2025 01:00","1748739607","0.68"
"06-01-2025 02:00","1748743206","0.67"
"06-01-2025 03:00","1748746807","0.675"
"06-01-2025 04:00","1748750407","0.67"
"06-01-2025 05:00","1748754006","0.675"
"06-01-2025 06:00","1748757607","0.665"
"06-01-2025 07:00","1748761207","0.665"
"06-01-2025 08:00","1748764807","0.67"
"06-01-2025 09:00","1748768407","0.665"
"06-01-2025 10:00","1748772006","0.645"
"06-01-2025 11:00","1748775606","0.645"
"06-01-2025 12:00","1748779207","0.655"
"06-01-2025 13:00","1748782806","0.655"
"06-01-2025 14:00","1748786407","0.655"
"06-01-2025 15:00","1748790007","0.675"
"06-01-2025 16:00","1748793607","0.675"
"06-01-2025 17:00","1748797207","0.695"
"06-01-2025 18:00","1748800806","0.685"
"06-01-2025 19:00","1748804406","0.67"
"06-01-2025 20:00","1748808007","0.695"
"06-01-2025 21:00","1748811607","0.695"
"06-01-2025 22:00","1748815206","0.705"
"06-01-2025 23:00","1748818806","0.72"
"06-02-2025 00:00","1748822406","0.725"
"06-02-2025 01:00","1748826007","0.695"
"06-02-2025 02:00","1748829606","0.7"
"06-02-2025 03:00","1748833206","0.685"
"06-02-2025 04:00","1748836806","0.66"
"06-02-2025 05:00","1748840406","0.655"
"06-02-2025 06:00","1748844006","0.665"
"06-02-2025 07:00","1748847606","0.685"
"06-02-2025 08:00","1748851207","0.69"
"06-02-2025 09:00","1748854807","0.705"
"06-02-2025 10:00","1748858406","0.65"
"06-02-2025 11:00","1748862006","0.64"
"06-02-2025 12:00","1748865607","0.62"
"06-02-2025 13:00","1748869206","0.625"
"06-02-2025 14:00","1748872807","0.615"
"06-02-2025 15:00","1748876405","0.635"
"06-02-2025 16:00","1748880007","0.65"
