"Date (UTC)","Timestamp (UTC)","$200k","$150k","$125k","$115k","$110k","$105k","$100k","$90k","$85k","$80k","$75k","$70k","$60k","$50k"
"04-30-2025 23:00","1746054006","0.013","0.0245","0.055","0.11","0.205","0.39","0.67","0.73","0.325","0.175","0.115","0.065","0.035","0.03"
"05-01-2025 00:00","1746057606","0.006","0.0245","0.055","0.13","0.195","0.39","0.655","0.725","0.32","0.175","0.115","0.065","0.035","0.0165"
"05-01-2025 01:00","1746061206","0.0065","0.0245","0.055","0.13","0.195","0.4","0.695","0.72","0.315","0.17","0.11","0.065","0.035","0.0165"
"05-01-2025 02:00","1746064805","0.0065","0.015","0.0335","0.11","0.205","0.355","0.645","0.71","0.42","0.2","0.08","0.05","0.023","0.014"
"05-01-2025 03:00","1746068405","0.006","0.014","0.0345","0.11","0.205","0.35","0.665","0.685","0.405","0.185","0.08","0.05","0.022","0.013"
"05-01-2025 04:00","1746072005","0.006","0.0135","0.0345","0.115","0.205","0.355","0.66","0.695","0.405","0.185","0.08","0.045","0.0215","0.0125"
"05-01-2025 05:00","1746075605","0.0075","0.014","0.037","0.12","0.21","0.37","0.675","0.685","0.405","0.19","0.085","0.04","0.022","0.0125"
"05-01-2025 06:00","1746079206","0.0095","0.0095","0.0345","0.125","0.22","0.39","0.695","0.665","0.375","0.18","0.08","0.04","0.017","0.0085"
"05-01-2025 07:00","1746082806","0.0045","0.009","0.043","0.13","0.22","0.385","0.675","0.68","0.405","0.19","0.085","0.045","0.017","0.0085"
"05-01-2025 08:00","1746086405","0.004","0.0085","0.0275","0.115","0.215","0.385","0.675","0.67","0.385","0.175","0.08","0.04","0.017","0.0085"
"05-01-2025 09:00","1746090005","0.0035","0.0075","0.0395","0.115","0.215","0.395","0.68","0.675","0.4","0.175","0.08","0.035","0.017","0.0085"
"05-01-2025 10:00","1746093606","0.0035","0.0075","0.0385","0.125","0.235","0.415","0.72","0.675","0.38","0.17","0.08","0.036","0.0165","0.008"
"05-01-2025 11:00","1746097205","0.0035","0.008","0.0415","0.135","0.25","0.46","0.755","0.63","0.355","0.16","0.075","0.0365","0.0125","0.0075"
"05-01-2025 12:00","1746100805","0.0035","0.011","0.039","0.135","0.245","0.48","0.755","0.625","0.36","0.165","0.08","0.038","0.0125","0.0075"
"05-01-2025 13:00","1746104406","0.0035","0.0065","0.039","0.135","0.255","0.485","0.775","0.635","0.34","0.155","0.08","0.0365","0.0115","0.0065"
"05-01-2025 14:00","1746108005","0.0035","0.0075","0.042","0.135","0.25","0.465","0.75","0.65","0.365","0.16","0.08","0.038","0.0075","0.006"
"05-01-2025 15:00","1746111605","0.0035","0.011","0.045","0.145","0.27","0.495","0.8","0.6","0.325","0.145","0.075","0.04","0.007","0.006"
"05-01-2025 16:00","1746115205","0.0035","0.0095","0.0395","0.175","0.31","0.52","0.815","0.6","0.315","0.15","0.08","0.0415","0.009","0.006"
"05-01-2025 17:00","1746118806","0.0035","0.0095","0.042","0.18","0.31","0.52","0.815","0.575","0.31","0.145","0.07","0.0415","0.009","0.006"
"05-01-2025 18:00","1746122406","0.0035","0.007","0.0415","0.165","0.29","0.5","0.79","0.6","0.32","0.15","0.07","0.0415","0.0075","0.006"
"05-01-2025 19:00","1746126006","0.0035","0.008","0.041","0.165","0.285","0.505","0.795","0.59","0.32","0.15","0.07","0.0415","0.0095","0.006"
"05-01-2025 20:00","1746129606","0.0035","0.008","0.04","0.165","0.28","0.49","0.775","0.61","0.33","0.16","0.075","0.0415","0.0095","0.007"
"05-01-2025 21:00","1746133206","0.0035","0.008","0.0375","0.16","0.28","0.48","0.765","0.62","0.33","0.16","0.065","0.042","0.01","0.0065"
"05-01-2025 22:00","1746136806","0.0035","0.0085","0.037","0.16","0.275","0.49","0.775","0.61","0.33","0.155","0.065","0.038","0.0085","0.006"
"05-01-2025 23:00","1746140406","0.0035","0.0085","0.039","0.155","0.275","0.48","0.775","0.61","0.33","0.155","0.065","0.038","0.0085","0.006"
"05-02-2025 00:00","1746144006","0.0035","0.008","0.0405","0.165","0.28","0.48","0.775","0.605","0.33","0.16","0.065","0.038","0.008","0.006"
"05-02-2025 01:00","1746147605","0.0035","0.008","0.044","0.165","0.285","0.5","0.795","0.58","0.31","0.145","0.065","0.038","0.008","0.0055"
"05-02-2025 02:00","1746151206","0.0035","0.008","0.045","0.165","0.29","0.51","0.795","0.58","0.31","0.145","0.065","0.038","0.008","0.0055"
"05-02-2025 03:00","1746154805","0.0035","0.0085","0.045","0.165","0.29","0.515","0.8","0.575","0.31","0.145","0.065","0.038","0.0085","0.0055"
"05-02-2025 04:00","1746158406","0.004","0.008","0.0445","0.17","0.295","0.52","0.81","0.575","0.3","0.145","0.065","0.0375","0.0085","0.0055"
"05-02-2025 05:00","1746162005","0.0045","0.008","0.0465","0.175","0.3","0.515","0.795","0.59","0.31","0.145","0.065","0.038","0.0085","0.0055"
"05-02-2025 06:00","1746165605","0.0045","0.007","0.0435","0.195","0.32","0.515","0.785","0.595","0.325","0.145","0.065","0.038","0.0085","0.0055"
"05-02-2025 07:00","1746169205","0.0035","0.007","0.045","0.185","0.32","0.515","0.785","0.595","0.325","0.145","0.065","0.038","0.0085","0.0055"
"05-02-2025 08:00","1746172805","0.0035","0.008","0.04","0.165","0.3","0.495","0.77","0.61","0.335","0.165","0.07","0.0375","0.0085","0.005"
"05-02-2025 09:00","1746176405","0.0035","0.0075","0.047","0.18","0.32","0.505","0.78","0.6","0.33","0.165","0.07","0.038","0.0085","0.0065"
"05-02-2025 10:00","1746180005","0.0025","0.0075","0.046","0.18","0.315","0.52","0.785","0.58","0.33","0.165","0.07","0.0385","0.0085","0.006"
"05-02-2025 11:00","1746183604","0.0025","0.0075","0.04","0.185","0.32","0.53","0.8","0.575","0.33","0.165","0.07","0.039","0.0085","0.0045"
"05-02-2025 12:00","1746187206","0.0025","0.0075","0.0405","0.175","0.315","0.53","0.805","0.565","0.31","0.15","0.065","0.039","0.008","0.0035"
"05-02-2025 13:00","1746190804","0.0035","0.0085","0.041","0.175","0.31","0.535","0.825","0.555","0.3","0.14","0.065","0.0385","0.008","0.005"
"05-02-2025 14:00","1746194405","0.004","0.01","0.042","0.17","0.305","0.515","0.795","0.565","0.305","0.14","0.065","0.041","0.008","0.005"
"05-02-2025 15:00","1746198005","0.0055","0.0145","0.049","0.175","0.33","0.56","0.84","0.515","0.265","0.13","0.065","0.039","0.0085","0.006"
"05-02-2025 16:00","1746201606","0.006","0.013","0.0445","0.17","0.3","0.545","0.83","0.525","0.28","0.13","0.06","0.039","0.0095","0.0065"
"05-02-2025 17:00","1746205205","0.0055","0.0095","0.0485","0.17","0.3","0.54","0.835","0.525","0.265","0.13","0.065","0.039","0.009","0.006"
"05-02-2025 18:00","1746208805","0.005","0.008","0.05","0.16","0.3","0.53","0.825","0.52","0.275","0.13","0.065","0.039","0.009","0.006"
"05-02-2025 19:00","1746212406","0.005","0.011","0.05","0.16","0.3","0.53","0.825","0.525","0.27","0.125","0.065","0.039","0.009","0.005"
"05-02-2025 20:00","1746216005","0.0055","0.011","0.048","0.155","0.28","0.515","0.795","0.54","0.285","0.135","0.055","0.039","0.009","0.005"
"05-02-2025 21:00","1746219606","0.0055","0.011","0.05","0.155","0.29","0.515","0.805","0.535","0.285","0.135","0.055","0.039","0.0085","0.0035"
"05-02-2025 22:00","1746223206","0.0045","0.0095","0.0445","0.14","0.27","0.5","0.78","0.555","0.295","0.135","0.065","0.0385","0.0085","0.004"
"05-02-2025 23:00","1746226806","0.0045","0.009","0.041","0.135","0.27","0.5","0.775","0.56","0.29","0.135","0.065","0.0385","0.0085","0.005"
"05-03-2025 00:00","1746230406","0.0045","0.009","0.043","0.135","0.275","0.505","0.78","0.555","0.285","0.13","0.06","0.039","0.0085","0.005"
"05-03-2025 01:00","1746234006","0.0045","0.009","0.043","0.14","0.27","0.5","0.78","0.56","0.29","0.13","0.06","0.039","0.009","0.0055"
"05-03-2025 02:00","1746237605","0.004","0.009","0.036","0.135","0.26","0.47","0.765","0.565","0.285","0.13","0.06","0.0375","0.0095","0.006"
"05-03-2025 03:00","1746241206","0.0035","0.0085","0.039","0.135","0.255","0.47","0.76","0.56","0.285","0.13","0.065","0.037","0.0095","0.005"
"05-03-2025 04:00","1746244806","0.004","0.0085","0.039","0.13","0.255","0.47","0.75","0.565","0.295","0.13","0.065","0.037","0.009","0.005"
"05-03-2025 05:00","1746248405","0.004","0.0085","0.037","0.13","0.25","0.47","0.755","0.56","0.295","0.13","0.065","0.037","0.009","0.005"
"05-03-2025 06:00","1746252007","0.0025","0.0085","0.039","0.13","0.25","0.47","0.755","0.57","0.295","0.13","0.065","0.037","0.009","0.005"
"05-03-2025 07:00","1746255605","0.0025","0.008","0.0385","0.135","0.245","0.455","0.745","0.585","0.305","0.135","0.065","0.0365","0.009","0.005"
"05-03-2025 08:00","1746259206","0.0025","0.0085","0.036","0.135","0.25","0.475","0.755","0.585","0.3","0.135","0.065","0.0365","0.009","0.005"
"05-03-2025 09:00","1746262805","0.0025","0.0085","0.036","0.13","0.25","0.475","0.75","0.585","0.3","0.135","0.065","0.0365","0.009","0.005"
"05-03-2025 10:00","1746266406","0.0025","0.009","0.036","0.13","0.25","0.47","0.745","0.585","0.3","0.135","0.065","0.0365","0.009","0.0055"
"05-03-2025 11:00","1746270005","0.0025","0.009","0.0365","0.13","0.23","0.45","0.715","0.6","0.31","0.135","0.065","0.037","0.009","0.006"
"05-03-2025 12:00","1746273606","0.0025","0.0085","0.036","0.125","0.235","0.45","0.72","0.6","0.305","0.135","0.065","0.0375","0.008","0.005"
"05-03-2025 13:00","1746277205","0.003","0.0085","0.04","0.125","0.235","0.45","0.73","0.59","0.29","0.13","0.065","0.0375","0.008","0.005"
"05-03-2025 14:00","1746280805","0.0035","0.009","0.0395","0.125","0.235","0.46","0.745","0.58","0.285","0.13","0.065","0.037","0.008","0.005"
"05-03-2025 15:00","1746284405","0.0035","0.008","0.042","0.125","0.24","0.46","0.755","0.575","0.28","0.13","0.065","0.0375","0.008","0.0055"
"05-03-2025 16:00","1746288006","0.0035","0.0065","0.0385","0.12","0.235","0.46","0.75","0.57","0.285","0.125","0.065","0.037","0.0075","0.0055"
"05-03-2025 17:00","1746291606","0.0035","0.0055","0.039","0.125","0.235","0.46","0.74","0.58","0.29","0.13","0.065","0.0375","0.0075","0.0055"
"05-03-2025 18:00","1746295206","0.0035","0.0055","0.039","0.12","0.235","0.455","0.73","0.595","0.295","0.135","0.065","0.0375","0.0075","0.0055"
"05-03-2025 19:00","1746298806","0.0035","0.0055","0.0385","0.12","0.23","0.45","0.735","0.59","0.295","0.135","0.065","0.0375","0.0075","0.006"
"05-03-2025 20:00","1746302406","0.0035","0.0055","0.0375","0.12","0.24","0.46","0.74","0.585","0.29","0.135","0.065","0.037","0.0075","0.006"
"05-03-2025 21:00","1746306006","0.0035","0.0055","0.038","0.12","0.225","0.46","0.745","0.585","0.285","0.135","0.065","0.0375","0.0075","0.006"
"05-03-2025 22:00","1746309605","0.0035","0.006","0.0365","0.125","0.225","0.46","0.745","0.585","0.29","0.135","0.065","0.0375","0.0075","0.006"
"05-03-2025 23:00","1746313205","0.0035","0.006","0.0365","0.12","0.23","0.455","0.74","0.585","0.29","0.135","0.065","0.0365","0.0075","0.006"
"05-04-2025 00:00","1746316805","0.0035","0.0065","0.038","0.115","0.225","0.44","0.725","0.6","0.295","0.135","0.065","0.0395","0.0075","0.006"
"05-04-2025 01:00","1746320406","0.0035","0.0065","0.038","0.115","0.22","0.43","0.72","0.605","0.295","0.135","0.065","0.037","0.0075","0.006"
"05-04-2025 02:00","1746324005","0.0035","0.0065","0.038","0.115","0.215","0.45","0.73","0.59","0.295","0.135","0.065","0.038","0.0075","0.006"
"05-04-2025 03:00","1746327606","0.0035","0.01","0.0385","0.115","0.22","0.43","0.715","0.6","0.3","0.135","0.065","0.0405","0.0095","0.0055"
"05-04-2025 04:00","1746331205","0.003","0.011","0.0385","0.105","0.22","0.425","0.71","0.605","0.3","0.135","0.065","0.0405","0.0095","0.0045"
"05-04-2025 05:00","1746334805","0.003","0.0075","0.038","0.095","0.215","0.425","0.71","0.605","0.285","0.135","0.065","0.04","0.0095","0.0065"
"05-04-2025 06:00","1746338405","0.003","0.007","0.038","0.105","0.22","0.435","0.725","0.595","0.285","0.135","0.065","0.0415","0.0095","0.006"
"05-04-2025 07:00","1746342005","0.003","0.0075","0.038","0.105","0.22","0.43","0.72","0.62","0.28","0.135","0.065","0.039","0.0095","0.006"
"05-04-2025 08:00","1746345605","0.0025","0.0075","0.0355","0.105","0.22","0.43","0.71","0.62","0.28","0.135","0.065","0.038","0.009","0.0055"
"05-04-2025 09:00","1746349205","0.0025","0.007","0.0355","0.105","0.21","0.42","0.695","0.63","0.29","0.145","0.065","0.038","0.009","0.0045"
"05-04-2025 10:00","1746352805","0.0025","0.0075","0.0355","0.105","0.21","0.41","0.69","0.64","0.305","0.145","0.075","0.038","0.0085","0.006"
"05-04-2025 11:00","1746356405","0.0025","0.0075","0.0355","0.095","0.21","0.41","0.69","0.64","0.3","0.145","0.075","0.043","0.0085","0.0065"
"05-04-2025 12:00","1746360005","0.0025","0.0075","0.035","0.095","0.2","0.415","0.685","0.64","0.305","0.145","0.075","0.0425","0.0085","0.006"
"05-04-2025 13:00","1746363605","0.0025","0.007","0.035","0.095","0.21","0.415","0.69","0.64","0.3","0.145","0.075","0.039","0.0085","0.0075"
"05-04-2025 14:00","1746367206","0.0035","0.006","0.0345","0.105","0.21","0.395","0.675","0.65","0.31","0.15","0.075","0.0385","0.0085","0.006"
"05-04-2025 15:00","1746370805","0.0035","0.006","0.0345","0.095","0.21","0.4","0.685","0.63","0.3","0.145","0.075","0.039","0.0085","0.005"
"05-04-2025 16:00","1746374405","0.0035","0.0055","0.032","0.095","0.2","0.39","0.68","0.64","0.3","0.145","0.075","0.039","0.0085","0.005"
"05-04-2025 17:00","1746378005","0.0035","0.006","0.033","0.105","0.205","0.395","0.67","0.655","0.32","0.155","0.075","0.0395","0.0085","0.005"
"05-04-2025 18:00","1746381605","0.0035","0.006","0.0295","0.095","0.205","0.405","0.675","0.655","0.315","0.145","0.075","0.0395","0.0085","0.0065"
"05-04-2025 19:00","1746385204","0.0035","0.0065","0.0315","0.095","0.205","0.395","0.665","0.65","0.315","0.145","0.075","0.038","0.0085","0.0065"
"05-04-2025 20:00","1746388805","0.0035","0.006","0.031","0.095","0.205","0.4","0.675","0.645","0.31","0.135","0.065","0.037","0.0085","0.0065"
"05-04-2025 21:00","1746392405","0.0035","0.0105","0.031","0.095","0.205","0.4","0.69","0.64","0.295","0.135","0.065","0.037","0.0085","0.0065"
"05-04-2025 22:00","1746396005","0.0035","0.01","0.028","0.105","0.215","0.41","0.69","0.63","0.3","0.135","0.065","0.036","0.0085","0.007"
"05-04-2025 23:00","1746399605","0.0035","0.0095","0.0325","0.095","0.19","0.37","0.64","0.675","0.335","0.155","0.075","0.0385","0.009","0.013"
"05-05-2025 00:00","1746403205","0.0035","0.009","0.033","0.09","0.175","0.34","0.61","0.705","0.375","0.18","0.08","0.0425","0.014","0.008"
"05-05-2025 01:00","1746406805","0.0035","0.009","0.033","0.095","0.18","0.365","0.635","0.68","0.35","0.17","0.075","0.0425","0.011","0.0115"
"05-05-2025 02:00","1746410405","0.0035","0.009","0.03","0.085","0.16","0.325","0.59","0.715","0.385","0.185","0.075","0.0415","0.0125","0.0105"
"05-05-2025 03:00","1746414005","0.0035","0.009","0.031","0.085","0.17","0.34","0.61","0.7","0.375","0.18","0.08","0.042","0.011","0.009"
"05-05-2025 04:00","1746417605","0.003","0.009","0.031","0.08","0.17","0.33","0.605","0.715","0.38","0.18","0.08","0.042","0.0115","0.0085"
"05-05-2025 05:00","1746421205","0.003","0.009","0.031","0.085","0.17","0.34","0.61","0.695","0.36","0.175","0.085","0.042","0.0115","0.0085"
"05-05-2025 06:00","1746424805","0.0035","0.0085","0.0315","0.08","0.18","0.36","0.635","0.685","0.35","0.165","0.075","0.04","0.0115","0.0085"
"05-05-2025 07:00","1746428405","0.0035","0.0085","0.03","0.08","0.185","0.365","0.64","0.685","0.35","0.165","0.075","0.038","0.014","0.007"
"05-05-2025 08:00","1746432005","0.0035","0.009","0.03","0.085","0.175","0.365","0.635","0.685","0.35","0.165","0.075","0.0375","0.0155","0.009"
"05-05-2025 09:00","1746435605","0.0035","0.0085","0.0295","0.085","0.175","0.36","0.625","0.695","0.355","0.165","0.075","0.0385","0.0105","0.0075"
"05-05-2025 10:00","1746439204","0.0035","0.0085","0.0275","0.075","0.17","0.365","0.63","0.695","0.35","0.17","0.075","0.038","0.0105","0.0075"
"05-05-2025 11:00","1746442805","0.0035","0.0085","0.027","0.075","0.165","0.355","0.605","0.72","0.37","0.175","0.075","0.0415","0.008","0.0065"
"05-05-2025 12:00","1746446405","0.0035","0.0085","0.027","0.075","0.155","0.335","0.6","0.725","0.38","0.175","0.075","0.0415","0.008","0.006"
"05-05-2025 13:00","1746450005","0.0035","0.0085","0.028","0.075","0.165","0.35","0.605","0.715","0.375","0.175","0.075","0.0385","0.011","0.007"
"05-05-2025 14:00","1746453606","0.0035","0.0085","0.0265","0.075","0.16","0.345","0.59","0.715","0.37","0.175","0.085","0.038","0.0095","0.007"
"05-05-2025 15:00","1746457205","0.0035","0.0085","0.027","0.075","0.155","0.335","0.59","0.735","0.375","0.185","0.085","0.037","0.0095","0.008"
"05-05-2025 16:00","1746460805","0.0035","0.0085","0.027","0.075","0.155","0.325","0.575","0.75","0.38","0.19","0.085","0.0375","0.0095","0.009"
"05-05-2025 17:00","1746464405","0.0035","0.0085","0.027","0.07","0.145","0.325","0.6","0.715","0.36","0.17","0.075","0.0375","0.0125","0.0095"
"05-05-2025 18:00","1746468006","0.0035","0.0085","0.027","0.075","0.155","0.335","0.605","0.695","0.35","0.165","0.075","0.0365","0.013","0.0095"
"05-05-2025 19:00","1746471605","0.0045","0.0095","0.0275","0.085","0.165","0.355","0.625","0.67","0.335","0.165","0.075","0.0375","0.0135","0.01"
"05-05-2025 20:00","1746475205","0.0055","0.0095","0.0275","0.095","0.155","0.345","0.605","0.695","0.335","0.155","0.075","0.0345","0.0115","0.01"
"05-05-2025 21:00","1746478805","0.0055","0.0095","0.027","0.085","0.145","0.325","0.595","0.71","0.345","0.16","0.075","0.034","0.0115","0.01"
"05-05-2025 22:00","1746482406","0.006","0.01","0.0275","0.085","0.165","0.34","0.625","0.665","0.325","0.155","0.075","0.0335","0.011","0.01"
"05-05-2025 23:00","1746486005","0.007","0.01","0.028","0.08","0.17","0.36","0.64","0.65","0.32","0.14","0.075","0.0335","0.011","0.0095"
"05-06-2025 00:00","1746489606","0.008","0.01","0.0295","0.08","0.155","0.35","0.635","0.665","0.32","0.145","0.075","0.036","0.009","0.009"
"05-06-2025 01:00","1746493205","0.01","0.01","0.0295","0.07","0.145","0.335","0.61","0.675","0.325","0.15","0.075","0.037","0.009","0.009"
"05-06-2025 02:00","1746496805","0.009","0.01","0.0295","0.07","0.145","0.325","0.59","0.685","0.325","0.15","0.075","0.035","0.0125","0.009"
"05-06-2025 03:00","1746500405","0.006","0.01","0.0295","0.065","0.145","0.325","0.59","0.69","0.35","0.155","0.075","0.034","0.0145","0.009"
"05-06-2025 04:00","1746504005","0.007","0.01","0.0295","0.075","0.145","0.33","0.595","0.675","0.34","0.15","0.075","0.034","0.014","0.009"
"05-06-2025 05:00","1746507606","0.0045","0.01","0.0295","0.075","0.145","0.33","0.61","0.68","0.335","0.15","0.075","0.034","0.0145","0.0085"
"05-06-2025 06:00","1746511205","0.0045","0.01","0.0295","0.075","0.145","0.33","0.6","0.69","0.34","0.15","0.075","0.034","0.0145","0.009"
"05-06-2025 07:00","1746514805","0.0045","0.01","0.0295","0.085","0.145","0.33","0.605","0.68","0.335","0.15","0.075","0.034","0.0145","0.009"
"05-06-2025 08:00","1746518405","0.0045","0.01","0.0275","0.075","0.145","0.33","0.605","0.68","0.335","0.15","0.075","0.034","0.0145","0.0085"
"05-06-2025 09:00","1746522005","0.0045","0.01","0.028","0.075","0.145","0.32","0.59","0.685","0.34","0.155","0.075","0.0345","0.015","0.0085"
"05-06-2025 10:00","1746525605","0.0045","0.01","0.0275","0.075","0.145","0.31","0.59","0.7","0.34","0.165","0.065","0.035","0.0145","0.009"
"05-06-2025 11:00","1746529206","0.0045","0.0095","0.026","0.075","0.145","0.305","0.57","0.705","0.345","0.175","0.065","0.035","0.0145","0.009"
"05-06-2025 12:00","1746532805","0.0045","0.009","0.025","0.075","0.13","0.305","0.565","0.715","0.36","0.17","0.065","0.0355","0.0095","0.009"
"05-06-2025 13:00","1746536405","0.0045","0.009","0.0255","0.065","0.135","0.305","0.57","0.705","0.35","0.16","0.065","0.0355","0.0095","0.009"
"05-06-2025 14:00","1746540006","0.0045","0.009","0.0225","0.065","0.135","0.29","0.545","0.735","0.37","0.17","0.075","0.0345","0.0095","0.009"
"05-06-2025 15:00","1746543605","0.0045","0.009","0.022","0.075","0.15","0.31","0.59","0.685","0.34","0.155","0.07","0.033","0.01","0.009"
"05-06-2025 16:00","1746547206","0.0045","0.009","0.022","0.075","0.165","0.335","0.615","0.665","0.33","0.145","0.065","0.033","0.0135","0.008"
"05-06-2025 17:00","1746550805","0.0045","0.0085","0.0215","0.075","0.16","0.315","0.595","0.685","0.34","0.15","0.065","0.033","0.013","0.008"
"05-06-2025 18:00","1746554406","0.0045","0.0085","0.0225","0.075","0.16","0.345","0.605","0.67","0.33","0.15","0.065","0.033","0.013","0.008"
"05-06-2025 19:00","1746558006","0.0045","0.0085","0.0215","0.075","0.155","0.345","0.64","0.645","0.32","0.14","0.065","0.033","0.013","0.008"
"05-06-2025 20:00","1746561606","0.0045","0.0085","0.0215","0.07","0.155","0.34","0.65","0.64","0.31","0.14","0.06","0.033","0.013","0.008"
"05-06-2025 21:00","1746565205","0.007","0.0085","0.0215","0.075","0.15","0.325","0.63","0.66","0.32","0.14","0.065","0.033","0.013","0.008"
"05-06-2025 22:00","1746568806","0.0065","0.0085","0.0215","0.065","0.155","0.325","0.625","0.66","0.32","0.15","0.065","0.0325","0.013","0.008"
"05-06-2025 23:00","1746572406","0.007","0.009","0.0275","0.095","0.21","0.4","0.725","0.575","0.27","0.12","0.055","0.0285","0.013","0.0085"
"05-07-2025 00:00","1746576005","0.007","0.009","0.03","0.125","0.23","0.445","0.775","0.535","0.255","0.115","0.06","0.03","0.013","0.008"
"05-07-2025 01:00","1746579606","0.0065","0.011","0.0355","0.125","0.245","0.475","0.815","0.51","0.245","0.105","0.045","0.034","0.013","0.0085"
"05-07-2025 02:00","1746583206","0.0065","0.011","0.034","0.125","0.255","0.47","0.805","0.52","0.24","0.105","0.045","0.029","0.013","0.0075"
"05-07-2025 03:00","1746586806","0.0065","0.011","0.034","0.105","0.22","0.435","0.765","0.55","0.27","0.115","0.045","0.028","0.013","0.008"
"05-07-2025 04:00","1746590406","0.0035","0.0105","0.033","0.105","0.215","0.43","0.755","0.555","0.265","0.115","0.045","0.0315","0.0115","0.008"
"05-07-2025 05:00","1746594006","0.0035","0.0105","0.033","0.105","0.205","0.43","0.755","0.555","0.26","0.115","0.045","0.031","0.012","0.008"
"05-07-2025 06:00","1746597606","0.0035","0.0105","0.0325","0.1","0.205","0.42","0.735","0.565","0.26","0.115","0.045","0.03","0.012","0.0085"
"05-07-2025 07:00","1746601206","0.0035","0.01","0.0325","0.095","0.205","0.42","0.74","0.555","0.255","0.115","0.045","0.0295","0.012","0.0085"
"05-07-2025 08:00","1746604806","0.0035","0.0115","0.033","0.1","0.21","0.44","0.765","0.53","0.235","0.115","0.045","0.0285","0.011","0.0085"
"05-07-2025 09:00","1746608406","0.0035","0.012","0.035","0.105","0.21","0.445","0.76","0.53","0.23","0.105","0.045","0.025","0.012","0.0085"
"05-07-2025 10:00","1746612006","0.0035","0.0115","0.04","0.1","0.21","0.44","0.75","0.52","0.23","0.105","0.045","0.0285","0.0115","0.0085"
"05-07-2025 11:00","1746615606","0.0035","0.0115","0.04","0.1","0.215","0.445","0.755","0.52","0.23","0.105","0.045","0.0275","0.012","0.009"
"05-07-2025 12:00","1746619206","0.0035","0.0115","0.0385","0.1","0.21","0.435","0.75","0.53","0.23","0.105","0.045","0.0275","0.0115","0.009"
"05-07-2025 13:00","1746622806","0.0035","0.0115","0.042","0.115","0.215","0.43","0.755","0.515","0.225","0.105","0.045","0.027","0.0115","0.0085"
"05-07-2025 14:00","1746626406","0.0035","0.0115","0.043","0.105","0.205","0.435","0.76","0.515","0.235","0.105","0.045","0.027","0.0115","0.0075"
"05-07-2025 15:00","1746630006","0.0035","0.011","0.0435","0.105","0.215","0.44","0.765","0.515","0.245","0.105","0.031","0.0265","0.01","0.007"
"05-07-2025 16:00","1746633606","0.0035","0.011","0.043","0.105","0.2","0.44","0.755","0.515","0.23","0.105","0.0445","0.026","0.01","0.007"
"05-07-2025 17:00","1746637207","0.0035","0.011","0.042","0.11","0.195","0.43","0.765","0.52","0.24","0.115","0.0475","0.026","0.01","0.007"
"05-07-2025 18:00","1746640806","0.0035","0.0105","0.039","0.105","0.185","0.405","0.735","0.545","0.245","0.12","0.0445","0.027","0.0115","0.0075"
"05-07-2025 19:00","1746644406","0.0035","0.0105","0.0435","0.095","0.19","0.405","0.74","0.535","0.24","0.11","0.044","0.028","0.012","0.0075"
"05-07-2025 20:00","1746648006","0.0035","0.0105","0.0395","0.09","0.185","0.385","0.715","0.555","0.25","0.12","0.045","0.027","0.012","0.0075"
"05-07-2025 21:00","1746651606","0.0035","0.0105","0.0375","0.095","0.195","0.4","0.745","0.51","0.23","0.105","0.04","0.027","0.012","0.0075"
"05-07-2025 22:00","1746655206","0.0035","0.0125","0.039","0.105","0.21","0.43","0.78","0.48","0.205","0.1","0.0415","0.027","0.012","0.0075"
"05-07-2025 23:00","1746658806","0.0035","0.0125","0.04","0.105","0.215","0.43","0.79","0.48","0.205","0.095","0.042","0.027","0.012","0.0075"
"05-08-2025 00:00","1746662406","0.0035","0.0125","0.0395","0.105","0.21","0.43","0.775","0.49","0.205","0.095","0.045","0.027","0.01","0.0075"
"05-08-2025 01:00","1746666006","0.0035","0.0125","0.0405","0.11","0.225","0.455","0.815","0.455","0.19","0.095","0.0445","0.027","0.01","0.0075"
"05-08-2025 02:00","1746669606","0.0035","0.012","0.0415","0.125","0.245","0.47","0.825","0.45","0.19","0.09","0.0415","0.027","0.01","0.0075"
"05-08-2025 03:00","1746673206","0.0035","0.012","0.043","0.13","0.27","0.53","0.875","0.395","0.155","0.085","0.039","0.026","0.01","0.0075"
"05-08-2025 04:00","1746676806","0.0035","0.0125","0.0405","0.145","0.275","0.575","0.92","0.375","0.16","0.075","0.038","0.027","0.01","0.0075"
"05-08-2025 05:00","1746680406","0.0035","0.0115","0.0425","0.15","0.285","0.575","0.905","0.39","0.165","0.075","0.0375","0.022","0.01","0.0075"
"05-08-2025 06:00","1746684006","0.0035","0.012","0.0385","0.135","0.275","0.56","0.88","0.4","0.16","0.065","0.022","0.022","0.01","0.008"
"05-08-2025 07:00","1746687606","0.0035","0.0115","0.0375","0.135","0.275","0.575","0.91","0.385","0.16","0.065","0.024","0.022","0.0095","0.0075"
"05-08-2025 08:00","1746691206","0.0035","0.014","0.0455","0.155","0.29","0.585","0.935","0.375","0.155","0.065","0.0255","0.017","0.0095","0.0065"
"05-08-2025 09:00","1746694806","0.0035","0.0145","0.0425","0.155","0.32","0.63","0.956","0.34","0.145","0.055","0.026","0.0175","0.009","0.007"
"05-08-2025 10:00","1746698406","0.0035","0.0135","0.0435","0.155","0.315","0.64","0.974","0.345","0.14","0.055","0.0275","0.0175","0.009","0.0065"
