"Date (UTC)","Timestamp (UTC)","$200k","$150k","$125k","$115k","$110k","$105k","$100k","$90k","$85k","$80k","$75k","$70k","$60k","$50k"
"05-28-2025 05:00","1748408405","0.0015","0.0025","0.013","0.2","","","","0.008","0.009","0.0025","0.0025","0.002","0.0015","0.0005"
"05-28-2025 06:00","1748412006","0.0015","0.0025","0.013","0.2","","","","0.007","0.0085","0.0025","0.0025","0.002","0.0015","0.0005"
"05-28-2025 07:00","1748415606","0.0015","0.0025","0.013","0.175","","","","0.007","0.0065","0.0025","0.0025","0.0015","0.0015","0.0005"
"05-28-2025 08:00","1748419207","0.0015","0.002","0.013","0.175","","","","0.0105","0.006","0.0025","0.0025","0.0015","0.0015","0.0005"
"05-28-2025 09:00","1748422806","0.0015","0.002","0.009","0.19","","","","0.01","0.005","0.0025","0.002","0.0015","0.0015","0.001"
"05-28-2025 10:00","1748426406","0.0015","0.002","0.008","0.17","","","","0.008","0.0045","0.0025","0.002","0.0015","0.0015","0.0005"
"05-28-2025 11:00","1748430007","0.0015","0.002","0.0085","0.155","","","","0.0085","0.004","0.0025","0.002","0.0015","0.0015","0.0005"
"05-28-2025 12:00","1748433607","0.0005","0.0025","0.0055","0.17","","","","0.0075","0.004","0.003","0.002","0.0015","0.0015","0.0005"
"05-28-2025 13:00","1748437206","0.0005","0.002","0.0065","0.17","","","","0.009","0.004","0.003","0.002","0.0015","0.0015","0.0005"
"05-28-2025 14:00","1748440806","0.0005","0.002","0.007","0.13","","","","0.012","0.004","0.0035","0.002","0.0015","0.0015","0.0005"
"05-28-2025 15:00","1748444408","0.0005","0.002","0.0045","0.095","","","","0.013","0.005","0.0035","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 16:00","1748448007","0.0005","0.0025","0.0055","0.085","","","","0.012","0.006","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 17:00","1748451607","0.0005","0.0025","0.0055","0.085","","","","0.013","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 18:00","1748455208","0.0005","0.0015","0.004","0.095","","","","0.0105","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 19:00","1748458806","0.0005","0.0015","0.0045","0.095","","","","0.0095","0.0055","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 20:00","1748462406","0.0005","0.0015","0.004","0.075","","","","0.01","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 21:00","1748466007","0.0005","0.0015","0.004","0.08","","","","0.012","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 22:00","1748469606","0.0005","0.0015","0.0055","0.085","","","","0.0115","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-28-2025 23:00","1748473207","0.0005","0.0015","0.004","0.08","","","","0.011","0.005","0.003","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 00:00","1748476807","0.0005","0.0015","0.0045","0.09","","","","0.01","0.004","0.003","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 01:00","1748480407","0.0005","0.0015","0.004","0.105","","","","0.0105","0.004","0.003","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 02:00","1748484007","0.0005","0.0015","0.004","0.1","","","","0.01","0.003","0.003","0.0025","0.0015","0.0015","0.0005"
"05-29-2025 03:00","1748487607","0.0005","0.0015","0.004","0.11","","","","0.0095","0.003","0.003","0.0025","0.0015","0.0015","0.0005"
"05-29-2025 04:00","1748491206","0.0005","0.0015","0.004","0.095","","","","0.005","0.0025","0.003","0.0025","0.0015","0.0015","0.0005"
"05-29-2025 05:00","1748494806","0.0005","0.0015","0.0035","0.075","","","","0.0045","0.0025","0.0025","0.0025","0.0015","0.0005","0.0005"
"05-29-2025 06:00","1748498406","0.0005","0.0005","0.004","0.07","","","","0.004","0.003","0.002","0.002","0.001","0.001","0.0005"
"05-29-2025 07:00","1748502008","0.0005","0.0005","0.0025","0.065","","","","0.0035","0.0025","0.002","0.0015","0.001","0.001","0.0005"
"05-29-2025 08:00","1748505607","0.0005","0.0005","0.0025","0.075","","","","0.006","0.003","0.002","0.0015","0.001","0.001","0.0005"
"05-29-2025 09:00","1748509206","0.0005","0.0005","0.0035","0.095","","","","0.0045","0.002","0.0015","0.0015","0.001","0.0015","0.0005"
"05-29-2025 10:00","1748512807","0.0005","0.0005","0.003","0.095","","","","0.0045","0.0035","0.0015","0.0015","0.0005","0.0015","0.0005"
"05-29-2025 11:00","1748516406","0.0005","0.0005","0.003","0.095","","","","0.0035","0.0025","0.0015","0.0015","0.001","0.0015","0.0005"
"05-29-2025 12:00","1748520007","0.0005","0.0005","0.0045","0.095","","","","0.0035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 13:00","1748523607","0.0005","0.0005","0.004","0.065","","","","0.0055","0.002","0.0015","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 14:00","1748527206","0.0005","0.0005","0.0025","0.045","","","","0.004","0.002","0.0015","0.0015","0.0015","0.0015","0.0005"
"05-29-2025 15:00","1748530807","0.0005","0.0015","0.0035","0.0645","","","","0.006","0.0025","0.0015","0.0015","0.0015","0.001","0.0005"
"05-29-2025 16:00","1748534406","0.0005","0.0015","0.0045","0.042","","","","0.006","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 17:00","1748538007","0.0005","0.0015","0.0035","0.034","","","","0.0085","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 18:00","1748541606","0.0005","0.0015","0.005","0.025","","","","0.015","0.0025","0.003","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 19:00","1748545206","0.0005","0.0015","0.003","0.024","","","","0.017","0.0025","0.002","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 20:00","1748548807","0.0005","0.0015","0.0015","0.0115","","","","0.0175","0.0025","0.002","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 21:00","1748552407","0.0005","0.0015","0.0015","0.015","","","","0.015","0.0025","0.002","0.0015","0.0015","0.0005","0.0005"
"05-29-2025 22:00","1748556007","0.0005","0.0015","0.002","0.016","","","","0.01","0.0015","0.0025","0.002","0.0015","0.001","0.0005"
"05-29-2025 23:00","1748559607","0.0005","0.0015","0.0015","0.018","","","","0.01","0.002","0.002","0.002","0.0015","0.001","0.0005"
"05-30-2025 00:00","1748563207","0.0005","0.0005","0.002","0.015","","","","0.01","0.002","0.0025","0.002","0.0015","0.001","0.0005"
"05-30-2025 01:00","1748566807","0.0005","0.0005","0.002","0.012","","","","0.0105","0.002","0.0025","0.002","0.001","0.001","0.0005"
"05-30-2025 02:00","1748570406","0.0005","0.0005","0.004","0.0145","","","","0.011","0.002","0.0025","0.002","0.0015","0.0015","0.0005"
"05-30-2025 03:00","1748574006","0.0005","0.001","0.0025","0.0165","","","","0.0085","0.002","0.0025","0.002","0.0015","0.0005","0.0005"
"05-30-2025 04:00","1748577607","0.0005","0.001","0.0025","0.017","","","","0.0075","0.0015","0.002","0.0015","0.0005","0.0005","0.0005"
"05-30-2025 05:00","1748581207","0.0005","0.0005","0.0025","0.012","","","","0.0075","0.0015","0.002","0.0015","0.0005","0.0005","0.0005"
"05-30-2025 06:00","1748584808","0.0005","0.0005","0.0015","0.0175","","","","0.007","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005"
"05-30-2025 07:00","1748588406","0.0005","0.0005","0.0015","0.012","","","","0.011","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005"
"05-30-2025 08:00","1748592007","0.0005","0.0005","0.0015","0.0075","","","","0.0195","0.0015","0.0015","0.0015","0.001","0.0005","0.0005"
"05-30-2025 09:00","1748595608","0.0005","0.0005","0.0015","0.009","","","","0.018","0.0015","0.0015","0.0015","0.001","0.0005","0.0005"
"05-30-2025 10:00","1748599207","0.0005","0.0015","0.0015","0.009","","","","0.021","0.0015","0.0015","0.0015","0.001","0.0005","0.0005"
"05-30-2025 11:00","1748602807","0.0005","0.0025","0.0015","0.0075","","","","0.0195","0.002","0.002","0.002","0.0015","0.0005","0.0005"
"05-30-2025 12:00","1748606407","0.0005","0.002","0.002","0.0075","","","","0.0195","0.002","0.002","0.002","0.0015","0.0005","0.0005"
"05-30-2025 13:00","1748610007","0.0005","0.002","0.002","0.009","","","","0.019","0.002","0.0025","0.002","0.0015","0.0005","0.0005"
"05-30-2025 14:00","1748613608","0.0005","0.0015","0.0015","0.0065","","","","0.0205","0.0015","0.0015","0.002","0.002","0.0005","0.0005"
"05-30-2025 15:00","1748617207","0.0005","0.002","0.0025","0.0045","","","","0.0205","0.002","0.0015","0.002","0.002","0.0005","0.0005"
"05-30-2025 16:00","1748620807","0.0005","0.002","0.003","0.0055","","","","0.02","0.002","0.0015","0.002","0.0015","0.0005","0.0005"
"05-30-2025 17:00","1748624408","0.0005","0.002","0.002","0.006","","","","0.024","0.003","0.0015","0.003","0.002","0.0005","0.0005"
"05-30-2025 18:00","1748628008","0.0005","0.0015","0.002","0.007","","","","0.023","0.002","0.0015","0.0015","0.0015","0.0005","0.0005"
"05-30-2025 19:00","1748631607","0.0005","0.002","0.002","0.0075","","","","0.018","0.002","0.001","0.0005","0.0015","0.0005","0.0005"
"05-30-2025 20:00","1748635208","0.0005","0.0015","0.002","0.009","","","","0.017","0.003","0.0015","0.0015","0.0015","0.0005","0.0005"
"05-30-2025 21:00","1748638808","0.0005","0.0005","0.002","0.0055","","","","0.016","0.003","0.0015","0.001","0.0015","0.0005","0.0005"
"05-30-2025 22:00","1748642407","0.0005","0.0005","0.0025","0.004","","","","0.0095","0.0035","0.0015","0.0005","0.001","0.0005","0.0005"
"05-30-2025 23:00","1748646008","0.0005","0.0015","0.002","0.0025","","","","0.008","0.002","0.0015","0.0005","0.001","0.0005","0.0005"
"05-31-2025 00:00","1748649607","0.0005","0.0015","0.002","0.0035","","","","0.0085","0.002","0.0015","0.0005","0.0015","0.0005","0.0005"
"05-31-2025 01:00","1748653209","0.0005","0.001","0.0015","0.0035","","","","0.01","0.0015","0.0015","0.0005","0.001","0.0005","0.0005"
"05-31-2025 02:00","1748656807","0.0005","0.001","0.0015","0.003","","","","0.007","0.0015","0.001","0.0005","0.001","0.0005","0.0005"
"05-31-2025 03:00","1748660407","0.0005","0.0005","0.0015","0.0005","","","","0.011","0.0015","0.001","0.0005","0.0015","0.0005","0.0005"
"05-31-2025 04:00","1748664008","0.0005","0.0015","0.0015","0.0015","","","","0.0095","0.002","0.0005","0.0005","0.001","0.0005","0.0005"
"05-31-2025 05:00","1748667608","0.0005","0.0005","0.0005","0.0035","","","","0.0085","0.0015","0.0005","0.0005","0.001","0.0005","0.0005"
"05-31-2025 06:00","1748671206","0.0005","0.0005","0.0015","0.0015","","","","0.0075","0.0015","0.001","0.0005","0.001","0.0005","0.0005"
"05-31-2025 07:00","1748674807","0.0005","0.0005","0.001","0.002","","","","0.0085","0.0015","0.001","0.0005","0.001","0.0005","0.0005"
"05-31-2025 08:00","1748678407","0.0005","0.0015","0.0015","0.0015","","","","0.0075","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 09:00","1748682007","0.0005","0.001","0.0015","0.0015","","","","0.0055","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 10:00","1748685607","0.0005","0.0005","0.0015","0.002","","","","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 11:00","1748689206","0.0005","0.0015","0.0015","0.0015","","","","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 12:00","1748692807","0.0005","0.0015","0.002","0.0015","","","","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 13:00","1748696408","0.0005","0.0005","0.0015","0.001","","","","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 14:00","1748700008","0.0005","0.0005","0.0005","0.0005","","","","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 15:00","1748703607","0.0005","0.0005","0.0015","0.001","","","","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 16:00","1748707207","0.0005","0.0005","0.0015","0.0015","","","","0.003","0.001","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 17:00","1748710806","0.0005","0.0005","0.001","0.0025","","","","0.0025","0.001","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 18:00","1748714407","0.0005","0.0005","0.001","0.001","","","","0.0025","0.001","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 19:00","1748718007","0.0005","0.0005","0.001","0.0025","","","","0.0025","0.001","0.0005","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 20:00","1748721607","0.0005","0.0005","0.0005","0.001","","","","0.002","0.001","0.001","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 21:00","1748725206","0.0005","0.0005","0.0015","0.002","","","","0.0015","0.001","0.001","0.0005","0.0005","0.0005","0.0005"
"05-31-2025 22:00","1748728806","0.0005","0.0005","0.001","0.001","","","","0.0015","0.0005","0.001","0.0005","0.001","0.0005","0.0005"
"05-31-2025 23:00","1748732407","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.001","0.0005","0.0005"
"06-01-2025 00:00","1748736007","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"06-01-2025 01:00","1748739607","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.001","0.0005","0.0005"
"06-01-2025 02:00","1748743206","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.001","0.0005","0.0005"
"06-01-2025 03:00","1748746807","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"06-01-2025 04:00","1748750407","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"06-01-2025 05:00","1748754006","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"06-01-2025 06:00","1748757607","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"06-01-2025 07:00","1748761207","0.0005","","0.0005","0.0005","","","","0.0005","","0.0005","","0.0005","0.0005","0.0005"
