unix_sec,timestamp,poly_prob,barrier_prob,F,divergence
1751306407.0,2025-06-30 18:00:00+00:00,0.5,0.31870949954656375,2485.82,0.18129050045343625
1751310007.0,2025-06-30 19:00:00+00:00,0.39,0.3562669120155218,2515.71,0.033733087984478216
1751313607.0,2025-06-30 20:00:00+00:00,0.42,0.33522831686931764,2502.96,0.08477168313068234
1751317207.0,2025-06-30 21:00:00+00:00,0.4,0.3172150290857879,2487.72,0.08278497091421211
1751320807.0,2025-06-30 22:00:00+00:00,0.38,0.3206305677185082,2490.44,0.05936943228149183
1751324407.0,2025-06-30 23:00:00+00:00,0.38,0.3078672803462402,2485.47,0.07213271965375978
1751328008.0,2025-07-01 00:00:00+00:00,0.37,0.3158396869723247,2493.35,0.05416031302767532
1751331607.0,2025-07-01 01:00:00+00:00,0.38,0.3060386109658484,2488.78,0.07396138903415161
1751335207.0,2025-07-01 02:00:00+00:00,0.38,0.29921104776438606,2483.54,0.08078895223561394
1751338808.0,2025-07-01 03:00:00+00:00,0.37,0.3011299356752308,2485.42,0.06887006432476922
1751342407.0,2025-07-01 04:00:00+00:00,0.37,0.27153300327946706,2460.9,0.09846699672053294
1751346007.0,2025-07-01 05:00:00+00:00,0.34,0.2729581430379874,2461.54,0.06704185696201265
1751349607.0,2025-07-01 06:00:00+00:00,0.33,0.26722991069549507,2459.67,0.06277008930450495
1751353207.0,2025-07-01 07:00:00+00:00,0.325,0.272653848374918,2465.03,0.052346151625081994
1751356807.0,2025-07-01 08:00:00+00:00,0.325,0.2603718757881293,2453.22,0.0646281242118707
1751360406.0,2025-07-01 09:00:00+00:00,0.33,0.25631999795795257,2456.86,0.07368000204204744
1751364007.0,2025-07-01 10:00:00+00:00,0.32,0.2552047143631241,2455.94,0.06479528563687592
1751367607.0,2025-07-01 11:00:00+00:00,0.315,0.2476486158840889,2449.06,0.0673513841159111
1751371207.0,2025-07-01 12:00:00+00:00,0.31,0.23310318374469507,2437.35,0.07689681625530492
1751374806.0,2025-07-01 13:00:00+00:00,0.285,0.23965961618987858,2443.47,0.0453403838101214
1751378407.0,2025-07-01 14:00:00+00:00,0.29,0.21286287983531682,2419.94,0.07713712016468316
1751382007.0,2025-07-01 15:00:00+00:00,0.275,0.22392661895935706,2423.54,0.05107338104064296
1751385606.0,2025-07-01 16:00:00+00:00,0.275,0.22462809855566662,2424.58,0.0503719014443334
1751389207.0,2025-07-01 17:00:00+00:00,0.28,0.23232307994546744,2432.26,0.047676920054532584
1751392807.0,2025-07-01 18:00:00+00:00,0.28,0.20299140960177287,2410.14,0.07700859039822716
