trade_id,strike,entry_time,exit_time,trade_type,entry_poly_prob,exit_poly_prob,divergence_at_entry,divergence_at_exit,units,investment_amount,pnl,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot
28,100000.0,2025-06-03 04:00:00+00:00,2025-06-03 05:00:00+00:00,YES,0.62,0.635,-0.0435307613477746,-0.0265896951549166,297.3032077625871,184.327988812804,-6.733917655822609,convergence,9980.409503724279,10162.633490749766
30,100000.0,2025-06-03 08:00:00+00:00,2025-06-03 09:00:00+00:00,YES,0.635,0.645,-0.0424635872965344,-0.0280770670747094,278.0866077536466,176.5849959235656,-7.897659660203544,convergence,9972.511844064074,9980.409503724279
29,115000.0,2025-06-03 04:00:00+00:00,2025-06-03 16:00:00+00:00,YES,0.425,0.475,-0.0410025165861343,-0.0228101408340464,400.8910779432626,170.3787081258866,9.220494792695035,convergence,9403.907135221049,9972.775662272577
31,110000.0,2025-06-03 14:00:00+00:00,2025-06-03 16:00:00+00:00,YES,0.695,0.75,-0.0963247927100189,-0.0273554013141795,575.8993622168348,400.25005674070013,6.709227569826169,convergence,9822.873921233795,9972.511844064074
32,100000.0,2025-06-03 15:00:00+00:00,2025-06-03 16:00:00+00:00,YES,0.565,0.58,-0.083125151652635,-0.0182365149140294,586.0601676475015,331.12399472083837,-11.340264243979163,convergence,10152.59137155228,9560.254285621153
33,110000.0,2025-06-03 17:00:00+00:00,2025-06-03 20:00:00+00:00,YES,0.705,0.735,-0.0722073227696257,0.0005947790418401,433.26917382611845,305.4547675474135,-5.7191530945047475,convergence,9840.706703873188,10152.59137155228
34,115000.0,2025-06-03 17:00:00+00:00,2025-06-04 10:00:00+00:00,YES,0.425,0.425,-0.072514467829802,-0.0208643242193381,699.407229205229,297.2480724122223,-17.834884344733382,convergence,9837.404072523554,9837.972960978444
35,110000.0,2025-06-03 22:00:00+00:00,2025-06-04 10:00:00+00:00,YES,0.665,0.695,-0.069053354993798,-0.0094727627368716,425.7730660478716,283.1390889218346,-4.598349113317056,convergence,10124.438984999726,9840.706703873188
22,120000.0,2025-06-02 13:00:00+00:00,2025-06-04 14:00:00+00:00,YES,0.185,0.205,-0.0669660836081486,-0.0277668632147649,1550.2512566094529,286.7964824727488,12.867085429858378,max_hold,10432.706447376515,10278.509968751428
36,110000.0,2025-06-04 15:00:00+00:00,2025-06-04 16:00:00+00:00,YES,0.65,0.67,-0.0500542674455674,-0.0237220566517361,334.74453762697397,217.5839494575331,-6.56099293748872,convergence,9999.190982354461,10432.706447376515
37,115000.0,2025-06-04 15:00:00+00:00,2025-06-04 16:00:00+00:00,YES,0.395,0.41,-0.0465422722279784,-0.0234276783987388,501.1932559051153,197.97133608252054,-4.5859182915318115,convergence,10198.515540227925,10208.594979435256
39,95000.0,2025-06-04 16:00:00+00:00,2025-06-04 17:00:00+00:00,YES,0.345,0.345,-0.0440837676982441,-0.0134923861970933,542.9818719110391,187.32874580930846,-11.239724748558473,convergence,10187.275815479366,10198.515540227925
41,95000.0,2025-06-05 01:00:00+00:00,2025-06-05 02:00:00+00:00,YES,0.345,0.365,-0.0404239832200857,-0.0200738389210389,488.3656391710411,168.48614551400917,-0.6348753309223412,convergence,10002.504771548356,10003.139646879277
42,110000.0,2025-06-05 04:00:00+00:00,2025-06-05 06:00:00+00:00,YES,0.645,0.615,-0.0427368126840914,-0.0297828308262702,276.146752450512,178.11465533058023,-18.722749816144727,convergence,9983.782021732211,10002.504771548356
43,110000.0,2025-06-05 07:00:00+00:00,2025-06-05 09:00:00+00:00,YES,0.6,0.615,-0.0445420311536107,-0.0290588438737235,308.8180068353157,185.29080410118942,-6.624146246617528,convergence,9977.157875485593,9983.782021732211
38,120000.0,2025-06-04 15:00:00+00:00,2025-06-05 13:00:00+00:00,YES,0.205,0.2,-0.0519470818974454,-0.022805969532053,1056.3296041656163,216.5475688539513,-18.11605271144029,convergence,9826.271320917785,10004.68450327026
45,95000.0,2025-06-05 13:00:00+00:00,2025-06-05 14:00:00+00:00,YES,0.305,0.355,-0.0427585158442024,-0.0228558257649067,573.9846693509492,175.0653241520395,17.33433701439867,convergence,9458.343581544863,9826.271320917785
46,100000.0,2025-06-05 13:00:00+00:00,2025-06-05 14:00:00+00:00,YES,0.595,0.665,-0.0930647231596084,-0.0250898534108927,628.6400854814742,374.0408508614771,20.242210752503524,convergence,9863.847868684688,9645.954037041185
40,115000.0,2025-06-04 18:00:00+00:00,2025-06-05 16:00:00+00:00,YES,0.385,0.345,-0.0421167697731506,0.0002521288574264,464.34540058022674,178.7729792233873,-28.742980295916055,convergence,9763.110419802882,10187.275815479366
44,110000.0,2025-06-05 12:00:00+00:00,2025-06-05 16:00:00+00:00,YES,0.615,0.605,-0.0830980460830335,0.0290450271159703,561.708892218701,345.4509687145011,-26.175634377391475,convergence,10092.749283201427,9977.157875485593
47,120000.0,2025-06-05 14:00:00+00:00,2025-06-05 16:00:00+00:00,YES,0.175,0.175,-0.060504709687404,-0.0210795765683644,1420.9744087987758,248.67052153978574,-14.920231292387143,convergence,10333.95968909502,9863.847868684688
50,110000.0,2025-06-05 17:00:00+00:00,2025-06-05 19:00:00+00:00,YES,0.525,0.525,-0.0414773750926006,0.029173463170137,318.63723534821395,167.28454855781234,-10.037072913468762,convergence,9503.74605133935,9679.564235740958
51,115000.0,2025-06-05 17:00:00+00:00,2025-06-05 19:00:00+00:00,YES,0.305,0.285,-0.0406306378773859,-0.0106904499234692,527.7132309028743,160.95253542537668,-19.894788805038388,convergence,9649.63237402245,9507.261150726412
48,90000.0,2025-06-05 16:00:00+00:00,2025-06-05 21:00:00+00:00,YES,0.165,0.315,-0.0618033408147531,0.0021626645155328,1612.8111935127763,266.1138469296081,218.69719784033254,take_profit,9346.582135047716,10333.95968909502
54,115000.0,2025-06-05 20:00:00+00:00,2025-06-05 21:00:00+00:00,YES,0.255,0.225,-0.0403279231002605,-0.0204901084504427,593.6983629859124,151.39308256140765,-26.360207316574503,convergence,9476.156802769392,9009.722549908138
