trade_id,strike,entry_time,exit_time,trade_type,entry_poly_prob,exit_poly_prob,divergence_at_entry,divergence_at_exit,units,investment_amount,pnl,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot
14,110000.0,2025-06-01 16:00:00+00:00,2025-06-01 17:00:00+00:00,YES,0.675,0.695,-0.0507418524517873,-0.0270309607991584,330.69668682088866,223.22026360409984,-6.977700091920752,convergence,10550.946513630188,10557.924213722108
17,120000.0,2025-06-01 17:00:00+00:00,2025-06-01 18:00:00+00:00,YES,0.265,0.275,-0.0461588495567692,-0.0233708749540338,726.5054957837594,192.52395638269627,-4.504334073859297,convergence,10005.65622571657,10010.160559790429
15,90000.0,2025-06-01 17:00:00+00:00,2025-06-01 19:00:00+00:00,YES,0.205,0.22,-0.0641051812263166,-0.0233920472547395,1374.7364600923506,281.82097431893186,3.0931570352078097,convergence,10299.024986300277,10550.946513630188
16,95000.0,2025-06-01 17:00:00+00:00,2025-06-02 02:00:00+00:00,YES,0.405,0.39,-0.0568884279290484,-0.0272408420659054,600.5282279545941,243.21393232161063,-23.330521656036012,convergence,10337.067289037537,10260.670910081688
18,110000.0,2025-06-02 01:00:00+00:00,2025-06-02 06:00:00+00:00,YES,0.695,0.665,-0.0427913126529037,-0.0255601453953937,264.21390779906625,183.62866592035104,-18.706344672173884,convergence,10144.757871590953,10299.024986300277
21,90000.0,2025-06-02 09:00:00+00:00,2025-06-02 10:00:00+00:00,YES,0.205,0.23,-0.040066507988203,-0.0147498033233479,826.1484193099272,169.36042595853507,9.872473610753673,convergence,10154.630345201707,10144.757871590953
19,120000.0,2025-06-02 02:00:00+00:00,2025-06-02 13:00:00+00:00,YES,0.255,0.185,-0.0408705510341063,-0.0669660836081486,690.3294708816986,176.03401507483315,-57.43541197735733,stop_loss,10278.509968751428,10337.067289037537
23,110000.0,2025-06-02 14:00:00+00:00,2025-06-02 15:00:00+00:00,YES,0.615,0.635,-0.0518073567358781,-0.0229463998524406,350.4055013251911,215.4993833149925,-6.132096273190825,convergence,9976.977495531306,9983.109591804498
20,115000.0,2025-06-02 04:00:00+00:00,2025-06-02 16:00:00+00:00,YES,0.42,0.385,-0.041625589686353,-0.0260770495527322,419.38410343341394,176.14132344203384,-24.806569718086422,convergence,10133.596488958514,10155.75225351046
25,100000.0,2025-06-02 22:00:00+00:00,2025-06-02 23:00:00+00:00,NO,0.685,0.635,0.0463530416397882,-0.0034200067956691,608.0234878664418,191.52739867792914,17.99749524084669,convergence,9934.623040531176,9916.625545290328
26,95000.0,2025-06-02 23:00:00+00:00,2025-06-03 01:00:00+00:00,YES,0.37,0.34,-0.0574631711174739,-0.0187397477647436,642.8771889252724,237.86455990235078,-32.979599791866434,convergence,9901.64344073931,9934.623040531176
24,115000.0,2025-06-02 19:00:00+00:00,2025-06-03 02:00:00+00:00,YES,0.375,0.47,-0.0498898258321113,-0.0127411871302007,561.7370709855944,210.6514016195979,39.12498699414664,convergence,10157.739371401642,10133.596488958514
27,95000.0,2025-06-03 02:00:00+00:00,2025-06-03 03:00:00+00:00,YES,0.335,0.365,-0.0430418599171817,-0.0127151458503333,543.791038680486,182.16999795796283,4.894119348124349,convergence,10162.633490749766,10157.739371401642
