MIN_DIV,FIXED_TRADE_PCT,MAX_HOLD_HOURS,STOP_LOSS_PCT,TAKE_PROFIT_PCT,TRAIL_PCT,CONVERGENCE_THRESHOLD,MAX_POSITION_PCT
0.04,0.05,48,0.25,0.8,0.5,0.03,0.15
