unix_sec,timestamp,poly_prob,barrier_prob,F,divergence
1746054006.0,2025-04-30 23:00:00+00:00,0.73,0.6993552527806205,94172.0,0.030644747219379487
1746057606.0,2025-05-01 00:00:00+00:00,0.725,0.68238282776987,94405.47,0.04261717223012995
1746061206.0,2025-05-01 01:00:00+00:00,0.72,0.6669494800931434,94636.51,0.05305051990685661
1746064805.0,2025-05-01 02:00:00+00:00,0.71,0.6535215237967419,94867.46,0.05647847620325808
1746068405.0,2025-05-01 03:00:00+00:00,0.685,0.6581077038232467,94782.6,0.026892296176753372
1746072005.0,2025-05-01 04:00:00+00:00,0.695,0.6528968219478892,94860.51,0.042103178052110724
1746075605.0,2025-05-01 05:00:00+00:00,0.685,0.6296506531217441,95147.96,0.05534934687825599
1746079206.0,2025-05-01 06:00:00+00:00,0.665,0.6525467785947625,94888.85,0.012453221405237525
1746082806.0,2025-05-01 07:00:00+00:00,0.68,0.6422711975372818,95025.84,0.03772880246271826
1746086405.0,2025-05-01 08:00:00+00:00,0.67,0.6307099845803399,95210.16,0.03929001541966015
1746090005.0,2025-05-01 09:00:00+00:00,0.675,0.6095918045750093,95520.99,0.06540819542499077
1746093606.0,2025-05-01 10:00:00+00:00,0.675,0.5840719973375796,96169.01,0.0909280026624204
1746097205.0,2025-05-01 11:00:00+00:00,0.63,0.5831789300404695,96180.01,0.046821069959530504
1746100805.0,2025-05-01 12:00:00+00:00,0.625,0.5707319774418675,96373.2,0.054268022558132456
1746104406.0,2025-05-01 13:00:00+00:00,0.635,0.6017817199477414,95809.52,0.033218280052258575
1746108005.0,2025-05-01 14:00:00+00:00,0.65,0.5446465244799519,96827.99,0.10535347552004815
1746111605.0,2025-05-01 15:00:00+00:00,0.6,0.5424744243320534,96854.3,0.05752557566794658
1746115205.0,2025-05-01 16:00:00+00:00,0.6,0.5343841112999591,97007.14,0.06561588870004087
1746118806.0,2025-05-01 17:00:00+00:00,0.575,0.5430572176333697,96794.17,0.031942782366630285
