unix_sec,timestamp,poly_prob,barrier_prob,F,divergence
1753354810.0,2025-07-24 11:00:00+00:00,0.5,0.014677856767204515,118600.0,0.4853221432327955
1753358409.0,2025-07-24 12:00:00+00:00,0.085,0.019318313190452224,118531.42,0.06568168680954778
1753362008.0,2025-07-24 13:00:00+00:00,0.07,0.017542030174031484,118227.48,0.05245796982596852
1753365608.0,2025-07-24 14:00:00+00:00,0.05,0.009821638590253826,119057.11,0.04017836140974618
1753369209.0,2025-07-24 15:00:00+00:00,0.09,0.014940872205124545,119092.65,0.07505912779487545
1753372809.0,2025-07-24 16:00:00+00:00,0.045,0.016567411521037554,118529.97,0.028432588478962444
1753376409.0,2025-07-24 17:00:00+00:00,0.065,0.010030882627637735,119122.94,0.054969117372362264
1753380010.0,2025-07-24 18:00:00+00:00,0.05,0.008046505357602634,119044.29,0.041953494642397365
1753383609.0,2025-07-24 19:00:00+00:00,0.05,0.00632429967876743,118943.42,0.04367570032123257
1753387209.0,2025-07-24 20:00:00+00:00,0.05,0.005134419921403931,118722.02,0.04486558007859607
1753390808.0,2025-07-24 21:00:00+00:00,0.05,0.003942061862817052,118527.52,0.04605793813718295
1753394409.0,2025-07-24 22:00:00+00:00,0.045,0.0029765103123881665,118280.01,0.04202348968761183
1753398009.0,2025-07-24 23:00:00+00:00,0.05,0.0016737258295274574,118340.99,0.04832627417047255
1753401609.0,2025-07-25 00:00:00+00:00,0.05,0.0015101438868691786,117664.56,0.04848985611313082
1753405209.0,2025-07-25 01:00:00+00:00,0.065,0.0009231736139278721,117359.26,0.06407682638607214
1753408809.0,2025-07-25 02:00:00+00:00,0.065,0.0009640081576470196,116353.67,0.06403599184235298
1753412409.0,2025-07-25 03:00:00+00:00,0.075,0.0273078369103862,115419.66,0.0476921630896138
1753416009.0,2025-07-25 04:00:00+00:00,0.115,0.008867971755597122,116102.7,0.10613202824440288
1753419609.0,2025-07-25 05:00:00+00:00,0.1,0.004205696117399935,115500.0,0.09579430388260007
1753423209.0,2025-07-25 06:00:00+00:00,0.095,0.0005992417553207967,115284.25,0.09440075824467921
1753426808.0,2025-07-25 07:00:00+00:00,0.085,1.1632965122330033e-06,115320.01,0.08499883670348778
