trade_id,strike,entry_time,exit_time,trade_type,entry_poly_prob,exit_poly_prob,divergence_at_entry,divergence_at_exit,units,investment_amount,pnl,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot,market,in_cooldown,cooldown_reason
1,80000.0,2025-05-01 00:00:00+00:00,2025-05-01 01:00:00+00:00,YES,0.175,0.17,-0.0335311885486888,-0.0314383190408561,1037.8701217451296,181.62727130539767,-15.931306368787716,stop_loss,9984.068693631212,10000.0,BTC_may,False,
2,90000.0,2025-05-01 04:00:00+00:00,2025-05-01 05:00:00+00:00,NO,0.695,0.685,0.0421031780521107,0.0553493468782559,746.5427984428919,227.69555352508206,-6.420268066608941,convergence,9977.648425564603,9984.068693631212,BTC_may,False,
3,105000.0,2025-05-01 08:00:00+00:00,2025-05-01 09:00:00+00:00,YES,0.385,0.395,-0.0291531819530537,-0.0342456462093669,409.2470346518507,157.56010834096253,-5.48391026433481,convergence,9972.164515300268,9977.648425564603,BTC_may,False,
4,85000.0,2025-05-01 12:00:00+00:00,2025-05-01 13:00:00+00:00,NO,0.36,0.34,0.0400555532140918,-0.0101899143160394,338.0681877102697,216.3636401345726,-6.423295566495142,convergence,9965.741219733773,9972.164515300268,BTC_may,False,
5,90000.0,2025-05-01 16:00:00+00:00,2025-05-01 17:00:00+00:00,NO,0.6,0.575,0.0656158887000408,0.0319427823666302,885.5044340559353,354.20177362237416,0.22137610851399359,take_profit,9965.962595842286,9965.741219733773,BTC_may,False,Cooldown started after 5 consecutive losses
6,90000.0,2025-05-01 20:00:00+00:00,2025-05-01 21:00:00+00:00,NO,0.61,0.62,0.0493531362578111,0.065878028603227,683.1270971289626,266.41956788029546,-22.611506914968686,stop_loss,9943.351088927317,9965.962595842286,BTC_may,False,Cooldown started after 5 consecutive losses
7,85000.0,2025-05-02 00:00:00+00:00,2025-05-02 01:00:00+00:00,NO,0.33,0.31,0.0421703669638464,0.0198378953703519,338.9982546962405,227.1288306464811,-7.051163697681773,convergence,9936.299925229634,9943.351088927317,BTC_may,False,Cooldown started after 5 consecutive losses
8,90000.0,2025-05-02 04:00:00+00:00,2025-05-02 05:00:00+00:00,NO,0.575,0.59,0.0436648671085374,0.0458437556198459,552.9680201190575,235.01140855059947,-22.146369205768252,stop_loss,9914.153556023866,9936.299925229634,BTC_may,False,
9,90000.0,2025-05-02 08:00:00+00:00,2025-05-02 09:00:00+00:00,NO,0.61,0.6,0.0570604370662717,0.0463617161729434,785.7026875678524,306.42404815146244,-10.764126819679518,convergence,9903.389429204186,9914.153556023866,BTC_may,False,
10,90000.0,2025-05-02 12:00:00+00:00,2025-05-02 13:00:00+00:00,NO,0.565,0.555,0.0508371753089131,0.0195672490049544,626.9142221593457,272.70768663931545,-10.281393243413333,convergence,9893.108035960773,9903.389429204186,BTC_may,False,Cooldown started after 5 consecutive losses
