trade_id,strike,market,side,entry_time,exit_time,entry_prob,exit_prob,size,pnl,capital,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot,in_cooldown,cooldown_reason
1,2700.0,ETH_june,long,2025-05-31 02:00:00+00:00,2025-05-31 03:00:00+00:00,0.68,0.385,206.71825027372248,-60.98188383074814,9939.018116169253,stop_loss,9939.018116169253,10000.0,False,
2,2200.0,ETH_june,long,2025-05-31 03:00:00+00:00,2025-05-31 06:00:00+00:00,0.5,0.36,369.04878005208275,-51.66682920729159,9887.35128696196,stop_loss,9887.35128696196,9939.018116169253,False,
3,1800.0,ETH_june,short,2025-05-31 04:00:00+00:00,2025-05-31 06:00:00+00:00,0.495,0.115,500.0,190.0,10077.35128696196,take_profit,10077.35128696196,9887.35128696196,False,
4,2300.0,ETH_june,long,2025-05-31 06:00:00+00:00,2025-06-01 13:00:00+00:00,0.54,0.71,500.0,84.99999999999997,10162.35128696196,convergence,10162.35128696196,10077.35128696196,False,
5,2000.0,ETH_june,long,2025-05-31 07:00:00+00:00,2025-06-03 02:00:00+00:00,0.255,0.19,497.35461756921217,-32.328050141998794,10130.023236819961,stop_loss,10130.023236819961,10162.35128696196,False,
6,2800.0,ETH_june,long,2025-06-01 13:00:00+00:00,2025-06-03 02:00:00+00:00,0.53,0.75,402.5097113257337,88.5521364916614,10218.575373311623,convergence,10218.575373311623,10130.023236819961,False,
7,2300.0,ETH_june,long,2025-06-03 02:00:00+00:00,2025-06-05 21:00:00+00:00,0.47,0.82,500.0,175.0,10358.575373311623,take_profit,10393.575373311623,10218.575373311623,False,
8,3200.0,ETH_june,long,2025-06-03 03:00:00+00:00,2025-06-05 20:00:00+00:00,0.255,0.185,500.0,-35.0,10183.575373311623,stop_loss,10358.575373311623,10393.575373311623,False,
9,3200.0,ETH_june,long,2025-06-05 20:00:00+00:00,2025-06-05 21:00:00+00:00,0.185,0.11,227.36913631586611,-17.05268522368996,10341.522688087933,stop_loss,10341.522688087933,10358.575373311623,False,
10,3000.0,ETH_june,long,2025-06-05 21:00:00+00:00,2025-06-06 14:00:00+00:00,0.195,0.29,500.0,47.499999999999986,10389.022688087933,take_profit,10389.022688087933,10341.522688087933,False,
11,2700.0,ETH_june,long,2025-06-05 22:00:00+00:00,2025-06-08 22:00:00+00:00,0.555,0.71,375.52664339497585,58.20662972622122,10447.229317814154,convergence,10447.229317814154,10389.022688087933,False,
12,3200.0,ETH_june,long,2025-06-06 14:00:00+00:00,2025-06-10 00:00:00+00:00,0.175,0.265,500.0,45.000000000000014,10492.229317814154,take_profit,10492.229317814154,10447.229317814154,False,
13,2800.0,ETH_june,long,2025-06-08 22:00:00+00:00,2025-06-10 00:00:00+00:00,0.53,0.775,390.93696815429234,95.77955719780162,10588.008875011956,take_profit,10588.008875011956,10492.229317814154,False,
