trade_id,strike,market,side,entry_time,exit_time,entry_prob,exit_prob,size,pnl,capital,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot,in_cooldown,cooldown_reason
1,2700.0,ETH_june,long,2025-05-31 02:00:00+00:00,2025-05-31 03:00:00+00:00,0.68,0.385,244.30338668712656,-72.06949907270234,9927.930500927298,stop_loss,9927.930500927298,10000.0,False,
2,1800.0,ETH_june,short,2025-05-31 04:00:00+00:00,2025-05-31 06:00:00+00:00,0.495,0.115,500.0,190.0,10117.930500927298,take_profit,10117.930500927298,9927.930500927298,False,
3,2300.0,ETH_june,long,2025-05-31 06:00:00+00:00,2025-06-01 13:00:00+00:00,0.54,0.71,500.0,84.99999999999997,10202.930500927298,convergence,10202.930500927298,10117.930500927298,False,
4,2200.0,ETH_june,long,2025-05-31 08:00:00+00:00,2025-06-04 09:00:00+00:00,0.38,0.335,500.0,-22.499999999999993,10285.500913138609,max_hold,10180.430500927298,10202.930500927298,False,
5,2800.0,ETH_june,long,2025-06-01 13:00:00+00:00,2025-06-03 02:00:00+00:00,0.53,0.75,477.5927827786864,105.070412211311,10308.000913138609,convergence,10285.500913138609,10180.430500927298,False,
6,2300.0,ETH_june,long,2025-06-03 02:00:00+00:00,2025-06-05 21:00:00+00:00,0.47,0.82,500.0,175.0,10454.823565017932,take_profit,10460.500913138609,10285.500913138609,False,
7,2800.0,ETH_june,long,2025-06-04 09:00:00+00:00,2025-06-05 13:00:00+00:00,0.72,0.705,378.48987471175565,-5.677348120676339,10279.823565017932,convergence,10454.823565017932,10460.500913138609,False,
8,3200.0,ETH_june,long,2025-06-05 13:00:00+00:00,2025-06-05 21:00:00+00:00,0.27,0.11,494.61668537022695,-79.13866965923633,10375.684895358696,stop_loss,10375.684895358696,10454.823565017932,False,
9,3000.0,ETH_june,long,2025-06-05 21:00:00+00:00,2025-06-06 15:00:00+00:00,0.195,0.305,500.0,54.99999999999999,10442.479881028456,take_profit,10430.684895358696,10375.684895358696,False,
10,2300.0,ETH_june,long,2025-06-05 23:00:00+00:00,2025-06-06 02:00:00+00:00,0.755,0.785,393.1661889919867,11.794985669759612,10387.479881028456,convergence,10442.479881028456,10430.684895358696,False,
11,2800.0,ETH_june,long,2025-06-06 02:00:00+00:00,2025-06-09 19:00:00+00:00,0.385,0.58,500.0,97.49999999999997,10539.979881028456,take_profit,10539.979881028456,10442.479881028456,False,
12,2000.0,ETH_june,long,2025-06-06 15:00:00+00:00,2025-06-09 22:00:00+00:00,0.215,0.13,500.0,-42.49999999999999,10497.479881028456,stop_loss,10497.479881028456,10539.979881028456,False,
13,3200.0,ETH_june,long,2025-06-09 19:00:00+00:00,2025-06-10 00:00:00+00:00,0.17,0.265,500.0,47.5,10544.979881028456,take_profit,10544.979881028456,10497.479881028456,False,
14,2700.0,ETH_june,long,2025-06-09 22:00:00+00:00,2025-06-10 01:00:00+00:00,0.895,0.9995,312.34928816796867,32.64050061355274,10577.620381642007,convergence,10577.620381642007,10544.979881028456,False,
15,1800.0,ETH_june,long,2025-06-10 00:00:00+00:00,2025-06-11 15:00:00+00:00,0.055,0.0355,314.6345959700985,-6.135374621416921,10571.48500702059,stop_loss,10571.48500702059,10577.620381642007,False,
16,2000.0,ETH_june,long,2025-06-10 02:00:00+00:00,2025-06-11 15:00:00+00:00,0.115,0.07,500.0,-22.5,10548.98500702059,stop_loss,10548.98500702059,10571.48500702059,False,
17,2200.0,ETH_june,long,2025-06-11 15:00:00+00:00,2025-06-12 21:00:00+00:00,0.16,0.285,500.0,62.499999999999986,10628.98500702059,take_profit,10611.48500702059,10548.98500702059,False,
18,2000.0,ETH_june,long,2025-06-11 17:00:00+00:00,2025-06-12 20:00:00+00:00,0.065,0.1,500.0,17.5,10566.48500702059,take_profit,10628.98500702059,10611.48500702059,False,
19,3200.0,ETH_june,long,2025-06-12 20:00:00+00:00,2025-06-13 01:00:00+00:00,0.255,0.13,500.0,-62.5,10566.48500702059,stop_loss,10566.48500702059,10628.98500702059,False,
20,3000.0,ETH_june,long,2025-06-12 22:00:00+00:00,2025-06-13 03:00:00+00:00,0.4,0.26,500.0,-70.0,10496.48500702059,stop_loss,10496.48500702059,10566.48500702059,False,
21,2200.0,ETH_june,long,2025-06-13 01:00:00+00:00,2025-06-16 08:00:00+00:00,0.42,0.26,500.0,-79.99999999999999,10370.808459502157,stop_loss,10416.48500702059,10496.48500702059,False,
22,2000.0,ETH_june,long,2025-06-13 03:00:00+00:00,2025-06-13 17:00:00+00:00,0.26,0.165,480.80576335193354,-45.676547518433686,10450.808459502157,stop_loss,10370.808459502157,10416.48500702059,False,
23,2000.0,ETH_june,long,2025-06-13 17:00:00+00:00,2025-06-16 10:00:00+00:00,0.165,0.105,500.0,-30.000000000000007,10340.808459502157,stop_loss,10340.808459502157,10370.808459502157,False,Cooldown started after 5 consecutive losses
24,2200.0,ETH_june,long,2025-06-16 08:00:00+00:00,2025-06-17 16:00:00+00:00,0.26,0.39,500.0,65.0,10333.308459502157,take_profit,10405.808459502157,10340.808459502157,False,
25,3000.0,ETH_june,long,2025-06-16 10:00:00+00:00,2025-06-17 15:00:00+00:00,0.36,0.215,500.0,-72.5,10268.308459502157,stop_loss,10333.308459502157,10405.808459502157,False,
26,2000.0,ETH_june,long,2025-06-17 15:00:00+00:00,2025-06-19 23:00:00+00:00,0.165,0.105,500.0,-30.000000000000007,10303.308459502157,stop_loss,10303.308459502157,10333.308459502157,False,
27,2300.0,ETH_june,long,2025-06-17 17:00:00+00:00,2025-06-20 08:00:00+00:00,0.64,0.405,500.0,-117.5,10185.808459502157,stop_loss,10185.808459502157,10303.308459502157,False,
28,3000.0,ETH_june,long,2025-06-19 23:00:00+00:00,2025-06-20 17:00:00+00:00,0.155,0.1,500.0,-27.499999999999996,10158.308459502157,stop_loss,10158.308459502157,10185.808459502157,False,
29,2300.0,ETH_june,long,2025-06-20 08:00:00+00:00,2025-06-20 18:00:00+00:00,0.405,0.67,500.0,132.5,10290.808459502157,take_profit,10290.808459502157,10158.308459502157,False,
30,3200.0,ETH_june,long,2025-06-20 17:00:00+00:00,2025-06-20 18:00:00+00:00,0.055,0.0255,500.0,-14.750000000000002,10276.058459502157,stop_loss,10276.058459502157,10290.808459502157,False,
31,2300.0,ETH_june,long,2025-06-20 19:00:00+00:00,2025-06-21 22:00:00+00:00,0.67,0.9975,500.0,163.75,10424.808459502157,convergence,10439.808459502157,10276.058459502157,False,
32,3000.0,ETH_june,long,2025-06-20 21:00:00+00:00,2025-06-21 20:00:00+00:00,0.075,0.045,500.0,-15.0,10261.058459502157,stop_loss,10424.808459502157,10439.808459502157,False,
33,2000.0,ETH_june,long,2025-06-21 20:00:00+00:00,2025-06-21 22:00:00+00:00,0.155,0.335,500.0,90.00000000000001,10514.808459502157,take_profit,10514.808459502157,10424.808459502157,False,
34,2200.0,ETH_june,long,2025-06-21 22:00:00+00:00,2025-06-22 10:00:00+00:00,0.755,0.88,500.0,62.5,10577.308459502157,convergence,10577.308459502157,10514.808459502157,False,
35,1800.0,ETH_june,long,2025-06-22 00:00:00+00:00,2025-06-22 14:00:00+00:00,0.118,0.2005,500.0,41.25000000000001,10618.558459502157,take_profit,10618.558459502157,10577.308459502157,False,
36,2000.0,ETH_june,long,2025-06-22 10:00:00+00:00,2025-06-23 19:00:00+00:00,0.385,0.25,500.0,-67.5,10490.308459502157,stop_loss,10551.058459502157,10618.558459502157,False,
37,1800.0,ETH_june,long,2025-06-22 14:00:00+00:00,2025-06-23 04:00:00+00:00,0.2005,0.13,500.0,-35.25,10583.308459502157,stop_loss,10515.808459502157,10551.058459502157,False,
38,1800.0,ETH_june,long,2025-06-23 04:00:00+00:00,2025-06-23 18:00:00+00:00,0.13,0.079,500.0,-25.500000000000004,10557.808459502157,stop_loss,10490.308459502157,10515.808459502157,False,
39,1800.0,ETH_june,long,2025-06-23 18:00:00+00:00,2025-06-24 02:00:00+00:00,0.079,0.0485,500.0,-15.25,10430.058459502157,stop_loss,10475.058459502157,10490.308459502157,False,
40,2000.0,ETH_june,long,2025-06-23 20:00:00+00:00,2025-06-23 23:00:00+00:00,0.225,0.135,500.0,-45.0,10445.308459502157,stop_loss,10430.058459502157,10475.058459502157,False,Cooldown started after 5 consecutive losses
41,3000.0,ETH_june,long,2025-06-23 23:00:00+00:00,2025-06-24 09:00:00+00:00,0.0625,0.0365,500.0,-13.000000000000002,10417.058459502157,stop_loss,10417.058459502157,10430.058459502157,False,
42,2000.0,ETH_june,long,2025-06-24 02:00:00+00:00,2025-06-24 17:00:00+00:00,0.12,0.07,500.0,-24.999999999999993,10392.058459502157,stop_loss,10392.058459502157,10417.058459502157,False,
43,3000.0,ETH_june,long,2025-06-24 17:00:00+00:00,2025-06-25 05:00:00+00:00,0.0555,0.032,500.0,-11.75,10380.308459502157,stop_loss,10380.308459502157,10392.058459502157,False,
44,2000.0,ETH_june,long,2025-06-24 19:00:00+00:00,2025-06-25 14:00:00+00:00,0.07,0.045,500.0,-12.500000000000004,10367.808459502157,stop_loss,10367.808459502157,10380.308459502157,False,
45,2000.0,ETH_june,long,2025-06-25 16:00:00+00:00,2025-06-26 02:00:00+00:00,0.06,0.035,500.0,-12.499999999999996,10355.308459502157,stop_loss,10355.308459502157,10367.808459502157,False,Cooldown started after 5 consecutive losses
1,2100.0,ETH_july,long,2025-06-30 18:00:00+00:00,2025-06-30 19:00:00+00:00,0.17,0.345,500.0,87.49999999999999,10087.5,take_profit,10442.808459502157,10355.308459502157,False,
2,2600.0,ETH_july,short,2025-06-30 20:00:00+00:00,2025-07-01 07:00:00+00:00,0.84,0.735,243.25590644984493,25.54187017723371,10113.041870177234,convergence,10468.350329679392,10442.808459502157,False,
3,2700.0,ETH_july,short,2025-06-30 22:00:00+00:00,2025-07-02 15:00:00+00:00,0.645,0.59,333.92020981799715,18.36561153998986,10135.75029125293,convergence,10486.715941219381,10468.350329679392,False,
4,2100.0,ETH_july,short,2025-07-01 07:00:00+00:00,2025-07-01 08:00:00+00:00,0.37,0.355,289.5206357137497,4.342809535706249,10117.38467971294,convergence,10491.058750755088,10486.715941219381,False,
5,2100.0,ETH_july,short,2025-07-01 09:00:00+00:00,2025-07-02 20:00:00+00:00,0.395,0.245,395.33495384245464,59.300243076368204,10195.050534329299,convergence,10550.358993831456,10491.058750755088,False,
6,2200.0,ETH_july,short,2025-07-02 15:00:00+00:00,2025-07-02 23:00:00+00:00,0.49,0.36,500.0,65.0,10260.050534329299,convergence,10615.358993831456,10550.358993831456,False,
7,2900.0,ETH_july,short,2025-07-02 20:00:00+00:00,2025-07-03 13:00:00+00:00,0.5,0.5,251.55327342211433,-0.0,10272.584875881848,convergence,10615.358993831456,10615.358993831456,False,
8,3100.0,ETH_july,short,2025-07-02 23:00:00+00:00,2025-07-03 05:00:00+00:00,0.305,0.27,358.12404435853546,12.534341552548732,10272.584875881848,convergence,10627.893335384006,10615.358993831456,False,
9,2100.0,ETH_july,short,2025-07-03 05:00:00+00:00,2025-07-03 14:00:00+00:00,0.27,0.235,331.2557773065289,11.593952205728522,10284.178828087577,convergence,10639.487287589734,10627.893335384006,False,
10,2700.0,ETH_july,long,2025-07-03 13:00:00+00:00,2025-07-03 18:00:00+00:00,0.795,0.78,272.6230794820908,-4.089346192231366,10280.089481895346,convergence,10635.397941397503,10639.487287589734,False,
11,3100.0,ETH_july,short,2025-07-03 15:00:00+00:00,2025-07-03 20:00:00+00:00,0.295,0.28,339.13671025495955,5.087050653824379,10285.17653254917,convergence,10640.484992051328,10635.397941397503,False,
12,2200.0,ETH_july,short,2025-07-03 18:00:00+00:00,2025-07-07 19:00:00+00:00,0.39,0.395,432.24122824018673,-2.1612061412009353,10310.212136228101,max_hold,10638.323785910126,10640.484992051328,False,
13,2100.0,ETH_july,short,2025-07-03 20:00:00+00:00,2025-07-07 12:00:00+00:00,0.25,0.23,304.8743942203187,6.097487884406371,10291.274020433577,convergence,10644.421273794533,10638.323785910126,False,
14,2700.0,ETH_july,short,2025-07-07 12:00:00+00:00,2025-07-07 13:00:00+00:00,0.72,0.685,380.7973363735283,13.32790677307346,10304.60192720665,convergence,10657.749180567605,10644.421273794533,False,
15,3100.0,ETH_july,short,2025-07-07 14:00:00+00:00,2025-07-07 17:00:00+00:00,0.205,0.175,259.04717208846705,7.771415162654011,10312.373342369303,convergence,10665.520595730259,10657.749180567605,False,
16,2100.0,ETH_july,short,2025-07-07 17:00:00+00:00,2025-07-09 08:00:00+00:00,0.27,0.16,394.6571602895931,43.41228763185524,10347.587289131052,convergence,10708.932883362115,10665.520595730259,False,
17,2900.0,ETH_july,short,2025-07-07 19:00:00+00:00,2025-07-08 17:00:00+00:00,0.36,0.385,241.4853891561993,-6.037134728904988,10304.175001499196,convergence,10702.89574863321,10708.932883362115,False,
18,2200.0,ETH_july,short,2025-07-08 17:00:00+00:00,2025-07-09 23:00:00+00:00,0.32,0.15,500.0,85.0,10436.474208020727,take_profit,10787.89574863321,10702.89574863321,False,
19,2700.0,ETH_july,short,2025-07-09 08:00:00+00:00,2025-07-09 10:00:00+00:00,0.835,0.805,279.9522916899093,8.398568750697256,10355.98585788175,convergence,10796.294317383907,10787.89574863321,False,
20,2900.0,ETH_july,short,2025-07-09 10:00:00+00:00,2025-07-09 12:00:00+00:00,0.455,0.475,287.2001128727789,-5.744002257455567,10350.241855624294,convergence,10790.550315126451,10796.294317383907,False,
21,2700.0,ETH_july,long,2025-07-09 12:00:00+00:00,2025-07-09 13:00:00+00:00,0.83,0.905,387.74278446540995,29.08070883490577,10379.3225644592,convergence,10819.631023961358,10790.550315126451,False,
22,2900.0,ETH_july,short,2025-07-09 14:00:00+00:00,2025-07-09 15:00:00+00:00,0.52,0.5,338.13711172245314,6.762742234449068,10386.085306693649,convergence,10826.393766195806,10819.631023961358,False,
23,2900.0,ETH_july,short,2025-07-09 17:00:00+00:00,2025-07-09 21:00:00+00:00,0.535,0.665,266.2392205609416,-34.61109867292241,10351.474208020727,convergence,10791.782667522884,10826.393766195806,False,
24,2900.0,ETH_july,long,2025-07-09 22:00:00+00:00,2025-07-10 01:00:00+00:00,0.685,0.71,257.93066147346053,6.44826653683649,10442.922474557563,convergence,10798.23093405972,10791.782667522884,False,
25,3100.0,ETH_july,short,2025-07-10 00:00:00+00:00,2025-07-10 01:00:00+00:00,0.425,0.405,280.26977606282975,5.605395521256584,10448.52787007882,convergence,10803.836329580978,10798.23093405972,False,
26,2200.0,ETH_july,short,2025-07-10 02:00:00+00:00,2025-07-10 03:00:00+00:00,0.16,0.15,231.63730763721816,2.3163730763721837,10450.844243155192,convergence,10806.15270265735,10803.836329580978,False,
27,2200.0,ETH_july,short,2025-07-10 05:00:00+00:00,2025-07-10 09:00:00+00:00,0.165,0.145,247.7136771179859,4.954273542359722,10455.798516697552,convergence,10811.10697619971,10806.15270265735,False,
28,3100.0,ETH_july,short,2025-07-10 07:00:00+00:00,2025-07-10 10:00:00+00:00,0.465,0.43,239.53466264086532,8.383713192430294,10464.182229889982,convergence,10819.49068939214,10811.10697619971,False,
29,2900.0,ETH_july,short,2025-07-10 09:00:00+00:00,2025-07-10 10:00:00+00:00,0.78,0.755,286.10806859009625,7.152701714752412,10471.334931604735,convergence,10826.643391106893,10819.49068939214,False,
30,3100.0,ETH_july,short,2025-07-10 14:00:00+00:00,2025-07-10 16:00:00+00:00,0.44,0.42,248.82170405638334,4.976434081127671,10476.311365685862,convergence,10831.61982518802,10826.643391106893,False,
